"","rcept_no","reprt_code","bsns_year","corp_code","sj_div","sj_nm","account_id","account_nm","account_detail","thstrm_nm","thstrm_amount","frmtrm_nm","frmtrm_amount","ord","currency","thstrm_add_amount"
"1","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_CurrentAssets","유동자산","-","제 2 기","65259234539","제 1 기","58262280900","1","KRW",NA
"2","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_CashAndCashEquivalents","현금및현금성자산","-","제 2 기","20702687297","제 1 기","20447381790","2","KRW",NA
"3","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_TradeAndOtherCurrentReceivables","매출채권 및 기타유동채권","-","제 2 기","16301021665","제 1 기","18266428325","3","KRW",NA
"4","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_OtherCurrentFinancialAssets","기타유동금융자산","-","제 2 기","2950597439","제 1 기","2067985800","4","KRW",NA
"5","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_Inventories","재고자산","-","제 2 기","23924866635","제 1 기","16445406493","5","KRW",NA
"6","20220323000853","11011","2021","01480568","BS","재무상태표","dart_OtherCurrentAssets","기타유동자산","-","제 2 기","1380061503","제 1 기","1035078492","6","KRW",NA
"7","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_NoncurrentAssets","비유동자산","-","제 2 기","52434526170","제 1 기","31559837279","7","KRW",NA
"8","20220323000853","11011","2021","01480568","BS","재무상태표","dart_LongTermTradeAndOtherNonCurrentReceivablesGross","기타비유동채권","-","제 2 기","5261578","제 1 기","","8","KRW",NA
"9","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_OtherNoncurrentFinancialAssets","기타비유동금융자산","-","제 2 기","2961309289","제 1 기","464167488","9","KRW",NA
"10","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_InvestmentAccountedForUsingEquityMethod","관계기업투자자산","-","제 2 기","6125248863","제 1 기","","10","KRW",NA
"11","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_PropertyPlantAndEquipment","유형자산","-","제 2 기","36079627882","제 1 기","30561701609","11","KRW",NA
"12","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_IntangibleAssetsOtherThanGoodwill","무형자산","-","제 2 기","6797401974","제 1 기","109616147","12","KRW",NA
"13","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_InvestmentProperty","투자부동산","-","제 2 기","424352035","제 1 기","424352035","13","KRW",NA
"14","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_DeferredTaxAssets","이연법인세자산","-","제 2 기","32391845","제 1 기","","14","KRW",NA
"15","20220323000853","11011","2021","01480568","BS","재무상태표","dart_OtherNonCurrentAssets","기타비유동자산","-","제 2 기","8932704","제 1 기","","15","KRW",NA
"16","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_Assets","자산총계","-","제 2 기","117693760709","제 1 기","89822118179","16","KRW",NA
"17","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_CurrentLiabilities","유동부채","-","제 2 기","63609169288","제 1 기","35896949804","18","KRW",NA
"18","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_TradeAndOtherCurrentPayables","매입채무 및 기타유동채무","-","제 2 기","12507092739","제 1 기","10493699343","19","KRW",NA
"19","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_ShorttermBorrowings","단기차입금","-","제 2 기","30635490772","제 1 기","19167547696","20","KRW",NA
"20","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_CurrentPortionOfLongtermBorrowings","유동성장기차입금","-","제 2 기","15171659042","제 1 기","1268000000","21","KRW",NA
"21","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_OtherCurrentFinancialLiabilities","기타유동금융부채","-","제 2 기","520626818","제 1 기","244859483","22","KRW",NA
"22","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_CurrentTaxLiabilities","당기법인세부채","-","제 2 기","1754914550","제 1 기","1813333030","23","KRW",NA
"23","20220323000853","11011","2021","01480568","BS","재무상태표","dart_OtherCurrentLiabilities","기타유동부채","-","제 2 기","3019385367","제 1 기","2909510252","24","KRW",NA
"24","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_NoncurrentLiabilities","비유동부채","-","제 2 기","8670197404","제 1 기","19885014807","25","KRW",NA
"25","20220323000853","11011","2021","01480568","BS","재무상태표","dart_LongTermTradeAndOtherNonCurrentPayables","장기매입채무 및 기타비유동채무","-","제 2 기","86761943","제 1 기","98694677","26","KRW",NA
"26","20220323000853","11011","2021","01480568","BS","재무상태표","dart_LongTermBorrowingsGross","장기차입금","-","제 2 기","4342010409","제 1 기","16380000000","27","KRW",NA
"27","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_OtherNoncurrentFinancialLiabilities","기타비유동금융부채","-","제 2 기","812160123","제 1 기","441296979","28","KRW",NA
"28","20220323000853","11011","2021","01480568","BS","재무상태표","dart_PostemploymentBenefitObligations","퇴직급여부채","-","제 2 기","2247388330","제 1 기","2504517123","29","KRW",NA
"29","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_DeferredTaxLiabilities","이연법인세부채","-","제 2 기","1181876599","제 1 기","460506028","30","KRW",NA
"30","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_Liabilities","부채총계","-","제 2 기","72279366692","제 1 기","55781964611","31","KRW",NA
"31","20220323000853","11011","2021","01480568","BS","재무상태표","ifrs-full_EquityAttributableToOwnersOfParent","지배기업의 소유주에게 귀속되는 자본","-","제 2 기","42918196363","제 1 기","34040153568","33","KRW",NA
