"","rcept_no","reprt_code","bsns_year","corp_code","sj_div","sj_nm","account_id","account_nm","account_detail","thstrm_nm","thstrm_amount","frmtrm_nm","frmtrm_amount","bfefrmtrm_nm","bfefrmtrm_amount","ord","currency","thstrm_add_amount"
"1","20220310001085","11011","2021","00157681","BS","재무상태표","ifrs-full_CurrentAssets","유동자산","-","제 58 기","866863327609","제 57 기","516803182217","제 56 기","860529744090","1","KRW",NA
"2","20220310001085","11011","2021","00157681","BS","재무상태표","ifrs-full_CashAndCashEquivalents","현금및현금성자산","-","제 58 기","228812533767","제 57 기","9072247225","제 56 기","10560868271","2","KRW",NA
"3","20220310001085","11011","2021","00157681","BS","재무상태표","dart_CurrentFinancialAssetHeldForTrading","단기금융자산","-","제 58 기","7656939020","제 57 기","7719476911","제 56 기","50000000000","3","KRW",NA
"4","20220310001085","11011","2021","00157681","BS","재무상태표","ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue","당기손익-공정가치측정 금융자산","-","제 58 기","64479628321","제 57 기","142556735191","제 56 기","398005315647","4","KRW",NA
"5","20220310001085","11011","2021","00157681","BS","재무상태표","dart_ShortTermTradeReceivable","매출채권","-","제 58 기","306123274214","제 57 기","187428579550","제 56 기","210465528653","5","KRW",NA
"6","20220310001085","11011","2021","00157681","BS","재무상태표","ifrs-full_OtherCurrentFinancialAssets","기타유동금융자산","-","제 58 기","2827877987","제 57 기","8455007761","제 56 기","3778751681","6","KRW",NA
"7","20220310001085","11011","2021","00157681","BS","재무상태표","dart_OtherCurrentAssets","기타유동자산","-","제 58 기","12462091190","제 57 기","9117900461","제 56 기","9903950832","7","KRW",NA
"8","20220310001085","11011","2021","00157681","BS","재무상태표","ifrs-full_Inventories","재고자산","-","제 58 기","244500983110","제 57 기","152453235118","제 56 기","177815329006","8","KRW",NA
"9","20220310001085","11011","2021","00157681","BS","재무상태표","ifrs-full_NoncurrentAssets","비유동자산","-","제 58 기","1856590359826","제 57 기","1357786199530","제 56 기","932155737636","9","KRW",NA
"10","20220310001085","11011","2021","00157681","BS","재무상태표","dart_LongTermDepositsNotClassifiedAsCashEquivalents","장기금융자산","-","제 58 기","20000000","제 57 기","21500000","제 56 기","21500000","10","KRW",NA
