"","rcept_no","reprt_code","bsns_year","corp_code","sj_div","sj_nm","account_id","account_nm","account_detail","thstrm_nm","thstrm_amount","ord","currency","thstrm_add_amount"
"1","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_CurrentAssets","유동자산","-","제 1 기","133838000000","1","KRW",NA
"2","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_CashAndCashEquivalents","현금및현금성자산","-","제 1 기","91968000000","2","KRW",NA
"3","20220321000852","11011","2021","01562589","BS","재무상태표","dart_ShortTermDepositsNotClassifiedAsCashEquivalents","금융기관예치금","-","제 1 기","40000000000","3","KRW",NA
"4","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_TradeAndOtherCurrentReceivables","기타채권","-","제 1 기","1205000000","4","KRW",NA
"5","20220321000852","11011","2021","01562589","BS","재무상태표","dart_OtherCurrentAssets","기타유동자산","-","제 1 기","665000000","5","KRW",NA
"6","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_NoncurrentAssets","비유동자산","-","제 1 기","1308709000000","6","KRW",NA
"7","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates","관계기업및공동기업투자","-","제 1 기","1291158000000","7","KRW",NA
"8","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_PropertyPlantAndEquipment","유형자산","-","제 1 기","6026000000","8","KRW",NA
"9","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_IntangibleAssetsOtherThanGoodwill","무형자산","-","제 1 기","4591000000","9","KRW",NA
"10","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_RightofuseAssets","사용권자산","-","제 1 기","2351000000","10","KRW",NA
"11","20220321000852","11011","2021","01562589","BS","재무상태표","dart_LongTermTradeAndOtherNonCurrentReceivablesGross","기타장기채권","-","제 1 기","4067000000","11","KRW",NA
"12","20220321000852","11011","2021","01562589","BS","재무상태표","dart_OtherNonCurrentAssets","기타비유동자산","-","제 1 기","516000000","12","KRW",NA
"13","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_Assets","자산총계","-","제 1 기","1442547000000","13","KRW",NA
"14","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_CurrentLiabilities","유동부채","-","제 1 기","9850000000","15","KRW",NA
"15","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_TradeAndOtherCurrentPayables","기타채무","-","제 1 기","7314000000","16","KRW",NA
"16","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_CurrentLeaseLiabilities","리스부채","-","제 1 기","1323000000","17","KRW",NA
"17","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_CurrentProvisions","충당부채","-","제 1 기","890000000","18","KRW",NA
"18","20220321000852","11011","2021","01562589","BS","재무상태표","dart_OtherCurrentLiabilities","기타유동부채","-","제 1 기","323000000","19","KRW",NA
"19","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_NoncurrentLiabilities","비유동부채","-","제 1 기","18028000000","20","KRW",NA
"20","20220321000852","11011","2021","01562589","BS","재무상태표","dart_PostemploymentBenefitObligations","순확정급여부채","-","제 1 기","728000000","21","KRW",NA
"21","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_DeferredTaxLiabilities","이연법인세부채","-","제 1 기","17160000000","22","KRW",NA
"22","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_NoncurrentLeaseLiabilities","리스부채","-","제 1 기","140000000","23","KRW",NA
"23","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_Liabilities","부채총계","-","제 1 기","27878000000","24","KRW",NA
"24","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_IssuedCapital","자본금","-","제 1 기","77746000000","26","KRW",NA
"25","20220321000852","11011","2021","01562589","BS","재무상태표","dart_CapitalSurplus","자본잉여금","-","제 1 기","1183210000000","27","KRW",NA
"26","20220321000852","11011","2021","01562589","BS","재무상태표","dart_ElementsOfOtherStockholdersEquity","기타자본항목","-","제 1 기","-819000000","28","KRW",NA
"27","20220321000852","11011","2021","01562589","BS","재무상태표","dart_OtherComprehensiveIncomeLossAccumulatedAmount","기타포괄손익누계액","-","제 1 기","14024000000","29","KRW",NA
"28","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_RetainedEarnings","이익잉여금","-","제 1 기","140508000000","30","KRW",NA
"29","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_Equity","자본총계","-","제 1 기","1414669000000","31","KRW",NA
"30","20220321000852","11011","2021","01562589","BS","재무상태표","ifrs-full_EquityAndLiabilities","자본과부채총계","-","제 1 기","1442547000000","32","KRW",NA
"31","20220321000852","11011","2021","01562589","IS","손익계산서","ifrs-full_Revenue","영업수익","-","제 1 기","185812000000","0","KRW",""
"32","20220321000852","11011","2021","01562589","IS","손익계산서","ifrs-full_OtherRevenue","지분법이익","-","제 1 기","185812000000","1","KRW",""
"33","20220321000852","11011","2021","01562589","IS","손익계산서","ifrs-full_CostOfSales","영업비용","-","제 1 기","38628000000","2","KRW",""
"34","20220321000852","11011","2021","01562589","IS","손익계산서","dart_OtherCostOfSales","지분법손실","-","제 1 기","8408000000","3","KRW",""
"35","20220321000852","11011","2021","01562589","IS","손익계산서","-표준계정코드 미사용-","인건비","-","제 1 기","12607000000","4","KRW",""
"36","20220321000852","11011","2021","01562589","IS","손익계산서","-표준계정코드 미사용-","감가상각비","-","제 1 기","1235000000","5","KRW",""
"37","20220321000852","11011","2021","01562589","IS","손익계산서","-표준계정코드 미사용-","기타영업비용","-","제 1 기","16378000000","6","KRW",""
"38","20220321000852","11011","2021","01562589","IS","손익계산서","dart_OperatingIncomeLoss","영업이익","-","제 1 기","147184000000","7","KRW",""
"39","20220321000852","11011","2021","01562589","IS","손익계산서","-표준계정코드 미사용-","영업외손익","-","제 1 기","901000000","8","KRW",""
