"","rcept_no","reprt_code","bsns_year","corp_code","sj_div","sj_nm","account_id","account_nm","account_detail","thstrm_nm","thstrm_amount","frmtrm_nm","frmtrm_amount","bfefrmtrm_nm","bfefrmtrm_amount","ord","currency","thstrm_add_amount"
"1","20220321000578","11011","2021","00367695","BS","재무상태표","ifrs-full_CurrentAssets","유동자산","-","제 25 기","36023759030","제 24 기","18168189140","제 23 기","9973818160","1","KRW",NA
"2","20220321000578","11011","2021","00367695","BS","재무상태표","ifrs-full_CashAndCashEquivalents","현금및현금성자산","-","제 25 기","6112465858","제 24 기","6195828528","제 23 기","1731774482","2","KRW",NA
"3","20220321000578","11011","2021","00367695","BS","재무상태표","-표준계정코드 미사용-","매출채권","-","제 25 기","22312384167","제 24 기","5063139428","제 23 기","249297863","3","KRW",NA
"4","20220321000578","11011","2021","00367695","BS","재무상태표","-표준계정코드 미사용-","단기기타채권","-","제 25 기","499794484","제 24 기","504586310","제 23 기","3023344110","4","KRW",NA
"5","20220321000578","11011","2021","00367695","BS","재무상태표","-표준계정코드 미사용-","단기기타금융자산","-","제 25 기","3543725546","제 24 기","5809149191","제 23 기","1427000000","5","KRW",NA
"6","20220321000578","11011","2021","00367695","BS","재무상태표","ifrs-full_Inventories","재고자산","-","제 25 기","331738808","제 24 기","213963337","제 23 기","853062921","6","KRW",NA
"7","20220321000578","11011","2021","00367695","BS","재무상태표","ifrs-full_CurrentTaxAssets","당기법인세자산","-","제 25 기","229657779","제 24 기","14789249","제 23 기","57083336","7","KRW",NA
"8","20220321000578","11011","2021","00367695","BS","재무상태표","dart_OtherCurrentAssets","기타유동자산","-","제 25 기","2993992388","제 24 기","366733097","제 23 기","2632255448","8","KRW",NA
"9","20220321000578","11011","2021","00367695","BS","재무상태표","ifrs-full_NoncurrentAssets","비유동자산","-","제 25 기","70009537531","제 24 기","57712215379","제 23 기","37196103582","9","KRW",NA
"10","20220321000578","11011","2021","00367695","BS","재무상태표","-표준계정코드 미사용-","장기기타금융자산","-","제 25 기","19076748751","제 24 기","19344379193","제 23 기","4838900245","10","KRW",NA
