"","rcept_no","reprt_code","bsns_year","corp_code","sj_div","sj_nm","account_id","account_nm","account_detail","thstrm_nm","thstrm_amount","frmtrm_nm","frmtrm_amount","ord","currency","thstrm_add_amount"
"1","20220321000532","11011","2021","01453670","BS","재무상태표","ifrs-full_CurrentAssets","유동자산","-","제 2 기","32598243510","제 1 기","25568196804","1","KRW",NA
"2","20220321000532","11011","2021","01453670","BS","재무상태표","ifrs-full_CashAndCashEquivalents","현금및현금성자산","-","제 2 기","1809862864","제 1 기","4346169512","2","KRW",NA
"3","20220321000532","11011","2021","01453670","BS","재무상태표","dart_ShortTermDepositsNotClassifiedAsCashEquivalents","단기금융상품","-","제 2 기","13909997716","제 1 기","7100000000","3","KRW",NA
"4","20220321000532","11011","2021","01453670","BS","재무상태표","ifrs-full_TradeAndOtherCurrentReceivables","매출채권 및 기타채권","-","제 2 기","4901499728","제 1 기","4121784722","4","KRW",NA
"5","20220321000532","11011","2021","01453670","BS","재무상태표","ifrs-full_Inventories","재고자산","-","제 2 기","11045405612","제 1 기","8735080270","5","KRW",NA
"6","20220321000532","11011","2021","01453670","BS","재무상태표","dart_OtherCurrentAssets","기타자산","-","제 2 기","931477590","제 1 기","1265162300","6","KRW",NA
"7","20220321000532","11011","2021","01453670","BS","재무상태표","ifrs-full_NoncurrentAssets","비유동자산","-","제 2 기","13700947551","제 1 기","13337348351","7","KRW",NA
"8","20220321000532","11011","2021","01453670","BS","재무상태표","-표준계정코드 미사용-","기타포괄손익-공정가치측정금융자산","-","제 2 기","1000000000","제 1 기","0","8","KRW",NA
"9","20220321000532","11011","2021","01453670","BS","재무상태표","ifrs-full_PropertyPlantAndEquipment","유형자산","-","제 2 기","8555653471","제 1 기","8207949233","9","KRW",NA
"10","20220321000532","11011","2021","01453670","BS","재무상태표","ifrs-full_IntangibleAssetsOtherThanGoodwill","무형자산","-","제 2 기","62880283","제 1 기","128179899","10","KRW",NA
"11","20220321000532","11011","2021","01453670","BS","재무상태표","ifrs-full_InvestmentProperty","투자부동산","-","제 2 기","2893131760","제 1 기","2940517088","11","KRW",NA
"12","20220321000532","11011","2021","01453670","BS","재무상태표","ifrs-full_OtherNoncurrentFinancialAssets","기타금융자산","-","제 2 기","385998151","제 1 기","392971351","12","KRW",NA
"13","20220321000532","11011","2021","01453670","BS","재무상태표","dart_OtherNonCurrentAssets","기타자산","-","제 2 기","222575342","제 1 기","336205419","13","KRW",NA
"14","20220321000532","11011","2021","01453670","BS","재무상태표","ifrs-full_DeferredTaxAssets","이연법인세자산","-","제 2 기","580708544","제 1 기","1331525361","14","KRW",NA
"15","20220321000532","11011","2021","01453670","BS","재무상태표","ifrs-full_Assets","자산총계","-","제 2 기","46299191061","제 1 기","38905545155","15","KRW",NA
