"","rcept_no","reprt_code","bsns_year","corp_code","sj_div","sj_nm","account_id","account_nm","account_detail","thstrm_nm","thstrm_amount","frmtrm_nm","frmtrm_amount","ord","currency","thstrm_add_amount"
"1","20220816000557","11011","2021","01497869","BS","재무상태표","ifrs-full_CurrentAssets","유동자산","-","제 2 기","271855417997","제 1 기","381568414760","1","KRW",NA
"2","20220816000557","11011","2021","01497869","BS","재무상태표","ifrs-full_CashAndCashEquivalents","현금및현금성자산","-","제 2 기","116465132926","제 1 기","72939049951","2","KRW",NA
"3","20220816000557","11011","2021","01497869","BS","재무상태표","ifrs-full_TradeAndOtherCurrentReceivables","매출채권및기타채권","-","제 2 기","37963345879","제 1 기","38026079884","3","KRW",NA
"4","20220816000557","11011","2021","01497869","BS","재무상태표","ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition","유동 당기손익-공정가치 측정 금융자산","-","제 2 기","3014894921","제 1 기","153642524600","4","KRW",NA
"5","20220816000557","11011","2021","01497869","BS","재무상태표","ifrs-full_CurrentFinancialAssetsAtAmortisedCost","유동 상각후원가 측정 금융자산","-","제 2 기","250000000","제 1 기","0","5","KRW",NA
"6","20220816000557","11011","2021","01497869","BS","재무상태표","ifrs-full_Inventories","재고자산","-","제 2 기","3159592902","제 1 기","3384750935","6","KRW",NA
"7","20220816000557","11011","2021","01497869","BS","재무상태표","ifrs-full_OtherCurrentFinancialAssets","기타유동금융자산","-","제 2 기","97482893152","제 1 기","103960103465","7","KRW",NA
"8","20220816000557","11011","2021","01497869","BS","재무상태표","dart_OtherCurrentAssets","기타유동자산","-","제 2 기","6626295918","제 1 기","9576383945","8","KRW",NA
"9","20220816000557","11011","2021","01497869","BS","재무상태표","ifrs-full_CurrentTaxAssets","당기법인세자산","-","제 2 기","769394350","제 1 기","39521980","9","KRW",NA
"10","20220816000557","11011","2021","01497869","BS","재무상태표","ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners","매각예정자산집단","-","제 2 기","6123867949","제 1 기","0","10","KRW",NA
"11","20220816000557","11011","2021","01497869","BS","재무상태표","ifrs-full_NoncurrentAssets","비유동자산","-","제 2 기","1860318864572","제 1 기","1621999331570","11","KRW",NA
"12","20220816000557","11011","2021","01497869","BS","재무상태표","dart_LongTermTradeAndOtherNonCurrentReceivablesGross","비유동매출채권및기타채권","-","제 2 기","2713434356","제 1 기","2972474626","12","KRW",NA
