"","rcept_no","reprt_code","bsns_year","corp_code","sj_div","sj_nm","account_id","account_nm","account_detail","thstrm_nm","thstrm_amount","ord","currency","thstrm_add_amount"
"1","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_CurrentAssets","유동자산","-","제 1 기","584010481056","1","KRW",NA
"2","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_CashAndCashEquivalents","현금및현금성자산","-","제 1 기","14565387864","2","KRW",NA
"3","20220317001143","11011","2021","01568413","BS","재무상태표","dart_ShortTermDepositsNotClassifiedAsCashEquivalents","단기금융상품","-","제 1 기","6621543000","3","KRW",NA
"4","20220317001143","11011","2021","01568413","BS","재무상태표","dart_ShortTermTradeReceivable","매출채권","-","제 1 기","100086295256","4","KRW",NA
"5","20220317001143","11011","2021","01568413","BS","재무상태표","dart_ShortTermOtherReceivables","단기미수금","-","제 1 기","14967772990","5","KRW",NA
"6","20220317001143","11011","2021","01568413","BS","재무상태표","dart_CurrentFinanceLeaseReceivables","단기금융리스채권","-","제 1 기","410939873","6","KRW",NA
"7","20220317001143","11011","2021","01568413","BS","재무상태표","dart_ShortTermAccruedIncome","단기미수수익","-","제 1 기","51539726","7","KRW",NA
"8","20220317001143","11011","2021","01568413","BS","재무상태표","dart_ShortTermDepositsProvided","단기보증금자산","-","제 1 기","3296912371","8","KRW",NA
"9","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_Inventories","재고자산","-","제 1 기","242296850338","9","KRW",NA
"10","20220317001143","11011","2021","01568413","BS","재무상태표","dart_OtherCurrentAssets","기타유동자산","-","제 1 기","6169647023","10","KRW",NA
"11","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners","매각예정비유동자산","-","제 1 기","195543592615","11","KRW",NA
"12","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_NoncurrentAssets","비유동자산","-","제 1 기","562484228287","12","KRW",NA
"13","20220317001143","11011","2021","01568413","BS","재무상태표","dart_LongTermDepositsNotClassifiedAsCashEquivalents","장기금융상품","-","제 1 기","903000000","13","KRW",NA
"14","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue","비유동 당기손익-공정가치 의무 측정 금융자산","-","제 1 기","17804633523","14","KRW",NA
"15","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_InvestmentsInAssociates","관계기업에 대한 투자자산","-","제 1 기","356932105641","15","KRW",NA
"16","20220317001143","11011","2021","01568413","BS","재무상태표","dart_NoncurrentFinanceLeaseReceivable","장기금융리스채권","-","제 1 기","174006907","16","KRW",NA
"17","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_PropertyPlantAndEquipment","유형자산","-","제 1 기","71509488173","17","KRW",NA
"18","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_RightofuseAssets","사용권자산","-","제 1 기","58028420721","18","KRW",NA
"19","20220317001143","11011","2021","01568413","BS","재무상태표","dart_OtherIntangibleAssetsGross","기타무형자산","-","제 1 기","16983140024","19","KRW",NA
"20","20220317001143","11011","2021","01568413","BS","재무상태표","dart_LongTermLeaseholdDeposits","장기임차보증금","-","제 1 기","14044006273","20","KRW",NA
"21","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_DeferredTaxAssets","이연법인세자산","-","제 1 기","26105427025","21","KRW",NA
"22","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_Assets","자산총계","-","제 1 기","1146494709343","22","KRW",NA
"23","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_CurrentLiabilities","유동부채","-","제 1 기","563664512020","24","KRW",NA
"24","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_ShorttermBorrowings","단기차입금","-","제 1 기","210642100000","25","KRW",NA
"25","20220317001143","11011","2021","01568413","BS","재무상태표","dart_ShortTermTradePayables","단기매입채무","-","제 1 기","105196255480","26","KRW",NA
"26","20220317001143","11011","2021","01568413","BS","재무상태표","dart_ShortTermOtherPayables","단기미지급금","-","제 1 기","51023964211","27","KRW",NA
"27","20220317001143","11011","2021","01568413","BS","재무상태표","dart_ShortTermAccruedExpenses","단기미지급비용","-","제 1 기","21629031714","28","KRW",NA
