"","rcept_no","reprt_code","bsns_year","corp_code","sj_div","sj_nm","account_id","account_nm","account_detail","thstrm_nm","thstrm_amount","ord","currency","thstrm_add_amount"
"28","20220317001143","11011","2021","01568413","BS","재무상태표","dart_ShortTermAdvancesCustomers","단기선수금","-","제 1 기","35604992422","29","KRW",NA
"29","20220317001143","11011","2021","01568413","BS","재무상태표","dart_ShortTermIncomeReceivedInAdvance","단기선수수익","-","제 1 기","19154195741","30","KRW",NA
"30","20220317001143","11011","2021","01568413","BS","재무상태표","dart_ShortTermWithholdings","단기예수금","-","제 1 기","9906609802","31","KRW",NA
"31","20220317001143","11011","2021","01568413","BS","재무상태표","dart_PaymentsOfIncomeTaxesPayable","미지급법인세","-","제 1 기","78591627341","32","KRW",NA
"32","20220317001143","11011","2021","01568413","BS","재무상태표","dart_CurentPortionOfFinanceLeaseLiabilities","유동성금융리스부채","-","제 1 기","30716157454","33","KRW",NA
"33","20220317001143","11011","2021","01568413","BS","재무상태표","-표준계정코드 미사용-","유동성충당부채","-","제 1 기","53699823","34","KRW",NA
"34","20220317001143","11011","2021","01568413","BS","재무상태표","dart_OtherCurrentLiabilities","기타유동부채","-","제 1 기","1145878032","35","KRW",NA
"35","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_NoncurrentLiabilities","비유동부채","-","제 1 기","35407230806","36","KRW",NA
"36","20220317001143","11011","2021","01568413","BS","재무상태표","dart_LongTermWithholdingsBanks","장기예수금","-","제 1 기","4619219735","37","KRW",NA
"37","20220317001143","11011","2021","01568413","BS","재무상태표","dart_NonCurrentFinanceLeaseLiabilities","비유동금융리스부채","-","제 1 기","29590983773","38","KRW",NA
"38","20220317001143","11011","2021","01568413","BS","재무상태표","dart_PostemploymentBenefitObligations","퇴직급여부채","-","제 1 기","753219929","39","KRW",NA
"39","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_NoncurrentProvisions","비유동충당부채","-","제 1 기","443807369","40","KRW",NA
"40","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_Liabilities","부채총계","-","제 1 기","599071742826","41","KRW",NA
"41","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_EquityAttributableToOwnersOfParent","지배기업의 소유주에게 귀속되는 자본","-","제 1 기","547422966517","43","KRW",NA
"42","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_IssuedCapital","자본금","-","제 1 기","3830707500","44","KRW",NA
"43","20220317001143","11011","2021","01568413","BS","재무상태표","dart_OtherCapitalSurplus","기타자본잉여금","-","제 1 기","310223580159","45","KRW",NA
"44","20220317001143","11011","2021","01568413","BS","재무상태표","dart_OtherComprehensiveIncomeLossAccumulatedAmount","기타포괄손익누계액","-","제 1 기","1190871276","46","KRW",NA
"45","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_RetainedEarnings","이익잉여금(결손금)","-","제 1 기","232177807582","47","KRW",NA
"46","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_Equity","자본총계","-","제 1 기","547422966517","49","KRW",NA
"47","20220317001143","11011","2021","01568413","BS","재무상태표","ifrs-full_EquityAndLiabilities","자본과부채총계","-","제 1 기","1146494709343","50","KRW",NA
"48","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","ifrs-full_Revenue","수익(매출액)","-","제 1 기","1089172086930","0","KRW",""
"49","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","ifrs-full_CostOfSales","매출원가","-","제 1 기","292752508588","1","KRW",""
"50","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","ifrs-full_GrossProfit","매출총이익","-","제 1 기","796419578342","2","KRW",""
"51","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","dart_TotalSellingGeneralAdministrativeExpenses","판매비와관리비","-","제 1 기","473735798848","3","KRW",""
"52","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","dart_OperatingIncomeLoss","영업이익(손실)","-","제 1 기","322683779494","4","KRW",""
"53","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","ifrs-full_FinanceIncome","금융수익","-","제 1 기","8185018967","5","KRW",""
"54","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","ifrs-full_FinanceCosts","금융원가","-","제 1 기","7934528549","6","KRW",""
"55","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","-표준계정코드 미사용-","지분법손실","-","제 1 기","-1224301744","7","KRW",""
"56","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","dart_OtherGains","기타이익","-","제 1 기","1370111504","8","KRW",""
"57","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","dart_OtherLosses","기타손실","-","제 1 기","546998033","9","KRW",""
"58","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","ifrs-full_ProfitLossBeforeTax","법인세비용차감전순이익(손실)","-","제 1 기","322533081639","10","KRW",""
"59","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","ifrs-full_IncomeTaxExpenseContinuingOperations","법인세비용","-","제 1 기","90607151911","11","KRW",""
"60","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","ifrs-full_ProfitLoss","당기순이익(손실)","-","제 1 기","231925929728","12","KRW",""
"61","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","ifrs-full_ProfitLossAttributableToOwnersOfParent","지배기업의 소유주에게 귀속되는 당기순이익(손실)","-","제 1 기","231925929728","14","KRW",""
"62","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","ifrs-full_OtherComprehensiveIncome","기타포괄손익","-","제 1 기","1307041694","15","KRW",""
"63","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossBeforeTax","당기손익으로 재분류되지 않는 항목(세전기타포괄손익)","-","제 1 기","251877854","16","KRW",""
"64","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","dart_OtherComprehensiveIncomeBeforeTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans","확정급여제도의 재측정손익(세전기타포괄손익)","-","제 1 기","251877854","17","KRW",""
"65","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossBeforeTax","당기손익으로 재분류될 수 있는 항목(세전기타포괄손익)","-","제 1 기","1055163840","18","KRW",""
"66","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","ifrs-full_ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationBeforeTax","해외사업장환산외환차이 세전재분류조정","-","제 1 기","-1055163840","19","KRW",""
"67","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","ifrs-full_ComprehensiveIncome","총포괄손익","-","제 1 기","233232971422","20","KRW",""
"68","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent","총 포괄손익, 지배기업의 소유주에게 귀속되는 지분","-","제 1 기","233232971422","22","KRW",""
"69","20220317001143","11011","2021","01568413","CIS","포괄손익계산서","ifrs-full_BasicEarningsLossPerShare","기본주당이익(손실)","-","제 1 기","30303","24","KRW",""
"70","20220317001143","11011","2021","01568413","CF","현금흐름표","ifrs-full_CashFlowsFromUsedInOperatingActivities","영업활동현금흐름","-","제 1 기","291504267270","0","KRW",NA
"71","20220317001143","11011","2021","01568413","CF","현금흐름표","dart_ProfitLossForStatementOfCashFlows","당기순이익(손실)","-","제 1 기","231925929728","1","KRW",NA
"72","20220317001143","11011","2021","01568413","CF","현금흐름표","ifrs-full_AdjustmentsForReconcileProfitLoss","당기순이익조정을 위한 가감","-","제 1 기","131276628995","2","KRW",NA
"73","20220317001143","11011","2021","01568413","CF","현금흐름표","dart_AdjustmentsForAssetsLiabilitiesOfOperatingActivities","영업활동으로인한자산ㆍ부채의변동","-","제 1 기","-39033414679","3","KRW",NA
"74","20220317001143","11011","2021","01568413","CF","현금흐름표","ifrs-full_InterestReceivedClassifiedAsOperatingActivities","이자수취(영업)","-","제 1 기","711356301","4","KRW",NA
"75","20220317001143","11011","2021","01568413","CF","현금흐름표","ifrs-full_InterestPaidClassifiedAsOperatingActivities","이자지급(영업)","-","제 1 기","4707100478","5","KRW",NA
"76","20220317001143","11011","2021","01568413","CF","현금흐름표","ifrs-full_IncomeTaxesPaidRefundClassifiedAsOperatingActivities","법인세납부(환급)","-","제 1 기","28669132597","6","KRW",NA
"77","20220317001143","11011","2021","01568413","CF","현금흐름표","ifrs-full_CashFlowsFromUsedInInvestingActivities","투자활동현금흐름","-","제 1 기","-567516336888","7","KRW",NA
"78","20220317001143","11011","2021","01568413","CF","현금흐름표","dart_PurchaseOfShortTermFinancialInstruments","단기금융상품의 취득","-","제 1 기","-20794154362","8","KRW",NA
"79","20220317001143","11011","2021","01568413","CF","현금흐름표","dart_ProceedsFromSalesOfShortTermLoansAndReceivables","단기대여금및수취채권의 처분","-","제 1 기","28000000","9","KRW",NA
"80","20220317001143","11011","2021","01568413","CF","현금흐름표","dart_PurchaseOfFinancialInstruments","금융상품의 취득","-","제 1 기","31763443200","10","KRW",NA
"81","20220317001143","11011","2021","01568413","CF","현금흐름표","dart_ProceedsFromSalesOfFinancialInstruments","금융상품의 처분","-","제 1 기","14173512600","11","KRW",NA
"82","20220317001143","11011","2021","01568413","CF","현금흐름표","dart_ProceedsFromSalesOfFinanceLeaseAssets","금융리스자산의 처분","-","제 1 기","280000000","12","KRW",NA
"83","20220317001143","11011","2021","01568413","CF","현금흐름표","-표준계정코드 미사용-","관계기업투자의 취득","-","제 1 기","558000000000","13","KRW",NA
"84","20220317001143","11011","2021","01568413","CF","현금흐름표","-표준계정코드 미사용-","관계기업투자의 처분","-","제 1 기","4300000000","14","KRW",NA
"85","20220317001143","11011","2021","01568413","CF","현금흐름표","ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities","유형자산의 취득","-","제 1 기","11964458589","15","KRW",NA
"86","20220317001143","11011","2021","01568413","CF","현금흐름표","ifrs-full_ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities","유형자산의 처분","-","제 1 기","216857269","16","KRW",NA
"87","20220317001143","11011","2021","01568413","CF","현금흐름표","ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities","무형자산의 취득","-","제 1 기","5265722303","17","KRW",NA
"88","20220317001143","11011","2021","01568413","CF","현금흐름표","dart_IncreaseInGuaranteeDeposits","임차보증금의 증가","-","제 1 기","6688411812","18","KRW",NA
"89","20220317001143","11011","2021","01568413","CF","현금흐름표","dart_DecreaseInGuaranteeDeposits","임차보증금의 감소","-","제 1 기","6373174785","19","KRW",NA
"90","20220317001143","11011","2021","01568413","CF","현금흐름표","ifrs-full_CashFlowsFromUsedInFinancingActivities","재무활동현금흐름","-","제 1 기","158384395395","20","KRW",NA
"91","20220317001143","11011","2021","01568413","CF","현금흐름표","dart_ProceedsFromShortTermBorrowings","단기차입금의 증가","-","제 1 기","889985670000","21","KRW",NA
"92","20220317001143","11011","2021","01568413","CF","현금흐름표","dart_RepaymentsOfShortTermBorrowings","단기차입금의 상환","-","제 1 기","704985670000","22","KRW",NA
"93","20220317001143","11011","2021","01568413","CF","현금흐름표","ifrs-full_PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities","금융리스부채의 지급","-","제 1 기","22978475561","23","KRW",NA
"94","20220317001143","11011","2021","01568413","CF","현금흐름표","dart_AcquisitionOfTreasuryShares","자기주식의 취득","-","제 1 기","3637129044","24","KRW",NA
"95","20220317001143","11011","2021","01568413","CF","현금흐름표","ifrs-full_IncreaseDecreaseInCashAndCashEquivalentsBeforeEffectOfExchangeRateChanges","환율변동효과 반영전 현금및현금성자산의 순증가(감소)","-","제 1 기","-117627674223","25","KRW",NA
"96","20220317001143","11011","2021","01568413","CF","현금흐름표","dart_CashAndCashEquivalentsAtBeginningOfPeriodCf","기초현금및현금성자산","-","제 1 기","129104898880","26","KRW",NA
"97","20220317001143","11011","2021","01568413","CF","현금흐름표","ifrs-full_EffectOfExchangeRateChangesOnCashAndCashEquivalents","현금및현금성자산에 대한 환율변동효과","-","제 1 기","3088163207","27","KRW",NA
"98","20220317001143","11011","2021","01568413","CF","현금흐름표","dart_CashAndCashEquivalentsAtEndOfPeriodCf","기말현금및현금성자산","-","제 1 기","14565387864","28","KRW",NA
"99","20220317001143","11011","2021","01568413","SCE","자본변동표","dart_EquityAtBeginningOfPeriod","기초자본","연결재무제표 [member]","제 1 기","317827124139","1","KRW",NA
"100","20220317001143","11011","2021","01568413","SCE","자본변동표","dart_EquityAtBeginningOfPeriod","기초자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]","제 1 기","317827124139","1","KRW",NA
"101","20220317001143","11011","2021","01568413","SCE","자본변동표","dart_EquityAtBeginningOfPeriod","기초자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타자본구성요소 [member]","제 1 기","313860709203","1","KRW",NA
"102","20220317001143","11011","2021","01568413","SCE","자본변동표","dart_EquityAtBeginningOfPeriod","기초자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타포괄손익누계액 [member]","제 1 기","135707436","1","KRW",NA
"103","20220317001143","11011","2021","01568413","SCE","자본변동표","dart_EquityAtBeginningOfPeriod","기초자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|자본금 [member]","제 1 기","3830707500","1","KRW",NA
"104","20220317001143","11011","2021","01568413","SCE","자본변동표","ifrs-full_ProfitLoss","당기순이익(손실)","연결재무제표 [member]","제 1 기","231925929728","2","KRW",NA
"105","20220317001143","11011","2021","01568413","SCE","자본변동표","ifrs-full_ProfitLoss","당기순이익(손실)","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]","제 1 기","231925929728","2","KRW",NA
"106","20220317001143","11011","2021","01568413","SCE","자본변동표","ifrs-full_ProfitLoss","당기순이익(손실)","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|이익잉여금 [member]","제 1 기","231925929728","2","KRW",NA
"107","20220317001143","11011","2021","01568413","SCE","자본변동표","dart_OtherComprehensiveIncomeForStatementOfChangesInEquity","기타포괄손익","연결재무제표 [member]","제 1 기","1307041694","3","KRW",NA
"108","20220317001143","11011","2021","01568413","SCE","자본변동표","dart_OtherComprehensiveIncomeForStatementOfChangesInEquity","기타포괄손익","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]","제 1 기","1307041694","3","KRW",NA
"109","20220317001143","11011","2021","01568413","SCE","자본변동표","dart_OtherComprehensiveIncomeForStatementOfChangesInEquity","기타포괄손익","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타포괄손익누계액 [member]","제 1 기","1055163840","3","KRW",NA
"110","20220317001143","11011","2021","01568413","SCE","자본변동표","dart_OtherComprehensiveIncomeForStatementOfChangesInEquity","기타포괄손익","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|이익잉여금 [member]","제 1 기","251877854","3","KRW",NA
"111","20220317001143","11011","2021","01568413","SCE","자본변동표","dart_TreasuryShareTransactions","자기주식 거래로 인한 증감","연결재무제표 [member]","제 1 기","-3637129044","4","KRW",NA
"112","20220317001143","11011","2021","01568413","SCE","자본변동표","dart_TreasuryShareTransactions","자기주식 거래로 인한 증감","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]","제 1 기","-3637129044","4","KRW",NA
"113","20220317001143","11011","2021","01568413","SCE","자본변동표","dart_TreasuryShareTransactions","자기주식 거래로 인한 증감","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타자본구성요소 [member]","제 1 기","-3637129044","4","KRW",NA
"114","20220317001143","11011","2021","01568413","SCE","자본변동표","ifrs-full_Equity","기말자본","연결재무제표 [member]","제 1 기","547422966517","5","KRW",NA
"115","20220317001143","11011","2021","01568413","SCE","자본변동표","ifrs-full_Equity","기말자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]","제 1 기","547422966517","5","KRW",NA
"116","20220317001143","11011","2021","01568413","SCE","자본변동표","ifrs-full_Equity","기말자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타자본구성요소 [member]","제 1 기","310223580159","5","KRW",NA
"117","20220317001143","11011","2021","01568413","SCE","자본변동표","ifrs-full_Equity","기말자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타포괄손익누계액 [member]","제 1 기","1190871276","5","KRW",NA
"118","20220317001143","11011","2021","01568413","SCE","자본변동표","ifrs-full_Equity","기말자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|이익잉여금 [member]","제 1 기","232177807582","5","KRW",NA
"119","20220317001143","11011","2021","01568413","SCE","자본변동표","ifrs-full_Equity","기말자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|자본금 [member]","제 1 기","3830707500","5","KRW",NA
