"","rcept_no","reprt_code","bsns_year","corp_code","sj_div","sj_nm","account_id","account_nm","account_detail","thstrm_nm","thstrm_amount","frmtrm_nm","frmtrm_amount","ord","currency","thstrm_add_amount"
"1","20220321001441","11011","2021","01489648","BS","재무상태표","ifrs-full_CurrentAssets","유동자산","-","제 2 기","438576236890","제 1 기","368191640448","1","KRW",NA
"2","20220321001441","11011","2021","01489648","BS","재무상태표","ifrs-full_CashAndCashEquivalents","현금및현금성자산","-","제 2 기","168689083947","제 1 기","184120569491","2","KRW",NA
"3","20220321001441","11011","2021","01489648","BS","재무상태표","dart_ShortTermTradeReceivable","매출채권","-","제 2 기","125948326573","제 1 기","82521286487","3","KRW",NA
"4","20220321001441","11011","2021","01489648","BS","재무상태표","ifrs-full_TradeAndOtherCurrentReceivables","기타채권","-","제 2 기","18382458782","제 1 기","15772122368","4","KRW",NA
"5","20220321001441","11011","2021","01489648","BS","재무상태표","ifrs-full_OtherCurrentFinancialAssets","기타금융자산","-","제 2 기","2135742574","제 1 기","10000000000","5","KRW",NA
"6","20220321001441","11011","2021","01489648","BS","재무상태표","ifrs-full_Inventories","재고자산","-","제 2 기","103818677171","제 1 기","65416477693","6","KRW",NA
"7","20220321001441","11011","2021","01489648","BS","재무상태표","dart_OtherCurrentAssets","기타유동자산","-","제 2 기","19601947843","제 1 기","10361184409","7","KRW",NA
"8","20220321001441","11011","2021","01489648","BS","재무상태표","ifrs-full_NoncurrentAssets","비유동자산","-","제 2 기","391370300267","제 1 기","349553630468","8","KRW",NA
"9","20220321001441","11011","2021","01489648","BS","재무상태표","dart_LongTermTradeAndOtherNonCurrentReceivablesGross","기타채권","-","제 2 기","2279990000","제 1 기","1133090000","9","KRW",NA
"10","20220321001441","11011","2021","01489648","BS","재무상태표","ifrs-full_OtherNoncurrentFinancialAssets","기타금융자산","-","제 2 기","450000000","제 1 기","","10","KRW",NA
"11","20220321001441","11011","2021","01489648","BS","재무상태표","ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates","공동기업투자주식","-","제 2 기","","제 1 기","3189748000","11","KRW",NA
"12","20220321001441","11011","2021","01489648","BS","재무상태표","ifrs-full_PropertyPlantAndEquipment","유형자산","-","제 2 기","359909383283","제 1 기","317364555453","12","KRW",NA
"13","20220321001441","11011","2021","01489648","BS","재무상태표","ifrs-full_InvestmentProperty","투자부동산","-","제 2 기","15640402478","제 1 기","17914586112","13","KRW",NA
"14","20220321001441","11011","2021","01489648","BS","재무상태표","ifrs-full_IntangibleAssetsOtherThanGoodwill","무형자산","-","제 2 기","6097708700","제 1 기","44856916","14","KRW",NA
"15","20220321001441","11011","2021","01489648","BS","재무상태표","ifrs-full_RightofuseAssets","사용권자산","-","제 2 기","4420435308","제 1 기","5454714740","15","KRW",NA
"16","20220321001441","11011","2021","01489648","BS","재무상태표","dart_OtherNonCurrentAssets","기타비유동자산","-","제 2 기","87680485","제 1 기","37053485","16","KRW",NA
"17","20220321001441","11011","2021","01489648","BS","재무상태표","ifrs-full_DeferredTaxAssets","이연법인세자산","-","제 2 기","2484700013","제 1 기","4415025762","17","KRW",NA
"18","20220321001441","11011","2021","01489648","BS","재무상태표","ifrs-full_Assets","자산총계","-","제 2 기","829946537157","제 1 기","717745270916","18","KRW",NA
