"","rcept_no","reprt_code","bsns_year","corp_code","sj_div","sj_nm","account_id","account_nm","account_detail","thstrm_nm","thstrm_amount","frmtrm_nm","frmtrm_amount","ord","currency","thstrm_add_amount"
"1","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_CurrentAssets","유동자산","-","제 2 기","19069344993","제 1 기","7494677195","1","KRW",NA
"2","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_CashAndCashEquivalents","현금및현금성자산","-","제 2 기","15100859451","제 1 기","4661660853","2","KRW",NA
"3","20220323000789","11011","2021","01508855","BS","재무상태표","dart_ShortTermTradeReceivable","매출채권","-","제 2 기","14155542","제 1 기","82703776","3","KRW",NA
"4","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_OtherCurrentFinancialAssets","기타유동금융자산","-","제 2 기","1052908219","제 1 기","28783340","4","KRW",NA
"5","20220323000789","11011","2021","01508855","BS","재무상태표","dart_OtherCurrentAssets","기타유동자산","-","제 2 기","1757863049","제 1 기","1029936144","5","KRW",NA
"6","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_CurrentTaxAssets","당기법인세자산","-","제 2 기","0","제 1 기","0","6","KRW",NA
"7","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_Inventories","재고자산","-","제 2 기","1143558732","제 1 기","1691593082","7","KRW",NA
"8","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_NoncurrentAssets","비유동자산","-","제 2 기","1488344122","제 1 기","1190775874","8","KRW",NA
"9","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_OtherNoncurrentFinancialAssets","기타비유동금융자산","-","제 2 기","339541236","제 1 기","173526873","9","KRW",NA
"10","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates","종속기업, 조인트벤처와 관계기업에 대한 투자자산","-","제 2 기","48275495","제 1 기","","10","KRW",NA
"11","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_PropertyPlantAndEquipment","유형자산","-","제 2 기","742818739","제 1 기","283575963","11","KRW",NA
"12","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_IntangibleAssetsOtherThanGoodwill","무형자산","-","제 2 기","190654320","제 1 기","192981284","12","KRW",NA
"13","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_RightofuseAssets","사용권자산","-","제 2 기","39817223","제 1 기","171198290","13","KRW",NA
"14","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_DeferredTaxAssets","이연법인세자산","-","제 2 기","127237109","제 1 기","369493464","14","KRW",NA
"15","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_Assets","자산총계","-","제 2 기","20557689115","제 1 기","8685453069","15","KRW",NA
"16","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_CurrentLiabilities","유동부채","-","제 2 기","3006371629","제 1 기","2137294823","17","KRW",NA
"17","20220323000789","11011","2021","01508855","BS","재무상태표","dart_ShortTermTradePayables","단기매입채무","-","제 2 기","532406638","제 1 기","505147516","18","KRW",NA
"18","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_OtherCurrentFinancialLiabilities","기타유동금융부채","-","제 2 기","204857891","제 1 기","120680107","19","KRW",NA
"19","20220323000789","11011","2021","01508855","BS","재무상태표","dart_OtherCurrentLiabilities","기타유동부채","-","제 2 기","2178567426","제 1 기","1290381966","20","KRW",NA
"20","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_ShorttermBorrowings","단기차입금","-","제 2 기","0","제 1 기","0","21","KRW",NA
"21","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_CurrentLeaseLiabilities","유동리스부채","-","제 2 기","13253585","제 1 기","136442562","22","KRW",NA
"22","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_CurrentTaxLiabilities","당기법인세부채","-","제 2 기","77286089","제 1 기","84642672","23","KRW",NA
"23","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_NoncurrentLiabilities","비유동부채","-","제 2 기","1248088666","제 1 기","178459903","24","KRW",NA
"24","20220323000789","11011","2021","01508855","BS","재무상태표","-표준계정코드 미사용-","순확정급여부채","-","제 2 기","301368808","제 1 기","144909902","25","KRW",NA
"25","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_NoncurrentLeaseLiabilities","비유동리스부채","-","제 2 기","23611150","제 1 기","31337532","26","KRW",NA
"26","20220323000789","11011","2021","01508855","BS","재무상태표","dart_ConvertibleBonds","전환사채","-","제 2 기","923108708","제 1 기","0","27","KRW",NA
"27","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_LongtermProvisionForDecommissioningRestorationAndRehabilitationCosts","복구충당부채","-","제 2 기","0","제 1 기","2212469","28","KRW",NA
"28","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_OtherNoncurrentFinancialLiabilities","기타비유동금융부채","-","제 2 기","0","제 1 기","0","29","KRW",NA
"29","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_Liabilities","부채총계","-","제 2 기","4254460295","제 1 기","2315754726","30","KRW",NA
"30","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_IssuedCapital","자본금","-","제 2 기","3561556600","제 1 기","3140556600","32","KRW",NA
"31","20220323000789","11011","2021","01508855","BS","재무상태표","dart_CapitalSurplus","자본잉여금","-","제 2 기","19652307402","제 1 기","-911446671","33","KRW",NA
"32","20220323000789","11011","2021","01508855","BS","재무상태표","dart_ElementsOfOtherStockholdersEquity","기타자본","-","제 2 기","166241580","제 1 기","98368266","34","KRW",NA
"33","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_RetainedEarnings","이익잉여금(결손금)","-","제 2 기","-7076876762","제 1 기","4042220148","35","KRW",NA
"34","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_Equity","자본총계","-","제 2 기","16303228820","제 1 기","6369698343","36","KRW",NA
"35","20220323000789","11011","2021","01508855","BS","재무상태표","ifrs-full_EquityAndLiabilities","자본과부채총계","-","제 2 기","20557689115","제 1 기","8685453069","37","KRW",NA
"36","20220323000789","11011","2021","01508855","CIS","포괄손익계산서","ifrs-full_Revenue","수익(매출액)","-","제 2 기","15850396278","제 1 기","12694464828","0","KRW",""
"37","20220323000789","11011","2021","01508855","CIS","포괄손익계산서","ifrs-full_CostOfSales","매출원가","-","제 2 기","8036118824","제 1 기","6875242498","1","KRW",""
"38","20220323000789","11011","2021","01508855","CIS","포괄손익계산서","ifrs-full_GrossProfit","매출총이익","-","제 2 기","7814277454","제 1 기","5819222330","2","KRW",""
"39","20220323000789","11011","2021","01508855","CIS","포괄손익계산서","dart_TotalSellingGeneralAdministrativeExpenses","판매비와관리비","-","제 2 기","4751436895","제 1 기","2576208625","3","KRW",""
"40","20220323000789","11011","2021","01508855","CIS","포괄손익계산서","dart_OperatingIncomeLoss","영업이익(손실)","-","제 2 기","3062840559","제 1 기","3243013705","4","KRW",""
"41","20220323000789","11011","2021","01508855","CIS","포괄손익계산서","dart_OtherGains","기타이익","-","제 2 기","32751453","제 1 기","12420246","5","KRW",""
"42","20220323000789","11011","2021","01508855","CIS","포괄손익계산서","dart_OtherLosses","기타비용","-","제 2 기","13910654559","제 1 기","23278265","6","KRW",""
"43","20220323000789","11011","2021","01508855","CIS","포괄손익계산서","-표준계정코드 미사용-","지분법손실","-","제 2 기","2724505","제 1 기","","7","KRW",""
"44","20220323000789","11011","2021","01508855","CIS","포괄손익계산서","ifrs-full_FinanceIncome","금융수익","-","제 2 기","153244875","제 1 기","52541125","8","KRW",""
"45","20220323000789","11011","2021","01508855","CIS","포괄손익계산서","ifrs-full_FinanceCosts","금융비용","-","제 2 기","34844658","제 1 기","225387928","9","KRW",""
"46","20220323000789","11011","2021","01508855","CIS","포괄손익계산서","ifrs-full_ProfitLossBeforeTax","법인세비용차감전순이익(손실)","-","제 2 기","-10699386835","제 1 기","3059308883","10","KRW",""
"47","20220323000789","11011","2021","01508855","CIS","포괄손익계산서","ifrs-full_IncomeTaxExpenseContinuingOperations","법인세비용","-","제 2 기","336294672","제 1 기","-249938679","11","KRW",""
"48","20220323000789","11011","2021","01508855","CIS","포괄손익계산서","ifrs-full_ProfitLoss","당기순이익(손실)","-","제 2 기","-11035681507","제 1 기","3309247562","12","KRW",""
"49","20220323000789","11011","2021","01508855","CIS","포괄손익계산서","ifrs-full_OtherComprehensiveIncome","기타포괄손익","-","제 2 기","-83415403","제 1 기","-31223249","13","KRW",""
