"","rcept_no","reprt_code","bsns_year","corp_code","sj_div","sj_nm","account_id","account_nm","account_detail","thstrm_nm","thstrm_amount","frmtrm_nm","frmtrm_amount","bfefrmtrm_nm","bfefrmtrm_amount","ord","currency","thstrm_add_amount"
"1","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_CurrentAssets","유동자산","-","제 41 기","165325061697","제 40 기","169109259045","제 39 기","184009182983","1","KRW",NA
"2","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_CashAndCashEquivalents","현금및현금성자산","-","제 41 기","30583940263","제 40 기","42242480413","제 39 기","32113491860","2","KRW",NA
"3","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_TradeAndOtherCurrentReceivables","매출채권 및 기타유동채권","-","제 41 기","32935866455","제 40 기","34832165521","제 39 기","39357141959","3","KRW",NA
"4","20220308000706","11011","2021","00176516","BS","재무상태표","-표준계정코드 미사용-","유동당기손익-공정가치측정금융자산","-","제 41 기","20999073954","제 40 기","19888687459","제 39 기","43125029354","4","KRW",NA
"5","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_OtherCurrentFinancialAssets","기타유동금융자산","-","제 41 기","78258129593","제 40 기","70061025583","제 39 기","67840400000","5","KRW",NA
"6","20220308000706","11011","2021","00176516","BS","재무상태표","dart_OtherCurrentAssets","기타유동자산","-","제 41 기","941119530","제 40 기","792345365","제 39 기","355561663","6","KRW",NA
"7","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_Inventories","재고자산","-","제 41 기","1606931902","제 40 기","1292554704","제 39 기","1217558147","7","KRW",NA
"8","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_NoncurrentAssets","비유동자산","-","제 41 기","142424075827","제 40 기","124984571694","제 39 기","97683762924","8","KRW",NA
"9","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_PropertyPlantAndEquipment","유형자산","-","제 41 기","27235518097","제 40 기","24524250489","제 39 기","23969775164","9","KRW",NA
"10","20220308000706","11011","2021","00176516","BS","재무상태표","dart_GoodwillGross","영업권","-","제 41 기","5991453320","제 40 기","5991453320","제 39 기","5991453320","10","KRW",NA
"11","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_IntangibleAssetsOtherThanGoodwill","영업권 이외의 무형자산","-","제 41 기","2209752254","제 40 기","2516058416","제 39 기","2536310962","11","KRW",NA
"12","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_InvestmentProperty","투자부동산","-","제 41 기","11324156183","제 40 기","11899451914","제 39 기","11829631251","12","KRW",NA
"13","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_RightofuseAssets","사용권자산","-","제 41 기","803762949","제 40 기","136061436","제 39 기","201752015","13","KRW",NA
"14","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_InvestmentAccountedForUsingEquityMethod","지분법적용 투자지분","-","제 41 기","49699715675","제 40 기","45836276078","제 39 기","27448360057","14","KRW",NA
"15","20220308000706","11011","2021","00176516","BS","재무상태표","-표준계정코드 미사용-","비유동당기손익-공정가치측정금융자산","-","제 41 기","17094848550","제 40 기","17809923870","제 39 기","12738688789","15","KRW",NA
"16","20220308000706","11011","2021","00176516","BS","재무상태표","-표준계정코드 미사용-","비유동기타포괄손익-공정가치측정금융자산","-","제 41 기","7476674157","제 40 기","5042128745","제 39 기","4048714850","16","KRW",NA
"17","20220308000706","11011","2021","00176516","BS","재무상태표","dart_NonCurrentDerivativeAssets","비유동파생상품자산","-","제 41 기","0","제 40 기","0","제 39 기","0","17","KRW",NA
"18","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_OtherNoncurrentFinancialAssets","기타비유동금융자산","-","제 41 기","3000000","제 40 기","3000000","제 39 기","41075475","18","KRW",NA
"19","20220308000706","11011","2021","00176516","BS","재무상태표","dart_LongTermTradeAndOtherNonCurrentReceivablesGross","장기매출채권 및 기타비유동채권","-","제 41 기","14396121550","제 40 기","9510069311","제 39 기","8726375409","19","KRW",NA
"20","20220308000706","11011","2021","00176516","BS","재무상태표","dart_OtherNonCurrentAssets","기타비유동자산","-","제 41 기","209700000","제 40 기","0","제 39 기","0","20","KRW",NA
"21","20220308000706","11011","2021","00176516","BS","재무상태표","dart_InvestedAssetForPostemploymentBenefit","퇴직급여운용자산/퇴직연금운용자산","-","제 41 기","5908238585","제 40 기","1561304151","제 39 기","0","21","KRW",NA
"22","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_DeferredTaxAssets","이연법인세자산","-","제 41 기","71134507","제 40 기","154593964","제 39 기","151625632","22","KRW",NA
"23","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_Assets","자산총계","-","제 41 기","307749137524","제 40 기","294093830739","제 39 기","281692945907","23","KRW",NA
"24","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_CurrentLiabilities","유동부채","-","제 41 기","24514054740","제 40 기","29778527128","제 39 기","38745094728","25","KRW",NA
"25","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_TradeAndOtherCurrentPayables","매입채무 및 기타유동채무","-","제 41 기","1880789815","제 40 기","3438659531","제 39 기","2789668202","26","KRW",NA
"26","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_ShorttermBorrowings","단기차입금","-","제 41 기","215457972","제 40 기","1534023538","제 39 기","4424795182","27","KRW",NA
"27","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_CurrentLeaseLiabilities","유동리스부채","-","제 41 기","200959749","제 40 기","36933241","제 39 기","175593482","28","KRW",NA
"28","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_OtherCurrentFinancialLiabilities","기타유동금융부채","-","제 41 기","9082940007","제 40 기","8646763972","제 39 기","4639158670","29","KRW",NA
"29","20220308000706","11011","2021","00176516","BS","재무상태표","dart_OtherCurrentLiabilities","기타유동부채","-","제 41 기","9104903757","제 40 기","12702707068","제 39 기","23855137879","30","KRW",NA
"30","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_CurrentTaxLiabilities","당기법인세부채","-","제 41 기","3488094003","제 40 기","2844890994","제 39 기","2571379288","31","KRW",NA
"31","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_CurrentProvisions","유동충당부채","-","제 41 기","540909437","제 40 기","574548784","제 39 기","289362025","32","KRW",NA
"32","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_NoncurrentLiabilities","비유동부채","-","제 41 기","8849488256","제 40 기","6756522024","제 39 기","3538220278","33","KRW",NA
"33","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_OtherNoncurrentFinancialLiabilities","기타비유동금융부채","-","제 41 기","500627390","제 40 기","540627390","제 39 기","250627390","34","KRW",NA
"34","20220308000706","11011","2021","00176516","BS","재무상태표","dart_LongTermBorrowingsGross","장기차입금","-","제 41 기","3603214269","제 40 기","2200357121","제 39 기","247499973","35","KRW",NA
"35","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_NoncurrentLeaseLiabilities","비유동리스부채","-","제 41 기","166694083","제 40 기","4802310","제 39 기","27568310","36","KRW",NA
"36","20220308000706","11011","2021","00176516","BS","재무상태표","dart_OtherNonCurrentLiabilities","기타비유동부채","-","제 41 기","704563314","제 40 기","666686943","제 39 기","381796767","37","KRW",NA
"37","20220308000706","11011","2021","00176516","BS","재무상태표","dart_PostemploymentBenefitObligations","퇴직급여부채","-","제 41 기","345067625","제 40 기","368633523","제 39 기","1369241166","38","KRW",NA
"38","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_NoncurrentProvisions","비유동충당부채","-","제 41 기","798247592","제 40 기","738295377","제 39 기","821354396","39","KRW",NA
"39","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_DeferredTaxLiabilities","이연법인세부채","-","제 41 기","2731073983","제 40 기","2237119360","제 39 기","440132276","40","KRW",NA
"40","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_Liabilities","부채총계","-","제 41 기","33363542996","제 40 기","36535049152","제 39 기","42283315006","41","KRW",NA
"41","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_EquityAttributableToOwnersOfParent","지배기업의 소유주에게 귀속되는 자본","-","제 41 기","273773133132","제 40 기","256937726285","제 39 기","239409630901","43","KRW",NA
"42","20220308000706","11011","2021","00176516","BS","재무상태표","ifrs-full_IssuedCapital","자본금","-","제 41 기","3000000000","제 40 기","3000000000","제 39 기","3000000000","44","KRW",NA
"43","20220308000706","11011","2021","00176516","BS","재무상태표","dart_IssuedCapitalOfCommonStock","보통주자본금","-","제 41 기","3000000000","제 40 기","3000000000","제 39 기","3000000000","45","KRW",NA
"44","20220308000706","11011","2021","00176516","BS","재무상태표","dart_CapitalSurplus","자본잉여금","-","제 41 기","6535279184","제 40 기","6535279184","제 39 기","6535279184","46","KRW",NA
