"","rcept_no","reprt_code","bsns_year","corp_code","sj_div","sj_nm","account_id","account_nm","account_detail","thstrm_nm","thstrm_amount","frmtrm_nm","frmtrm_amount","ord","currency","thstrm_add_amount"
"1","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_CurrentAssets","유동자산","-","제 2 기","32732800883","제 1 기","32113727204","1","KRW",NA
"2","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_CashAndCashEquivalents","현금및현금성자산","-","제 2 기","9458451750","제 1 기","6123249283","2","KRW",NA
"3","20220725000218","11011","2021","01440153","BS","재무상태표","dart_ShortTermDepositsNotClassifiedAsCashEquivalents","단기금융상품","-","제 2 기","","제 1 기","66836498","3","KRW",NA
"4","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_TradeAndOtherCurrentReceivables","매출채권 및 기타유동채권","-","제 2 기","15490812038","제 1 기","15140571331","4","KRW",NA
"5","20220725000218","11011","2021","01440153","BS","재무상태표","dart_OtherCurrentAssets","기타유동자산","-","제 2 기","36875600","제 1 기","30241487","5","KRW",NA
"6","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_Inventories","재고자산","-","제 2 기","7746661495","제 1 기","10752828605","6","KRW",NA
"7","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_NoncurrentAssets","비유동자산","-","제 2 기","23593169594","제 1 기","23430252472","7","KRW",NA
"8","20220725000218","11011","2021","01440153","BS","재무상태표","dart_LongTermDepositsNotClassifiedAsCashEquivalents","장기금융상품","-","제 2 기","483090291","제 1 기","330611156","8","KRW",NA
"9","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_PropertyPlantAndEquipment","유형자산","-","제 2 기","22009474488","제 1 기","22656966301","9","KRW",NA
"10","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_IntangibleAssetsOtherThanGoodwill","무형자산","-","제 2 기","218147349","제 1 기","47660045","10","KRW",NA
"11","20220725000218","11011","2021","01440153","BS","재무상태표","dart_LongTermTradeAndOtherNonCurrentReceivablesGross","장기매출채권 및 기타채권","-","제 2 기","60000000","제 1 기","","11","KRW",NA
"12","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_OtherNoncurrentFinancialAssets","기타금융자산","-","제 2 기","92577900","제 1 기","88485587","12","KRW",NA
"13","20220725000218","11011","2021","01440153","BS","재무상태표","dart_OtherNonCurrentAssets","기타비유동자산","-","제 2 기","4261863","제 1 기","4822977","13","KRW",NA
"14","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_DeferredTaxAssets","이연법인세자산","-","제 2 기","725617703","제 1 기","301706406","14","KRW",NA
"15","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_Assets","자산총계","-","제 2 기","56325970477","제 1 기","55543979676","15","KRW",NA
"16","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_CurrentLiabilities","유동부채","-","제 2 기","15396077945","제 1 기","29283684547","17","KRW",NA
"17","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_TradeAndOtherCurrentPayables","매입채무 및 기타유동채무","-","제 2 기","7369492868","제 1 기","17940323724","18","KRW",NA
"18","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_ShorttermBorrowings","단기차입금","-","제 2 기","3500000000","제 1 기","5223024000","19","KRW",NA
"19","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_CurrentPortionOfLongtermBorrowings","유동성장기차입금","-","제 2 기","1150220000","제 1 기","1282040000","20","KRW",NA
"20","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_CurrentLeaseLiabilities","유동성장기리스부채","-","제 2 기","43737151","제 1 기","44330718","21","KRW",NA
"21","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_CurrentProvisions","유동충당부채","-","제 2 기","340763323","제 1 기","406584954","22","KRW",NA
"22","20220725000218","11011","2021","01440153","BS","재무상태표","dart_OtherCurrentLiabilities","기타유동부채","-","제 2 기","2163808731","제 1 기","4237152894","23","KRW",NA
"23","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_CurrentTaxLiabilities","당기법인세부채","-","제 2 기","828055872","제 1 기","150228257","24","KRW",NA
"24","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_NoncurrentLiabilities","비유동부채","-","제 2 기","11989287744","제 1 기","11545394640","25","KRW",NA
"25","20220725000218","11011","2021","01440153","BS","재무상태표","dart_LongTermBorrowingsGross","장기차입금","-","제 2 기","7791280000","제 1 기","8941500000","26","KRW",NA
"26","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_NoncurrentLeaseLiabilities","장기리스부채","-","제 2 기","47990493","제 1 기","91727645","27","KRW",NA
"27","20220725000218","11011","2021","01440153","BS","재무상태표","dart_LongTermTradeAndOtherNonCurrentPayables","장기매입채무 및 기타채무","-","제 2 기","57470440","제 1 기","88570706","28","KRW",NA
"28","20220725000218","11011","2021","01440153","BS","재무상태표","dart_NonCurrentDerivativeLiabilities","파생상품부채","-","제 2 기","311563837","제 1 기","","29","KRW",NA
"29","20220725000218","11011","2021","01440153","BS","재무상태표","dart_ConvertibleBonds","전환사채","-","제 2 기","1473415318","제 1 기","","30","KRW",NA
"30","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_OtherNoncurrentFinancialLiabilities","기타금융부채","-","제 2 기","83000000","제 1 기","83000000","31","KRW",NA
"31","20220725000218","11011","2021","01440153","BS","재무상태표","dart_PostemploymentBenefitObligations","확정급여부채","-","제 2 기","2224567656","제 1 기","2340596289","32","KRW",NA
"32","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_Liabilities","부채총계","-","제 2 기","27385365689","제 1 기","40829079187","33","KRW",NA
"33","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_EquityAttributableToOwnersOfParent","지배기업 소유주 자본","-","제 2 기","26747969886","제 1 기","14049167992","35","KRW",NA
"34","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_IssuedCapital","자본금","-","제 2 기","2034588600","제 1 기","1601588600","36","KRW",NA
"35","20220725000218","11011","2021","01440153","BS","재무상태표","dart_CapitalSurplus","자본잉여금","-","제 2 기","9729188680","제 1 기","323348950","37","KRW",NA
"36","20220725000218","11011","2021","01440153","BS","재무상태표","dart_OtherComprehensiveIncomeLossAccumulatedAmount","기타포괄손익누계액","-","제 2 기","3061849003","제 1 기","3066815122","38","KRW",NA
"37","20220725000218","11011","2021","01440153","BS","재무상태표","dart_ElementsOfOtherStockholdersEquity","기타자본구성요소","-","제 2 기","8646089337","제 1 기","-379721966","39","KRW",NA
"38","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_RetainedEarnings","이익잉여금(결손금)","-","제 2 기","3276254266","제 1 기","9437137286","40","KRW",NA
"39","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_NoncontrollingInterests","비지배지분","-","제 2 기","2192634902","제 1 기","665732497","41","KRW",NA
"40","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_Equity","자본총계","-","제 2 기","28940604788","제 1 기","14714900489","42","KRW",NA
"41","20220725000218","11011","2021","01440153","BS","재무상태표","ifrs-full_EquityAndLiabilities","자본과부채총계","-","제 2 기","56325970477","제 1 기","55543979676","43","KRW",NA
"42","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","ifrs-full_Revenue","수익(매출액)","-","제 2 기","37855500675","제 1 기","36160149935","0","KRW",""
"43","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","ifrs-full_CostOfSales","매출원가","-","제 2 기","30395183359","제 1 기","27826541187","1","KRW",""
"44","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","ifrs-full_GrossProfit","매출총이익","-","제 2 기","7460317316","제 1 기","8333608748","2","KRW",""
"45","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","dart_TotalSellingGeneralAdministrativeExpenses","판매비와관리비","-","제 2 기","5709019074","제 1 기","5770762234","3","KRW",""
"46","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","dart_OperatingIncomeLoss","영업이익(손실)","-","제 2 기","1751298242","제 1 기","2562846514","4","KRW",""
"47","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","ifrs-full_FinanceIncome","금융수익","-","제 2 기","673964041","제 1 기","98889631","5","KRW",""
"48","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","ifrs-full_FinanceCosts","금융비용","-","제 2 기","651980972","제 1 기","468156804","6","KRW",""
"49","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","dart_OtherGains","기타수익","-","제 2 기","2242936834","제 1 기","1558446746","7","KRW",""
"50","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","dart_OtherLosses","기타비용","-","제 2 기","10548828304","제 1 기","1405559017","8","KRW",""
"51","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","ifrs-full_ProfitLossBeforeTax","법인세비용차감전순이익(손실)","-","제 2 기","-6532610159","제 1 기","2346467070","9","KRW",""
"52","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","ifrs-full_IncomeTaxExpenseContinuingOperations","법인세비용","-","제 2 기","468901141","제 1 기","59039802","10","KRW",""
"53","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","ifrs-full_ProfitLoss","당기순이익(손실)","-","제 2 기","-7001511300","제 1 기","2287427268","11","KRW",""
"54","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","ifrs-full_OtherComprehensiveIncome","기타포괄손익","-","제 2 기","106832864","제 1 기","47289948","12","KRW",""
"55","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","-표준계정코드 미사용-","해외사업환산손익","-","제 2 기","-4966119","제 1 기","4464896","14","KRW",""
"56","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans","확정급여제도의 재측정요소","-","제 2 기","111798983","제 1 기","42825052","15","KRW",""
"57","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","ifrs-full_ComprehensiveIncome","총포괄손익","-","제 2 기","-6894678436","제 1 기","2334717216","16","KRW",""
"58","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","ifrs-full_ProfitLossAttributableToOwnersOfParent","지배기업 소유지분","-","제 2 기","-6103629174","제 1 기","2788333636","18","KRW",""
"59","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","ifrs-full_ProfitLossAttributableToNoncontrollingInterests","비지배지분","-","제 2 기","-897882126","제 1 기","-500906368","19","KRW",""
"60","20220725000218","11011","2021","01440153","CIS","포괄손익계산서","ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent","지배기업 소유지분","-","제 2 기","-5979693799","제 1 기","2816376103","21","KRW",""
