"","rcept_no","reprt_code","bsns_year","corp_code","sj_div","sj_nm","account_id","account_nm","account_detail","thstrm_nm","thstrm_amount","frmtrm_nm","frmtrm_amount","bfefrmtrm_nm","bfefrmtrm_amount","ord","currency","thstrm_add_amount"
"1","20220322000761","11011","2021","00132804","BS","재무상태표","ifrs-full_CurrentAssets","유동자산","-","제 56 기","311581945499","제 55 기","282756593030","제 54 기","256776427644","1","KRW",NA
"2","20220322000761","11011","2021","00132804","BS","재무상태표","ifrs-full_CashAndCashEquivalents","현금및현금성자산","-","제 56 기","51307987828","제 55 기","31667964577","제 54 기","11700548596","2","KRW",NA
"3","20220322000761","11011","2021","00132804","BS","재무상태표","dart_ShortTermDepositsNotClassifiedAsCashEquivalents","단기금융상품","-","제 56 기","6113729785","제 55 기","7491129279","제 54 기","4147453549","3","KRW",NA
"4","20220322000761","11011","2021","00132804","BS","재무상태표","dart_ShortTermTradeReceivable","매출채권","-","제 56 기","169793268818","제 55 기","161896352057","제 54 기","157423191085","4","KRW",NA
"5","20220322000761","11011","2021","00132804","BS","재무상태표","dart_ShortTermLoans","단기대여금","-","제 56 기","7000000","제 55 기","74849600","제 54 기","72111200","5","KRW",NA
"6","20220322000761","11011","2021","00132804","BS","재무상태표","dart_ShortTermOtherReceivables","단기미수금","-","제 56 기","530343856","제 55 기","177576468","제 54 기","209429889","6","KRW",NA
"7","20220322000761","11011","2021","00132804","BS","재무상태표","ifrs-full_CurrentTaxAssets","당기법인세자산","-","제 56 기","3369937684","제 55 기","13542059","제 54 기","1641036279","7","KRW",NA
"8","20220322000761","11011","2021","00132804","BS","재무상태표","ifrs-full_Inventories","재고자산","-","제 56 기","58499516240","제 55 기","52818042560","제 54 기","56368500662","8","KRW",NA
"9","20220322000761","11011","2021","00132804","BS","재무상태표","dart_OtherCurrentAssets","기타유동자산","-","제 56 기","21960161288","제 55 기","20995746851","제 54 기","25214156384","9","KRW",NA
"10","20220322000761","11011","2021","00132804","BS","재무상태표","ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners","매각예정비유동자산","-","제 56 기","","제 55 기","7621389579","제 54 기","","10","KRW",NA
