"","rcept_no","reprt_code","bsns_year","corp_code","sj_div","sj_nm","account_id","account_nm","account_detail","thstrm_nm","thstrm_amount","frmtrm_nm","frmtrm_amount","bfefrmtrm_nm","bfefrmtrm_amount","ord","currency","thstrm_add_amount"
"1","20220310000410","11011","2021","00145862","BS","재무상태표","ifrs-full_NoncurrentAssets","비유동자산","-","제 39 기","194180524278","제 38 기","193206928080","제 37 기","194850819269","1","KRW",NA
"2","20220310000410","11011","2021","00145862","BS","재무상태표","ifrs-full_PropertyPlantAndEquipment","유형자산","-","제 39 기","176607517323","제 38 기","176165101267","제 37 기","173635343015","2","KRW",NA
"3","20220310000410","11011","2021","00145862","BS","재무상태표","ifrs-full_IntangibleAssetsOtherThanGoodwill","무형자산","-","제 39 기","1405691549","제 38 기","1190686885","제 37 기","2565367877","3","KRW",NA
"4","20220310000410","11011","2021","00145862","BS","재무상태표","ifrs-full_RightofuseAssets","사용권자산","-","제 39 기","14342615425","제 38 기","14193683315","제 37 기","16764226936","4","KRW",NA
"5","20220310000410","11011","2021","00145862","BS","재무상태표","dart_LongTermTradeAndOtherNonCurrentReceivablesGross","장기매출채권 및 기타비유동채권","-","제 39 기","49767125","제 38 기","150691540","제 37 기","301183618","5","KRW",NA
"6","20220310000410","11011","2021","00145862","BS","재무상태표","ifrs-full_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome","비유동 기타포괄손익-공정가치 측정 금융자산","-","제 39 기","850832120","제 38 기","778466980","제 37 기","898415380","6","KRW",NA
"7","20220310000410","11011","2021","00145862","BS","재무상태표","ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition","비유동 당기손익-공정가치 측정 금융자산","-","제 39 기","101760935","제 38 기","100610230","제 37 기","99618870","7","KRW",NA
"8","20220310000410","11011","2021","00145862","BS","재무상태표","ifrs-full_DeferredTaxAssets","이연법인세자산","-","제 39 기","","제 38 기","7685172","제 37 기","4835932","8","KRW",NA
"9","20220310000410","11011","2021","00145862","BS","재무상태표","ifrs-full_OtherNoncurrentFinancialAssets","기타비유동금융자산","-","제 39 기","822339801","제 38 기","620002691","제 37 기","581827641","9","KRW",NA
"10","20220310000410","11011","2021","00145862","BS","재무상태표","-표준계정코드 미사용-","매각예정 비유동자산","-","제 39 기","","제 38 기","","제 37 기","190000000","10","KRW",NA
