"","rcept_no","reprt_code","bsns_year","corp_code","sj_div","sj_nm","account_id","account_nm","account_detail","thstrm_nm","thstrm_amount","ord","currency","thstrm_add_amount"
"1","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_CurrentAssets","유동자산","-","제 1 기","174002073655","1","KRW",NA
"2","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_CashAndCashEquivalents","현금및현금성자산","-","제 1 기","4976498774","2","KRW",NA
"3","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_TradeAndOtherCurrentReceivables","매출채권및기타채권","-","제 1 기","122066931712","3","KRW",NA
"4","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_Inventories","재고자산","-","제 1 기","42163337382","4","KRW",NA
"5","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_CurrentTaxAssets","당기법인세자산","-","제 1 기","452205054","5","KRW",NA
"6","20220321000964","11011","2021","01532603","BS","재무상태표","dart_OtherCurrentAssets","기타유동자산","-","제 1 기","4343100733","6","KRW",NA
"7","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_NoncurrentAssets","비유동자산","-","제 1 기","228074104986","7","KRW",NA
"8","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_PropertyPlantAndEquipment","유형자산","-","제 1 기","171497457861","8","KRW",NA
"9","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_IntangibleAssetsOtherThanGoodwill","무형자산","-","제 1 기","2514890245","9","KRW",NA
"10","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_InvestmentProperty","투자부동산","-","제 1 기","27743269986","10","KRW",NA
"11","20220321000964","11011","2021","01532603","BS","재무상태표","dart_LongTermTradeAndOtherNonCurrentReceivablesGross","장기매출채권및기타채권","-","제 1 기","23894439672","11","KRW",NA
"12","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_OtherNoncurrentFinancialAssets","기타금융자산","-","제 1 기","2424047222","12","KRW",NA
"13","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_Assets","자산총계","-","제 1 기","402076178641","13","KRW",NA
"14","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_CurrentLiabilities","유동부채","-","제 1 기","273770194650","15","KRW",NA
"15","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_TradeAndOtherCurrentPayables","매입채무및기타채무","-","제 1 기","103545210126","16","KRW",NA
"16","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_ShorttermBorrowings","단기차입금","-","제 1 기","166985643983","17","KRW",NA
"17","20220321000964","11011","2021","01532603","BS","재무상태표","-표준계정코드 미사용-","금융보증부채","-","제 1 기","591461215","18","KRW",NA
"18","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_CurrentLeaseLiabilities","유동리스부채","-","제 1 기","36904555","19","KRW",NA
"19","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_CurrentTaxLiabilities","당기법인세부채","-","제 1 기","420087976","20","KRW",NA
"20","20220321000964","11011","2021","01532603","BS","재무상태표","dart_OtherCurrentLiabilities","기타유동부채","-","제 1 기","2190886795","21","KRW",NA
"21","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_NoncurrentLiabilities","비유동부채","-","제 1 기","68009212163","22","KRW",NA
"22","20220321000964","11011","2021","01532603","BS","재무상태표","dart_LongTermTradeAndOtherNonCurrentPayables","장기매입채무및기타채무","-","제 1 기","3407865160","23","KRW",NA
"23","20220321000964","11011","2021","01532603","BS","재무상태표","dart_LongTermBorrowingsGross","장기차입금","-","제 1 기","40400000000","24","KRW",NA
"24","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_NoncurrentLeaseLiabilities","리스부채","-","제 1 기","4096841","25","KRW",NA
"25","20220321000964","11011","2021","01532603","BS","재무상태표","dart_PostemploymentBenefitObligations","확정급여부채","-","제 1 기","16786155370","26","KRW",NA
"26","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_OtherNoncurrentFinancialLiabilities","기타금융부채","-","제 1 기","177500000","27","KRW",NA
"27","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_DeferredTaxLiabilities","이연법인세부채","-","제 1 기","7233594792","28","KRW",NA
"28","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_Liabilities","부채총계","-","제 1 기","341779406813","29","KRW",NA
"29","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_EquityAttributableToOwnersOfParent","지배기업소유주지분","-","제 1 기","60296771828","31","KRW",NA
"30","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_IssuedCapital","자본금","-","제 1 기","9496811500","32","KRW",NA
"31","20220321000964","11011","2021","01532603","BS","재무상태표","dart_CapitalSurplus","자본잉여금","-","제 1 기","14631828714","33","KRW",NA
"32","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_TreasuryShares","자본조정","-","제 1 기","22122761","34","KRW",NA
"33","20220321000964","11011","2021","01532603","BS","재무상태표","dart_OtherComprehensiveIncomeLossAccumulatedAmount","기타포괄손익누계액","-","제 1 기","27440286382","35","KRW",NA
"34","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_RetainedEarnings","이익잉여금","-","제 1 기","8749967993","36","KRW",NA
"35","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_Equity","자본총계","-","제 1 기","60296771828","38","KRW",NA
"36","20220321000964","11011","2021","01532603","BS","재무상태표","ifrs-full_EquityAndLiabilities","자본과부채총계","-","제 1 기","402076178641","39","KRW",NA
"37","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","ifrs-full_Revenue","매출","-","제 1 기","505757693153","0","KRW",""
"38","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","ifrs-full_CostOfSales","매출원가","-","제 1 기","430878249986","1","KRW",""
"39","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","ifrs-full_GrossProfit","매출총이익","-","제 1 기","74879443167","2","KRW",""
"40","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","dart_TotalSellingGeneralAdministrativeExpenses","판매비와관리비","-","제 1 기","66749679421","3","KRW",""
"41","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","dart_OperatingIncomeLoss","영업이익","-","제 1 기","8129763746","4","KRW",""
"42","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","dart_OtherGains","기타수익","-","제 1 기","1522555407","5","KRW",""
"43","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","dart_OtherLosses","기타비용","-","제 1 기","464625855","6","KRW",""
"44","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","ifrs-full_FinanceIncome","금융수익","-","제 1 기","5044278005","7","KRW",""
"45","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","ifrs-full_FinanceCosts","금융원가","-","제 1 기","7040838767","8","KRW",""
"46","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","ifrs-full_ProfitLossBeforeTax","법인세비용차감전순이익","-","제 1 기","7191132536","9","KRW",""
"47","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","ifrs-full_IncomeTaxExpenseContinuingOperations","법인세비용","-","제 1 기","1498100192","10","KRW",""
"48","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","ifrs-full_ProfitLoss","당기순이익(손실)","-","제 1 기","5693032344","11","KRW",""
"49","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","-표준계정코드 미사용-","지배기업 소유주지분","-","제 1 기","5693032344","12","KRW",""
"50","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","ifrs-full_OtherComprehensiveIncome","기타포괄손익","-","제 1 기","3056935649","14","KRW",""
"51","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax","후속적으로 당기손익으로 재분류되지 않는 포괄손익","-","제 1 기","3056935649","15","KRW",""
"52","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans","확정급여부채의 재측정요소","-","제 1 기","3056935649","16","KRW",""
"53","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","ifrs-full_ComprehensiveIncome","총포괄손익","-","제 1 기","8749967993","17","KRW",""
"54","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","-표준계정코드 미사용-","지배기업 소유주지분","-","제 1 기","8749967993","18","KRW",""
"55","20220321000964","11011","2021","01532603","CIS","포괄손익계산서","ifrs-full_BasicEarningsLossPerShare","기본주당이익(손실)","-","제 1 기","300","21","KRW",""
"56","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_CashFlowsFromUsedInOperatingActivities","영업활동현금흐름","-","제 1 기","28361003569","0","KRW",NA
"57","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_ProfitLossForStatementOfCashFlows","당기순이익","-","제 1 기","5693032344","1","KRW",NA
"58","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_AdjustmentsForReconcileProfitLoss","가감","-","제 1 기","31839318187","2","KRW",NA
"59","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_AdjustmentsForDepreciationExpense","감가상각비(투자부동산 포함)","-","제 1 기","18104901736","3","KRW",NA
"60","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_AdjustmentsForBadDebtExpenses","대손상각비(환입)","-","제 1 기","2833264808","4","KRW",NA
"61","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_AdjustmentsForOtherBadDebtExpenses","기타의 대손상각비(환입)","-","제 1 기","16151311","5","KRW",NA
"62","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_AdjustmentsForProvisionForSeveranceIndemnities","퇴직급여","-","제 1 기","5262729640","6","KRW",NA
"63","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_AdjustmentsForAmortisationExpense","무형자산상각비","-","제 1 기","466978179","7","KRW",NA
"64","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_AdjustmentsForLossesOnForeignExchangeTranslations","외화환산손실","-","제 1 기","282444171","8","KRW",NA
"65","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_AdjustmentsForIncomeTaxExpense","법인세비용","-","제 1 기","1498100192","9","KRW",NA
"66","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_AdjustmentsForLossesOnDispositionOfPropertyPlantAndEquipment","유형자산처분손실","-","제 1 기","20204037","10","KRW",NA
"67","20220321000964","11011","2021","01532603","CF","현금흐름표","-표준계정코드 미사용-","재고자산평가손실(환입)","-","제 1 기","-340193327","11","KRW",NA
"68","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_AdjustmentsForReversalsOfImpairmentLossesOnIntangibleAssets","무형자산손상차손환입","-","제 1 기","10394298","12","KRW",NA
"69","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_AdjustmentsForInterestExpenses","이자비용(리스부채 포함)","-","제 1 기","5735720223","13","KRW",NA
"70","20220321000964","11011","2021","01532603","CF","현금흐름표","-표준계정코드 미사용-","금융보증비용","-","제 1 기","379092574","14","KRW",NA
"71","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_AdjustmentsForInterestIncome","이자수익","-","제 1 기","44543149","15","KRW",NA
"72","20220321000964","11011","2021","01532603","CF","현금흐름표","-표준계정코드 미사용-","금융보증수익","-","제 1 기","-175878710","16","KRW",NA
"73","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_AdjustmentsForGainOnForeignExchangeTranslations","외화환산이익","-","제 1 기","2043521627","17","KRW",NA
"74","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_AdjustmentsForGainOnDispositionOfTangibleAssets","유형자산처분이익","-","제 1 기","145737573","18","KRW",NA
"75","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_AdjustmentsForAssetsLiabilitiesOfOperatingActivities","자산ㆍ부채의 증감","-","제 1 기","-1363369060","19","KRW",NA
"76","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_AdjustmentsForDecreaseIncreaseInTradeAccountReceivable","매출채권의 감소","-","제 1 기","35112799571","20","KRW",NA
"77","20220321000964","11011","2021","01532603","CF","현금흐름표","-표준계정코드 미사용-","기타채권의 감소(증가)","-","제 1 기","1745539656","21","KRW",NA
"78","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_AdjustmentsForDecreaseIncreaseInOtherCurrentAssets","기타유동자산의 감소(증가)","-","제 1 기","180143489","22","KRW",NA
"79","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_AdjustmentsForDecreaseIncreaseInInventories","재고자산의 감소(증가)","-","제 1 기","4860561400","23","KRW",NA
"80","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_AdjustmentsForIncreaseDecreaseInTradeAccountPayable","매입채무의 증가(감소)","-","제 1 기","-29306261720","24","KRW",NA
"81","20220321000964","11011","2021","01532603","CF","현금흐름표","-표준계정코드 미사용-","기타채무의 증가(감소)","-","제 1 기","-3343685875","25","KRW",NA
"82","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_AdjustmentsForIncreaseDecreaseInOtherCurrentLiabilities","기타유동부채의 증가(감소)","-","제 1 기","-3683875935","26","KRW",NA
"83","20220321000964","11011","2021","01532603","CF","현금흐름표","-표준계정코드 미사용-","퇴직금의 순지급액","-","제 1 기","-6928589646","27","KRW",NA
"84","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_InterestReceivedClassifiedAsOperatingActivities","이자의 수취","-","제 1 기","35494316","28","KRW",NA
"85","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_InterestPaidClassifiedAsOperatingActivities","이자의 지급","-","제 1 기","5675982479","29","KRW",NA
"86","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_IncomeTaxesPaidRefundClassifiedAsOperatingActivities","법인세의 납부","-","제 1 기","2167489739","30","KRW",NA
"87","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_CashFlowsFromUsedInInvestingActivities","투자활동현금흐름","-","제 1 기","-2974071326","31","KRW",NA
"88","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities","유형자산의 처분","-","제 1 기","249858026","32","KRW",NA
"89","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities","유형자산의 취득","-","제 1 기","5076084230","33","KRW",NA
"90","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities","무형자산의 취득","-","제 1 기","154435630","34","KRW",NA
"91","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_DecreaseInGuaranteeDeposits","보증금의 감소","-","제 1 기","80147627","35","KRW",NA
"92","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_IncreaseInGuaranteeDeposits","보증금의 증가","-","제 1 기","3381879","36","KRW",NA
"93","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_ProceedsFromSalesOfOtherFinancialAssets","기타금융자산의 처분","-","제 1 기","2861236500","37","KRW",NA
"94","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_PurchaseOfOtherFinancialAssets","기타금융자산의 취득","-","제 1 기","931411740","38","KRW",NA
"95","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_CashFlowsFromUsedInFinancingActivities","재무활동현금흐름","-","제 1 기","-50080607296","39","KRW",NA
"96","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_ProceedsFromBorrowingsClassifiedAsFinancingActivities","차입금의 증가","-","제 1 기","231798574746","40","KRW",NA
"97","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_RepaymentsOfBorrowingsClassifiedAsFinancingActivities","차입금의 감소","-","제 1 기","281815859281","41","KRW",NA
"98","20220321000964","11011","2021","01532603","CF","현금흐름표","-표준계정코드 미사용-","기타금융부채의 증가","-","제 1 기","-25000000","42","KRW",NA
"99","20220321000964","11011","2021","01532603","CF","현금흐름표","-표준계정코드 미사용-","기타금융부채의 감소","-","제 1 기","20000000","43","KRW",NA
"100","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities","리스부채의 지급","-","제 1 기","36200000","44","KRW",NA
"101","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_AcquisitionOfTreasuryShares","자기주식의 취득","-","제 1 기","22122761","45","KRW",NA
"102","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_EffectOfExchangeRateChangesOnCashAndCashEquivalents","현금및현금성자산에 대한 환율변동효과","-","제 1 기","-378033","46","KRW",NA
"103","20220321000964","11011","2021","01532603","CF","현금흐름표","ifrs-full_IncreaseDecreaseInCashAndCashEquivalents","현금및현금성자산의 순증감","-","제 1 기","-24694053086","47","KRW",NA
"104","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_CashAndCashEquivalentsAtBeginningOfPeriodCf","기초현금및현금성자산","-","제 1 기","29670551860","48","KRW",NA
"105","20220321000964","11011","2021","01532603","CF","현금흐름표","dart_CashAndCashEquivalentsAtEndOfPeriodCf","기말현금및현금성자산","-","제 1 기","4976498774","49","KRW",NA
"106","20220321000964","11011","2021","01532603","SCE","자본변동표","dart_EquityAtBeginningOfPeriod","기초자본","연결재무제표 [member]","제 1 기","51568926596","1","KRW",NA
"107","20220321000964","11011","2021","01532603","SCE","자본변동표","dart_EquityAtBeginningOfPeriod","기초자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]","제 1 기","51568926596","1","KRW",NA
"108","20220321000964","11011","2021","01532603","SCE","자본변동표","dart_EquityAtBeginningOfPeriod","기초자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타포괄손익누계액 [member]","제 1 기","27440286382","1","KRW",NA
"109","20220321000964","11011","2021","01532603","SCE","자본변동표","dart_EquityAtBeginningOfPeriod","기초자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|자본금 [member]","제 1 기","9496811500","1","KRW",NA
"110","20220321000964","11011","2021","01532603","SCE","자본변동표","dart_EquityAtBeginningOfPeriod","기초자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|자본잉여금 [member]","제 1 기","14631828714","1","KRW",NA
"111","20220321000964","11011","2021","01532603","SCE","자본변동표","ifrs-full_ProfitLoss","당기순이익(손실)","연결재무제표 [member]","제 1 기","5693032344","2","KRW",NA
"112","20220321000964","11011","2021","01532603","SCE","자본변동표","ifrs-full_ProfitLoss","당기순이익(손실)","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]","제 1 기","5693032344","2","KRW",NA
"113","20220321000964","11011","2021","01532603","SCE","자본변동표","ifrs-full_ProfitLoss","당기순이익(손실)","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|이익잉여금 [member]","제 1 기","5693032344","2","KRW",NA
"114","20220321000964","11011","2021","01532603","SCE","자본변동표","-표준계정코드 미사용-","확정급여제도의 재측정요소","연결재무제표 [member]","제 1 기","3056935649","3","KRW",NA
"115","20220321000964","11011","2021","01532603","SCE","자본변동표","-표준계정코드 미사용-","확정급여제도의 재측정요소","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]","제 1 기","3056935649","3","KRW",NA
"116","20220321000964","11011","2021","01532603","SCE","자본변동표","-표준계정코드 미사용-","확정급여제도의 재측정요소","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|이익잉여금 [member]","제 1 기","3056935649","3","KRW",NA
"117","20220321000964","11011","2021","01532603","SCE","자본변동표","-표준계정코드 미사용-","자기주식의 취득","연결재무제표 [member]","제 1 기","-22122761","4","KRW",NA
"118","20220321000964","11011","2021","01532603","SCE","자본변동표","-표준계정코드 미사용-","자기주식의 취득","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]","제 1 기","-22122761","4","KRW",NA
"119","20220321000964","11011","2021","01532603","SCE","자본변동표","-표준계정코드 미사용-","자기주식의 취득","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|자본조정","제 1 기","-22122761","4","KRW",NA
"120","20220321000964","11011","2021","01532603","SCE","자본변동표","ifrs-full_ChangesInEquity","자본 증가(감소) 합계","연결재무제표 [member]","제 1 기","8727845232","5","KRW",NA
"121","20220321000964","11011","2021","01532603","SCE","자본변동표","ifrs-full_ChangesInEquity","자본 증가(감소) 합계","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]","제 1 기","8727845232","5","KRW",NA
"122","20220321000964","11011","2021","01532603","SCE","자본변동표","ifrs-full_ChangesInEquity","자본 증가(감소) 합계","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|이익잉여금 [member]","제 1 기","8749967993","5","KRW",NA
"123","20220321000964","11011","2021","01532603","SCE","자본변동표","ifrs-full_ChangesInEquity","자본 증가(감소) 합계","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|자본조정","제 1 기","-22122761","5","KRW",NA
"124","20220321000964","11011","2021","01532603","SCE","자본변동표","ifrs-full_Equity","기말자본","연결재무제표 [member]","제 1 기","60296771828","6","KRW",NA
"125","20220321000964","11011","2021","01532603","SCE","자본변동표","ifrs-full_Equity","기말자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]","제 1 기","60296771828","6","KRW",NA
"126","20220321000964","11011","2021","01532603","SCE","자본변동표","ifrs-full_Equity","기말자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타포괄손익누계액 [member]","제 1 기","27440286382","6","KRW",NA
"127","20220321000964","11011","2021","01532603","SCE","자본변동표","ifrs-full_Equity","기말자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|이익잉여금 [member]","제 1 기","8749967993","6","KRW",NA
"128","20220321000964","11011","2021","01532603","SCE","자본변동표","ifrs-full_Equity","기말자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|자본금 [member]","제 1 기","9496811500","6","KRW",NA
"129","20220321000964","11011","2021","01532603","SCE","자본변동표","ifrs-full_Equity","기말자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|자본잉여금 [member]","제 1 기","14631828714","6","KRW",NA
"130","20220321000964","11011","2021","01532603","SCE","자본변동표","ifrs-full_Equity","기말자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|자본조정","제 1 기","-22122761","6","KRW",NA
