"","종목코드","종목명","종가","대비","등락률","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"1561","316140","우리금융지주",11650,-130,-1.1,3481,3.35,4533,2.57,35494,0.33,900,7.73
"1562","032820","우리기술",1405,3,0.21,47,29.89,NA,NA,552,2.55,0,0
"1563","041190","우리기술투자",4500,-105,-2.28,7954,0.57,NA,NA,9347,0.48,0,0
"1564","115440","우리넷",9970,530,5.61,211,47.25,NA,NA,6752,1.48,0,0
"1565","046970","우리로",1303,-14,-1.06,471,2.77,NA,NA,1279,1.02,0,0
"1566","082850","우리바이오",3215,-45,-1.38,750,4.29,NA,NA,3387,0.95,0,0
"1567","215360","우리산업",14530,150,1.04,42,345.95,NA,NA,12845,1.13,130,0.89
"1568","072470","우리산업홀딩스",4910,40,0.82,52,94.42,NA,NA,6946,0.71,35,0.71
"1569","073560","우리손에프앤지",1890,-50,-2.58,399,4.74,NA,NA,3343,0.57,50,2.65
"1570","037400","우리엔터프라이즈",1909,-41,-2.1,899,2.12,NA,NA,4170,0.46,0,0
"1571","153490","우리이앤엘",994,-6,-0.6,358,2.78,NA,NA,1402,0.71,0,0
"1572","010050","우리종금",811,-1,-0.12,91,8.91,NA,NA,686,1.18,20,2.47
"1573","101170","우림피티에스",6870,-220,-3.1,266,25.83,NA,NA,6204,1.11,100,1.46
"1574","006980","우성",23400,-250,-1.06,NA,NA,NA,NA,67106,0.35,150,0.64
"1575","066590","우수AMS",2725,-55,-1.98,NA,NA,NA,NA,2218,1.23,0,0
"1576","017370","우신시스템",3820,-10,-0.26,NA,NA,NA,NA,5363,0.71,0,0
"1577","103840","우양",2920,-5,-0.17,92,31.74,NA,NA,2924,1,0,0
"1578","046940","우원개발",3450,-80,-2.27,65,53.08,NA,NA,5527,0.62,0,0
"1579","215380","우정바이오",2825,10,0.36,NA,NA,NA,NA,2463,1.15,0,0
"1580","065680","우주일렉트로",14990,-10,-0.07,2005,7.48,NA,NA,25889,0.58,400,2.67
"1581","105840","우진",8940,180,2.05,NA,NA,NA,NA,7106,1.26,100,1.12
"1582","018620","우진비앤지",1491,-14,-0.93,NA,NA,NA,NA,1078,1.38,0,0
"1583","010400","우진아이엔에스",6730,-90,-1.32,NA,NA,NA,NA,14448,0.47,100,1.49
"1584","049800","우진플라임",4025,-35,-0.86,1126,3.57,NA,NA,4106,0.98,50,1.24
"1585","016880","웅진",1740,35,2.05,289,6.02,NA,NA,762,2.28,0,0
"1586","095720","웅진씽크빅",3140,-105,-3.24,381,8.24,291,10.79,3219,0.98,130,4.14
"1587","005820","원림",22500,-300,-1.32,685,32.85,NA,NA,51925,0.43,250,1.11
"1588","307280","원바이오젠",1858,-44,-2.31,NA,NA,231,8.04,733,2.53,0,0
"1589","053080","원방테크",10300,60,0.59,679,15.17,NA,NA,11164,0.92,300,2.91
"1590","032940","원익",4205,-45,-1.06,1566,2.69,NA,NA,11823,0.36,0,0
"1591","240810","원익IPS",30450,-200,-0.65,3007,10.13,1004,30.34,16597,1.83,300,0.99
"1592","074600","원익QnC",22550,-650,-2.8,2235,10.09,3515,6.42,11705,1.93,150,0.67
"1593","104830","원익머트리얼즈",26600,-650,-2.39,4188,6.35,NA,NA,31113,0.85,400,1.5
"1594","014190","원익큐브",2100,-35,-1.64,297,7.07,NA,NA,2677,0.78,0,0
"1595","217820","원익피앤이",8310,-160,-1.89,699,11.89,NA,NA,4672,1.78,0,0
"1596","030530","원익홀딩스",3390,-130,-3.69,1430,2.37,NA,NA,12713,0.27,0,0
"1597","012620","원일특강",10040,50,0.5,4266,2.35,NA,NA,31361,0.32,250,2.49
"1598","382840","원준",25200,650,2.65,526,47.91,1614,15.61,6388,3.94,0,0
"1599","336570","원텍",5930,-150,-2.47,NA,NA,425,13.94,NA,NA,0,0
"1600","376980","원티드랩",14960,100,0.67,405,36.94,1045,14.31,3514,4.26,0,0
"1601","008370","원풍",5040,-40,-0.79,438,11.51,NA,NA,6859,0.73,170,3.37
"1602","008290","원풍물산",791,5,0.64,NA,NA,NA,NA,553,1.43,0,0
"1603","101160","월덱스",21350,-250,-1.16,2026,10.54,3180,6.71,8700,2.45,60,0.28
"1604","336060","웨이버스",2030,-60,-2.87,NA,NA,NA,NA,1938,1.05,0,0
"1605","095270","웨이브일렉트로",4965,-165,-3.22,4114,1.21,NA,NA,5309,0.94,0,0
"1606","010600","웰바이오텍",1200,-91,-7.05,NA,NA,NA,NA,559,2.15,0,0
"1607","065950","웰크론",3125,-10,-0.32,289,10.81,NA,NA,2823,1.11,50,1.6
"1608","076080","웰크론한텍",5470,120,2.24,NA,NA,NA,NA,3298,1.66,0,0
"1609","196700","웹스",2950,-10,-0.34,37,79.73,NA,NA,2894,1.02,0,0
"1610","069080","웹젠",17630,-270,-1.51,2862,6.16,NA,NA,16832,1.05,0,0
"1611","053580","웹케시",16700,190,1.15,1110,15.05,1589,10.51,7329,2.28,100,0.6
"1612","071460","위니아",2160,-40,-1.82,185,11.68,NA,NA,2245,0.96,0,0
"1613","377460","위니아에이드",6680,-130,-1.91,2501,2.67,NA,NA,9922,0.67,0,0
"1614","044340","위닉스",12740,-260,-2,1257,10.14,NA,NA,12576,1.01,500,3.92
"1615","330350","위더스제약",8370,-100,-1.18,323,25.91,NA,NA,6136,1.36,48,0.57
"1616","348350","위드텍",11850,-200,-1.66,1070,11.07,NA,NA,9756,1.21,0,0
"1617","112040","위메이드",49500,-350,-0.7,9319,5.31,806,61.38,18883,2.62,650,1.31
"1618","101730","위메이드맥스",17150,510,3.06,NA,NA,NA,NA,1456,11.78,0,0
"1619","123420","위메이드플레이",15930,260,1.66,1667,9.56,NA,NA,18577,0.86,0,0
"1620","065370","위세아이텍",21400,-450,-2.06,680,31.47,767,27.91,4171,5.13,150,0.7
"1621","038620","위즈코프",844,-5,-0.59,NA,NA,NA,NA,1207,0.7,0,0
"1622","299900","위지윅스튜디오",16480,-290,-1.73,NA,NA,416,39.59,4530,3.64,0,0
"1623","036090","위지트",748,-6,-0.8,112,6.68,NA,NA,1399,0.53,0,0
"1624","136540","윈스",13910,-360,-2.52,1671,8.32,NA,NA,12698,1.1,500,3.59
"1625","320000","윈텍",4555,-985,-17.78,36,126.53,NA,NA,1141,3.99,0,0
"1626","097800","윈팩",1763,-65,-3.56,NA,NA,NA,NA,1326,1.33,0,0
"1627","192390","윈하이텍",3510,-80,-2.23,NA,NA,NA,NA,5259,0.67,0,0
"1628","313760","윌링스",7530,-110,-1.44,NA,NA,NA,NA,7247,1.04,80,1.06
"1629","008600","윌비스",639,-10,-1.54,NA,NA,NA,NA,1711,0.37,0,0
"1630","335870","윙스풋",3060,-10,-0.33,NA,NA,NA,NA,NA,NA,0,0
"1631","033270","유나이티드제약",22400,-500,-2.18,1930,11.61,NA,NA,20259,1.11,370,1.65
"1632","014830","유니드",82600,-1000,-1.2,20907,3.95,NA,NA,114016,0.72,1700,2.06
"1633","446070","유니드비티플러스",11180,290,2.66,NA,NA,NA,NA,NA,NA,0,0
"1634","036200","유니셈",6350,-150,-2.31,1297,4.9,NA,NA,6222,1.02,120,1.89
"1635","018000","유니슨",1644,-59,-3.46,NA,NA,NA,NA,635,2.59,0,0
"1636","000910","유니온",5850,230,4.09,564,10.37,NA,NA,8391,0.7,125,2.14
"1637","047400","유니온머티리얼",2975,70,2.41,13,228.85,NA,NA,1997,1.49,35,1.18
"1638","203450","유니온커뮤니티",3930,-260,-6.21,176,22.33,NA,NA,2702,1.45,0,0
"1639","011330","유니켐",1355,31,2.34,52,26.06,NA,NA,1521,0.89,30,2.21
"1640","077500","유니퀘스트",10700,-200,-1.83,2342,4.57,2202,4.86,11339,0.94,300,2.8
"1641","011320","유니크",6390,-200,-3.03,321,19.91,NA,NA,5573,1.15,0,0
"1642","086390","유니테스트",11700,-160,-1.35,NA,NA,NA,NA,7422,1.58,0,0
"1643","241690","유니테크노",4470,-180,-3.87,395,11.32,NA,NA,3753,1.19,0,0
"1644","142210","유니트론텍",4335,-150,-3.34,547,7.93,NA,NA,3932,1.1,75,1.73
"1645","048430","유라테크",8280,-40,-0.48,238,34.79,NA,NA,10355,0.8,100,1.21
"1646","206650","유바이오로직스",7790,-330,-4.06,NA,NA,NA,NA,3308,2.35,0,0
"1647","089850","유비벨록스",12800,-150,-1.16,1817,7.04,NA,NA,13695,0.93,0,0
"1648","084440","유비온",1639,49,3.08,96,17.07,NA,NA,132,12.42,0,0
"1649","032620","유비케어",6450,-250,-3.73,262,24.62,NA,NA,2323,2.78,40,0.62
"1650","264450","유비쿼스",14880,-420,-2.75,2812,5.29,NA,NA,12449,1.2,560,3.76
"1651","078070","유비쿼스홀딩스",14810,-40,-0.27,1214,12.2,NA,NA,13634,1.09,350,2.36
"1652","002920","유성기업",2915,-5,-0.17,311,9.37,NA,NA,10639,0.27,120,4.12
"1653","024800","유성티엔에스",2440,-35,-1.41,1282,1.9,NA,NA,10713,0.23,0,0
"1654","000700","유수홀딩스",7080,-80,-1.12,991,7.14,NA,NA,13108,0.54,400,5.65
"1655","054930","유신",35850,50,0.14,4035,8.88,NA,NA,31434,1.14,750,2.09
"1656","069330","유아이디",1956,11,0.57,370,5.29,NA,NA,1260,1.55,0,0
"1657","049520","유아이엘",4740,35,0.74,NA,NA,NA,NA,6655,0.71,0,0
"1658","435380","유안타제10호스팩",2050,-20,-0.97,NA,NA,NA,NA,NA,NA,0,0
"1659","449020","유안타제13호스팩",1994,-3,-0.15,NA,NA,NA,NA,NA,NA,0,0
"1660","367480","유안타제8호스팩",2070,0,0,NA,NA,NA,NA,NA,NA,0,0
"1661","430700","유안타제9호스팩",2070,5,0.24,NA,NA,NA,NA,NA,NA,0,0
"1662","003470","유안타증권",2635,-60,-2.23,719,3.66,NA,NA,7421,0.36,180,6.83
"1663","003475","유안타증권우",2545,-35,-1.36,NA,NA,NA,NA,NA,NA,230,9.04
"1664","263770","유에스티",3830,-105,-2.67,238,16.09,NA,NA,2417,1.58,0,0
"1665","072130","유엔젤",5440,-140,-2.51,1271,4.28,NA,NA,4368,1.25,0,0
"1666","000220","유유제약",6100,-90,-1.45,NA,NA,NA,NA,6458,0.94,105,1.72
"1667","000225","유유제약1우",7090,-180,-2.48,NA,NA,NA,NA,NA,NA,110,1.55
"1668","000227","유유제약2우B",15290,290,1.93,NA,NA,NA,NA,NA,NA,110,0.72
"1669","388720","유일로보틱스",27050,100,0.37,701,38.59,NA,NA,3282,8.24,0,0
"1670","340930","유일에너테크",19170,-10,-0.05,NA,NA,NA,NA,4335,4.42,0,0
"1671","023410","유진기업",3490,-10,-0.29,1079,3.23,NA,NA,12368,0.28,170,4.87
"1672","056080","유진로봇",7360,-420,-5.4,NA,NA,NA,NA,1043,7.06,0,0
"1673","373340","유진스팩6호",2255,0,0,NA,NA,NA,NA,NA,NA,0,0
"1674","388800","유진스팩7호",2135,-20,-0.93,NA,NA,NA,NA,NA,NA,0,0
"1675","413630","유진스팩8호",2060,0,0,NA,NA,NA,NA,NA,NA,0,0
"1676","442130","유진스팩9호",2070,-30,-1.43,NA,NA,NA,NA,NA,NA,0,0
"1677","084370","유진테크",26000,-500,-1.89,2694,9.65,1943,13.38,13091,1.99,270,1.04
"1678","001200","유진투자증권",2520,-65,-2.51,966,2.61,NA,NA,10239,0.25,140,5.56
"1679","178780","유테크",8650,0,0,NA,NA,NA,NA,1965,4.4,0,0
"1680","179900","유티아이",22300,-700,-3.04,81,275.31,NA,NA,3838,5.81,50,0.22
"1681","263050","유틸렉스",5210,-160,-2.98,NA,NA,NA,NA,2481,2.1,0,0
"1682","000100","유한양행",52100,-1200,-2.25,1431,36.41,1576,33.05,27069,1.92,400,0.77
"1683","000105","유한양행우",52500,-200,-0.38,NA,NA,NA,NA,NA,NA,410,0.78
"1684","003460","유화증권",2235,-15,-0.67,156,14.33,NA,NA,8013,0.28,130,5.82
"1685","003465","유화증권우",2490,0,0,NA,NA,NA,NA,NA,NA,140,5.62
"1686","191410","육일씨엔에쓰",2785,5,0.18,307,9.07,NA,NA,1670,1.67,0,0
"1687","372170","윤성에프앤씨",74400,3800,5.38,NA,NA,7056,10.54,5158,14.42,159,0.21
"1688","008730","율촌화학",46150,-200,-0.43,341,135.34,NA,NA,13954,3.31,500,1.08
"1689","072770","율호",2310,5,0.22,49,47.14,NA,NA,956,2.42,0,0
"1690","008250","이건산업",7890,150,1.94,1091,7.23,NA,NA,17759,0.44,200,2.53
"1691","039020","이건홀딩스",3280,-45,-1.35,338,9.7,NA,NA,7111,0.46,70,2.13
"1692","025820","이구산업",3125,-105,-3.25,630,4.96,NA,NA,3669,0.85,50,1.6
"1693","067920","이글루",7800,-460,-5.57,773,10.09,1496,5.21,6129,1.27,160,2.05
"1694","044960","이글벳",5980,-80,-1.32,296,20.2,NA,NA,3326,1.8,50,0.84
"1695","303530","이노뎁",16550,-650,-3.78,NA,NA,NA,NA,5550,2.98,0,0
"1696","296640","이노룰스",13320,-210,-1.55,813,16.38,NA,NA,3492,3.81,25,0.19
"1697","302430","이노메트리",14620,-230,-1.55,395,37.01,1233,11.86,5459,2.68,0,0
"1698","214320","이노션",42700,-300,-0.7,3294,12.96,4347,9.82,41003,1.04,1800,4.22
"1699","056090","이노시스",1180,0,0,NA,NA,NA,NA,620,1.9,0,0
"1700","073490","이노와이어리스",29850,-650,-2.13,2250,13.27,3248,9.19,17602,1.7,250,0.84
"1701","215790","이노인스트루먼트",1294,-16,-1.22,253,5.11,NA,NA,2321,0.56,0,0
"1702","344860","이노진",4920,105,2.18,243,20.25,NA,NA,581,8.47,0,0
"1703","246960","이노테라피",8270,0,0,NA,NA,NA,NA,1810,4.57,0,0
"1704","088390","이녹스",31550,-200,-0.63,5877,5.37,NA,NA,21267,1.48,0,0
"1705","272290","이녹스첨단소재",39700,300,0.76,4184,9.49,3685,10.77,15712,2.53,350,0.88
"1706","053350","이니텍",4565,-195,-4.1,274,16.66,NA,NA,6209,0.74,20,0.44
"1707","041520","이라이콤",5230,-40,-0.76,203,25.76,NA,NA,17151,0.3,300,5.74
"1708","264850","이랜시스",2745,25,0.92,220,12.48,NA,NA,1294,2.12,45,1.64
"1709","054210","이랜텍",14530,-30,-0.21,1363,10.66,NA,NA,7521,1.93,100,0.69
"1710","164060","이루다",7540,-20,-0.26,197,38.27,638,11.81,2047,3.68,0,0
"1711","065440","이루온",2805,-70,-2.43,68,41.25,NA,NA,1467,1.91,0,0
"1712","139480","이마트",115000,-400,-0.35,56152,2.05,12326,9.33,369202,0.31,2000,1.74
"1713","115610","이미지스",2015,-80,-3.82,101,19.95,NA,NA,560,3.6,0,0
"1714","078020","이베스트투자증권",4660,-75,-1.58,3047,1.53,NA,NA,13709,0.34,600,12.88
"1715","131400","이브이첨단소재",1975,-110,-5.28,NA,NA,NA,NA,1918,1.03,0,0
"1716","351330","이삭엔지니어링",9770,-150,-1.51,NA,NA,335,29.18,5421,1.8,0,0
"1717","080010","이상네트웍스",5820,-40,-0.68,655,8.89,NA,NA,10695,0.54,100,1.72
"1718","086890","이수앱지스",6660,-110,-1.62,26,256.15,NA,NA,2168,3.07,0,0
"1719","007660","이수페타시스",8650,-150,-1.7,NA,NA,1663,5.2,1984,4.36,0,0
"1720","005950","이수화학",35700,-1150,-3.12,3584,9.96,NA,NA,10433,3.42,500,1.4
"1721","015020","이스타코",808,-12,-1.46,38,21.26,NA,NA,1294,0.62,0,0
"1722","047560","이스트소프트",11070,-230,-2.04,484,22.87,NA,NA,6196,1.79,0,0
"1723","067010","이씨에스",4505,140,3.21,427,10.55,NA,NA,4243,1.06,150,3.33
"1724","093230","이아이디",884,-16,-1.78,60,14.73,NA,NA,2670,0.33,0,0
"1725","102710","이엔에프테크놀로지",20750,-500,-2.35,1263,16.43,NA,NA,23281,0.89,150,0.72
"1726","066980","이엔코퍼레이션",3420,-160,-4.47,564,6.06,NA,NA,2462,1.39,0,0
"1727","074610","이엔플러스",4770,-260,-5.17,NA,NA,NA,NA,1405,3.4,0,0
"1728","063760","이엘피",5670,390,7.39,NA,NA,NA,NA,7619,0.74,60,1.06
"1729","123570","이엠넷",4465,-110,-2.4,1180,3.78,NA,NA,4060,1.1,200,4.48
"1730","083470","이엠앤아이",3265,100,3.16,NA,NA,NA,NA,409,7.98,0,0
"1731","095190","이엠코리아",2955,-75,-2.48,NA,NA,NA,NA,2086,1.42,0,0
"1732","091120","이엠텍",25200,2050,8.86,2225,11.33,NA,NA,14890,1.69,150,0.6
"1733","102460","이연제약",19080,-310,-1.6,305,62.56,NA,NA,13436,1.42,250,1.31
"1734","039030","이오테크닉스",72100,-1900,-2.57,5882,12.26,6180,11.67,39144,1.84,900,1.25
"1735","294090","이오플로우",26500,-1350,-4.85,NA,NA,NA,NA,741,35.76,0,0
"1736","088290","이원컴포텍",8380,150,1.82,NA,NA,NA,NA,2163,3.87,0,0
"1737","084680","이월드",1631,4,0.25,NA,NA,NA,NA,1689,0.97,0,0
"1738","181340","이즈미디어",2705,0,0,NA,NA,NA,NA,1292,2.09,0,0
"1739","353810","이지바이오",3965,-10,-0.25,319,12.43,NA,NA,1257,3.15,75,1.89
"1740","099750","이지케어텍",30900,-150,-0.48,NA,NA,NA,NA,5056,6.11,0,0
"1741","377330","이지트로닉스",13290,-20,-0.15,16,830.63,NA,NA,3346,3.97,0,0
"1742","035810","이지홀딩스",3030,20,0.66,366,8.28,NA,NA,8063,0.38,50,1.65
"1743","160600","이큐셀",3100,0,0,83,37.35,NA,NA,1183,2.62,0,0
"1744","092130","이크레더블",16190,-60,-0.37,1156,14.01,NA,NA,5260,3.08,2720,16.8
"1745","096040","이트론",146,-3,-2.01,NA,NA,NA,NA,132,1.11,0,0
"1746","134060","이퓨쳐",6110,10,0.16,390,15.67,NA,NA,4554,1.34,0,0
"1747","001840","이화공영",3750,-70,-1.83,NA,NA,NA,NA,2308,1.62,0,0
"1748","000760","이화산업",16580,190,1.16,16817,0.99,NA,NA,52259,0.32,0,0
"1749","024810","이화전기",586,-19,-3.14,308,1.9,NA,NA,2780,0.21,0,0
"1750","014990","인디에프",1064,-17,-1.57,NA,NA,NA,NA,537,1.98,0,0
"1751","041830","인바디",28900,550,1.94,2613,11.06,2870,10.07,14104,2.05,200,0.69
"1752","352940","인바이오",4540,15,0.33,493,9.21,NA,NA,4593,0.99,0,0
"1753","101140","인바이오젠",562,-43,-7.11,1753,0.32,NA,NA,2607,0.22,0,0
"1754","079950","인베니아",1558,-6,-0.38,561,2.78,NA,NA,2443,0.64,0,0
"1755","389470","인벤티지랩",10290,290,2.9,NA,NA,NA,NA,3713,2.77,0,0
"1756","277410","인산가",1875,-15,-0.79,209,8.97,NA,NA,1556,1.21,80,4.27
"1757","060150","인선이엔티",9150,-150,-1.61,535,17.1,NA,NA,7249,1.26,0,0
"1758","033230","인성정보",2400,-140,-5.51,26,92.31,NA,NA,1871,1.28,0,0
"1759","006490","인스코비",1450,-5,-0.34,50,29,NA,NA,604,2.4,0,0
"1760","037330","인지디스플레",1895,-3,-0.16,113,16.77,NA,NA,4273,0.44,50,2.64
"1761","100030","인지소프트",29000,550,1.93,3487,8.32,NA,NA,16734,1.73,0,0
"1762","023800","인지컨트롤스",9130,410,4.7,234,39.02,NA,NA,12678,0.72,150,1.64
"1763","034590","인천도시가스",26800,-100,-0.37,901,29.74,NA,NA,46433,0.58,1250,4.66
"1764","211050","인카금융서비스",10770,270,2.57,1824,5.9,NA,NA,4615,2.33,0,0
"1765","083640","인콘",928,-36,-3.73,NA,NA,NA,NA,2043,0.45,0,0
"1766","216050","인크로스",19270,190,1,1858,10.37,1825,10.56,8089,2.38,722,3.75
"1767","049070","인탑스",29800,-300,-1,4436,6.72,NA,NA,32446,0.92,470,1.58
"1768","119610","인터로조",30700,50,0.16,1561,19.67,2598,11.82,13975,2.2,450,1.47
"1769","017250","인터엠",1324,-35,-2.58,NA,NA,NA,NA,1452,0.91,0,0
"1770","129260","인터지스",2640,-35,-1.31,519,5.09,NA,NA,7246,0.36,100,3.79
"1771","051370","인터플렉스",10330,-370,-3.46,NA,NA,1372,7.53,7683,1.34,0,0
"1772","064290","인텍플러스",16210,-240,-1.46,1847,8.78,NA,NA,4156,3.9,200,1.23
"1773","189300","인텔리안테크",84500,-1400,-1.63,752,112.37,3305,25.57,18155,4.65,100,0.12
"1774","150840","인트로메딕",5850,0,0,NA,NA,NA,NA,1351,4.33,0,0
"1775","048530","인트론바이오",8600,-360,-4.02,288,29.86,NA,NA,3005,2.86,0,0
"1776","023810","인팩",11000,1020,10.22,306,35.95,NA,NA,10103,1.09,180,1.64
"1777","175140","인포마크",8620,-60,-0.69,NA,NA,NA,NA,2290,3.76,0,0
"1778","115310","인포바인",22900,-50,-0.22,2663,8.6,NA,NA,44633,0.51,900,3.93
"1779","039290","인포뱅크",14700,-460,-3.03,1021,14.4,NA,NA,7354,2,80,0.54
"1780","071200","인피니트헬스케어",6030,-130,-2.11,929,6.49,NA,NA,4662,1.29,0,0
"1781","101930","인화정공",10820,-80,-0.73,1663,6.51,NA,NA,20654,0.52,0,0
"1782","249420","일동제약",22700,-700,-2.99,NA,NA,NA,NA,6429,3.53,0,0
"1783","000230","일동홀딩스",13010,-380,-2.84,NA,NA,NA,NA,4723,2.75,100,0.77
"1784","013360","일성건설",2370,-65,-2.67,98,24.18,NA,NA,2021,1.17,30,1.27
"1785","003120","일성신약",146200,11700,8.7,NA,NA,NA,NA,225529,0.65,750,0.51
"1786","333430","일승",2990,-60,-1.97,NA,NA,NA,NA,1007,2.97,0,0
"1787","068330","일신바이오",1485,-19,-1.26,146,10.17,NA,NA,1177,1.26,7,0.47
"1788","003200","일신방직",134000,-100,-0.07,27763,4.83,NA,NA,341544,0.39,3000,2.24
"1789","007110","일신석재",1337,-39,-2.83,NA,NA,NA,NA,675,1.98,0,0
"1790","058450","일야",965,42,4.55,19,50.79,NA,NA,521,1.85,0,0
"1791","007570","일양약품",18350,-370,-1.98,790,23.23,NA,NA,12017,1.53,200,1.09
"1792","007575","일양약품우",20500,-400,-1.91,NA,NA,NA,NA,NA,NA,225,1.1
"1793","008500","일정실업",13050,-690,-5.02,NA,NA,NA,NA,15717,0.83,0,0
"1794","019540","일지테크",2800,-15,-0.53,NA,NA,NA,NA,7551,0.37,0,0
"1795","081000","일진다이아",19230,-390,-1.99,598,32.16,NA,NA,28934,0.66,400,2.08
"1796","020760","일진디스플",1025,-13,-1.25,NA,NA,NA,NA,268,3.82,0,0
"1797","020150","일진머티리얼즈",67300,-2700,-3.86,1361,49.45,2608,25.81,21440,3.14,300,0.45
"1798","103590","일진전기",5200,-60,-1.14,403,12.9,NA,NA,8714,0.6,100,1.92
"1799","094820","일진파워",12340,350,2.92,1024,12.05,NA,NA,7467,1.65,330,2.67
"1800","271940","일진하이솔루스",30900,-1250,-3.89,284,108.8,248,124.68,8459,3.65,0,0
"1801","015860","일진홀딩스",4355,-25,-0.57,437,9.97,NA,NA,9069,0.48,150,3.44
"1802","226320","잇츠한불",17520,-300,-1.68,NA,NA,NA,NA,21524,0.81,200,1.14
"1803","049550","잉크테크",4960,-40,-0.8,91,54.51,NA,NA,2985,1.66,0,0
"1804","389020","자람테크놀로지",41000,-1700,-3.98,236,173.73,NA,NA,3476,11.8,0,0
"1805","254120","자비스",2410,-20,-0.82,NA,NA,NA,NA,432,5.58,0,0
"1806","043910","자연과환경",1141,-34,-2.89,NA,NA,NA,NA,723,1.58,0,0
"1807","234920","자이글",4765,325,7.32,NA,NA,NA,NA,3394,1.4,0,0
"1808","289220","자이언트스텝",22000,-600,-2.65,NA,NA,NA,NA,5807,3.79,0,0
"1809","317400","자이에스앤디",6690,-150,-2.19,1052,6.36,1887,3.55,7839,0.85,200,2.99
"1810","033240","자화전자",31900,500,1.59,1279,24.94,1366,23.36,17751,1.8,0,0
"1811","174880","장원테크",639,-10,-1.54,NA,NA,NA,NA,4845,0.13,0,0
"1812","049630","재영솔루텍",660,1,0.15,NA,NA,NA,NA,737,0.9,0,0
"1813","417840","저스템",12150,-20,-0.16,1247,9.74,1934,6.28,4374,2.78,0,0
"1814","000950","전방",44750,-200,-0.44,140,319.64,NA,NA,126397,0.35,0,0
"1815","110020","전진바이오팜",4020,-180,-4.29,NA,NA,NA,NA,1702,2.36,0,0
"1816","208140","정다운",2445,-15,-0.61,343,7.13,NA,NA,2477,0.99,100,4.09
"1817","040420","정상제이엘에스",7240,-50,-0.69,913,7.93,NA,NA,4822,1.5,530,7.32
"1818","045510","정원엔시스",1438,-18,-1.24,25,57.52,NA,NA,1278,1.13,0,0
"1819","217190","제너셈",6350,-140,-2.16,598,10.62,NA,NA,3143,2.02,0,0
"1820","095700","제넥신",13570,-580,-4.1,NA,NA,NA,NA,15025,0.9,0,0
"1821","072520","제넨바이오",1505,-31,-2.02,NA,NA,NA,NA,2270,0.66,0,0
"1822","122310","제노레이",8190,-90,-1.09,1002,8.17,NA,NA,5522,1.48,170,2.08
"1823","361390","제노코",22550,-350,-1.53,832,27.1,703,32.06,4160,5.42,50,0.22
"1824","187420","제노포커스",5270,100,1.93,NA,NA,NA,NA,1568,3.36,0,0
"1825","225220","제놀루션",11970,-160,-1.32,3594,3.33,NA,NA,9003,1.33,400,3.34
"1826","123330","제닉",5060,-60,-1.17,NA,NA,NA,NA,2815,1.8,0,0
"1827","159580","제로투세븐",9250,240,2.66,59,156.78,NA,NA,3768,2.45,0,0
"1828","147830","제룡산업",3570,-5,-0.14,377,9.47,NA,NA,3378,1.06,100,2.8
"1829","033100","제룡전기",12570,-210,-1.64,73,172.19,NA,NA,3683,3.41,50,0.4
"1830","079370","제우스",28450,-600,-2.07,1581,17.99,NA,NA,24845,1.15,100,0.35
"1831","054950","제이브이엠",19500,-90,-0.46,777,25.1,1802,10.82,12458,1.57,200,1.03
"1832","023440","제이스코홀딩스",2595,-70,-2.63,NA,NA,NA,NA,2223,1.17,0,0
"1833","090470","제이스텍",10660,830,8.44,423,25.2,NA,NA,8492,1.26,50,0.47
"1834","287410","제이시스메디칼",9160,-30,-0.33,195,46.97,515,17.79,662,13.84,0,0
"1835","137950","제이씨케미칼",7580,260,3.55,1492,5.08,NA,NA,5980,1.27,150,1.98
"1836","033320","제이씨현시스템",5080,-60,-1.17,801,6.34,NA,NA,5811,0.87,110,2.17
"1837","417500","제이아이테크",12370,-140,-1.12,977,12.66,NA,NA,3705,3.34,0,0
"1838","204270","제이앤티씨",7910,460,6.17,NA,NA,744,10.64,6575,1.2,0,0
"1839","194370","제이에스코퍼레이션",14170,-30,-0.21,3876,3.66,NA,NA,16003,0.89,600,4.23
"1840","026040","제이에스티나",3000,-80,-2.6,1112,2.7,NA,NA,3081,0.97,100,3.33
