"","StartPrice","HighPrice","LowPrice","EndPrice","Amount"
"2022-03-07",2296,2312,2274,2291,1362531
"2022-03-08",2285,2296,2280,2291,116822
"2022-03-10",2296,2296,2274,2291,106327
"2022-03-11",2290,2290,2274,2280,54405
"2022-03-14",2280,2280,2263,2269,108784
"2022-03-15",2269,2285,2269,2275,9665
"2022-03-16",2274,2285,2269,2275,23578
"2022-03-17",2280,2306,2274,2296,70731
"2022-03-18",2301,2301,2285,2296,13700
"2022-03-21",2296,2419,2290,2328,381176
"2022-03-22",2328,2382,2301,2345,86791
"2022-03-23",2333,2350,2301,2339,49006
"2022-03-24",2350,2398,2323,2388,68943
"2022-03-25",2387,2387,2328,2366,22751
"2022-03-28",2387,2387,2306,2345,23405
"2022-03-29",2317,2344,2317,2323,11661
"2022-03-30",2323,2360,2323,2339,4336
"2022-03-31",2355,2355,2312,2345,7562
"2022-04-01",2344,2344,2317,2339,17691
"2022-04-04",2339,2344,2323,2345,5632
"2022-04-05",2355,2355,2323,2350,16753
"2022-04-06",2355,2355,2339,2355,14793
"2022-04-07",2339,2339,2317,2334,32534
"2022-04-08",2355,2376,2333,2366,17569
"2022-04-11",2371,2979,2350,2587,6530157
"2022-04-12",2591,2721,2425,2441,2011747
"2022-04-13",2452,2473,2398,2415,323658
"2022-04-14",2419,2462,2403,2431,159294
"2022-04-15",2425,2457,2409,2452,30092
"2022-04-18",2446,2446,2409,2415,95163
"2022-04-19",2403,2452,2393,2452,46606
"2022-04-20",2446,2479,2419,2479,48318
"2022-04-21",2479,2500,2441,2463,40078
"2022-04-22",2446,2462,2398,2441,113646
"2022-04-25",2419,2495,2403,2474,121578
"2022-04-26",2430,2559,2430,2538,326048
"2022-04-27",2532,2581,2452,2458,214581
"2022-04-28",2468,2473,2419,2425,122767
"2022-04-29",2446,2452,2387,2441,111950
"2022-05-02",2441,2446,2403,2436,15544
"2022-05-03",2430,2436,2414,2436,14369
"2022-05-04",2430,2430,2398,2409,79329
"2022-05-06",2436,2436,2398,2409,27521
"2022-05-09",2398,2403,2387,2404,33028
"2022-05-10",2382,2409,2366,2409,35621
"2022-05-11",2430,2430,2387,2409,13044
"2022-05-12",2409,2409,2355,2398,58899
"2022-05-13",2414,2414,2371,2393,34753
"2022-05-16",2371,2403,2371,2388,3673
"2022-05-17",2393,2393,2360,2372,21565
"2022-05-18",2376,2376,2360,2366,11198
"2022-05-19",2403,2403,2360,2388,16057
"2022-05-20",2382,2382,2360,2377,17989
"2022-05-23",2387,2387,2366,2382,9405
"2022-05-24",2387,2393,2360,2382,15822
"2022-05-25",2387,2387,2371,2388,2087
"2022-05-26",2393,2393,2376,2382,13428
"2022-05-27",2366,2382,2366,2377,39873
"2022-05-30",2382,2382,2355,2377,14107
"2022-05-31",2387,2387,2355,2388,8453
"2022-06-02",2382,2387,2366,2388,9550
"2022-06-03",2376,2387,2371,2388,7596
"2022-06-07",2366,2414,2360,2398,90293
"2022-06-08",2393,2409,2371,2398,14283
"2022-06-09",2403,2403,2371,2388,5365
"2022-06-10",2398,2398,2376,2388,2403
"2022-06-13",2398,2398,2366,2372,5142
"2022-06-14",2382,2387,2360,2388,11566
"2022-06-15",2393,2393,2366,2377,29231
"2022-06-16",2382,2382,2366,2377,4179
"2022-06-17",2371,2387,2355,2388,23778
"2022-06-20",2398,2398,2312,2345,111870
"2022-06-21",2360,2360,2323,2345,32523
"2022-06-22",2355,2355,2312,2312,48783
"2022-06-23",2317,2323,2296,2296,39140
"2022-06-24",2296,2306,2290,2307,23472
"2022-06-27",2306,2312,2269,2307,33962
"2022-06-28",2312,2376,2296,2307,138924
"2022-06-29",2317,2339,2296,2318,7284
"2022-06-30",2344,2344,2301,2345,20752
"2022-07-01",2355,2355,2312,2334,2287
"2022-07-04",2350,2350,2296,2318,4328
"2022-07-05",2339,2339,2301,2323,162
"2022-07-06",2339,2339,2301,2312,456
"2022-07-07",2339,2350,2312,2350,32544
"2022-07-08",0,0,0,2350,0
"2022-07-11",0,0,0,2350,0
"2022-07-12",0,0,0,2350,0
"2022-07-13",0,0,0,2350,0
"2022-07-14",0,0,0,2350,0
"2022-07-15",0,0,0,2350,0
"2022-07-18",0,0,0,2350,0
"2022-07-19",0,0,0,2350,0
"2022-07-20",0,0,0,2350,0
"2022-07-21",0,0,0,2350,0
"2022-07-22",0,0,0,2350,0
"2022-07-25",0,0,0,2350,0
"2022-07-26",0,0,0,2350,0
"2022-07-27",0,0,0,2350,0
"2022-07-28",0,0,0,2350,0
"2022-07-29",0,0,0,2350,0
"2022-08-01",0,0,0,2350,0
"2022-08-02",0,0,0,2350,0
"2022-08-03",0,0,0,2350,0
"2022-08-04",0,0,0,2350,0
"2022-08-05",0,0,0,2350,0
"2022-08-08",0,0,0,2350,0
"2022-08-09",0,0,0,2350,0
"2022-08-10",0,0,0,2350,0
"2022-08-11",0,0,0,2350,0
"2022-08-12",0,0,0,2350,0
"2022-08-16",0,0,0,2350,0
"2022-08-17",0,0,0,2350,0
"2022-08-18",0,0,0,2350,0
"2022-08-19",0,0,0,2350,0
"2022-08-22",0,0,0,2350,0
"2022-08-23",0,0,0,2350,0
"2022-08-24",0,0,0,2350,0
"2022-08-25",0,0,0,2350,0
"2022-08-26",0,0,0,2350,0
"2022-08-29",0,0,0,2350,0
"2022-08-30",0,0,0,2350,0
"2022-08-31",0,0,0,2350,0
"2022-09-01",0,0,0,2350,0
"2022-09-02",0,0,0,2350,0
"2022-09-05",0,0,0,2350,0
"2022-09-06",0,0,0,2350,0
"2022-09-07",0,0,0,2350,0
"2022-09-08",0,0,0,2350,0
"2022-09-13",0,0,0,2350,0
"2022-09-14",0,0,0,2350,0
"2022-09-15",0,0,0,2350,0
"2022-09-16",0,0,0,2350,0
"2022-09-19",0,0,0,2350,0
"2022-09-20",0,0,0,2350,0
"2022-09-21",0,0,0,2350,0
"2022-09-22",0,0,0,2350,0
"2022-09-23",0,0,0,2350,0
"2022-09-26",0,0,0,2350,0
"2022-09-27",0,0,0,2350,0
"2022-09-28",0,0,0,2350,0
"2022-09-29",0,0,0,2350,0
"2022-09-30",0,0,0,2350,0
"2022-10-04",0,0,0,2350,0
"2022-10-05",0,0,0,2350,0
"2022-10-06",0,0,0,2350,0
"2022-10-07",0,0,0,2350,0
"2022-10-11",0,0,0,2350,0
"2022-10-12",0,0,0,2350,0
"2022-10-13",0,0,0,2350,0
"2022-10-14",0,0,0,2350,0
"2022-10-17",0,0,0,2350,0
"2022-10-18",0,0,0,2350,0
"2022-10-19",0,0,0,2350,0
"2022-10-20",0,0,0,2350,0
"2022-10-21",0,0,0,2350,0
"2022-10-24",0,0,0,2350,0
"2022-10-25",0,0,0,2350,0
"2022-10-26",0,0,0,2350,0
"2022-10-27",0,0,0,2350,0
"2022-10-28",0,0,0,2350,0
"2022-10-31",0,0,0,2350,0
"2022-11-01",0,0,0,2350,0
"2022-11-02",0,0,0,2350,0
"2022-11-03",0,0,0,2350,0
"2022-11-04",2350,2495,2225,2335,1242730
"2022-11-07",2335,2535,2335,2435,482675
"2022-11-08",2430,2455,2360,2390,179552
"2022-11-09",2375,2415,2345,2365,52224
"2022-11-10",2355,2380,2300,2325,105104
"2022-11-11",2375,2375,2300,2320,88880
"2022-11-14",2330,2350,2295,2305,122405
"2022-11-15",2305,2445,2295,2355,227624
"2022-11-16",2390,2415,2340,2370,107128
"2022-11-17",2380,2380,2305,2315,77796
"2022-11-18",2310,2340,2260,2265,97256
"2022-11-21",2265,2280,2225,2235,62871
"2022-11-22",2245,2250,2160,2200,129520
"2022-11-23",2200,2215,2170,2205,27274
"2022-11-24",2200,2250,2200,2220,34585
"2022-11-25",2220,2245,2215,2240,15699
"2022-11-28",2240,2240,2190,2230,6174
"2022-11-29",2250,2250,2170,2170,16808
"2022-11-30",2180,2520,2160,2370,1770255
"2022-12-01",2370,2570,2355,2510,724292
"2022-12-02",2515,2575,2470,2570,471620
"2022-12-05",2595,3075,2550,2790,2848199
"2022-12-06",2755,2900,2660,2860,399405
"2022-12-07",2860,3030,2670,2790,449890
"2022-12-08",2710,3430,2660,3145,3131368
"2022-12-09",3075,3840,3035,3580,3415224
"2022-12-12",3650,3925,3440,3700,1062117
"2022-12-13",3700,4595,3620,4105,3129070
"2022-12-14",4005,4080,3140,3190,2027820
"2022-12-15",3150,3150,2780,2870,1579888
"2022-12-16",2900,3120,2845,2920,1705821
"2022-12-19",2900,2900,2750,2790,416023
"2022-12-20",2820,2880,2700,2790,321554
"2022-12-21",2800,2855,2745,2830,99335
"2022-12-22",2830,2875,2770,2800,105915
"2022-12-23",2755,3000,2705,2940,1124752
"2022-12-26",2950,3440,2915,3435,2743511
"2022-12-27",3405,3815,3320,3770,1626422
"2022-12-28",3875,4080,3040,3660,2705728
"2022-12-29",3600,4165,3540,3995,1888043
