"","StartPrice","HighPrice","LowPrice","EndPrice","Amount"
"1990-01-03",12000,12000,11700,12000,4180
"1990-01-04",12600,12600,12600,12600,2250
"1990-01-05",13200,13200,13200,13200,6490
"1990-01-06",13800,13800,13800,13800,11340
"1990-01-08",14400,14400,14400,14400,24120
"1990-01-09",15000,15000,15000,15000,18560
"1990-01-10",15800,15800,15200,15600,99110
"1990-01-11",15000,15700,15000,15200,26860
"1990-01-12",15200,15600,15000,15400,20150
"1990-01-13",15400,15500,15300,15300,11550
"1990-01-15",15300,15500,15100,15300,15310
"1990-01-16",15200,15400,14700,15200,17130
"1990-01-17",15000,15000,14800,14900,1520
"1990-01-18",14900,14900,14500,14800,4220
"1990-01-19",14700,14800,14500,14500,6440
"1990-01-20",14600,14800,14600,14700,3390
"1990-01-22",15300,15300,14800,15300,21540
"1990-01-23",15500,15600,15000,15200,16260
"1990-01-24",15600,15700,15400,15700,22810
"1990-01-25",15900,16500,15900,16300,106020
"1990-01-29",16500,17100,16400,17100,84910
"1990-01-30",17300,17400,16500,16900,48930
"1990-01-31",17000,17200,16600,17200,55610
"1990-02-01",16700,17500,16700,17000,31510
"1990-02-02",16700,17100,16700,16700,17500
"1990-02-03",16500,16900,16500,16600,4370
"1990-02-05",16600,16800,16600,16600,12040
"1990-02-06",17000,17000,16600,17000,14900
"1990-02-07",17200,17400,17000,17100,38540
"1990-02-08",17100,17400,17000,17100,25050
"1990-02-09",17100,17200,16800,16800,11060
"1990-02-10",16700,16800,16500,16800,3590
"1990-02-12",16800,17000,16700,16900,19060
"1990-02-13",16800,16800,16600,16800,11390
"1990-02-14",16800,16800,16700,16700,10070
"1990-02-15",16700,16700,16200,16300,3420
"1990-02-16",16400,17100,16400,17100,43180
"1990-02-17",17500,17500,17200,17400,47650
"1990-02-19",17400,17400,16700,16900,43620
"1990-02-20",16700,16900,16700,16800,13730
"1990-02-21",16800,16900,16600,16600,7050
"1990-02-22",16500,16800,16500,16800,8130
"1990-02-23",16800,16900,16700,16700,1430
"1990-02-24",16700,16800,16500,16500,5810
"1990-02-26",16700,16700,16400,16500,5310
"1990-02-27",16500,16900,16500,16800,10850
"1990-02-28",16800,16900,16300,16600,3160
"1990-03-02",12321,12851,12321,12472,5550
"1990-03-03",12473,12473,12321,12397,4310
"1990-03-05",12321,12397,12246,12245,1720
"1990-03-06",12170,12548,12170,12397,13700
"1990-03-07",12397,12473,12246,12321,7670
"1990-03-08",12246,12473,12170,12472,5880
"1990-03-09",12321,12473,12170,12321,10110
"1990-03-12",12397,12397,12246,12245,6020
"1990-03-13",12170,12246,12095,12094,2800
"1990-03-14",12095,12095,11944,11943,3030
"1990-03-15",11944,12246,11792,12245,5330
"1990-03-16",12246,12397,11944,12397,3510
"1990-03-17",12397,12397,11944,12170,1050
"1990-03-19",12170,12246,12170,12170,3720
"1990-03-20",12170,12321,12170,12170,7310
"1990-03-21",12321,12321,11944,11943,18140
"1990-03-22",12095,12397,12019,12397,23950
"1990-03-23",12246,12397,12246,12245,4530
"1990-03-24",12095,12246,11944,11943,1270
"1990-03-26",11944,12170,11868,12019,4610
"1990-03-27",12019,12170,11944,11943,5960
"1990-03-28",11944,11944,11641,11867,3530
"1990-03-29",11868,11868,11717,11867,3870
"1990-03-30",11944,12170,11792,12170,4850
"1990-03-31",12170,12170,12019,12019,3460
"1990-04-02",12019,12019,11792,11792,4050
"1990-04-03",11792,12019,11792,11943,4940
"1990-04-04",12019,12473,12019,12472,67060
"1990-04-06",12624,12926,12473,12472,50980
"1990-04-07",12548,12851,12548,12775,58250
"1990-04-09",12851,13077,12851,13077,62690
"1990-04-10",13153,13682,13153,13304,124840
"1990-04-11",13304,13531,13153,13530,41570
"1990-04-12",13607,14136,13607,14135,70250
"1990-04-13",14287,14362,13682,14135,47120
"1990-04-14",14211,14362,14060,14135,36510
"1990-04-16",13984,14136,13531,13984,13060
"1990-04-17",13984,14211,13758,13984,16210
"1990-04-18",13984,14060,13833,13984,10410
"1990-04-19",14060,14211,13380,13833,9170
"1990-04-20",13909,13909,13607,13606,1990
"1990-04-21",13531,13607,13455,13530,6630
"1990-04-23",12926,13455,12926,13455,6770
"1990-04-24",13455,13455,13002,13455,4730
"1990-04-25",13077,13607,13002,13606,6270
"1990-04-26",13455,13455,13002,13001,1940
"1990-04-27",13380,13380,12548,12548,8650
"1990-04-28",12170,12851,12095,12699,2960
"1990-04-30",12699,12699,12095,12094,310
"1990-05-01",12624,12699,12095,12699,4460
"1990-05-03",13002,13304,13002,13304,21770
"1990-05-04",13304,13607,13304,13606,10740
"1990-05-07",13909,13909,13380,13606,8100
"1990-05-08",13455,13455,13002,13228,3820
"1990-05-09",13229,13607,13229,13606,6020
"1990-05-10",13531,13531,13002,13455,3510
"1990-05-11",13607,13682,13002,13379,11820
"1990-05-12",13455,13607,13380,13606,7600
"1990-05-14",13153,13455,13153,13455,1760
"1990-05-15",13380,13455,12851,13455,4380
"1990-05-16",13304,14060,13304,14060,37130
"1990-05-17",14060,14362,13607,13757,13940
"1990-05-18",13153,13758,13153,13757,1900
"1990-05-19",13758,13758,13229,13228,360
"1990-05-21",13229,13607,13229,13606,1720
"1990-05-22",13607,13758,13531,13606,5510
"1990-05-23",13758,13758,13153,13606,6940
"1990-05-24",13455,13607,13380,13606,1320
"1990-05-25",13077,13607,13077,13606,5960
"1990-05-26",13304,13304,13304,13304,10
"1990-05-28",13077,13229,13002,13228,6030
"1990-05-29",13380,13380,13077,13152,2380
"1990-05-30",13229,13607,13229,13606,4560
"1990-05-31",13607,13909,13607,13757,13800
"1990-06-01",13531,13909,13531,13606,4570
"1990-06-02",13455,13607,13229,13606,1160
"1990-06-04",13607,13833,13531,13757,17080
"1990-06-05",13758,13758,13380,13379,640
"1990-06-07",13380,13607,13229,13228,2650
"1990-06-08",13304,13304,13229,13228,9100
"1990-06-09",13229,13229,13077,13077,1180
"1990-06-11",13002,13229,13002,13077,4180
"1990-06-12",13077,13229,13077,13152,4250
"1990-06-13",13002,13380,13002,13304,13140
"1990-06-14",13153,13153,13077,13077,2270
"1990-06-15",13002,13304,12926,13304,1340
"1990-06-16",13304,13304,13304,13304,1200
"1990-06-18",12851,13153,12851,13152,1090
"1990-06-19",12851,13304,12548,13228,3740
"1990-06-20",13077,13153,12851,13001,640
"1990-06-21",12775,13002,12775,13001,1500
"1990-06-22",12775,13153,12775,13001,720
"1990-06-23",13153,13153,12473,13001,1420
"1990-06-25",12699,12775,12624,12775,1750
"1990-06-26",12775,12775,12246,12321,2470
"1990-06-27",12851,12851,12473,12699,1030
"1990-06-28",12397,12851,12397,12699,1030
"1990-06-29",12851,12851,12851,12850,300
"1990-06-30",12699,13002,12246,13001,12250
"1990-07-02",12851,13229,12851,13228,9600
"1990-07-03",13304,13833,13304,13833,15520
"1990-07-04",13833,13833,13607,13833,11560
"1990-07-05",13455,13531,13455,13455,2000
"1990-07-06",13455,13455,13304,13379,1500
"1990-07-07",13229,13380,12926,12926,7380
"1990-07-09",13380,13380,12699,12699,1320
"1990-07-10",13077,13153,13077,13077,1000
"1990-07-11",13229,13229,12699,12926,1110
"1990-07-12",13153,13153,12699,13152,1500
"1990-07-13",13153,13153,12699,12699,2010
"1990-07-14",12775,13077,12775,13001,540
"1990-07-16",13002,13002,12851,13001,300
"1990-07-18",13229,13229,13002,13077,2860
"1990-07-19",12624,12926,12624,12623,430
"1990-07-20",12624,12699,12473,12472,2210
"1990-07-21",12321,12321,12321,12321,0
"1990-07-23",12473,12699,12095,12094,1190
"1990-07-24",12473,12473,11944,11943,70
"1990-07-25",11944,12246,11792,12245,740
"1990-07-26",11944,12473,11717,12397,790
"1990-07-27",12246,12397,12246,12245,1040
"1990-07-28",12095,12246,11868,12094,540
"1990-07-30",11868,12321,11868,12321,70
"1990-07-31",12321,12548,12246,12321,1100
"1990-08-01",12321,12851,12321,12623,2360
"1990-08-02",12624,12624,12321,12623,400
"1990-08-03",12624,12624,12095,12397,2660
"1990-08-04",12397,12397,12397,12397,10
"1990-08-06",12321,12321,12321,12321,1210
"1990-08-07",12321,12321,12095,12094,1500
"1990-08-08",12170,12170,12170,12170,2000
"1990-08-09",12170,12170,12170,12170,100
"1990-08-10",12170,12473,12170,12170,1160
"1990-08-11",12321,12321,12321,12321,10
"1990-08-13",11868,12397,11868,12397,1320
"1990-08-14",12095,12095,11944,12094,850
"1990-08-16",12170,12170,12170,12170,1000
"1990-08-17",11641,11868,11641,11867,740
"1990-08-18",12095,12095,12095,12094,10
"1990-08-20",11868,11868,11868,11867,1310
"1990-08-21",11868,11868,11868,11867,0
"1990-08-22",11792,11792,11792,11792,0
"1990-08-23",11868,11868,11868,11867,5000
"1990-08-24",11490,11490,11490,11489,0
"1990-08-25",11188,11188,11188,11187,0
"1990-08-27",11339,11641,11339,11641,2000
"1990-08-28",11641,12246,11641,12245,20940
"1990-08-29",12473,12473,11717,12245,2580
"1990-08-30",12246,12246,11717,11716,1300
"1990-08-31",11641,11641,11263,11489,9210
"1990-09-01",11717,11717,11339,11716,390
"1990-09-03",11944,12321,11868,12321,5690
"1990-09-04",12321,12321,11944,11943,1680
"1990-09-05",12095,12095,11717,11943,1490
"1990-09-06",12095,12095,11566,11565,190
"1990-09-07",11490,11490,10961,11263,2900
"1990-09-08",11339,11339,11036,11263,340
"1990-09-10",11263,11339,11263,11338,1760
"1990-09-11",11036,11339,11036,11036,160
"1990-09-12",11339,11339,11339,11338,20
