"","StartPrice","HighPrice","LowPrice","EndPrice","Amount"
"2011-06-02",15300,17075,13275,15100,1483560
"2011-06-03",15500,16175,14250,14425,393428
"2011-06-07",14249,14500,12350,13300,328377
"2011-06-08",13250,13325,12275,12350,250172
"2011-06-09",12574,14150,12574,13225,313576
"2011-06-10",13075,13300,12000,12025,126255
"2011-06-13",11775,11900,10225,10325,320187
"2011-06-14",10425,11150,10275,10425,192187
"2011-06-15",10575,11550,10300,10950,202713
"2011-06-16",10600,11150,10550,10850,87983
"2011-06-17",11250,11700,10475,10575,161804
"2011-06-20",10850,10850,9975,10100,103616
"2011-06-21",10200,10750,9475,10325,174454
"2011-06-22",11050,11850,11050,11850,335790
"2011-06-23",12150,12625,11375,11675,441121
"2011-06-24",11749,12500,11574,12225,320487
"2011-06-27",12050,14000,11900,13650,428425
"2011-06-28",13250,13350,12350,12375,228381
"2011-06-29",12650,12724,11850,12075,98717
"2011-06-30",12075,12225,11700,11875,74752
"2011-07-01",12125,12750,12000,12600,124136
"2011-07-04",12700,12925,12425,12500,72539
"2011-07-05",12325,12650,12275,12450,60085
"2011-07-06",12625,13650,12375,13250,276191
"2011-07-07",13425,13750,13125,13250,135188
"2011-07-08",13100,13500,13000,13300,112250
"2011-07-11",14200,14850,13650,14150,238670
"2011-07-12",13750,13900,13050,13550,99298
"2011-07-13",13500,13750,13300,13750,48383
"2011-07-14",13550,13750,13100,13250,50071
"2011-07-15",13000,13350,12950,13200,42700
"2011-07-18",13300,13850,13150,13800,66390
"2011-07-19",13700,14350,13650,14100,78513
"2011-07-20",14400,14400,13700,13900,62170
"2011-07-21",13850,14000,13550,13550,43754
"2011-07-22",13550,15400,13550,14650,172231
"2011-07-25",14750,15300,14300,14600,70897
"2011-07-26",14600,15800,14300,15350,288727
"2011-07-27",15750,16200,14700,14700,259138
"2011-07-28",14100,14850,14000,14600,269940
"2011-07-29",14350,15050,14200,14300,207944
"2011-08-01",14700,14800,14250,14400,141841
"2011-08-02",14500,14550,13600,14000,136566
"2011-08-03",13500,13850,13050,13050,168150
"2011-08-04",13400,13650,12300,12350,138448
"2011-08-05",11050,11700,10700,11450,217999
"2011-08-08",11000,11900,9750,10050,318170
"2011-08-09",10200,10250,8600,9500,200932
"2011-08-10",10350,10900,10000,10900,95329
"2011-08-11",10900,12200,10850,11550,432868
"2011-08-12",12000,12350,11250,11550,247001
"2011-08-16",12050,12900,12000,12600,217989
"2011-08-17",12550,14450,12200,14450,354038
"2011-08-18",15000,15700,13650,14600,557787
"2011-08-19",13850,14500,13400,13650,320812
"2011-08-22",13700,14800,13700,14050,315429
"2011-08-23",14500,15300,14150,14450,543538
"2011-08-24",14800,14800,13500,13500,269534
"2011-08-25",13800,14150,12550,12550,172862
"2011-08-26",12650,13550,12650,13400,222202
"2011-08-29",13550,14200,13500,13850,238988
"2011-08-30",14000,14550,13750,14150,379871
"2011-08-31",14300,14300,13550,13850,188657
"2011-09-01",13900,14250,13150,13400,197383
"2011-09-02",13400,13600,13000,13600,165472
"2011-09-05",13150,13350,12600,12850,112034
"2011-09-06",12400,12850,11600,12400,135228
"2011-09-07",12800,12900,12400,12650,91608
"2011-09-08",12850,12850,11950,12150,92086
"2011-09-09",12150,12600,11850,12400,60038
"2011-09-14",12300,12400,11050,11050,88918
"2011-09-15",11550,11800,10400,11100,98557
"2011-09-16",11550,11600,11200,11450,56088
"2011-09-19",11450,11600,11050,11200,44221
"2011-09-20",10900,11300,10600,11200,54695
"2011-09-21",11250,11950,11150,11500,75173
"2011-09-22",11150,11450,11050,11050,48441
"2011-09-23",10350,10550,9920,10250,101024
"2011-09-26",10100,10500,8770,9400,145640
"2011-09-27",9430,10050,9430,9870,57311
"2011-09-28",9950,10350,9550,9800,78274
"2011-09-29",9780,9880,9320,9800,71154
"2011-09-30",10000,10150,9640,9840,53830
"2011-10-04",9200,9200,8920,9050,74072
"2011-10-05",9100,9210,7700,7760,228139
"2011-10-06",8050,8920,8050,8450,280307
"2011-10-07",8860,9010,8570,8600,114323
"2011-10-10",8650,9110,8650,8840,84112
"2011-10-11",9150,9190,8690,8710,95835
"2011-10-12",8720,9310,8690,9180,150339
"2011-10-13",9410,10550,9310,10150,222635
"2011-10-14",10300,11650,9730,11400,258429
"2011-10-17",11300,11450,10900,11150,108313
"2011-10-18",10650,10900,10300,10300,91729
"2011-10-19",10550,10800,10100,10200,74246
"2011-10-20",10400,10950,9950,9950,163648
"2011-10-21",10200,10700,10000,10500,89044
"2011-10-24",11100,11950,10950,11400,266462
"2011-10-25",11300,11450,10700,10800,149828
"2011-10-26",10600,11250,10450,11050,92671
"2011-10-27",11150,11350,10750,10900,90092
"2011-10-28",11200,11250,10500,10500,92119
"2011-10-31",10550,11000,10450,10500,107987
"2011-11-01",10350,10900,10350,10900,103860
"2011-11-02",10450,11350,10200,11350,108850
"2011-11-03",11600,13050,11250,12900,1199124
"2011-11-04",13200,13250,12550,13000,652143
"2011-11-07",12900,13550,12600,13550,584673
"2011-11-08",13550,13650,12900,12900,267086
"2011-11-09",13200,13550,12850,13450,250585
"2011-11-10",12850,13100,12150,12650,273699
"2011-11-11",12950,13100,12550,13000,275677
"2011-11-14",13200,13850,13150,13450,430994
"2011-11-15",13800,15450,13800,15450,973027
"2011-11-16",16250,17750,15950,17750,1869948
