"","StartPrice","HighPrice","LowPrice","EndPrice","Amount"
"1990-01-03",15900,17200,15900,17200,22550
"1990-01-04",17500,18000,17500,17800,140710
"1990-01-05",17600,18000,17400,17700,103910
"1990-01-06",17900,17900,17400,17400,22430
"1990-01-08",17400,17600,17200,17400,53220
"1990-01-09",17500,17600,17300,17400,38720
"1990-01-10",17400,17500,17100,17300,25140
"1990-01-11",17100,17500,17000,17300,45130
"1990-01-12",17300,17300,17000,17100,19960
"1990-01-13",17000,17100,16800,16800,15850
"1990-01-15",16500,16800,16400,16400,25390
"1990-01-16",16400,16500,16300,16400,25680
"1990-01-17",16400,16400,16300,16300,25020
"1990-01-18",16300,16500,16200,16400,38040
"1990-01-19",16400,16400,16300,16300,22910
"1990-01-20",16300,16600,16200,16500,27470
"1990-01-22",17000,17300,16800,17100,45130
"1990-01-23",17200,17300,16800,16800,44790
"1990-01-24",17000,17300,17000,17100,75350
"1990-01-25",17100,17100,16700,16800,35510
"1990-01-29",16800,17000,16500,16500,12970
"1990-01-30",16600,16600,16300,16400,19010
"1990-01-31",16400,16600,16200,16500,31020
"1990-02-01",16500,16700,16400,16500,19660
"1990-02-02",16300,16500,16300,16400,35630
"1990-02-03",16300,16400,16300,16300,19410
"1990-02-05",16400,16500,16400,16400,17220
"1990-02-06",16500,16700,16500,16700,31760
"1990-02-07",16700,16900,16500,16500,20910
"1990-02-08",16600,16700,16300,16500,22500
"1990-02-09",16600,16600,16400,16500,23530
"1990-02-10",16300,16500,16300,16300,10590
"1990-02-12",16400,16400,16300,16300,13450
"1990-02-13",16300,16400,16200,16300,27660
"1990-02-14",16300,16500,16300,16300,15320
"1990-02-15",16400,16500,16300,16300,20410
"1990-02-16",16300,16600,16300,16400,42980
"1990-02-17",16500,16600,16400,16500,8870
"1990-02-19",16400,16500,16300,16300,9820
"1990-02-20",16300,16400,16200,16200,18440
"1990-02-21",16200,16300,16100,16200,14030
"1990-02-22",16100,16100,16000,16100,23490
"1990-02-23",16200,16300,16100,16100,15230
"1990-02-24",16000,16100,15700,15800,11000
"1990-02-26",15700,15700,15300,15400,36630
"1990-02-27",15200,16200,15200,16200,65660
"1990-02-28",16100,16100,15700,15800,35600
"1990-03-02",30150,30521,29596,29965,39460
"1990-03-03",29967,29967,29596,29595,14590
"1990-03-05",29783,29783,29042,29041,17450
"1990-03-06",29042,29413,28856,29041,16000
"1990-03-07",29038,29225,28854,28855,16600
"1990-03-08",28670,29041,28670,28671,22260
"1990-03-09",28670,28670,28486,28671,19390
"1990-03-12",28856,29042,28856,29041,21380
"1990-03-13",28854,29041,28670,28671,9560
"1990-03-14",28486,28854,28486,28671,11280
"1990-03-15",28485,28485,27930,28115,14820
"1990-03-16",28300,28854,28300,28671,17410
"1990-03-17",28671,28671,27930,28301,7610
"1990-03-19",28671,28671,28484,28485,18080
"1990-03-20",28856,29226,28856,29041,26540
"1990-03-21",29409,29409,28670,28855,37670
"1990-03-22",28854,29041,28670,28671,17760
"1990-03-23",28671,28671,28300,28485,21920
"1990-03-24",28300,28487,28300,28301,5280
"1990-03-26",28300,28300,28116,28301,14100
"1990-03-27",28301,28671,28115,28115,19250
"1990-03-28",28117,28301,27746,27931,20400
"1990-03-29",27930,28115,27744,28115,33360
"1990-03-30",28302,29597,28116,29225,30060
"1990-03-31",29596,29596,28856,29411,55040
"1990-04-02",29596,30891,29596,30151,149110
"1990-04-03",30150,30521,29780,29965,76630
"1990-04-04",29967,29967,29040,29225,26150
"1990-04-06",29038,29038,28670,28855,17380
"1990-04-07",29041,29041,28670,28671,6980
"1990-04-09",28854,29038,28670,28855,22840
"1990-04-10",28855,28855,27744,28485,21390
"1990-04-11",28300,28854,28300,28671,16290
"1990-04-12",28855,28855,28484,28485,12760
