"","StartPrice","HighPrice","LowPrice","EndPrice","Amount"
"2001-11-06",348706,348706,348706,348684,318349
"2001-11-07",390087,390087,348692,390090,2086340
"2001-11-08",390093,429326,365032,369932,711412
"2001-11-09",370507,381398,354148,362304,430067
"2001-11-12",321458,362334,321458,329614,228102
"2001-11-13",332354,344337,327978,334518,193991
"2001-11-14",337814,374313,337814,374290,497114
"2001-11-15",381382,381382,340508,359580,341584
"2001-11-16",370502,371024,349245,363394,216699
"2001-11-19",365575,392278,359037,364483,228506
"2001-11-20",365568,370491,345952,353587,113737
"2001-11-21",349781,368303,339414,360124,285048
"2001-11-22",350331,369401,350331,365572,444825
"2001-11-23",369959,409168,362326,374835,1126047
"2001-11-26",380291,383548,348691,352497,327608
"2001-11-27",348703,356882,330726,337242,235142
"2001-11-28",337813,350891,320359,324711,180760
"2001-11-29",316013,334537,316013,329614,115749
"2001-11-30",325280,336717,323639,325256,136326
"2001-12-03",325279,348700,321450,337787,218223
"2001-12-04",336163,339420,324179,326891,122048
"2001-12-05",332354,340508,326338,334518,217643
"2001-12-06",340529,346521,324194,329614,177712
"2001-12-07",324738,332370,318745,324166,127707
"2001-12-10",318744,325283,288758,318174,155994
"2001-12-11",321437,345404,305650,335063,333742
"2001-12-12",335072,357423,324182,332339,505694
"2001-12-13",340513,341607,326888,326891,123698
"2001-12-14",313303,330185,313303,317084,105623
"2001-12-17",321454,351438,319290,343235,289743
"2001-12-18",348700,357974,332365,337787,350026
"2001-12-19",340517,352501,325823,332339,141353
"2001-12-20",326904,336725,320912,329614,92114
"2001-12-21",329084,345966,321451,343780,123460
"2001-12-24",338342,367753,338342,354132,246048
"2001-12-26",354150,363424,348704,361759,155956
"2001-12-27",365978,373163,354591,359962,84589
"2001-12-28",353387,394111,353387,390508,264847
"2002-01-02",396507,431240,383926,419257,182817
"2002-01-03",425268,438445,416865,424647,150568
"2002-01-04",437221,441424,397094,397097,193636
"2002-01-07",395309,398292,382729,398294,98060
