"","StartPrice","HighPrice","LowPrice","EndPrice","Amount"
"2013-07-01",5547,6371,5547,6371,1500
"2013-07-02",0,0,0,6371,0
"2013-07-03",5715,5715,5715,5715,600
"2013-07-04",4857,4857,4857,4858,100
"2013-07-05",4522,4522,4522,4522,100
"2013-07-08",0,0,0,4690,0
"2013-07-09",0,0,0,4707,0
"2013-07-10",0,0,0,4707,0
"2013-07-11",5362,5362,5362,5362,100
"2013-07-12",5362,5362,5362,5362,100
"2013-07-15",5043,5043,5043,5043,100
"2013-07-16",4287,4287,4287,4287,700
"2013-07-17",3866,3866,3866,3866,3000
"2013-07-18",3866,3866,3866,3866,500
"2013-07-19",4034,4034,4034,4034,100
"2013-07-22",4202,4202,4202,4202,100
"2013-07-23",4320,4320,4320,4320,100
"2013-07-24",4337,4337,4337,4337,100
"2013-07-25",0,0,0,4337,0
"2013-07-26",0,0,0,4337,0
"2013-07-29",4337,4337,4337,4337,500
"2013-07-30",4337,4337,4337,4337,14000
"2013-07-31",4488,4488,4488,4488,100
"2013-08-01",4488,5161,4488,5161,900
"2013-08-02",0,0,0,5110,0
"2013-08-05",5866,5866,5110,5379,13800
"2013-08-06",5984,5984,5547,5547,3100
"2013-08-07",6018,6018,6018,6018,100
"2013-08-08",6556,6556,6556,6556,3000
"2013-08-09",6874,6874,6874,6875,2000
"2013-08-12",6875,6892,6875,6892,2300
"2013-08-13",7228,7228,6555,6724,4200
"2013-08-14",6858,6858,6707,6707,1100
"2013-08-16",6387,6387,5883,5883,2300
"2013-08-19",5379,5850,5211,5850,1100
"2013-08-20",6724,6724,6724,6724,100
"2013-08-21",5715,5715,5715,5715,300
"2013-08-22",0,0,0,5345,0
"2013-08-23",5345,5345,5345,5345,17000
"2013-08-26",5547,5547,5547,5547,100
"2013-08-27",6051,6051,6051,6051,100
"2013-08-28",6657,6657,6657,6657,100
"2013-08-29",6858,6858,6858,6858,100
"2013-08-30",7363,7363,7363,7363,100
"2013-09-02",6976,6976,6976,6976,100
"2013-09-03",6186,6186,6186,6186,100
"2013-09-04",6757,6757,6757,6757,100
"2013-09-05",0,0,0,6085,0
"2013-09-06",5715,5715,5715,5715,100
"2013-09-09",6573,6573,6573,6573,100
"2013-09-10",6572,6724,6572,6724,1700
"2013-09-11",6640,6640,6640,6640,500
"2013-09-12",6035,6035,6035,6035,100
"2013-09-13",6522,6522,6522,6522,100
"2013-09-16",5581,5581,5581,5581,100
"2013-09-17",5715,5715,5715,5715,100
"2013-09-23",5984,5984,4857,5547,5400
"2013-09-24",6051,6051,5665,5665,2600
"2013-09-25",5681,5681,5379,5379,11000
"2013-09-26",5395,5395,4622,5379,9600
"2013-09-27",5211,5413,5211,5329,21000
"2013-09-30",5328,5379,5328,5379,20000
"2013-10-01",0,0,0,5244,0
"2013-10-02",5379,5379,5379,5379,10000
"2013-10-04",5345,5345,5345,5345,2000
"2013-10-07",5329,5329,5329,5329,1000
"2013-10-08",0,0,0,5043,0
"2013-10-10",4774,4774,4774,4774,100
"2013-10-11",4774,4774,4774,4774,4000
"2013-10-14",0,0,0,4774,0
"2013-10-15",4774,4774,4741,4741,3100
"2013-10-16",4740,5193,4740,5194,3500
"2013-10-17",4740,4959,4740,4959,7300
"2013-10-18",4959,4959,4959,4959,3000
"2013-10-21",0,0,0,4959,0
"2013-10-22",5210,5210,5177,5177,20000
"2013-10-23",5177,5177,5177,5177,15000
"2013-10-24",0,0,0,5161,0
"2013-10-25",5210,5210,5210,5211,10000
"2013-10-28",0,0,0,4875,0
"2013-10-29",5379,5379,5379,5379,1000
"2013-10-30",5412,5412,5345,5345,9000
"2013-10-31",5345,5345,5345,5345,2000
"2013-11-01",4992,5278,4992,5278,200
"2013-11-04",0,0,0,5278,0
"2013-11-05",4993,4993,4993,4993,100
"2013-11-06",0,0,0,4993,0
"2013-11-07",0,0,0,4993,0
"2013-11-08",5278,5278,5278,5278,100
"2013-11-11",0,0,0,5262,0
"2013-11-12",5043,5043,5043,5043,2000
"2013-11-13",5026,5026,5026,5026,5000
"2013-11-14",5043,5043,4538,4959,9200
"2013-11-15",4925,4942,4370,4942,6100
"2013-11-18",4909,4909,4909,4909,1800
"2013-11-19",4841,4841,4841,4841,2200
