"","StartPrice","HighPrice","LowPrice","EndPrice","Amount"
"2017-09-14",18540,20160,17280,19780,1657818
"2017-09-15",19640,21700,19240,21600,597607
"2017-09-18",22100,22520,21160,21600,352954
"2017-09-19",22300,23580,21480,22860,253257
"2017-09-20",22860,24080,22860,23600,413541
"2017-09-21",24079,24100,22320,23240,258192
"2017-09-22",23599,23840,22980,23800,186203
"2017-09-25",23800,25359,23000,23720,175688
"2017-09-26",23800,23980,22880,23560,103645
"2017-09-27",23440,23760,22880,23300,103693
"2017-09-28",23100,23199,21700,22660,166640
"2017-09-29",22459,23080,22020,22740,95661
"2017-10-10",22880,23120,21460,21700,133180
"2017-10-11",21700,21980,20820,21640,121600
"2017-10-12",21940,22159,21400,21480,71631
"2017-10-13",21500,23640,21060,21500,239356
"2017-10-16",21500,23060,21500,22600,204563
"2017-10-17",23380,26700,23319,25840,627898
"2017-10-18",26640,27960,25960,27240,642542
"2017-10-19",27440,27700,26000,26600,256209
"2017-10-20",26280,27000,25980,26480,147618
"2017-10-23",26700,26860,26080,26500,115374
"2017-10-24",26740,29400,26640,28380,551324
"2017-10-25",28420,29800,27960,29520,195363
"2017-10-26",30160,30320,27980,28340,269341
"2017-10-27",28460,29180,27560,27660,194963
"2017-10-30",28000,28420,27420,28080,122513
"2017-10-31",27980,29740,27960,29500,180227
"2017-11-01",29660,29940,28960,29560,109261
"2017-11-02",29600,30379,29400,30160,144096
"2017-11-03",29360,29880,28979,29740,142408
"2017-11-06",29860,30619,29020,29240,170824
"2017-11-07",29300,29340,27820,28080,201375
"2017-11-08",28320,28620,27440,27980,189659
"2017-11-09",27980,27980,26840,27760,213006
"2017-11-10",27900,29999,27200,29940,465742
"2017-11-13",30580,32199,29579,31500,375549
"2017-11-14",31400,32140,30580,31600,196757
"2017-11-15",31300,33560,31300,33000,266419
"2017-11-16",33040,33540,32000,33040,119308
"2017-11-17",34000,34000,32520,33000,102264
"2017-11-20",32860,33300,31960,32880,142724
"2017-11-21",32900,33560,32320,33340,164309
"2017-11-22",33720,35000,32520,33160,259706
"2017-11-23",33560,36260,33220,35600,435150
"2017-11-24",36600,38880,36600,37960,352257
"2017-11-27",39180,40000,37700,40000,318088
"2017-11-28",39480,39700,37600,37600,256138
"2017-11-29",37580,40000,37580,39920,230774
"2017-11-30",39000,41100,38480,38500,194068
"2017-12-01",38920,39780,38100,38840,174042
"2017-12-04",39740,41320,39460,40400,181573
"2017-12-05",40720,40720,39060,39800,120077
"2017-12-06",39600,40020,37500,38180,203162
"2017-12-07",38180,38500,36340,37300,209708
"2017-12-08",37120,38760,37020,37400,137274
"2017-12-11",37640,38700,36960,38680,159764
"2017-12-12",39040,40860,38840,40800,189520
"2017-12-13",40700,41700,40320,41000,159302
"2017-12-14",42400,42999,40820,41000,394873
"2017-12-15",41340,41460,39420,40400,189986
"2017-12-18",40200,43400,40200,43280,232904
"2017-12-19",43280,43940,42420,43300,133334
"2017-12-20",43280,43400,42100,42820,126146
"2017-12-21",42820,44760,42420,43280,185147
"2017-12-22",43000,45000,42640,45000,142765
"2017-12-26",45600,47080,45000,45780,192848
"2017-12-27",47000,50000,47000,50000,210931
"2017-12-28",49140,49980,48080,49520,152701
"2018-01-02",50420,53000,49000,49800,204926
"2018-01-03",49879,49879,46199,48320,344534
"2018-01-04",48840,49580,46200,46620,239031
"2018-01-05",47300,49120,45160,47840,228694
"2018-01-08",48200,48760,46360,46760,158077
"2018-01-09",46980,47500,44620,45000,227172
"2018-01-10",45600,48180,45160,48180,254871
"2018-01-11",46640,50160,45980,49980,254836
"2018-01-12",50960,51280,48420,50540,177312
"2018-01-15",50540,50540,49220,49660,151405
"2018-01-16",49020,53580,49000,52580,211003
"2018-01-17",53400,54400,52040,53020,143339
"2018-01-18",53600,53880,51900,53440,111512
"2018-01-19",53960,53960,50820,51760,90669
"2018-01-22",52200,52240,50320,50580,99718
"2018-01-23",51000,51660,50100,51040,110054
"2018-01-24",51040,51380,50380,50660,75127
"2018-01-25",50460,52040,49920,50420,159863
"2018-01-26",51120,53980,51000,53920,185112
"2018-01-29",53460,53660,51380,51700,190528
"2018-01-30",51200,51840,50440,50880,120757
"2018-01-31",50000,51200,48120,50240,219329
"2018-02-01",50940,51600,49560,50340,100541
"2018-02-02",50340,51300,49420,51200,108584
"2018-02-05",50140,50600,45220,46000,251630
"2018-02-06",42200,47400,41000,46800,354817
"2018-02-07",48400,49100,44000,44700,135635
"2018-02-08",44760,47600,43700,46260,161111
"2018-02-09",43960,48880,43600,46920,142886
"2018-02-12",51000,51000,47980,48960,189582
"2018-02-13",47179,49979,47160,48000,160291
"2018-02-14",49200,50360,48100,50200,167254
"2018-02-19",51260,51800,50400,51000,95783
"2018-02-20",50699,50839,48580,48580,145057
"2018-02-21",48960,49200,47380,48740,115851
"2018-02-22",48740,49060,47900,48320,65861
"2018-02-23",48760,49320,48280,48720,80406
"2018-02-26",49300,49560,46620,47360,154251
"2018-02-27",48200,50380,47320,49560,233664
"2018-02-28",49560,51180,46920,48480,333893
"2018-03-02",49800,57060,48480,56840,1050302
"2018-03-05",56200,57420,52400,52460,595395
"2018-03-06",53260,53360,47680,48340,573370
"2018-03-07",48980,49920,46500,46800,421025
"2018-03-08",46000,47900,45360,46820,234630
"2018-03-09",47559,49840,46720,48620,258035
"2018-03-12",49620,50660,48600,49220,167560
"2018-03-13",48720,48800,46780,47000,261523
"2018-03-14",46340,48720,44900,47980,505455
"2018-03-15",47960,48960,46820,47840,186287
"2018-03-16",47620,48920,47160,47600,241181
"2018-03-19",47400,47400,44420,44580,317596
"2018-03-20",44200,45560,43860,44600,148647
"2018-03-21",44640,45460,44200,44320,142526
"2018-03-22",44280,44800,43400,43580,110216
"2018-03-23",42280,42940,41600,41600,114576
"2018-03-26",41599,44220,40920,44180,176623
"2018-03-27",45360,45360,43980,43980,114712
"2018-03-28",43440,43480,42420,43000,83591
"2018-03-29",43240,43500,42260,43180,75993
"2018-03-30",43220,45480,42800,45340,183560
"2018-04-02",46640,49240,46260,48160,260733
"2018-04-03",47400,49100,47140,48500,140377
"2018-04-04",48800,50160,48660,48800,193396
"2018-04-05",48960,51200,48960,50620,210335
"2018-04-06",50620,50620,48040,49580,140488
"2018-04-09",50140,51140,48740,50200,173570
"2018-04-10",49780,50120,48320,48740,103807
"2018-04-11",49300,52200,49300,51920,248317
"2018-04-12",51800,52600,50820,51360,127239
"2018-04-13",50980,52940,50820,52200,106905
"2018-04-16",51800,52140,49820,50500,165008
"2018-04-17",50399,50880,49000,49200,112633
"2018-04-18",49780,50740,49300,50500,111386
"2018-04-19",51040,51700,49480,49800,97928
"2018-04-20",50000,51440,49500,51200,94567
"2018-04-23",51560,53460,50900,52500,137467
"2018-04-24",52580,54120,51720,51720,118215
"2018-04-25",50800,51600,50120,51300,99597
"2018-04-26",51340,52080,50520,51100,65868
"2018-04-27",51120,52000,50860,51460,59691
"2018-04-30",51880,52340,50600,52280,72352
"2018-05-02",51600,52280,50760,50760,73682
"2018-05-03",50760,51700,49900,51400,62987
"2018-05-04",51100,51800,50500,50720,52879
"2018-05-08",50200,50580,47700,47820,146390
"2018-05-09",48100,48620,47020,48620,78100
"2018-05-10",48520,50280,47580,50280,96440
"2018-05-11",48479,50180,45580,46000,419107
"2018-05-14",45799,45960,43000,45180,281535
"2018-05-15",46380,47620,45360,47600,207808
"2018-05-16",47420,47900,46380,47420,101477
"2018-05-17",47400,47800,46480,47320,93478
"2018-05-18",47579,48180,47400,48000,71085
"2018-05-21",47840,48420,46800,46800,80504
"2018-05-23",47000,47640,46800,47480,82103
"2018-05-24",47480,47960,47200,47320,75253
"2018-05-25",47200,47960,46440,47800,87563
"2018-05-28",47360,47360,46020,46480,78757
"2018-05-29",46520,46800,45700,45700,101088
"2018-05-30",45400,45700,44640,45700,115314
"2018-05-31",46460,46600,44720,44720,659807
"2018-06-01",44519,44600,42540,42680,194745
"2018-06-04",42800,43480,42600,42900,100686
"2018-06-05",42740,42940,40780,41000,146467
"2018-06-07",41000,42960,40219,42960,185565
"2018-06-08",42940,43140,42220,42620,79552
"2018-06-11",41000,41600,39540,39940,203866
"2018-06-12",39400,40560,39400,40500,106719
"2018-06-14",40120,43780,40120,43320,271852
"2018-06-15",43320,44600,42700,43900,135126
"2018-06-18",43780,44300,41980,42960,82043
"2018-06-19",42960,44400,42840,43000,84306
"2018-06-20",43000,43900,41660,43580,68518
"2018-06-21",43420,44180,43200,43240,44473
"2018-06-22",43580,45599,43099,45520,99578
"2018-06-25",45700,45800,44500,44580,50147
"2018-06-26",43800,44160,42500,43400,64941
"2018-06-27",43580,44159,43460,43700,39517
"2018-06-28",42520,43600,42400,42980,44060
"2018-06-29",43420,45100,42980,45000,70260
"2018-07-02",45380,46000,44020,44020,56286
"2018-07-03",44600,45600,43320,43800,56423
"2018-07-04",43120,43719,41539,43160,103529
"2018-07-05",42960,42960,40740,41400,102738
"2018-07-06",41040,42039,40600,41920,60718
"2018-07-09",41920,43360,41519,43360,58503
"2018-07-10",43680,44360,43540,44300,64945
"2018-07-11",43880,44300,43020,43760,47564
"2018-07-12",43900,46980,43300,46660,168307
"2018-07-13",46800,47900,46440,46800,66514
"2018-07-16",47580,47580,46040,46200,41644
"2018-07-17",46340,46600,45400,45740,34261
"2018-07-18",45400,46580,45079,45700,37799
"2018-07-19",46400,47340,46040,46540,87029
"2018-07-20",46220,47300,45700,46920,46612
"2018-07-23",47120,47900,45300,45700,87752
