"","StartPrice","HighPrice","LowPrice","EndPrice","Amount"
"2020-12-23",3257,3443,3257,3306,571519
"2020-12-24",3322,3322,3281,3306,33648
"2020-12-28",3322,3330,3298,3330,51366
"2020-12-29",3354,3402,3306,3403,71260
"2020-12-30",3402,3411,3378,3403,22326
"2021-01-04",3411,3411,3346,3371,34984
"2021-01-05",3370,3378,3338,3371,8469
"2021-01-06",3370,3370,3322,3338,22549
"2021-01-07",3338,3354,3338,3355,1497
"2021-01-08",3362,3370,3330,3371,13927
"2021-01-11",3370,3370,3314,3338,15513
"2021-01-12",3338,3354,3314,3322,12306
"2021-01-13",3306,3346,3306,3346,1843
"2021-01-14",3362,3362,3322,3355,889
"2021-01-15",3346,3354,3306,3346,16541
"2021-01-18",3322,3346,3322,3346,812
"2021-01-19",3346,3354,3346,3346,2792
"2021-01-20",3346,3354,3338,3346,1138
"2021-01-21",3346,3346,3290,3338,25294
"2021-01-22",3338,3338,3330,3330,1186
"2021-01-25",3322,3322,3306,3306,16110
"2021-01-26",3306,3338,3306,3306,17381
"2021-01-27",3314,3338,3314,3338,142
"2021-01-28",3322,3346,3322,3338,4575
"2021-01-29",3322,3346,3322,3322,5498
"2021-02-01",3322,3338,3322,3338,2403
"2021-02-02",3346,3346,3322,3346,156
"2021-02-03",3338,3338,3330,3338,762
"2021-02-04",3322,3338,3298,3338,40615
"2021-02-05",3322,3338,3322,3338,7878
"2021-02-08",3306,3338,3306,3338,3646
"2021-02-09",3338,3338,3322,3338,7005
"2021-02-10",3338,3338,3330,3338,6698
"2021-02-15",3314,3330,3314,3330,9838
"2021-02-16",3330,3330,3322,3330,744
"2021-02-17",3322,3330,3322,3330,347
"2021-02-18",3322,3330,3322,3330,9334
"2021-02-19",3322,3322,3298,3322,7436
"2021-02-22",3338,3338,3306,3338,8365
"2021-02-23",3330,3338,3330,3338,7958
"2021-02-24",3322,3322,3306,3322,4993
"2021-02-25",3330,3330,3322,3330,444
"2021-02-26",3330,3330,3298,3330,17124
"2021-03-02",3330,3330,3322,3330,3038
"2021-03-03",3330,3330,3322,3330,1256
"2021-03-04",3338,3338,3330,3330,876
"2021-03-05",3330,3330,3330,3330,2170
"2021-03-08",3330,3338,3322,3330,21090
"2021-03-09",3338,3338,3330,3338,94
"2021-03-10",3338,3346,3330,3346,1045
"2021-03-11",3338,3354,3338,3355,2483
"2021-03-12",3346,3354,3346,3355,125
"2021-03-15",3346,3354,3346,3355,8591
"2021-03-16",3346,3378,3346,3371,9282
"2021-03-17",3354,3378,3354,3371,622
"2021-03-18",3370,3378,3370,3371,1413
"2021-03-19",3378,3378,3378,3379,360
"2021-03-22",3370,3370,3354,3371,523
"2021-03-23",3370,3378,3362,3379,2976
"2021-03-24",3427,3427,3402,3419,7548
"2021-03-25",3419,3443,3402,3411,8462
"2021-03-26",3394,3402,3394,3403,12
"2021-03-29",3402,3402,3378,3403,61
"2021-03-30",3402,3402,3378,3395,68
"2021-03-31",3394,3394,3386,3395,435
"2021-04-01",3443,3443,3435,3435,366
"2021-04-02",3451,3451,3386,3435,655
"2021-04-05",3451,3451,3386,3427,1070
"2021-04-06",3451,3451,3427,3427,1069
"2021-04-07",3386,3427,3386,3427,1495
"2021-04-08",3435,3435,3386,3387,1123
"2021-04-09",3451,3451,3354,3451,188
"2021-04-12",3451,3459,3435,3435,78
"2021-04-13",3451,3451,3370,3435,82
"2021-04-14",3435,3435,3402,3435,166
"2021-04-15",3370,3435,3370,3371,9573
"2021-04-16",3411,3411,3378,3387,1119
"2021-04-19",3378,3402,3378,3403,4707
"2021-04-20",3402,3402,3402,3403,582
"2021-04-21",3402,3402,3402,3403,526
"2021-04-22",3402,3402,3402,3403,329
"2021-04-23",3435,3435,3402,3435,1928
"2021-04-26",3386,3451,3386,3395,4232
"2021-04-27",3443,3443,3394,3443,1434
"2021-04-28",3435,3435,3419,3419,1463
"2021-04-29",3386,3435,3386,3435,682
"2021-04-30",3451,3451,3451,3451,1
"2021-05-03",3451,3467,3451,3467,939
"2021-05-04",3402,3467,3386,3467,7100
"2021-05-06",3459,3459,3451,3459,3677
"2021-05-07",3443,3443,3386,3387,6496
"2021-05-10",3443,3443,3443,3443,1
"2021-05-11",3443,3443,3378,3395,6050
"2021-05-12",3370,3370,3346,3371,17683
"2021-05-13",3354,3386,3354,3379,11205
"2021-05-14",3370,3378,3370,3379,63
"2021-05-17",3370,3378,3362,3379,17601
"2021-05-18",3386,3435,3378,3379,4781
"2021-05-20",3378,3378,3378,3379,7
"2021-05-21",3362,3411,3354,3411,456
"2021-05-24",3419,3419,3370,3419,614
"2021-05-25",3427,3443,3427,3435,1646
"2021-05-26",3483,3507,3451,3467,9027
"2021-05-27",3515,3564,3507,3548,15494
"2021-05-28",3612,3693,3580,3629,36592
"2021-05-31",3636,3943,3636,3855,206263
"2021-06-01",4144,4507,3467,3516,1267127
"2021-06-02",3588,3612,3475,3540,107836
"2021-06-03",3499,3580,3435,3532,73554
"2021-06-04",3467,3580,3459,3459,41320
"2021-06-07",3459,3564,3411,3427,53796
"2021-06-08",3467,3467,3394,3403,39569
"2021-06-09",3459,3475,3386,3459,25261
"2021-06-10",3491,3491,3419,3484,12234
"2021-06-11",3451,3572,3443,3467,12604
"2021-06-14",3540,3556,3483,3516,24114
"2021-06-15",3548,3548,3483,3500,4672
"2021-06-16",3540,3540,3467,3492,6407
"2021-06-17",3523,3523,3467,3516,10542
"2021-06-18",3507,3588,3499,3548,54137
"2021-06-21",3507,3588,3507,3580,22819
"2021-06-22",3572,3951,3548,3790,617664
"2021-06-23",0,0,0,3790,0
"2021-06-24",0,0,0,3790,0
"2021-06-25",0,0,0,3790,0
"2021-06-28",0,0,0,3790,0
"2021-06-29",0,0,0,3790,0
"2021-06-30",0,0,0,3790,0
"2021-07-01",0,0,0,3790,0
"2021-07-02",0,0,0,3790,0
"2021-07-05",0,0,0,3790,0
"2021-07-06",0,0,0,3790,0
"2021-07-07",0,0,0,3790,0
"2021-07-08",0,0,0,3790,0
"2021-07-09",0,0,0,3790,0
"2021-07-12",0,0,0,3790,0
"2021-07-13",0,0,0,3790,0
"2021-07-14",0,0,0,3790,0
"2021-07-15",0,0,0,3790,0
"2021-07-16",0,0,0,3790,0
"2021-07-19",0,0,0,3790,0
"2021-07-20",0,0,0,3790,0
"2021-07-21",0,0,0,3790,0
"2021-07-22",0,0,0,3790,0
"2021-07-23",0,0,0,3790,0
"2021-07-26",0,0,0,3790,0
"2021-07-27",0,0,0,3790,0
"2021-07-28",0,0,0,3790,0
"2021-07-29",0,0,0,3790,0
"2021-07-30",0,0,0,3790,0
"2021-08-02",0,0,0,3790,0
"2021-08-03",0,0,0,3790,0
"2021-08-04",0,0,0,3790,0
"2021-08-05",0,0,0,3790,0
"2021-08-06",0,0,0,3790,0
"2021-08-09",0,0,0,3790,0
"2021-08-10",0,0,0,3790,0
"2021-08-11",0,0,0,3790,0
"2021-08-12",0,0,0,3790,0
"2021-08-13",0,0,0,3790,0
"2021-08-17",0,0,0,3790,0
"2021-08-18",0,0,0,3790,0
"2021-08-19",0,0,0,3790,0
"2021-08-20",0,0,0,3790,0
"2021-08-23",0,0,0,3790,0
"2021-08-24",0,0,0,3790,0
"2021-08-25",0,0,0,3790,0
"2021-08-26",0,0,0,3790,0
"2021-08-27",0,0,0,3790,0
"2021-08-30",0,0,0,3790,0
"2021-08-31",0,0,0,3790,0
"2021-09-01",0,0,0,3790,0
"2021-09-02",0,0,0,3790,0
"2021-09-03",0,0,0,3790,0
"2021-09-06",0,0,0,3790,0
"2021-09-07",0,0,0,3790,0
"2021-09-08",0,0,0,3790,0
"2021-09-09",0,0,0,3790,0
"2021-09-10",0,0,0,3790,0
"2021-09-13",0,0,0,3790,0
"2021-09-14",0,0,0,3790,0
"2021-09-15",3790,4450,3250,3260,3947694
"2021-09-16",3155,3345,3045,3180,558023
"2021-09-17",3185,4095,3185,3950,7870221
"2021-09-23",3835,4055,3525,3955,1370960
"2021-09-24",3870,3980,3705,3865,816918
"2021-09-27",3725,3740,3580,3655,447403
"2021-09-28",3695,3840,3590,3720,361587
"2021-09-29",3640,3675,3465,3540,214083
"2021-09-30",3515,3745,3435,3745,240605
"2021-10-01",3750,3950,3680,3750,332901
"2021-10-05",3660,3745,3490,3600,123463
"2021-10-06",3675,3715,3435,3550,172150
"2021-10-07",3490,3650,3480,3530,86550
"2021-10-08",3480,3650,3480,3590,72216
"2021-10-12",3630,3630,3480,3540,77699
"2021-10-13",3625,3630,3485,3495,61536
"2021-10-14",3495,3545,3375,3445,116394
"2021-10-15",3445,3450,3160,3250,236538
"2021-10-18",3330,3450,3250,3415,31437
"2021-10-19",3410,3550,3315,3470,116285
"2021-10-20",3500,3570,3450,3500,81402
"2021-10-21",3460,3995,3460,3700,543648
"2021-10-22",3710,3955,3665,3800,378396
"2021-10-25",3800,3830,3655,3815,167940
"2021-10-26",3805,4090,3745,3925,218615
"2021-10-27",3925,4055,3840,3930,100890
"2021-10-28",3930,3985,3840,3870,46243
"2021-10-29",3870,3930,3775,3885,49755
"2021-11-01",3810,4020,3810,3875,52945
"2021-11-02",3975,3975,3845,3910,49406
"2021-11-03",3860,3920,3810,3850,79941
"2021-11-04",3865,3995,3830,3995,125985
"2021-11-05",3995,4020,3875,3900,171732
"2021-11-08",3910,3965,3820,3860,152639
"2021-11-09",3900,3900,3765,3785,70439
"2021-11-10",3760,4040,3690,3985,360922
"2021-11-11",4070,4650,3985,4405,2006326
"2021-11-12",4375,4810,4335,4690,808580
"2021-11-15",4650,4695,4385,4385,354737
"2021-11-16",4385,5250,4310,4740,1412883
"2021-11-17",4740,4740,4470,4510,257829
"2021-11-18",4510,4840,4310,4730,384795
"2021-11-19",4745,5770,4730,5400,1264996
"2021-11-22",5510,6150,5440,5840,964660
"2021-11-23",5830,5830,5510,5510,256370
"2021-11-24",5640,6120,5510,5980,650065
"2021-11-25",6000,6200,5890,5890,247198
"2021-11-26",5970,5970,5360,5610,404092
"2021-11-29",5360,5640,5250,5590,99549
"2021-11-30",5650,5650,5110,5230,243822
"2021-12-01",5230,5330,5010,5230,116293
"2021-12-02",5280,5690,5130,5530,155143
"2021-12-03",5650,5800,5460,5750,138055
"2021-12-06",5780,6270,5600,6150,380343
"2021-12-07",6180,6400,5860,5930,108367
"2021-12-08",5950,6150,5510,5540,151790
"2021-12-09",5540,5740,5430,5520,91496
"2021-12-10",5530,6740,5030,5600,1198785
"2021-12-13",5330,5590,5090,5120,329883
"2021-12-14",5180,5300,5050,5240,80564
"2021-12-15",5240,5350,5060,5170,91250
"2021-12-16",5300,5410,5170,5250,89409
"2021-12-17",5260,5420,5180,5290,93056
"2021-12-20",5290,5390,5190,5290,63796
"2021-12-21",5380,5380,5160,5290,90994
"2021-12-22",5320,5490,5210,5410,181902
"2021-12-23",5520,5780,4800,4900,607536
"2021-12-24",4880,4880,4530,4755,472056
"2021-12-27",4765,4800,4375,4440,463143
"2021-12-28",4480,4570,4290,4450,342129
"2021-12-29",4500,5200,4500,4750,734505
"2021-12-30",4850,5430,4730,4880,856551
"2022-01-03",5070,5570,4990,5470,688037
"2022-01-04",5480,5800,5240,5650,439130
"2022-01-05",5650,6140,5200,5300,643716
"2022-01-06",5080,5460,5080,5290,123467
"2022-01-07",5290,5370,5020,5180,106743
"2022-01-10",5180,5180,5030,5100,84557
"2022-01-11",5190,5190,5020,5060,65368
"2022-01-12",5060,5220,5020,5150,45441
"2022-01-13",5150,5490,5100,5330,146600
"2022-01-14",5330,5330,5050,5110,38577
"2022-01-17",5110,5110,4800,4895,82536
"2022-01-18",4955,4985,4700,4705,70960
"2022-01-19",4625,4800,4350,4650,99304
"2022-01-20",4770,5060,4620,4950,88946
"2022-01-21",4950,5260,4900,4950,74263
"2022-01-24",4950,5000,4750,4790,36415
"2022-01-25",4750,4905,4500,4640,57906
"2022-01-26",4635,4800,4620,4665,30088
"2022-01-27",4565,4635,4210,4210,89544
"2022-01-28",4220,4440,4220,4395,39886
"2022-02-03",4415,4535,4250,4370,41410
"2022-02-04",4370,4455,4320,4360,28798
"2022-02-07",4540,4540,4370,4370,62316
"2022-02-08",4410,5190,4410,4735,363119
"2022-02-09",4735,5010,4600,4970,126445
"2022-02-10",4910,5110,4845,4920,64725
"2022-02-11",4920,5040,4735,4920,46129
"2022-02-14",4895,4895,4655,4655,84122
"2022-02-15",4655,4715,4600,4680,48251
"2022-02-16",4700,4895,4700,4895,72562
"2022-02-17",4950,5000,4710,4830,73700
"2022-02-18",4830,4890,4750,4860,24649
"2022-02-21",4855,4935,4755,4850,30237
"2022-02-22",4805,4970,4710,4925,80701
"2022-02-23",4865,4970,4855,4900,52079
"2022-02-24",4900,5250,4890,5030,399960
"2022-02-25",5120,5550,4990,5470,525076
"2022-02-28",5470,5750,5250,5470,314879
"2022-03-02",5490,5550,5360,5510,200745
"2022-03-03",5510,5760,5450,5710,240476
"2022-03-04",5710,5930,5500,5610,265279
"2022-03-07",5610,5970,5550,5870,183459
"2022-03-08",5810,6130,5720,5890,310050
"2022-03-10",5950,6200,5900,6060,269644
"2022-03-11",6060,6200,6030,6120,268664
"2022-03-14",6120,6440,6040,6330,362414
"2022-03-15",6330,6340,6000,6130,251024
"2022-03-16",6060,6880,6030,6640,775392
"2022-03-17",6490,6750,5600,5830,1293469
"2022-03-18",5750,5900,5710,5860,235253
"2022-03-21",5790,5850,5540,5750,169260
"2022-03-22",5750,6080,5700,6050,174995
"2022-03-23",6050,6140,5880,6080,139811
"2022-03-24",6020,6350,6020,6170,155325
