"","StartPrice","HighPrice","LowPrice","EndPrice","Amount"
"1998-03-03",580,580,580,583,280
"1998-03-04",649,649,649,652,6800
"1998-03-05",730,730,730,730,8500
"1998-03-06",816,816,816,816,36960
"1998-03-07",912,912,912,915,7100
"1998-03-09",1021,1021,1021,1024,3000
"1998-03-10",1145,1145,1145,1145,18530
"1998-03-11",1280,1280,1280,1283,5770
"1998-03-12",1436,1436,1436,1436,5800
"1998-03-13",1605,1605,1511,1608,331910
"1998-03-14",1631,1800,1618,1800,56170
"1998-03-16",2013,2013,2013,2016,29370
"1998-03-17",2257,2257,2257,2257,13260
"1998-03-18",2526,2526,1985,2081,175780
"1998-03-19",2156,2328,1974,2331,72420
"1998-03-20",2471,2601,2393,2601,120360
"1998-03-21",2679,2913,2679,2913,37060
"1998-03-23",3251,3251,3069,3251,84810
"1998-03-24",3407,3641,3407,3641,82480
"1998-03-25",3925,4068,3925,4071,49630
"1998-03-26",4551,4551,3589,3641,179040
"1998-03-27",3796,3978,3249,3460,133070
"1998-03-28",3641,3758,3355,3589,84200
"1998-03-30",3173,3589,3160,3160,65820
"1998-03-31",2859,3041,2780,2783,42530
"1998-04-01",2455,3105,2455,3108,294280
"1998-04-02",3249,3431,2754,2757,128070
"1998-04-03",3082,3082,2432,2471,154370
"1998-04-04",2260,2507,2260,2367,60180
"1998-04-06",2288,2418,2205,2205,55780
"1998-04-07",2208,2461,2208,2445,108550
"1998-04-08",2364,2546,2286,2367,88890
"1998-04-09",2416,2481,2325,2354,58720
"1998-04-10",2367,2468,2341,2380,45510
"1998-04-11",2377,2414,2351,2367,26940
"1998-04-13",2372,2416,2299,2315,42580
"1998-04-14",2318,2336,2081,2086,53660
"1998-04-15",2091,2148,2029,2133,43560
"1998-04-16",2159,2338,2138,2159,83500
"1998-04-17",2107,2185,2029,2107,49960
"1998-04-18",2104,2143,2000,2003,21180
"1998-04-20",1848,1976,1763,1763,68450
"1998-04-21",1789,1961,1695,1901,101430
"1998-04-22",1833,1947,1833,1872,59470
"1998-04-23",1846,1885,1742,1766,29760
"1998-04-24",1781,1859,1742,1766,33310
"1998-04-25",1764,1764,1688,1740,20940
"1998-04-27",1737,1742,1560,1560,32590
"1998-04-28",1532,1610,1436,1587,58950
"1998-04-29",1506,1673,1506,1613,38340
"1998-04-30",1612,1805,1547,1805,59230
"1998-05-02",1951,2018,1951,2021,95090
"1998-05-04",2066,2141,1904,2006,96097
"1998-05-06",1955,2005,1766,1766,40220
"1998-05-07",1768,1911,1716,1898,75670
"1998-05-08",1823,1899,1782,1795,49890
"1998-05-09",1792,1855,1714,1717,28670
"1998-05-11",1689,1738,1564,1603,54770
"1998-05-12",1602,1675,1522,1571,43930
"1998-05-13",1568,1636,1521,1623,49150
"1998-05-14",1621,1753,1584,1639,56850
"1998-05-15",1626,1670,1537,1545,42020
"1998-05-16",1518,1547,1495,1547,26570
"1998-05-18",1560,1636,1560,1592,39600
"1998-05-19",1594,1636,1537,1631,45347
"1998-05-20",1722,1826,1690,1826,53750
"1998-05-21",2042,2042,1693,1696,135120
"1998-05-22",1742,1802,1667,1753,63410
"1998-05-23",1766,1792,1636,1680,37690
"1998-05-25",1587,1730,1540,1558,70890
"1998-05-26",1581,1586,1480,1524,41700
"1998-05-27",1508,1555,1479,1534,49100
"1998-05-28",1485,1688,1485,1600,74600
"1998-05-29",1618,1636,1563,1587,32490
"1998-05-30",1586,1607,1534,1547,24160
"1998-06-01",1545,1659,1545,1592,39080
"1998-06-02",1630,1630,1511,1542,42300
"1998-06-03",1542,1570,1526,1560,34161
"1998-06-05",1523,1573,1508,1513,45450
"1998-06-08",1547,1573,1508,1513,30280
"1998-06-09",1510,1510,1466,1482,33580
"1998-06-10",1506,1508,1396,1399,43970
"1998-06-11",1324,1392,1231,1275,65870
"1998-06-12",1274,1274,1122,1122,64350
"1998-06-13",1064,1105,1017,1035,60380
"1998-06-15",1009,1069,909,913,78250
"1998-06-16",887,939,837,858,105340
"1998-06-17",908,958,895,961,52025
"1998-06-18",1075,1075,1075,1075,7480
"1998-06-19",1204,1204,1153,1204,178120
"1998-06-20",1220,1293,1172,1249,68080
"1998-06-22",1198,1248,1154,1170,62530
"1998-06-23",1131,1144,1037,1066,86100
"1998-06-24",1105,1139,1045,1126,96610
"1998-06-25",1094,1107,1068,1074,62800
"1998-06-26",1050,1100,1037,1040,56270
"1998-06-27",1038,1062,1035,1038,32350
"1998-06-29",1051,1079,986,991,30900
"1998-06-30",973,1051,960,1015,46560
"1998-07-01",1027,1135,1027,1135,54570
"1998-07-02",1157,1246,1092,1121,123960
"1998-07-03",1152,1171,1095,1098,52850
"1998-07-04",1106,1123,1079,1082,23250
"1998-07-06",1055,1110,1055,1100,29110
"1998-07-07",1131,1213,1131,1157,85030
"1998-07-08",1196,1201,1141,1144,41640
"1998-07-09",1144,1170,1111,1129,28770
"1998-07-10",1144,1144,1079,1092,29600
"1998-07-11",1079,1089,1063,1079,25510
"1998-07-13",1050,1105,1050,1079,30940
"1998-07-14",1079,1115,1079,1105,28740
"1998-07-15",1102,1157,1094,1105,42600
"1998-07-16",1107,1131,1105,1131,42580
"1998-07-18",1157,1235,1157,1183,67300
"1998-07-20",1207,1246,1145,1249,78920
"1998-07-21",1249,1394,1194,1397,130620
"1998-07-22",1366,1449,1350,1384,80240
"1998-07-23",1396,1404,1219,1219,50510
"1998-07-24",1235,1271,1173,1209,40690
"1998-07-25",1211,1214,1092,1131,37150
"1998-07-27",1144,1170,1125,1149,19870
"1998-07-28",1149,1167,1118,1131,12640
"1998-07-29",1152,1196,1144,1144,25910
"1998-07-30",1144,1165,1123,1144,9650
"1998-07-31",1146,1167,1118,1118,18210
"1998-08-01",1118,1121,1082,1116,6800
"1998-08-03",1111,1111,1085,1085,10320
"1998-08-04",1046,1115,1046,1092,17090
"1998-08-05",1089,1092,1011,1040,21230
"1998-08-06",1025,1082,1012,1025,16740
"1998-08-07",1012,1049,1012,1033,10660
"1998-08-08",1019,1049,1002,1015,6600
"1998-08-10",960,1025,960,981,9450
"1998-08-11",1001,1019,978,983,7890
"1998-08-12",950,981,921,959,9940
"1998-08-13",947,982,947,963,11300
"1998-08-14",947,1025,947,1004,13010
"1998-08-17",989,1012,965,968,8690
"1998-08-18",934,934,908,911,18010
"1998-08-19",973,986,934,955,9170
"1998-08-20",960,996,936,991,12390
"1998-08-21",960,986,955,963,8650
"1998-08-22",960,960,934,937,6170
"1998-08-24",939,952,933,944,5680
"1998-08-25",921,970,921,938,9090
"1998-08-26",960,986,937,950,8960
"1998-08-27",948,1023,947,1020,25530
"1998-08-28",973,994,967,989,20100
"1998-08-29",960,973,960,963,9020
"1998-08-31",943,981,943,960,10950
"1998-09-01",957,999,957,986,9100
"1998-09-02",978,999,962,965,12170
"1998-09-03",975,1081,954,1081,50070
"1998-09-04",1092,1157,1054,1064,95670
"1998-09-05",1050,1071,1027,1040,16000
"1998-09-07",1040,1141,1040,1092,34230
"1998-09-08",1105,1118,1074,1074,22150
"1998-09-09",1081,1094,1055,1061,10670
"1998-09-10",1053,1081,1053,1053,14030
"1998-09-11",1043,1084,1040,1077,21100
"1998-09-12",1092,1108,1066,1072,12170
"1998-09-14",1071,1092,1053,1082,13630
"1998-09-15",1074,1085,1048,1072,12330
"1998-09-16",1064,1070,1038,1046,12770
"1998-09-17",1050,1056,1024,1027,10950
"1998-09-18",1015,1015,963,976,16860
"1998-09-19",994,996,952,999,8620
