"","StartPrice","HighPrice","LowPrice","EndPrice","Amount"
"1990-01-03",11646,12450,11646,12450,17800
"1990-01-04",12448,13090,12448,12930,69700
"1990-01-05",12770,12850,12529,12690,28800
"1990-01-06",12689,12850,12689,12850,48700
"1990-01-08",12928,13250,12928,13250,177200
"1990-01-09",13419,13660,13419,13580,409600
"1990-01-10",13490,13490,13009,13250,87200
"1990-01-11",13090,13170,12930,12930,44300
"1990-01-12",12850,12930,12769,12850,46700
"1990-01-13",12690,12690,12530,12530,21900
"1990-01-15",12850,12850,12529,12610,44900
"1990-01-16",12610,12610,12369,12530,44000
"1990-01-17",12610,12610,12450,12450,30200
"1990-01-18",12450,12771,12450,12450,37000
"1990-01-19",12450,12450,12209,12290,41100
"1990-01-20",12450,12450,12289,12370,14900
"1990-01-22",12850,12850,12529,12690,80800
"1990-01-23",12770,12770,12449,12530,89400
"1990-01-24",12690,12850,12529,12610,37500
"1990-01-25",12770,12770,12529,12610,65000
"1990-01-29",12610,12610,12449,12610,46500
"1990-01-30",12689,12770,12689,12770,60600
"1990-01-31",12607,13170,12607,13170,124800
"1990-02-01",12848,13330,12768,13170,355500
"1990-02-02",13090,13331,12850,12850,143900
"1990-02-03",12690,12850,12690,12690,19200
"1990-02-05",12770,12770,12690,12690,14200
"1990-02-06",12770,12850,12770,12770,24100
"1990-02-07",12850,12850,12690,12690,39600
"1990-02-08",12850,12850,12689,12850,48800
"1990-02-09",12849,13090,12768,13090,129700
"1990-02-10",13090,13090,12930,12930,40300
"1990-02-12",12930,13010,12849,12930,52400
"1990-02-13",12930,13170,12930,12930,79600
"1990-02-14",12930,12930,12850,12850,22900
"1990-02-15",12850,13010,12850,12850,19300
"1990-02-16",12850,12850,12689,12770,11400
"1990-02-17",12769,12850,12769,12850,14300
"1990-02-19",12850,12850,12609,12690,13900
"1990-02-20",12690,12770,12610,12610,29300
"1990-02-21",12610,12610,12529,12610,30100
"1990-02-22",12529,12770,12448,12770,56000
"1990-02-23",12850,12850,12609,12690,40300
"1990-02-24",12450,12530,12450,12450,27800
"1990-02-26",12289,12450,12289,12370,15900
"1990-02-27",12208,12610,12208,12610,61400
"1990-02-28",12611,12691,12290,12290,20900
"1990-03-02",12370,12770,12370,12370,48600
"1990-03-03",12450,12530,12450,12450,62500
"1990-03-05",12450,12450,12370,12370,9500
"1990-03-06",12210,12370,12210,12290,20000
"1990-03-07",12220,12220,12059,12130,21000
"1990-03-08",12139,12220,12059,12210,73900
"1990-03-09",12220,12220,12060,12050,31900
"1990-03-12",12060,12060,11980,11970,24000
"1990-03-13",11980,11980,11900,11890,45300
"1990-03-14",11900,11900,11659,11890,15900
"1990-03-15",11659,11820,11659,11810,9400
"1990-03-16",11900,12060,11819,11890,30500
"1990-03-17",11900,11980,11819,11890,39100
"1990-03-19",11979,12060,11979,12050,12200
"1990-03-20",12210,12290,12130,12290,58000
"1990-03-21",12460,12460,12060,12050,21500
"1990-03-22",12060,12060,11899,11970,20200
"1990-03-23",11980,12060,11899,11970,42800
