"","StartPrice","HighPrice","LowPrice","EndPrice","Amount"
"2000-11-23",1999,1999,1701,1702,341871
"2000-11-24",1447,1447,1447,1447,83919
"2000-11-27",1363,1553,1341,1425,1732485
"2000-11-28",1491,1491,1381,1399,906929
"2000-11-29",1365,1397,1295,1303,434582
"2000-11-30",1305,1339,1181,1203,526494
"2000-12-01",1125,1347,1125,1281,388627
"2000-12-04",1209,1261,1181,1181,356208
"2000-12-05",1143,1181,1111,1131,319893
"2000-12-06",1151,1159,1081,1081,418848
"2000-12-07",1004,1061,1004,1013,178079
"2000-12-08",1022,1067,1014,1047,298613
"2000-12-11",1081,1081,1020,1023,237871
"2000-12-12",1010,1040,1010,1025,269391
"2000-12-13",1014,1169,1012,1059,730048
"2000-12-14",1043,1055,1030,1037,190167
"2000-12-15",1030,1049,1008,1013,188968
"2000-12-18",998,1034,990,1007,213295
"2000-12-19",990,1010,971,972,198659
"2000-12-20",970,970,852,861,249560
"2000-12-21",790,898,762,837,203355
"2000-12-22",834,834,769,770,131024
"2000-12-26",782,790,760,775,223335
"2001-01-02",780,846,780,815,147858
"2001-01-03",818,826,782,819,223136
"2001-01-04",842,877,836,857,322290
"2001-01-05",842,868,826,848,295966
"2001-01-08",846,932,822,910,550921
"2001-01-09",968,1045,936,1045,1240708
"2001-01-10",1071,1189,970,1041,1202095
"2001-01-11",1101,1101,1004,1041,309902
"2001-01-12",1040,1083,1020,1055,809822
"2001-01-15",1045,1055,1002,1021,589534
"2001-01-16",1004,1034,950,987,370594
"2001-01-17",966,994,943,967,217141
"2001-01-18",943,970,936,940,244465
"2001-01-19",921,954,921,927,108696
"2001-01-22",920,1028,920,1029,267293
"2001-01-26",1087,1087,971,977,157449
"2001-01-29",961,1059,961,1051,219439
"2001-01-30",1071,1119,1030,1081,450117
"2001-01-31",1073,1117,1040,1061,198359
"2001-02-01",1101,1219,1081,1219,744834
"2001-02-02",1279,1401,1143,1201,1893580
"2001-02-05",1239,1239,1093,1123,478440
"2001-02-06",1139,1149,1081,1101,368846
"2001-02-07",1121,1259,1091,1183,1171175
"2001-02-08",1135,1177,1107,1121,606267
"2001-02-09",1259,1267,1177,1221,1640873
"2001-02-12",1231,1285,1201,1281,750579
"2001-02-13",1299,1473,1299,1473,2780678
"2001-02-14",1475,1687,1403,1553,2388105
"2001-02-15",1561,1631,1493,1501,1249250
"2001-02-16",1511,1725,1511,1726,2015763
"2001-02-19",1801,1983,1781,1984,776854
"2001-02-20",2272,2272,1901,2022,2955310
"2001-02-21",1943,2011,1861,1892,880054
"2001-02-22",1929,1929,1643,1724,948988
"2001-02-23",1501,1791,1501,1662,551170
"2001-02-26",1683,1909,1683,1908,1134360
"2001-02-27",1891,1981,1801,1842,908027
"2001-02-28",1781,1899,1781,1824,523647
"2001-03-02",1801,1831,1627,1628,362502
"2001-03-05",1551,1627,1451,1602,461606
"2001-03-06",1621,1683,1581,1602,407359
"2001-03-07",1511,1641,1511,1566,244165
"2001-03-08",1601,1717,1541,1652,477991
"2001-03-09",1673,1771,1671,1692,349214
"2001-03-12",1611,1699,1581,1624,271339
"2001-03-13",1599,1599,1441,1447,326936
"2001-03-14",1561,1561,1491,1519,257153
"2001-03-15",1403,1641,1403,1541,908377
"2001-03-16",1567,1581,1483,1487,319393
"2001-03-19",1491,1509,1441,1451,171435
"2001-03-20",1471,1559,1461,1479,337725
"2001-03-21",1441,1699,1441,1700,1894579
"2001-03-22",1791,1953,1779,1954,2434461
"2001-03-23",2061,2081,1665,1682,4374546
"2001-03-26",1721,1741,1605,1626,968519
"2001-03-27",1641,1779,1631,1642,713714
"2001-03-28",1641,1741,1601,1604,405910
"2001-03-29",1541,1631,1541,1561,293018
"2001-03-30",1561,1651,1521,1572,268792
"2001-04-02",1601,1781,1601,1762,1271478
"2001-04-03",1681,1717,1581,1584,546825
"2001-04-04",1543,1577,1503,1527,239770
"2001-04-06",1581,1591,1543,1570,197260
"2001-04-09",1523,1591,1513,1521,190817
"2001-04-10",1523,1635,1509,1551,684442
"2001-04-11",1591,1591,1523,1564,210648
"2001-04-12",1541,1571,1529,1557,195862
"2001-04-13",1557,1641,1545,1592,392473
"2001-04-16",1583,1641,1583,1596,217891
"2001-04-17",1595,1615,1583,1610,103750
"2001-04-18",1661,1661,1609,1634,252907
"2001-04-19",1641,1701,1637,1660,285576
"2001-04-20",1661,1687,1631,1642,168788
"2001-04-23",1641,1651,1613,1630,155700
"2001-04-24",1663,1839,1661,1702,2083198
"2001-04-25",1741,1741,1625,1636,581291
"2001-04-26",1641,1651,1627,1628,138367
"2001-04-27",1611,1699,1611,1636,234175
"2001-04-30",1611,1657,1611,1646,153652
"2001-05-02",1661,1701,1651,1682,279681
"2001-05-03",1701,1741,1651,1672,260650
"2001-05-04",1651,1679,1651,1680,193364
"2001-05-07",1661,1721,1651,1682,160895
"2001-05-08",1659,1683,1651,1662,167589
"2001-05-09",1681,1749,1681,1722,309153
"2001-05-10",1721,1861,1701,1858,607966
"2001-05-11",1861,2001,1831,1952,1015524
"2001-05-14",2021,2071,1957,2002,988250
"2001-05-15",1961,2021,1929,1962,282578
"2001-05-16",2122,2122,1881,1882,632592
"2001-05-17",1921,1961,1851,1902,485434
"2001-05-18",1901,1981,1851,1982,394371
"2001-05-21",2021,2071,1961,2002,596727
"2001-05-22",2041,2252,1987,2202,745584
"2001-05-23",2202,2272,2132,2262,339923
"2001-05-24",2262,2282,2172,2272,236623
"2001-05-25",2302,2402,2282,2282,400965
"2001-05-28",2242,2382,2202,2272,444123
"2001-05-29",2262,2372,2262,2342,371243
"2001-05-30",2342,2502,2342,2432,322140
"2001-05-31",2412,2482,2272,2302,489879
"2001-06-01",2362,2362,2262,2322,186771
"2001-06-04",2302,2352,2282,2322,233076
"2001-06-05",2282,2362,2242,2282,341422
"2001-06-07",2282,2372,2262,2292,309303
"2001-06-08",2262,2302,2202,2262,384281
"2001-06-11",2272,2272,2222,2262,189568
"2001-06-12",2242,2342,2242,2332,206751
"2001-06-13",2352,2382,2302,2302,145710
"2001-06-14",2282,2382,2262,2292,216042
"2001-06-15",2262,2342,2262,2292,72430
"2001-06-18",2342,2342,2272,2312,107447
"2001-06-19",2312,2472,2302,2402,406959
"2001-06-20",2472,2552,2422,2492,411055
"2001-06-21",2542,2552,2412,2412,249510
"2001-06-22",2372,2402,2302,2352,234325
"2001-06-25",2302,2372,2272,2332,166740
"2001-06-26",2312,2362,2302,2352,220638
"2001-06-27",2302,2342,2262,2322,44807
"2001-06-28",2362,2362,2182,2202,196162
"2001-06-29",2222,2242,2122,2202,227032
"2001-07-02",2172,2212,2142,2162,73180
"2001-07-03",2162,2212,2122,2162,45806
"2001-07-04",2122,2202,2122,2172,59193
"2001-07-05",2202,2262,2192,2212,115239
"2001-07-06",2262,2262,2102,2112,77675
