"","StartPrice","HighPrice","LowPrice","EndPrice","Amount"
"2017-09-15",35433,36171,30265,30267,983219
"2017-09-18",31004,31594,29144,29381,234661
"2017-09-19",29528,29970,29144,29174,104185
"2017-09-20",29055,29351,26840,27225,164782
"2017-09-21",27165,27313,25689,25778,93767
"2017-09-22",26249,26574,24655,24656,78704
"2017-09-25",24655,29527,23828,23830,817203
"2017-09-26",24065,24745,23327,23623,100432
"2017-09-27",23710,24153,23445,24154,59204
"2017-09-28",24153,24360,23415,23416,49240
"2017-09-29",23445,23592,23090,23180,33527
"2017-10-10",23356,23622,22736,22796,34366
"2017-10-11",22766,22884,22086,22235,41214
"2017-10-12",22323,22884,22234,22353,32763
"2017-10-13",22352,22884,22086,22767,35471
"2017-10-16",22648,22678,21673,21703,50677
"2017-10-17",21703,22529,21555,21763,35445
"2017-10-18",21674,21939,21053,21054,29910
"2017-10-19",21083,21378,20669,20995,40069
"2017-10-20",20964,21673,20669,21172,31468
"2017-10-23",21230,21998,21230,21497,34176
"2017-10-24",21732,21732,20876,20906,40788
"2017-10-25",21112,21112,20817,20936,38106
"2017-10-26",21024,21349,20876,20965,68043
"2017-10-27",22086,22116,21023,21172,115820
"2017-10-30",21112,21525,20994,21142,38810
"2017-10-31",21289,21496,21112,21290,41763
"2017-11-01",21525,26870,21495,24125,1318237
"2017-11-02",24508,24596,23681,24095,171557
"2017-11-03",24094,24301,23031,23032,123880
"2017-11-06",22914,23563,22589,23564,133416
"2017-11-07",24655,27874,24508,24863,1444908
"2017-11-08",25010,26043,24271,26015,258584
"2017-11-09",26249,26811,25098,25099,175376
"2017-11-10",25128,27638,25128,26074,301932
"2017-11-13",25954,26663,25689,26517,86568
"2017-11-14",26131,26663,24861,25217,147039
"2017-11-15",25187,25364,23504,23505,135618
"2017-11-16",23651,24330,23622,24066,63192
"2017-11-17",24242,25748,24064,24922,91904
"2017-11-20",25099,25659,24833,24893,37685
"2017-11-21",24803,25069,24183,24391,57781
"2017-11-22",24655,25689,24271,25631,76875
"2017-11-23",25629,26722,25275,26192,134115
"2017-11-24",26574,26574,25453,25454,62115
"2017-11-27",25541,26722,25541,26635,90644
"2017-11-28",26693,27579,25807,26015,222742
"2017-11-29",26014,26249,25305,25395,60531
"2017-11-30",25689,26752,25275,26694,102274
"2017-12-01",27047,32481,26959,28938,1587068
"2017-12-04",29025,29499,28080,29174,211871
"2017-12-05",28937,31004,28376,28377,334076
"2017-12-06",28199,28879,26339,27314,174001
"2017-12-07",27461,27490,26103,26989,69912
"2017-12-08",27047,27283,26132,26133,46883
"2017-12-11",26014,26279,24537,24686,88552
"2017-12-12",24950,25128,23917,24066,48102
"2017-12-13",24183,24862,24006,24568,39183
"2017-12-14",24567,24803,24124,24509,27079
"2017-12-15",24508,25216,24242,25099,25168
"2017-12-18",25099,25984,24803,25483,29096
"2017-12-19",25482,25570,24301,24361,35438
"2017-12-20",24389,24950,24330,24332,13656
"2017-12-21",24006,24655,23090,23091,39568
"2017-12-22",23356,23356,22588,23062,12890
"2017-12-26",23385,23474,23149,23357,9849
"2017-12-27",23356,23917,23031,23446,8289
"2017-12-28",23444,24064,23444,24036,12741
"2018-01-02",24065,24684,23976,24095,15843
"2018-01-03",24419,24508,24094,24213,13416
"2018-01-04",24242,24479,23386,23623,19941
"2018-01-05",23769,23769,22972,23062,22188
"2018-01-08",23386,23386,22943,23062,13879
"2018-01-09",23061,23149,22736,22767,21904
"2018-01-10",22647,23238,22411,22855,17827
"2018-01-11",22884,23976,22854,23298,25529
"2018-01-12",23888,24065,23090,23534,24349
"2018-01-15",23563,24183,23179,24125,24492
"2018-01-16",24418,28848,24389,26576,767109
"2018-01-17",26841,27697,26604,27019,119153
"2018-01-18",27401,27519,26515,26635,94276
"2018-01-19",26663,27106,26604,26664,37319
"2018-01-22",26634,26663,25393,25749,39208
"2018-01-23",25600,26102,25600,26103,22608
"2018-01-24",26309,26309,25806,25867,17136
"2018-01-25",25895,26131,25511,25542,25521
"2018-01-26",25571,26545,25571,26339,30349
"2018-01-29",26338,27047,26338,26723,40205
"2018-01-30",27402,28169,26989,27609,153472
"2018-01-31",27224,27224,26515,26576,39799
"2018-02-01",26634,26811,26161,26428,31550
"2018-02-02",26043,26427,25659,25660,25840
"2018-02-05",25453,25453,24360,24509,27255
"2018-02-06",23474,24212,22736,23534,38965
"2018-02-07",23592,24596,23534,23534,15307
"2018-02-08",23651,24359,23651,24066,6828
"2018-02-09",23297,24212,23031,24036,7579
"2018-02-12",24064,24567,24006,24066,7437
"2018-02-13",24065,24537,23740,24509,8955
"2018-02-14",24537,25246,24508,24774,12639
"2018-02-19",24892,25098,24330,24804,10818
"2018-02-20",24804,24804,24242,24243,9340
"2018-02-21",24242,24567,24006,24095,8556
"2018-02-22",24124,24508,23090,23948,6142
"2018-02-23",23947,24655,23740,24243,9340
"2018-02-26",24242,24508,24124,24243,7254
"2018-02-27",24271,24596,24212,24213,9538
"2018-02-28",24212,24212,23681,23711,4957
"2018-03-02",23710,24094,23120,23328,10620
"2018-03-05",23267,23622,22914,22914,9551
"2018-03-06",22972,23267,22795,22796,10275
"2018-03-07",23031,23031,22264,22294,9984
"2018-03-08",22441,23356,22441,22737,11792
"2018-03-09",22765,23208,22765,23062,4734
"2018-03-12",23327,23415,23149,23180,4999
"2018-03-13",23297,23356,22677,23180,9638
"2018-03-14",23209,23209,22765,23003,6007
"2018-03-15",23149,23917,23031,23239,11229
"2018-03-16",23238,23327,23002,23239,5744
"2018-03-19",23238,23327,22795,22796,9123
"2018-03-20",22736,22972,22589,22914,3392
"2018-03-21",22618,22913,22618,22767,8596
"2018-03-22",22618,22913,22588,22796,9373
"2018-03-23",22382,22647,21703,22265,9902
"2018-03-26",23178,23178,21702,21851,16967
"2018-03-27",22294,22294,21496,21644,14283
"2018-03-28",21555,21850,21289,21526,5839
"2018-03-29",21526,21821,21289,21408,8020
"2018-03-30",21496,21821,21349,21585,7259
"2018-04-02",21584,21791,21525,21526,10728
"2018-04-03",21850,21850,21289,21290,10480
"2018-04-04",21349,21466,21171,21290,8296
"2018-04-05",21259,21555,21230,21320,7925
"2018-04-06",21378,21703,21112,21320,15360
"2018-04-09",21200,21525,21023,21172,5358
"2018-04-10",21053,21348,20314,20670,31237
"2018-04-11",20669,20905,20669,20670,8176
"2018-04-12",20935,20935,20492,20493,9002
"2018-04-13",20787,21023,20433,20818,12293
"2018-04-16",20699,20964,20639,20936,3780
"2018-04-17",20935,21526,20758,21438,6149
"2018-04-18",21230,21525,21112,21261,7870
"2018-04-19",21201,21437,20669,21408,7111
"2018-04-20",21259,21408,21053,21349,6230
"2018-04-23",21437,21437,20847,21054,9326
"2018-04-24",21053,21112,20758,20936,11502
"2018-04-25",20964,21260,20788,21054,6360
"2018-04-26",20994,23090,20876,21999,80119
"2018-04-27",21998,22145,21673,21703,11833
"2018-04-30",21703,21703,21349,21644,9318
"2018-05-02",21349,22884,21349,22678,42121
"2018-05-03",22382,22677,22087,22324,12890
"2018-05-04",22322,23474,22204,22826,67988
"2018-05-08",23120,23386,22500,22501,20504
"2018-05-09",22470,23090,21496,21822,21952
"2018-05-10",21821,21939,21112,21467,22731
"2018-05-11",21673,21673,21200,21467,9794
"2018-05-14",21437,21466,21112,21467,8128
"2018-05-15",21437,21643,21082,21467,13093
"2018-05-16",21466,21466,20817,21172,22859
"2018-05-17",21259,21467,20669,21349,23876
"2018-05-18",21496,21614,20964,21408,12694
"2018-05-21",21555,21555,21289,21379,3569
"2018-05-23",21378,21673,21378,21467,6969
"2018-05-24",21702,21702,21200,21497,9211
"2018-05-25",20935,21644,20876,21438,8168
"2018-05-28",21408,21437,20906,21408,10132
"2018-05-29",21378,21378,21024,21024,5127
"2018-05-30",21023,21229,20403,20640,11149
"2018-05-31",20462,20669,20049,20522,15137
"2018-06-01",20315,20492,20196,20463,6658
"2018-06-04",20609,20757,20374,20581,5466
"2018-06-05",20580,20787,20374,20552,2853
"2018-06-07",20610,20787,20492,20759,7099
"2018-06-08",20905,21200,20669,21024,8304
"2018-06-11",21112,21407,20876,21201,10139
"2018-06-12",21112,21141,20462,20700,10763
"2018-06-14",20609,21170,20374,20640,5603
"2018-06-15",20639,20817,20521,20818,6272
"2018-06-18",20374,20669,19960,20316,8432
"2018-06-19",20078,20314,18779,19134,15991
"2018-06-20",19103,19813,18897,19075,4701
"2018-06-21",19074,19488,18809,19194,1668
"2018-06-22",19193,19193,18750,19194,4374
"2018-06-25",19192,19635,19044,19341,2770
"2018-06-26",19340,19340,18809,19134,1421
"2018-06-27",18956,19872,18956,19105,1585
"2018-06-28",19193,19193,18602,18928,2642
"2018-06-29",18691,18868,17775,17924,9788
"2018-07-02",17922,18248,17096,17422,7437
"2018-07-03",17037,17568,16269,16477,14658
"2018-07-04",16240,16505,16122,16388,6245
"2018-07-05",16801,16801,15619,16418,5012
"2018-07-06",16152,16919,15944,16743,4491
"2018-07-09",16830,17155,16210,16743,2194
"2018-07-10",16742,17362,16742,17156,4769
"2018-07-11",17244,17244,16742,17127,3908
"2018-07-12",17214,17687,16830,17688,3284
"2018-07-13",17421,17982,17362,17629,3995
"2018-07-16",18070,18454,17303,18278,6828
"2018-07-17",18277,18809,18011,18219,2778
"2018-07-18",18070,18572,18011,18249,7797
"2018-07-19",18248,18425,17687,17983,4070
"2018-07-20",17982,17982,17214,17245,2703
"2018-07-23",17244,17244,16181,16182,5738
"2018-07-24",15944,16181,15826,15975,4904
"2018-07-25",15974,16594,15738,16300,4165
"2018-07-26",16299,16417,16093,16418,4965
"2018-07-27",16387,17687,16387,16625,7422
"2018-07-30",16358,17303,16358,16536,4401
"2018-07-31",16387,16771,16210,16506,12347
"2018-08-01",16771,16771,16357,16447,5603
"2018-08-02",16653,16801,16299,16536,6835
"2018-08-03",16535,16742,16329,16654,1456
"2018-08-06",16654,16860,16269,16654,3732
"2018-08-07",16654,16713,16388,16654,2214
"2018-08-08",16712,16742,16387,16536,2710
"2018-08-09",16535,16594,16329,16418,1936
"2018-08-10",16535,16535,16063,16388,5520
"2018-08-13",16476,16476,15354,15591,5363
"2018-08-14",15384,16210,15384,15798,2878
"2018-08-16",16093,16093,15207,15798,5296
"2018-08-17",15413,16033,15413,16004,4553
"2018-08-20",15826,16417,15620,15827,1984
"2018-08-21",15709,15944,15502,15739,9083
"2018-08-22",15797,16033,15560,15886,2269
"2018-08-23",15679,15827,15354,15739,12056
"2018-08-24",15738,15856,15472,15857,2703
"2018-08-27",15856,16092,15531,15857,5798
"2018-08-28",15944,15944,15620,15886,4762
"2018-08-29",15915,16535,15856,16329,5603
"2018-08-30",16505,16535,16240,16388,2458
"2018-08-31",16476,16623,16210,16477,3264
"2018-09-03",16210,16624,16121,16566,4328
"2018-09-04",16564,17007,16505,16772,8920
"2018-09-05",16830,16919,16564,16772,2697
"2018-09-06",16534,16683,16210,16447,4219
"2018-09-07",16447,16535,16033,16418,3184
"2018-09-10",16388,16417,15827,16359,2160
"2018-09-11",16299,16535,16122,16418,3699
"2018-09-12",16269,16535,16151,16536,6537
"2018-09-13",16535,16535,16151,16241,6490
"2018-09-14",16240,16564,16004,16359,8508
"2018-09-17",16299,16476,16181,16477,7192
"2018-09-18",16476,17273,16476,16802,14426
"2018-09-19",16682,21288,16682,18042,842520
"2018-09-20",18100,19488,17716,18131,115963
"2018-09-21",18277,18336,17480,17776,57382
"2018-09-27",17775,18277,17569,18219,43110
"2018-09-28",18218,18218,17125,17540,43781
"2018-10-01",17362,17568,17037,17127,15300
"2018-10-02",17007,17362,16801,17067,16201
"2018-10-04",16830,17274,16240,16713,14643
"2018-10-05",16387,17037,16387,16831,8508
"2018-10-08",16654,17362,16388,17333,8995
"2018-10-10",17332,17391,16387,16802,6590
"2018-10-11",15974,16416,14763,14764,18736
"2018-10-12",14024,14969,14024,14646,17523
"2018-10-15",14734,15265,14409,14705,6298
"2018-10-16",14704,15472,14704,15000,3591
"2018-10-17",14999,15442,14764,15296,6983
"2018-10-18",15295,15443,15148,15384,2540
"2018-10-19",15442,15442,14911,15296,3611
"2018-10-22",15236,15265,14911,15089,1829
"2018-10-23",14852,15738,14764,14971,4599
"2018-10-24",14969,15206,14409,14602,4566
"2018-10-25",13877,14379,13641,13893,9754
"2018-10-26",13390,13789,12784,13022,14338
"2018-10-29",12579,13021,11398,11398,10430
"2018-10-30",10541,11722,10423,11619,11800
"2018-10-31",11722,12076,11309,11930,5771
"2018-11-01",12106,12327,11840,12254,5438
"2018-11-02",12032,12726,11959,12609,15247
"2018-11-05",12608,13021,12254,12609,7722
"2018-11-06",12608,12977,12357,12668,4266
"2018-11-07",12696,12888,12371,12727,6373
"2018-11-08",12903,12903,12608,12786,3591
"2018-11-09",12903,13818,12711,13258,11765
"2018-11-12",12859,13287,12844,13273,4436
"2018-11-13",12932,13198,12814,13170,2160
"2018-11-14",13434,13729,12844,12845,5087
"2018-11-15",12933,13257,12696,12993,1022
"2018-11-16",12991,13523,12991,13288,1829
"2018-11-19",13080,13729,13080,13465,3584
"2018-11-20",13582,13582,13183,13450,1260
"2018-11-21",13419,13995,13065,13967,2555
"2018-11-22",15796,16623,13848,13967,73128
"2018-11-23",14143,14143,13035,13037,11664
"2018-11-26",12991,13419,12991,13184,3792
"2018-11-27",13243,13302,13021,13244,3251
"2018-11-28",13257,13700,13228,13480,2099
"2018-11-29",13582,13714,13493,13627,4058
"2018-11-30",13404,13833,13404,13627,1653
"2018-12-03",13626,14586,13626,13893,2595
"2018-12-04",13936,14024,13463,13731,3529
"2018-12-05",13538,13773,13479,13775,2370
"2018-12-06",13907,13907,13434,13435,1876
"2018-12-07",13773,13892,13213,13406,1232
"2018-12-10",13169,13892,12711,13066,3963
"2018-12-11",12755,12977,12563,12564,4484
"2018-12-12",12903,12991,12459,12697,1545
"2018-12-13",12726,12873,12667,12786,989
"2018-12-14",12889,12889,12549,12653,1443
"2018-12-17",12637,12651,12371,12372,4138
"2018-12-18",12681,12710,12371,12697,1808
"2018-12-19",12696,12740,12474,12697,1415
"2018-12-20",12696,12696,12120,12358,1668
"2018-12-21",12578,12593,12268,12505,1823
"2018-12-24",12327,12696,12312,12594,1097
"2018-12-26",12268,12459,12164,12402,1300
"2018-12-27",12253,12401,12120,12254,799
"2018-12-28",12208,12400,12208,12402,1077
"2019-01-02",12622,12667,12342,12609,1084
"2019-01-03",12342,12593,12342,12461,1605
"2019-01-04",12460,13272,12224,12948,6400
"2019-01-07",13272,13272,12755,12874,1640
"2019-01-08",12873,12992,12696,12786,839
"2019-01-09",13065,13124,12401,12520,12734
"2019-01-10",12637,12726,12401,12491,13844
"2019-01-11",12518,15354,12518,13170,562825
"2019-01-14",13287,13685,13050,13391,44886
"2019-01-15",13538,13670,13286,13317,21797
"2019-01-16",13463,13523,13302,13435,13389
"2019-01-17",13553,13655,13302,13421,16187
"2019-01-18",13567,13671,13287,13583,23956
"2019-01-21",13582,13685,13302,13539,9035
"2019-01-22",13567,13626,13361,13480,9503
"2019-01-23",13523,13641,13390,13391,16920
"2019-01-24",13404,13685,13404,13627,12559
"2019-01-25",13641,13773,13434,13657,15292
"2019-01-28",13655,13714,13538,13642,18931
"2019-01-29",13596,13700,13449,13627,10119
"2019-01-30",13685,13685,13449,13613,3955
"2019-01-31",13612,13612,13479,13524,4043
"2019-02-01",13582,13685,13464,13583,6760
"2019-02-07",13685,13685,13493,13627,7965
"2019-02-08",13641,13833,13582,13760,13125
"2019-02-11",13818,13907,13626,13701,3875
"2019-02-12",13700,13700,13523,13657,11385
"2019-02-13",13804,13804,13597,13598,8243
"2019-02-14",13670,14202,13626,14011,26050
"2019-02-15",14054,14187,13980,14085,14455
"2019-02-18",14704,15028,14231,14572,40585
"2019-02-19",14571,14704,14379,14705,14162
"2019-02-20",14586,14969,14409,14499,17483
"2019-02-21",14615,14630,14320,14351,10999
"2019-02-22",14349,14557,14069,14144,8411
"2019-02-25",14438,14438,14128,14351,5974
"2019-02-26",14438,14438,14158,14307,7600
"2019-02-27",14246,14616,14173,14513,9225
"2019-02-28",14512,14881,13863,13878,29903
"2019-03-04",13907,14453,13907,14188,9977
"2019-03-05",14187,14468,14172,14292,7011
"2019-03-06",14291,14881,14173,14882,19295
"2019-03-07",15708,15708,14601,14912,55214
"2019-03-08",14911,15295,14763,14853,13669
"2019-03-11",14851,14940,14379,14587,8609
"2019-03-12",14911,14970,14645,14971,11935
"2019-03-13",14822,15265,14483,15207,29722
"2019-03-14",15236,16742,15206,15266,174930
"2019-03-15",15295,15709,15059,15325,24315
"2019-03-18",15413,15944,15413,15798,29592
"2019-03-19",15649,16003,15590,15827,15219
"2019-03-20",15738,16063,15324,15502,12334
"2019-03-21",15236,15501,14999,15207,15219
"2019-03-22",15059,15826,14793,15355,24560
"2019-03-25",15058,15767,14999,15562,22215
"2019-03-26",15501,15915,15472,15591,17068
"2019-03-27",15590,15797,15384,15709,9626
"2019-03-28",15797,15797,14970,15266,17571
"2019-03-29",15029,15354,14970,15266,5939
"2019-04-01",15265,15354,14999,15237,7011
"2019-04-02",15236,15413,15236,15384,16858
"2019-04-03",15384,15649,15354,15591,8561
"2019-04-04",15561,15738,15295,15296,8391
"2019-04-05",15354,15590,15206,15532,9916
"2019-04-08",15531,15738,15384,15591,5744
"2019-04-09",15590,16122,15413,16034,13729
"2019-04-10",15856,16181,15827,16123,9646
"2019-04-11",16092,16269,16003,16152,12829
"2019-04-12",16151,16269,15915,16211,10368
"2019-04-15",16240,16564,16151,16329,13669
"2019-04-16",16092,16181,15708,15827,15009
"2019-04-17",15826,16181,15501,15945,11893
"2019-04-18",15915,15974,15620,15768,5656
"2019-04-19",15768,15885,15443,15680,11385
"2019-04-22",15560,15679,15236,15591,9115
"2019-04-23",15620,15649,15324,15562,3076
"2019-04-24",15442,15974,15412,15502,5508
"2019-04-25",15383,15649,15383,15532,3068
"2019-04-26",15383,15708,14999,15532,5670
"2019-04-29",15531,15620,15501,15621,3835
"2019-04-30",15560,15885,15443,15680,5135
"2019-05-02",15531,15974,15354,15945,12003
"2019-05-03",15827,16446,15797,16359,19738
"2019-05-07",15973,17332,15973,17067,58555
"2019-05-08",17125,19901,17125,19016,736183
"2019-05-09",19015,20226,18690,19105,163321
"2019-05-10",19163,19960,18602,19932,116707
"2019-05-13",20374,24508,20197,23623,1106178
"2019-05-14",22500,23918,22175,23328,179224
"2019-05-15",23149,23651,22234,23475,106933
"2019-05-16",23474,24567,22824,23741,144247
"2019-05-17",23769,25098,23622,24656,183450
"2019-05-20",25393,27904,25393,26576,921196
"2019-05-21",25836,26722,23769,26517,397628
"2019-05-22",26575,27756,26309,27757,161973
"2019-05-23",27697,28347,26575,28023,144680
"2019-05-24",28346,34842,27608,30562,653639
"2019-05-27",29232,35138,28937,31596,676668
