"","."
"1",107
"2",66
"3",42
"4",37
"5",9
"6",NA
"7",2
"8",NA
"9",15
"10",6
"11",NA
"12",4
"13",5
"14",5
"15",4
"16",1
"17",NA
"18",2
"19",NA
"20",NA
"21",NA
"22",NA
"23",NA
"24",NA
"25",NA
"26",NA
"27",1
"28",0
"29",NA
"30",NA
"31",NA
"32",NA
"33",NA
"34",1
"35",NA
"36",NA
"37",NA
"38",0
"39",NA
"40",NA
"41",NA
"42",NA
"43",NA
"44",NA
"45",NA
"46",NA
"47",NA
"48",NA
"49",NA
"50",0
"51",NA
"52",NA
"53",NA
"54",NA
"55",NA
"56",NA
"57",NA
"58",NA
"59",NA
"60",NA
"61",NA
"62",NA
"63",8
"64",2
"65",6
"66",NA
"67",6
"68",6
"69",NA
"70",279
"71",211
"72",92
"73",NA
"74",34
"75",50
"76",NA
"77",NA
"78",NA
"79",NA
"80",2
"81",34
"82",NA
"83",68
"84",51
"85",4
"86",NA
"87",2
"88",2
"89",NA
"90",4
"91",6
"92",NA
"93",NA
"94",NA
"95",36
"96",33
"97",NA
"98",NA
"99",NA
"100",0
"101",28
"102",NA
"103",NA
"104",0
"105",NA
"106",NA
"107",NA
"108",4
"109",NA
"110",4
"111",NA
"112",NA
"113",1
"114",2
"115",1
"116",NA
"117",NA
"118",NA
"119",NA
"120",NA
"121",242
"122",242
"123",41
"124",NA
"125",191
"126",1
"127",0
"128",10
"129",NA
"130",-3
"131",6
"132",NA
"133",8
"134",2
"135",NA
"136",0
"137",1
"138",0
"139",NA
"140",NA
"141",NA
"142",NA
"143",NA
"144",NA
"145",NA
"146",NA
"147",NA
"148",NA
"149",NA
"150",NA
"151",3
"152",NA
"153",NA
"154",NA
"155",NA
"156",NA
"157",NA
"158",NA
"159",NA
"160",NA
"161",NA
"162",NA
"163",NA
"164",-14
"165",3
"166",-16
"167",NA
"168",0
"169",-3
"170",0
"171",1
"172",0
"173",NA
"174",NA
"175",NA
"176",0
"177",NA
"178",-6
"179",NA
"180",NA
"181",NA
"182",NA
"183",NA
"184",NA
"185",NA
"186",NA
"187",NA
"188",NA
"189",NA
"190",NA
"191",NA
"192",NA
"193",6
"194",NA
"195",NA
"196",NA
"197",NA
"198",NA
"199",NA
"200",NA
"201",NA
"202",NA
"203",NA
"204",NA
"205",6
"206",NA
"207",0
"208",NA
"209",NA
"210",NA
"211",NA
"212",NA
"213",NA
"214",NA
"215",NA
"216",NA
"217",NA
"218",NA
"219",NA
"220",0
"221",NA
"222",NA
"223",NA
"224",NA
"225",NA
"226",NA
"227",NA
"228",NA
"229",NA
"230",0
"231",NA
"232",NA
"233",NA
"234",0
"235",-9
"236",42
"237",34
