"","X2019.12","X2020.12","X2021.12"
"매출액",16149,16083,19840
"매출원가",13540,13521,16445
"매출총이익",2608,2563,3395
"판매비와관리비",2192,2093,2391
"인건비",730,676,854
"유무형자산상각비",116,122,156
"연구개발비",43,44,63
"광고선전비",43,46,35
"판매비",777,782,783
"관리비",475,418,493
"기타원가성비용",NA,NA,NA
"기타",8,5,6
"영업이익",416,470,1004
"영업이익(발표기준)",416,470,1004
"금융수익",247,384,230
"이자수익",80,68,71
"배당금수익",3,4,7
"외환이익",85,253,73
"대손충당금환입액",NA,NA,NA
"매출채권처분이익",NA,NA,NA
"당기손익-공정가치측정 금융자산관련이익",NA,NA,NA
"금융자산처분이익",NA,NA,NA
"금융자산평가이익",4,6,18
"금융자산손상차손환입",NA,NA,NA
"파생상품이익",NA,NA,NA
"기타금융수익",1,0,0
"금융원가",549,526,557
"이자비용",321,270,247
"외환손실",142,107,216
"대손상각비",NA,NA,NA
"당기손익-공정가치측정 금융자산관련손실",75,120,90
"매출채권처분손실",NA,NA,NA
"금융자산처분손실",NA,NA,NA
"금융자산평가손실",11,28,3
"금융자산손상차손",0,NA,0
"파생상품손실",NA,NA,NA
"기타금융원가",2,0,1
"기타수익",128,714,181
"재고자산감모손실환입",NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA
"당기손익-공정가치측정 금융자산평가이익",NA,NA,NA
"자산처분(폐기)이익",11,604,29
"자산평가이익",NA,NA,NA
"자산손상차손환입",NA,NA,NA
"임대료수익",5,9,9
"로열티수익",NA,NA,NA
"수수료수익",3,2,2
"대손충당금환입",NA,NA,NA
"충당부채환입액",NA,NA,NA
"기타비용",176,98,408
"재고자산감모손실",NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA
"당기손익-공정가치측정 금융자산평가손실",NA,NA,NA
"자산처분(폐기)손실",36,34,44
"자산평가손실",NA,NA,NA
"자산손상차손",25,24,41
"기타대손상각비",27,6,-18
"충당부채전입액",NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",43,213,-26
"지분법손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,152,-54
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA
"세전계속사업이익",108,1156,424
"법인세비용",237,311,332
"계속영업이익",-129,845,92
"중단영업이익",-1,0,NA
"당기순이익",-130,845,92
"지배주주순이익",58,921,225
"비지배주주순이익",-188,-76,-133
"자산",17866,17991,23134
"유동자산",7997,8282,11428
"재고자산",1980,1856,3021
"유동생물자산",895,1298,1656
"유동금융자산",1101,1279,1521
"매출채권및기타유동채권",2344,2069,2494
"당기법인세자산",4,4,9
"계약자산",NA,NA,NA
"반품(환불)자산",NA,NA,NA
"배출권",NA,NA,NA
"기타유동자산",182,164,243
"현금및현금성자산",1491,1603,2380
"매각예정비유동자산및처분자산집단",0,9,102
"비유동자산",9869,9709,11706
"유형자산",7238,6717,7892
"무형자산",491,424,1332
"비유동생물자산",204,183,185
"투자부동산",27,45,39
"장기금융자산",1130,1435,1413
"관계기업등지분관련투자자산",647,837,702
"장기매출채권및기타비유동채권",0,1,0
"이연법인세자산",119,55,134
"장기당기법인세자산",NA,NA,NA
"기타비유동자산",13,12,11
"기타금융업자산",NA,NA,NA
"부채",10567,10389,13832
"유동부채",8384,7517,9599
"단기사채",NA,NA,NA
"단기차입금",5243,4494,6149
"유동성장기부채",1375,1434,839
"유동금융부채",54,68,57
"매입채무및기타유동채무",1358,1118,2006
"유동종업원급여충당부채",NA,NA,NA
"기타단기충당부채",NA,NA,57
"당기법인세부채",159,195,223
"계약부채",NA,NA,NA
"반품(환불)부채",NA,NA,NA
"배출부채",NA,NA,NA
"기타유동부채",195,208,269
"매각예정으로분류된처분자산집단에포함된부채",0,NA,NA
"비유동부채",2182,2872,4232
"사채",499,1028,1489
"장기차입금",528,643,970
"비유동금융부채",579,665,816
"장기매입채무및기타비유동채무",25,31,51
"비유동종업원급여충당부채",312,283,290
"기타장기충당부채",12,5,262
"이연법인세부채",151,139,275
"장기당기법인세부채",NA,NA,NA
"기타비유동부채",76,80,80
"기타금융업부채",NA,NA,NA
"자본",7299,7602,9302
"지배기업주주지분",4180,4523,5252
"자본금",293,282,329
"신종자본증권",NA,NA,NA
"자본잉여금",1476,1457,1912
"기타자본",247,-293,-370
"기타포괄손익누계액",-22,4,94
