"","X2019.12","X2020.12","X2021.12"
"매출액",1049,219,224
"매출원가",919,183,165
"매출총이익",130,36,59
"판매비와관리비",125,67,205
"인건비",35,35,37
"유무형자산상각비",4,7,8
"연구개발비",NA,NA,NA
"광고선전비",NA,NA,NA
"판매비",24,-3,0
"관리비",61,21,151
"기타원가성비용",NA,NA,NA
"기타",0,6,9
"영업이익",6,-31,-147
"영업이익(발표기준)",6,-31,-147
"금융수익",56,144,273
"이자수익",5,23,17
"배당금수익",0,0,0
"외환이익",NA,0,0
"대손충당금환입액",NA,NA,NA
"매출채권처분이익",NA,NA,NA
"당기손익-공정가치측정 금융자산관련이익",NA,NA,NA
"금융자산처분이익",2,4,0
"금융자산평가이익",6,97,8
"금융자산손상차손환입",NA,NA,NA
"파생상품이익",43,12,112
"기타금융수익",1,8,134
"금융원가",90,105,427
"이자비용",62,98,67
"외환손실",0,NA,0
"대손상각비",NA,NA,NA
"당기손익-공정가치측정 금융자산관련손실",NA,NA,NA
"매출채권처분손실",NA,NA,NA
"금융자산처분손실",28,3,94
"금융자산평가손실",NA,4,161
"금융자산손상차손",NA,NA,NA
"파생상품손실",NA,NA,95
"기타금융원가",NA,NA,10
"기타수익",0,2,41
"재고자산감모손실환입",NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA
"당기손익-공정가치측정 금융자산평가이익",NA,NA,NA
"자산처분(폐기)이익",0,0,17
"자산평가이익",NA,NA,NA
"자산손상차손환입",NA,NA,NA
"임대료수익",NA,NA,NA
"로열티수익",NA,NA,NA
"수수료수익",0,0,1
"대손충당금환입",NA,1,5
"충당부채환입액",NA,NA,0
"기타비용",8,38,42
"재고자산감모손실",NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,0
"당기손익-공정가치측정 금융자산평가손실",NA,NA,NA
"자산처분(폐기)손실",0,3,11
"자산평가손실",NA,NA,NA
"자산손상차손",NA,NA,NA
"기타대손상각비",6,32,31
"충당부채전입액",0,0,0
"종속기업,공동지배기업및관계기업관련손익",-10,-43,-76
"지분법손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA
"세전계속사업이익",-45,-70,-379
"법인세비용",6,NA,2
"계속영업이익",-51,-70,-381
"중단영업이익",NA,0,-14
"당기순이익",-51,-70,-395
"지배주주순이익",-51,-72,-395
"비지배주주순이익",NA,2,NA
"자산",1544,1853,1347
"유동자산",489,1063,887
"재고자산",0,0,357
"유동생물자산",NA,NA,NA
"유동금융자산",376,475,193
"매출채권및기타유동채권",50,58,18
"당기법인세자산",10,1,6
"계약자산",NA,1,5
"반품(환불)자산",NA,NA,NA
"배출권",NA,NA,NA
"기타유동자산",1,162,5
"현금및현금성자산",52,104,266
"매각예정비유동자산및처분자산집단",NA,262,38
"비유동자산",1055,790,460
"유형자산",4,6,5
"무형자산",2,2,2
"비유동생물자산",NA,NA,NA
"투자부동산",411,396,190
"장기금융자산",562,260,137
"관계기업등지분관련투자자산",1,113,44
"장기매출채권및기타비유동채권",71,9,51
"이연법인세자산",NA,NA,NA
"장기당기법인세자산",NA,NA,NA
"기타비유동자산",5,6,32
"기타금융업자산",NA,NA,NA
"부채",1095,1241,773
"유동부채",1070,1223,418
"단기사채",611,345,93
"단기차입금",260,548,121
"유동성장기부채",NA,NA,NA
"유동금융부채",127,98,13
"매입채무및기타유동채무",68,175,34
"유동종업원급여충당부채",NA,NA,NA
"기타단기충당부채",4,NA,1
"당기법인세부채",0,NA,NA
"계약부채",NA,3,NA
"반품(환불)부채",NA,NA,NA
"배출부채",NA,NA,NA
"기타유동부채",0,16,156
"매각예정으로분류된처분자산집단에포함된부채",NA,38,NA
