"","."
"1",422
"2",371
"3",50
"4",69
"5",18
"6",2
"7",1
"8",3
"9",14
"10",32
"11",NA
"12",NA
"13",-19
"14",-19
"15",51
"16",6
"17",NA
"18",5
"19",NA
"20",NA
"21",NA
"22",40
"23",NA
"24",NA
"25",NA
"26",NA
"27",4
"28",1
"29",2
"30",NA
"31",NA
"32",NA
"33",NA
"34",1
"35",NA
"36",NA
"37",NA
"38",2
"39",NA
"40",NA
"41",NA
"42",0
"43",NA
"44",NA
"45",NA
"46",NA
"47",NA
"48",0
"49",NA
"50",0
"51",NA
"52",NA
"53",NA
"54",NA
"55",NA
"56",NA
"57",NA
"58",NA
"59",NA
"60",NA
"61",NA
"62",NA
"63",30
"64",8
"65",23
"66",NA
"67",23
"68",2059
"69",1442
"70",112
"71",NA
"72",1102
"73",221
"74",0
"75",NA
"76",3
"77",NA
"78",1
"79",3
"80",NA
"81",617
"82",463
"83",8
"84",NA
"85",NA
"86",125
"87",NA
"88",0
"89",21
"90",NA
"91",NA
"92",NA
"93",199
"94",190
"95",NA
"96",36
"97",NA
"98",NA
"99",105
"100",NA
"101",0
"102",NA
"103",NA
"104",3
"105",NA
"106",46
"107",NA
"108",9
"109",NA
"110",NA
"111",NA
"112",5
"113",4
"114",NA
"115",NA
"116",NA
"117",NA
"118",NA
"119",1860
"120",80
"121",NA
"122",NA
"123",-22
"124",NA
"125",1802
"126",-26
"127",23
"128",NA
"129",31
"130",4
"131",0
"132",NA
"133",14
"134",1
"135",NA
"136",NA
"137",NA
"138",NA
"139",NA
"140",NA
"141",NA
"142",NA
"143",NA
"144",NA
"145",NA
"146",NA
"147",51
"148",NA
"149",NA
"150",NA
"151",NA
"152",NA
"153",NA
"154",NA
"155",NA
"156",NA
"157",NA
"158",NA
"159",NA
"160",-25
"161",-100
"162",75
"163",NA
"164",NA
"165",-22
"166",-4
"167",NA
"168",NA
"169",NA
"170",NA
"171",NA
"172",-4
"173",NA
"174",13
"175",1621
"176",1620
"177",NA
"178",NA
"179",NA
"180",0
"181",NA
"182",NA
"183",NA
"184",0
"185",NA
"186",NA
"187",NA
"188",1
"189",1609
"190",1603
"191",NA
"192",NA
"193",NA
"194",NA
"195",NA
"196",NA
"197",4
"198",2
"199",NA
"200",NA
"201",NA
"202",0
"203",13
"204",673
"205",NA
"206",673
"207",NA
"208",NA
"209",NA
"210",NA
"211",NA
"212",NA
"213",NA
"214",NA
"215",NA
"216",653
"217",NA
"218",653
"219",NA
"220",NA
"221",NA
"222",NA
"223",NA
"224",NA
"225",NA
"226",NA
"227",-8
"228",NA
"229",NA
"230",NA
"231",-1
"232",3
"233",3
