"","X2019.12","X2020.12","X2021.12","X2022.12"
"매출액",871,1209,1273,1162
"매출원가",641,794,860,875
"매출총이익",230,415,413,287
"판매비와관리비",313,306,305,276
"인건비",147,154,148,123
"유무형자산상각비",22,18,19,16
"연구개발비",8,9,7,6
"광고선전비",27,15,12,12
"판매비",24,18,25,29
"관리비",83,89,92,86
"기타원가성비용",NA,NA,NA,NA
"기타",3,2,3,4
"영업이익",-82,109,108,11
"영업이익(발표기준)",-82,109,108,11
"금융수익",3,6,8,8
"이자수익",1,1,3,3
"배당금수익",0,NA,NA,NA
"외환이익",3,6,6,2
"대손충당금환입액",NA,NA,NA,NA
"매출채권처분이익",NA,NA,NA,NA
"당기손익-공정가치측정 금융자산관련이익",NA,NA,NA,NA
"금융자산처분이익",NA,NA,NA,NA
"금융자산평가이익",0,NA,NA,NA
"금융자산손상차손환입",NA,NA,NA,NA
"파생상품이익",NA,NA,NA,NA
"기타금융수익",NA,NA,NA,4
"금융원가",32,30,8,34
"이자비용",23,20,5,10
"외환손실",8,10,2,2
"대손상각비",NA,NA,NA,NA
"당기손익-공정가치측정 금융자산관련손실",NA,NA,NA,NA
"매출채권처분손실",NA,NA,NA,NA
"금융자산처분손실",NA,NA,NA,NA
"금융자산평가손실",NA,NA,NA,19
"금융자산손상차손",NA,NA,NA,NA
"파생상품손실",NA,NA,NA,NA
"기타금융원가",NA,NA,NA,4
"기타수익",6,95,9,9
"재고자산감모손실환입",NA,NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA,NA
"당기손익-공정가치측정 금융자산평가이익",NA,NA,NA,NA
"자산처분(폐기)이익",1,47,0,0
"자산평가이익",NA,NA,NA,NA
"자산손상차손환입",NA,36,NA,NA
"임대료수익",5,5,3,2
"로열티수익",NA,NA,NA,NA
"수수료수익",NA,NA,NA,NA
"대손충당금환입",NA,3,2,3
"충당부채환입액",NA,NA,NA,NA
"기타비용",28,39,3,3
"재고자산감모손실",NA,NA,NA,NA
"재고자산폐기(처분)손실",1,NA,NA,NA
"당기손익-공정가치측정 금융자산평가손실",NA,NA,NA,NA
"자산처분(폐기)손실",1,1,2,1
"자산평가손실",NA,NA,NA,NA
"자산손상차손",20,36,NA,0
"기타대손상각비",5,1,0,0
"충당부채전입액",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",100,-2,-55,-48
"지분법손익",100,-2,-55,-48
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA,NA
"세전계속사업이익",-33,140,61,-56
"법인세비용",50,-4,17,-6
"계속영업이익",-83,144,44,-50
"중단영업이익",NA,NA,NA,NA
"당기순이익",-83,144,44,-50
"지배주주순이익",-78,144,44,-50
"비지배주주순이익",-6,NA,NA,NA
"자산",1467,1281,1229,1427
"유동자산",472,357,367,566
"재고자산",114,156,177,179
"유동생물자산",NA,NA,NA,NA
"유동금융자산",14,40,6,63
"매출채권및기타유동채권",79,48,21,36
"당기법인세자산",0,0,2,5
"계약자산",0,NA,NA,NA
"반품(환불)자산",NA,NA,NA,NA
"배출권",NA,NA,NA,NA
"기타유동자산",23,31,73,111
"현금및현금성자산",26,82,89,171
"매각예정비유동자산및처분자산집단",215,NA,NA,NA
"비유동자산",996,924,861,860
"유형자산",421,413,406,405
"무형자산",18,9,7,11
"비유동생물자산",NA,NA,NA,NA
"투자부동산",NA,NA,NA,NA
"장기금융자산",19,8,2,21
"관계기업등지분관련투자자산",508,443,407,358
"장기매출채권및기타비유동채권",16,15,16,26
"이연법인세자산",NA,14,5,14
"장기당기법인세자산",NA,NA,NA,NA
"기타비유동자산",14,21,18,26
"기타금융업자산",NA,NA,NA,NA
"부채",672,330,239,492
"유동부채",629,290,201,461
"단기사채",NA,NA,NA,NA
"단기차입금",530,178,100,364
"유동성장기부채",3,NA,NA,NA
"유동금융부채",9,12,10,10
"매입채무및기타유동채무",74,54,42,42
"유동종업원급여충당부채",NA,NA,NA,NA
"기타단기충당부채",NA,NA,NA,2
"당기법인세부채",NA,5,1,NA
"계약부채",12,38,47,41
"반품(환불)부채",NA,NA,NA,NA
"배출부채",NA,NA,NA,NA
"기타유동부채",3,3,1,1
"매각예정으로분류된처분자산집단에포함된부채",NA,NA,NA,NA
"비유동부채",43,40,38,32
"사채",NA,NA,NA,NA
"장기차입금",5,NA,NA,NA
"비유동금융부채",29,36,33,30
"장기매입채무및기타비유동채무",NA,NA,NA,NA
"비유동종업원급여충당부채",8,2,2,2
