"","X2019.12","X2020.12","X2021.12"
"영업수익",42682,44930,45146
"보험료수익",30437,32047,32267
"재보험수익",NA,NA,NA
"재보험금수익",7030,7150,7452
"이자수익",2930,2832,2977
"수수료수익",106,57,70
"금융상품관련이익",149,95,74
"배당금수익",936,976,985
"위험회피회계파생상품관련이익",236,906,15
"외환거래이익",456,103,1014
"대출채권평가및처분이익",39,19,1
"기타금융자산관련이익",300,682,188
"기타영업수익",65,62,103
"영업비용",42238,44671,44375
"보험계약부채(책임준비금)전입액",5490,5303,5014
"비상위험준비금전입액",NA,NA,NA
"지급보험금",NA,NA,NA
"보험금비용",14384,15297,16654
"배당금비용",9,9,9
"환급금비용",7308,8441,7370
"손해조사비",673,687,686
"재보험비용",NA,NA,NA
"재보험료비용",7288,7559,7597
"사업비",2970,3260,3583
"신계약비상각비",2836,2596,1957
"재산관리비",88,82,89
"이자비용",215,196,209
"수수료비용",NA,NA,NA
"금융상품관련손실",86,48,64
"위험회피회계파생상품관련손실",758,447,1026
"외환거래손실",9,702,20
"대출채권평가및처분손실",84,NA,17
"기타금융자산관련손실",31,37,74
"기타영업비용",9,9,7
"영업이익",444,259,771
"영업외수익",14,20,55
"상각채권추심이익",NA,NA,NA
"대손충당금환입액",NA,NA,NA
"유가증권처분이익",NA,NA,NA
"유가증권손상차손환입",NA,NA,NA
"파생상품이익",NA,NA,NA
"종속기업,공동지배기업및관계기업관련이익",NA,NA,NA
"자산처분이익",NA,0,1
"자산재평가이익",NA,6,NA
"자산손상차손환입",NA,NA,NA
"사채상환이익",NA,NA,NA
"충당부채환입액",NA,NA,NA
"수입수수료",NA,NA,NA
"임대료",NA,NA,NA
"자산수증이익",NA,NA,NA
"보험차익",NA,NA,NA
"법인세환급액",NA,NA,NA
"전기오류수정이익",NA,NA,NA
"퇴직연금운용이익",NA,NA,NA
"보험수리적이익",NA,NA,NA
"기타영업외수익",14,14,55
"영업외비용",18,15,14
"기타대손상각비",NA,NA,NA
"유가증권처분손실",NA,NA,NA
"유가증권손상차손",NA,NA,NA
"파생상품손실",NA,NA,NA
"종속기업,공동지배기업및관계기업관련손실",NA,NA,NA
"자산처분손실",0,0,0
"자산손상차손",NA,NA,NA
"자산재평가손실",NA,NA,NA
"사채상환손실",NA,NA,NA
"충당부채전입액",8,5,3
"지급수수료",NA,NA,NA
"기부금",2,3,1
"법인세추납액",NA,NA,NA
"전기오류수정손실",NA,NA,NA
"퇴직연금운용손실",NA,NA,NA
"보험수리적손실",NA,NA,NA
"기타영업외비용",8,7,9
"세전계속사업이익",440,264,813
"법인세비용",56,37,193
"계속영업이익",384,227,620
"중단영업이익",NA,NA,NA
"당기순이익",384,227,620
"자산",126485,132112,137623
"현금및예치금",1810,842,903
"당기손익인식(지정)금융자산",795,364,NA
"당기손익-공정가치측정 금융자산",NA,NA,NA
"단기매매금융자산",2012,1670,1688
"매매목적파생상품자산",40,32,31
"위험회피파생상품자산",106,790,13
"매도가능금융자산",33394,40091,32495
"기타포괄손익-공정가치측정 금융자산",NA,NA,NA
"만기보유금융자산",44019,44297,56061
"상각후원가측정 유가증권",NA,NA,NA
"관계기업등지분관련투자자산",NA,NA,NA
"기타유가증권",NA,NA,NA
"상각후원가측정 금융자산",NA,NA,NA
"대출채권",30561,29773,32041
"*대출채권명목금액",30606,29862,32227
"*대손충당금",70,35,34
"*현재가치할인차금",1,1,0
"*이연대출부대(수익)비용",25,-53,-151
"기타금융업자산",NA,NA,NA
"유형자산",1020,1271,1379
"무형자산",278,653,654
"투자부동산",1053,1029,1022
"비업무용자산",NA,NA,NA
"이연법인세자산",NA,NA,NA
"당기법인세자산",207,214,38
"기타자산",11187,11081,11292
"특별계정자산",5,5,5
"부채",119366,124874,130716
"당기손익인식(지정)금융부채",NA,NA,NA
"당기손익-공정가치측정 금융부채",NA,NA,NA
"단기매매금융부채",NA,NA,NA
"매도파생결합증권",NA,NA,NA
"매매목적파생상품부채",63,59,56
"위험회피파생상품부채",189,96,971
"보험계약부채(책임준비금)",111342,116644,121658
"*보험계약부채명목금액",111342,116644,121658
"*출재보험준비금",NA,NA,NA
"계약자지분조정",NA,NA,NA
"비상위험준비금",NA,NA,NA
"차입부채",3846,3844,3844
"기타금융업부채",NA,NA,NA
"비유동종업원급여충당부채",0,0,2
"기타충당부채",69,71,70
"이연법인세부채",374,377,127
