"","."
"1",3908
"2",3132
"3",776
"4",593
"5",147
"6",17
"7",NA
"8",0
"9",337
"10",92
"11",NA
"12",NA
"13",183
"14",183
"15",3
"16",2
"17",NA
"18",NA
"19",NA
"20",NA
"21",NA
"22",1
"23",NA
"24",NA
"25",NA
"26",NA
"27",91
"28",90
"29",NA
"30",NA
"31",NA
"32",NA
"33",NA
"34",1
"35",NA
"36",NA
"37",NA
"38",134
"39",NA
"40",NA
"41",NA
"42",10
"43",NA
"44",NA
"45",0
"46",NA
"47",0
"48",NA
"49",NA
"50",105
"51",NA
"52",NA
"53",NA
"54",3
"55",NA
"56",NA
"57",NA
"58",NA
"59",-1
"60",-1
"61",NA
"62",NA
"63",122
"64",32
"65",91
"66",NA
"67",91
"68",91
"69",NA
"70",4708
"71",1730
"72",814
"73",NA
"74",66
"75",667
"76",11
"77",NA
"78",NA
"79",NA
"80",125
"81",47
"82",NA
"83",2978
"84",2578
"85",74
"86",NA
"87",NA
"88",29
"89",78
"90",NA
"91",64
"92",NA
"93",156
"94",NA
"95",3969
"96",2983
"97",NA
"98",1181
"99",216
"100",28
"101",1368
"102",NA
"103",NA
"104",31
"105",NA
"106",NA
"107",NA
"108",158
"109",NA
"110",987
"111",57
"112",443
"113",76
"114",23
"115",313
"116",NA
"117",57
"118",NA
"119",17
"120",NA
"121",739
"122",739
"123",234
"124",NA
"125",224
"126",0
"127",70
"128",211
"129",NA
"130",446
"131",91
"132",NA
"133",568
"134",35
"135",1
"136",NA
"137",310
"138",14
"139",NA
"140",NA
"141",NA
"142",NA
"143",NA
"144",NA
"145",NA
"146",NA
"147",NA
"148",1
"149",NA
"150",NA
"151",58
"152",NA
"153",NA
"154",NA
"155",NA
"156",NA
"157",NA
"158",NA
"159",NA
"160",NA
"161",NA
"162",NA
"163",NA
"164",-135
"165",-203
"166",68
"167",NA
"168",NA
"169",466
"170",-20
"171",NA
"172",NA
"173",NA
"174",NA
"175",NA
"176",-20
"177",NA
"178",-226
"179",224
"180",NA
"181",NA
"182",NA
"183",NA
"184",NA
"185",NA
"186",126
"187",NA
"188",98
"189",NA
"190",NA
"191",NA
"192",NA
"193",451
"194",NA
"195",NA
"196",NA
"197",NA
"198",NA
"199",120
"200",NA
"201",317
"202",14
"203",NA
"204",NA
"205",NA
"206",2
"207",-246
"208",2196
"209",NA
"210",2196
"211",NA
"212",NA
"213",NA
"214",NA
"215",NA
"216",NA
"217",NA
"218",NA
"219",NA
"220",2354
"221",NA
"222",2317
"223",NA
"224",NA
"225",37
"226",NA
"227",NA
"228",NA
"229",NA
"230",NA
"231",-88
"232",NA
"233",NA
"234",2
"235",-25
"236",72
"237",47
