"","."
"1",337
"2",306
"3",31
"4",24
"5",14
"6",1
"7",NA
"8",NA
"9",3
"10",5
"11",NA
"12",1
"13",7
"14",7
"15",14
"16",6
"17",NA
"18",NA
"19",NA
"20",NA
"21",NA
"22",3
"23",5
"24",NA
"25",NA
"26",NA
"27",44
"28",3
"29",NA
"30",NA
"31",NA
"32",NA
"33",1
"34",40
"35",NA
"36",NA
"37",NA
"38",25
"39",NA
"40",NA
"41",NA
"42",NA
"43",NA
"44",NA
"45",NA
"46",NA
"47",NA
"48",NA
"49",NA
"50",41
"51",NA
"52",NA
"53",NA
"54",NA
"55",NA
"56",NA
"57",NA
"58",NA
"59",NA
"60",NA
"61",NA
"62",NA
"63",-39
"64",-9
"65",-30
"66",NA
"67",-30
"68",-30
"69",0
"70",2468
"71",1124
"72",534
"73",NA
"74",199
"75",142
"76",NA
"77",NA
"78",NA
"79",NA
"80",NA
"81",248
"82",NA
"83",1344
"84",522
"85",8
"86",NA
"87",282
"88",470
"89",NA
"90",20
"91",42
"92",NA
"93",NA
"94",NA
"95",520
"96",466
"97",NA
"98",214
"99",12
"100",5
"101",186
"102",NA
"103",39
"104",9
"105",NA
"106",NA
"107",NA
"108",NA
"109",NA
"110",54
"111",NA
"112",NA
"113",6
"114",5
"115",41
"116",NA
"117",NA
"118",NA
"119",2
"120",NA
"121",1948
"122",1941
"123",212
"124",NA
"125",961
"126",-138
"127",-59
"128",965
"129",8
"130",26
"131",-30
"132",NA
"133",76
"134",4
"135",NA
"136",NA
"137",12
"138",NA
"139",NA
"140",NA
"141",NA
"142",NA
"143",NA
"144",NA
"145",NA
"146",NA
"147",NA
"148",NA
"149",NA
"150",NA
"151",24
"152",NA
"153",NA
"154",NA
"155",NA
"156",NA
"157",NA
"158",NA
"159",NA
"160",NA
"161",NA
"162",NA
"163",NA
"164",3
"165",52
"166",-50
"167",NA
"168",NA
"169",24
"170",2
"171",6
"172",-3
"173",NA
"174",NA
"175",NA
"176",-1
"177",NA
"178",-172
"179",49
"180",48
"181",NA
"182",NA
"183",NA
"184",NA
"185",NA
"186",NA
"187",NA
"188",NA
"189",NA
"190",NA
"191",NA
"192",1
"193",221
"194",71
"195",NA
"196",NA
"197",NA
"198",NA
"199",147
"200",NA
"201",3
"202",NA
"203",NA
"204",0
"205",NA
"206",NA
"207",-34
"208",NA
"209",NA
"210",NA
"211",NA
"212",NA
"213",NA
"214",NA
"215",NA
"216",NA
"217",NA
"218",NA
"219",NA
"220",34
"221",NA
"222",32
"223",NA
"224",0
"225",2
"226",NA
"227",NA
"228",NA
"229",NA
"230",NA
"231",NA
"232",NA
"233",NA
"234",-13
"235",-193
"236",442
"237",248
