"","X2019.12","X2020.12","X2021.12"
"매출액",3223,3493,4715
"매출원가",2982,3215,4524
"매출총이익",241,278,191
"판매비와관리비",134,160,149
"인건비",60,69,75
"유무형자산상각비",9,8,12
"연구개발비",NA,NA,NA
"광고선전비",1,3,10
"판매비",13,30,-9
"관리비",49,50,60
"기타원가성비용",NA,NA,NA
"기타",1,1,1
"영업이익",107,118,42
"영업이익(발표기준)",107,118,42
"금융수익",34,36,44
"이자수익",8,5,9
"배당금수익",5,4,10
"외환이익",2,1,5
"대손충당금환입액",NA,NA,NA
"매출채권처분이익",NA,NA,NA
"당기손익-공정가치측정 금융자산관련이익",NA,NA,NA
"금융자산처분이익",0,NA,NA
"금융자산평가이익",19,25,20
"금융자산손상차손환입",NA,NA,NA
"파생상품이익",NA,NA,NA
"기타금융수익",NA,NA,NA
"금융원가",27,44,25
"이자비용",4,4,5
"외환손실",1,3,2
"대손상각비",NA,NA,NA
"당기손익-공정가치측정 금융자산관련손실",NA,NA,NA
"매출채권처분손실",NA,NA,NA
"금융자산처분손실",NA,NA,NA
"금융자산평가손실",22,37,18
"금융자산손상차손",NA,NA,NA
"파생상품손실",NA,NA,NA
"기타금융원가",NA,NA,NA
"기타수익",7,8,3
"재고자산감모손실환입",NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA
"당기손익-공정가치측정 금융자산평가이익",NA,NA,NA
"자산처분(폐기)이익",0,0,NA
"자산평가이익",NA,NA,NA
"자산손상차손환입",NA,NA,NA
"임대료수익",0,NA,1
"로열티수익",NA,NA,NA
"수수료수익",NA,NA,NA
"대손충당금환입",NA,NA,NA
"충당부채환입액",NA,NA,NA
"기타비용",74,136,128
"재고자산감모손실",NA,NA,NA
"재고자산폐기(처분)손실",1,3,NA
"당기손익-공정가치측정 금융자산평가손실",NA,NA,NA
"자산처분(폐기)손실",4,4,0
"자산평가손실",NA,NA,NA
"자산손상차손",37,41,35
"기타대손상각비",30,86,91
"충당부채전입액",NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",-3,0,-31
"지분법손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA
"세전계속사업이익",44,-19,-96
"법인세비용",30,23,-6
"계속영업이익",14,-42,-89
"중단영업이익",NA,NA,NA
"당기순이익",14,-42,-89
"지배주주순이익",14,-42,-89
"비지배주주순이익",NA,NA,NA
"자산",2798,2806,3916
"유동자산",1157,1285,2617
"재고자산",29,37,77
"유동생물자산",NA,NA,NA
"유동금융자산",229,406,724
"매출채권및기타유동채권",474,430,975
"당기법인세자산",NA,NA,NA
"계약자산",4,4,5
"반품(환불)자산",6,4,1
"배출권",NA,NA,NA
"기타유동자산",41,9,50
"현금및현금성자산",370,394,783
"매각예정비유동자산및처분자산집단",5,1,1
"비유동자산",1641,1522,1298
"유형자산",221,210,203
"무형자산",392,311,309
"비유동생물자산",NA,NA,NA
"투자부동산",NA,NA,NA
"장기금융자산",368,383,373
"관계기업등지분관련투자자산",1,89,9
"장기매출채권및기타비유동채권",13,8,18
"이연법인세자산",43,55,66
"장기당기법인세자산",NA,NA,NA
"기타비유동자산",603,465,319
"기타금융업자산",NA,NA,NA
"부채",748,867,1733
"유동부채",624,735,1597
"단기사채",NA,NA,NA
"단기차입금",NA,NA,NA
"유동성장기부채",NA,NA,NA
"유동금융부채",19,20,23
"매입채무및기타유동채무",521,609,1096
"유동종업원급여충당부채",NA,NA,NA
"기타단기충당부채",9,7,NA
"당기법인세부채",10,6,2
"계약부채",NA,NA,NA
"반품(환불)부채",NA,NA,7
"배출부채",NA,NA,NA
"기타유동부채",66,94,470
"매각예정으로분류된처분자산집단에포함된부채",NA,NA,NA
"비유동부채",124,132,136
