"","X2019.12","X2020.12","X2021.12","X2022.12"
"매출액",55801,44322,48631,41349
"매출원가",15005,12654,13626,13375
"매출총이익",40796,31668,35005,27974
"판매비와관리비",36518,30238,31571,25832
"인건비",6349,6566,6355,5778
"유무형자산상각비",4078,3841,2864,2084
"연구개발비",964,891,1039,970
"광고선전비",6522,5109,6050,5024
"판매비",1023,943,1031,1031
"관리비",14986,11323,12473,9376
"기타원가성비용",NA,NA,NA,NA
"기타",2596,1565,1760,1568
"영업이익",4278,1430,3434,2142
"영업이익(발표기준)",4278,1430,3434,2142
"금융수익",147,119,105,228
"이자수익",129,65,60,89
"배당금수익",NA,NA,NA,NA
"외환이익",NA,NA,NA,NA
"대손충당금환입액",NA,NA,NA,NA
"매출채권처분이익",NA,NA,NA,NA
"당기손익-공정가치측정 금융자산관련이익",NA,NA,NA,NA
"금융자산처분이익",NA,NA,NA,NA
"금융자산평가이익",18,NA,NA,NA
"금융자산손상차손환입",NA,NA,NA,NA
"파생상품이익",NA,NA,NA,NA
"기타금융수익",NA,NA,NA,NA
"금융원가",200,170,114,344
"이자비용",200,170,114,123
"외환손실",NA,NA,NA,NA
"대손상각비",NA,NA,NA,NA
"당기손익-공정가치측정 금융자산관련손실",NA,NA,NA,222
"매출채권처분손실",NA,NA,NA,NA
"금융자산처분손실",NA,NA,NA,NA
"금융자산평가손실",NA,NA,NA,NA
"금융자산손상차손",NA,NA,NA,NA
"파생상품손실",NA,NA,NA,NA
"기타금융원가",NA,NA,NA,NA
"기타수익",787,830,590,970
"재고자산감모손실환입",NA,NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA,NA
"당기손익-공정가치측정 금융자산평가이익",NA,NA,NA,NA
"자산처분(폐기)이익",22,221,17,196
"자산평가이익",NA,NA,NA,NA
"자산손상차손환입",NA,NA,NA,31
"임대료수익",NA,NA,NA,NA
"로열티수익",NA,NA,NA,NA
"수수료수익",NA,NA,NA,NA
"대손충당금환입",NA,NA,NA,NA
"충당부채환입액",NA,NA,NA,NA
"기타비용",1304,1963,1045,840
"재고자산감모손실",NA,NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA,NA
"당기손익-공정가치측정 금융자산평가손실",NA,NA,NA,NA
"자산처분(폐기)손실",185,243,146,94
"자산평가손실",NA,NA,NA,NA
"자산손상차손",622,596,510,12
"기타대손상각비",NA,NA,NA,NA
"충당부채전입액",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",-3,7,9,89
"지분법손익",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA,NA
"세전계속사업이익",3706,253,2979,2245
"법인세비용",1468,34,1170,952
"계속영업이익",2238,219,1809,1293
"중단영업이익",NA,NA,NA,NA
"당기순이익",2238,219,1809,1293
"지배주주순이익",2388,351,1937,1345
"비지배주주순이익",-150,-133,-128,-52
"자산",59890,57019,61167,58018
"유동자산",18031,18257,20185,17350
"재고자산",4526,4145,4932,4089
"유동생물자산",NA,NA,NA,NA
"유동금융자산",2107,2267,5956,4992
"매출채권및기타유동채권",3962,3063,3347,3175
"당기법인세자산",40,192,33,16
"계약자산",NA,NA,NA,NA
"반품(환불)자산",NA,NA,NA,NA
"배출권",NA,NA,NA,NA
"기타유동자산",660,653,500,383
"현금및현금성자산",6736,7937,5377,4496
"매각예정비유동자산및처분자산집단",NA,NA,41,199
"비유동자산",41859,38762,40982,40668
"유형자산",26618,25663,25414,24753
"무형자산",2265,2088,2017,3578
"비유동생물자산",NA,NA,NA,NA
"투자부동산",4930,4888,5342,5033
"장기금융자산",462,404,1731,518
"관계기업등지분관련투자자산",22,525,2384,2473
"장기매출채권및기타비유동채권",1190,785,690,499
"이연법인세자산",727,829,846,579
"장기당기법인세자산",NA,NA,NA,NA
"기타비유동자산",5645,3580,2558,3236
"기타금융업자산",NA,NA,NA,NA
"부채",14902,12375,13724,10225
"유동부채",10666,9659,11575,8311
"단기사채",NA,NA,NA,NA
"단기차입금",528,1542,1991,2234
"유동성장기부채",465,NA,NA,NA
"유동금융부채",1976,1329,948,690
"매입채무및기타유동채무",6224,6078,7117,4067
"유동종업원급여충당부채",90,57,64,289
"기타단기충당부채",39,29,25,17
"당기법인세부채",674,61,900,411
"계약부채",501,423,375,366
"반품(환불)부채",63,59,61,66
"배출부채",NA,NA,NA,NA
"기타유동부채",106,83,95,171
"매각예정으로분류된처분자산집단에포함된부채",NA,NA,NA,NA
"비유동부채",4236,2716,2149,1914
"사채",NA,NA,NA,NA
"장기차입금",NA,NA,NA,NA
"비유동금융부채",2679,1337,962,648
"장기매입채무및기타비유동채무",313,252,235,214
"비유동종업원급여충당부채",111,118,78,79
"기타장기충당부채",114,107,78,59
"이연법인세부채",1017,901,795,913
"장기당기법인세부채",NA,NA,NA,NA
"기타비유동부채",1,1,1,1
"기타금융업부채",NA,NA,NA,NA
"자본",44988,44644,47443,47793
"지배기업주주지분",44895,44679,47610,47986
"자본금",345,345,345,345
"신종자본증권",NA,NA,NA,NA
"자본잉여금",7235,7235,7958,7916
"기타자본",-1176,-1176,-190,-181
"기타포괄손익누계액",-247,-203,119,-195
"이익잉여금(결손금)",38738,38477,39378,40101
"비지배주주지분",93,-35,-167,-193
"영업활동으로인한현금흐름",7183,5544,6914,1510
"당기순손익",2238,219,1809,1293
"법인세비용차감전계속사업이익",NA,NA,NA,NA
