"","."
"1",42
"2",23
"3",19
"4",30
"5",19
"6",2
"7",NA
"8",0
"9",0
"10",8
"11",NA
"12",NA
"13",-11
"14",-11
"15",0
"16",0
"17",NA
"18",NA
"19",NA
"20",NA
"21",NA
"22",0
"23",NA
"24",NA
"25",NA
"26",NA
"27",2
"28",2
"29",NA
"30",NA
"31",NA
"32",NA
"33",NA
"34",NA
"35",NA
"36",NA
"37",NA
"38",3
"39",NA
"40",NA
"41",NA
"42",NA
"43",NA
"44",NA
"45",NA
"46",NA
"47",NA
"48",0
"49",NA
"50",6
"51",NA
"52",NA
"53",NA
"54",NA
"55",NA
"56",NA
"57",NA
"58",NA
"59",NA
"60",NA
"61",NA
"62",NA
"63",-16
"64",0
"65",-16
"66",NA
"67",-16
"68",-16
"69",0
"70",417
"71",228
"72",160
"73",NA
"74",0
"75",53
"76",0
"77",NA
"78",NA
"79",NA
"80",2
"81",14
"82",NA
"83",188
"84",161
"85",11
"86",NA
"87",NA
"88",4
"89",NA
"90",NA
"91",11
"92",NA
"93",1
"94",NA
"95",185
"96",101
"97",NA
"98",55
"99",9
"100",NA
"101",29
"102",NA
"103",NA
"104",0
"105",NA
"106",5
"107",NA
"108",2
"109",NA
"110",84
"111",17
"112",31
"113",36
"114",NA
"115",NA
"116",NA
"117",NA
"118",NA
"119",NA
"120",NA
"121",232
"122",232
"123",56
"124",NA
"125",236
"126",NA
"127",-1
"128",-59
"129",0
"130",-18
"131",-16
"132",NA
"133",14
"134",NA
"135",NA
"136",NA
"137",3
"138",0
"139",NA
"140",NA
"141",NA
"142",NA
"143",NA
"144",NA
"145",NA
"146",NA
"147",NA
"148",NA
"149",NA
"150",NA
"151",3
"152",NA
"153",NA
"154",NA
"155",NA
"156",NA
"157",NA
"158",NA
"159",NA
"160",NA
"161",NA
"162",NA
"163",0
"164",-12
"165",-33
"166",20
"167",NA
"168",NA
"169",-17
"170",-1
"171",0
"172",-1
"173",NA
"174",NA
"175",0
"176",NA
"177",NA
"178",-2
"179",20
"180",20
"181",0
"182",NA
"183",NA
"184",NA
"185",NA
"186",NA
"187",NA
"188",0
"189",NA
"190",NA
"191",NA
"192",NA
"193",22
"194",21
"195",NA
"196",NA
"197",NA
"198",NA
"199",NA
"200",NA
"201",1
"202",NA
"203",NA
"204",NA
"205",NA
"206",NA
"207",-2
"208",46
"209",NA
"210",46
"211",NA
"212",NA
"213",NA
"214",NA
"215",NA
"216",NA
"217",NA
"218",NA
"219",NA
"220",48
"221",NA
"222",16
"223",NA
"224",31
"225",1
"226",NA
"227",NA
"228",NA
"229",NA
"230",NA
"231",NA
"232",NA
"233",NA
"234",0
"235",-22
"236",36
"237",14
