"","."
"1",761
"2",638
"3",122
"4",83
"5",16
"6",4
"7",NA
"8",NA
"9",45
"10",18
"11",NA
"12",NA
"13",40
"14",40
"15",50
"16",43
"17",NA
"18",4
"19",NA
"20",NA
"21",NA
"22",NA
"23",NA
"24",NA
"25",NA
"26",3
"27",5
"28",1
"29",1
"30",NA
"31",NA
"32",NA
"33",NA
"34",NA
"35",NA
"36",NA
"37",3
"38",19
"39",NA
"40",NA
"41",NA
"42",NA
"43",NA
"44",NA
"45",0
"46",NA
"47",4
"48",NA
"49",NA
"50",15
"51",NA
"52",NA
"53",NA
"54",0
"55",NA
"56",NA
"57",NA
"58",NA
"59",38
"60",38
"61",NA
"62",NA
"63",127
"64",16
"65",111
"66",NA
"67",111
"68",103
"69",7
"70",6487
"71",2967
"72",407
"73",NA
"74",1730
"75",456
"76",NA
"77",NA
"78",NA
"79",NA
"80",162
"81",213
"82",NA
"83",3520
"84",1233
"85",10
"86",NA
"87",NA
"88",1034
"89",1228
"90",NA
"91",NA
"92",NA
"93",14
"94",NA
"95",1030
"96",753
"97",NA
"98",140
"99",NA
"100",12
"101",538
"102",NA
"103",NA
"104",14
"105",NA
"106",NA
"107",NA
"108",50
"109",NA
"110",277
"111",NA
"112",NA
"113",NA
"114",1
"115",117
"116",NA
"117",159
"118",NA
"119",NA
"120",NA
"121",5457
"122",4511
"123",50
"124",NA
"125",21
"126",NA
"127",142
"128",4297
"129",947
"130",328
"131",111
"132",NA
"133",97
"134",9
"135",NA
"136",NA
"137",59
"138",0
"139",NA
"140",NA
"141",NA
"142",NA
"143",NA
"144",3
"145",NA
"146",NA
"147",NA
"148",NA
"149",NA
"150",NA
"151",87
"152",3
"153",NA
"154",NA
"155",NA
"156",NA
"157",NA
"158",NA
"159",NA
"160",NA
"161",38
"162",NA
"163",NA
"164",196
"165",-5
"166",201
"167",NA
"168",NA
"169",316
"170",11
"171",33
"172",-1
"173",NA
"174",NA
"175",NA
"176",-21
"177",NA
"178",-741
"179",1581
"180",1238
"181",NA
"182",NA
"183",NA
"184",339
"185",NA
"186",NA
"187",NA
"188",3
"189",NA
"190",NA
"191",NA
"192",NA
"193",2321
"194",1616
"195",NA
"196",NA
"197",NA
"198",NA
"199",NA
"200",NA
"201",706
"202",0
"203",NA
"204",NA
"205",NA
"206",NA
"207",33
"208",90
"209",NA
"210",90
"211",NA
"212",NA
"213",NA
"214",NA
"215",NA
"216",NA
"217",NA
"218",NA
"219",NA
"220",55
"221",NA
"222",54
"223",NA
"224",NA
"225",1
"226",NA
"227",NA
"228",NA
"229",NA
"230",NA
"231",-3
"232",NA
"233",NA
"234",-1
"235",-381
"236",594
"237",213
