"","X2019.12","X2020.12","X2021.12"
"매출액",68868,38781,43397
"매출원가",66142,37970,39651
"매출총이익",2726,811,3746
"판매비와관리비",7083,3529,2814
"인건비",2033,1445,1267
"유무형자산상각비",208,249,207
"연구개발비",NA,NA,NA
"광고선전비",242,59,33
"판매비",1401,318,147
"관리비",3199,1458,1160
"기타원가성비용",NA,NA,NA
"기타",NA,NA,NA
"영업이익",-4357,-2718,932
"영업이익(발표기준)",-4357,-2718,932
"금융수익",105,89,222
"이자수익",105,89,222
"배당금수익",NA,NA,NA
"외환이익",NA,NA,NA
"대손충당금환입액",NA,NA,NA
"매출채권처분이익",NA,NA,NA
"당기손익-공정가치측정 금융자산관련이익",NA,NA,NA
"금융자산처분이익",NA,NA,NA
"금융자산평가이익",NA,NA,NA
"금융자산손상차손환입",NA,NA,NA
"파생상품이익",NA,NA,NA
"기타금융수익",NA,NA,NA
"금융원가",3475,3796,3361
"이자비용",3475,3793,3361
"외환손실",NA,NA,NA
"대손상각비",NA,NA,NA
"당기손익-공정가치측정 금융자산관련손실",NA,NA,NA
"매출채권처분손실",NA,NA,NA
"금융자산처분손실",NA,NA,NA
"금융자산평가손실",NA,NA,NA
"금융자산손상차손",NA,NA,NA
"파생상품손실",NA,NA,NA
"기타금융원가",NA,4,NA
"기타수익",1586,5640,1353
"재고자산감모손실환입",NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA
"당기손익-공정가치측정 금융자산평가이익",9,16,27
"자산처분(폐기)이익",65,5,14
"자산평가이익",NA,NA,NA
"자산손상차손환입",NA,NA,NA
"임대료수익",NA,NA,NA
"로열티수익",NA,NA,NA
"수수료수익",NA,NA,NA
"대손충당금환입",NA,NA,NA
"충당부채환입액",NA,NA,NA
"기타비용",4302,3641,5460
"재고자산감모손실",NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA
"당기손익-공정가치측정 금융자산평가손실",212,33,1
"자산처분(폐기)손실",176,96,61
"자산평가손실",NA,NA,NA
"자산손상차손",295,189,219
"기타대손상각비",NA,21,28
"충당부채전입액",NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",32,-78,-83
"지분법손익",NA,-71,-83
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA
"세전계속사업이익",-10412,-4504,-6396
"법인세비용",-2552,262,-452
"계속영업이익",-7860,-4766,-5944
"중단영업이익",-319,-264,776
"당기순이익",-8179,-5030,-5168
"지배주주순이익",-7853,-3998,-3625
"비지배주주순이익",-326,-1032,-1543
"자산",135034,138515,130827
"유동자산",15608,23862,25653
"재고자산",2255,1934,1813
"유동생물자산",NA,NA,NA
"유동금융자산",4248,5189,9755
"매출채권및기타유동채권",4228,4057,5635
"당기법인세자산",39,39,35
"계약자산",NA,NA,NA
"반품(환불)자산",NA,NA,NA
"배출권",NA,NA,NA
"기타유동자산",2896,1074,1209
"현금및현금성자산",1942,5028,7205
"매각예정비유동자산및처분자산집단",NA,6542,NA
"비유동자산",119427,114652,105174
"유형자산",103577,95326,87049
"무형자산",2044,804,708
"비유동생물자산",NA,NA,NA
"투자부동산",204,NA,NA
"장기금융자산",6764,4086,2646
"관계기업등지분관련투자자산",1131,1046,925
"장기매출채권및기타비유동채권",NA,12,131
"이연법인세자산",4861,4436,6270
"장기당기법인세자산",NA,NA,NA
"기타비유동자산",846,8941,7443
"기타금융업자산",NA,NA,NA
"부채",125951,127621,125616
"유동부채",45584,52472,52393
"단기사채",NA,NA,NA
"단기차입금",9133,26140,25830
"유동성장기부채",13646,10158,9064
"유동금융부채",2091,4,NA
"매입채무및기타유동채무",12435,8012,12325
"유동종업원급여충당부채",NA,NA,NA
"기타단기충당부채",1324,1384,1110
"당기법인세부채",59,142,1448
"계약부채",NA,NA,NA
"반품(환불)부채",NA,NA,NA
"배출부채",NA,NA,NA
"기타유동부채",6895,2255,2615
"매각예정으로분류된처분자산집단에포함된부채",NA,4377,NA
"비유동부채",80367,75149,73223
"사채",4047,1243,299
"장기차입금",511,2422,2416
"비유동금융부채",50781,44657,43234
"장기매입채무및기타비유동채무",60,51,1
