"","Price"
"2013-03-11",2716
"2013-03-12",2707
"2013-03-13",2702
"2013-03-14",2833
"2013-03-15",2777
"2013-03-18",2553
"2013-03-19",2590
"2013-03-20",2585
"2013-03-21",2581
"2013-03-22",2669
"2013-03-25",2641
"2013-03-26",2847
"2013-03-27",2828
"2013-03-28",2758
"2013-03-29",2968
"2013-04-01",2996
"2013-04-02",2917
"2013-04-03",3029
"2013-04-04",3061
"2013-04-05",2987
"2013-04-08",2865
"2013-04-09",2697
"2013-04-10",2721
"2013-04-11",2982
"2013-04-12",3089
"2013-04-15",3108
"2013-04-16",3159
"2013-04-17",3239
"2013-04-18",3201
"2013-04-19",3173
"2013-04-22",3164
"2013-04-23",3262
"2013-04-24",3239
"2013-04-25",3169
"2013-04-26",3201
"2013-04-29",3201
"2013-04-30",3323
"2013-05-02",3197
"2013-05-03",3211
"2013-05-06",3108
"2013-05-07",3117
"2013-05-08",3211
"2013-05-09",3155
"2013-05-10",3005
"2013-05-13",2991
"2013-05-14",2987
"2013-05-15",3047
"2013-05-16",3206
"2013-05-20",3225
"2013-05-21",3267
"2013-05-22",3248
"2013-05-23",3234
"2013-05-24",3257
"2013-05-27",3351
"2013-05-28",3341
"2013-05-29",3463
"2013-05-30",3337
"2013-05-31",3267
"2013-06-03",3262
"2013-06-04",3229
"2013-06-05",3117
"2013-06-07",3001
"2013-06-10",3085
"2013-06-11",3131
"2013-06-12",3061
"2013-06-13",3005
"2013-06-14",2959
"2013-06-17",2707
"2013-06-18",2795
"2013-06-19",2800
"2013-06-20",2777
"2013-06-21",2702
"2013-06-24",2679
"2013-06-25",2567
"2013-06-26",2884
"2013-06-27",2907
"2013-06-28",3005
"2013-07-01",3136
"2013-07-02",3206
"2013-07-03",3206
"2013-07-04",3173
"2013-07-05",3229
"2013-07-08",3262
"2013-07-09",3229
"2013-07-10",3061
"2013-07-11",3061
"2013-07-12",3080
"2013-07-15",3127
"2013-07-16",3248
"2013-07-17",3220
"2013-07-18",3285
"2013-07-19",3173
"2013-07-22",3047
"2013-07-23",3019
"2013-07-24",2987
"2013-07-25",3043
"2013-07-26",2977
"2013-07-29",3075
"2013-07-30",3089
"2013-07-31",3206
"2013-08-01",3155
"2013-08-02",3183
"2013-08-05",3206
"2013-08-06",3145
"2013-08-07",3127
"2013-08-08",3131
"2013-08-09",3108
"2013-08-12",3029
"2013-08-13",2977
"2013-08-14",3001
"2013-08-16",2926
"2013-08-19",2912
"2013-08-20",2907
"2013-08-21",2884
"2013-08-22",2716
"2013-08-23",2819
"2013-08-26",2842
"2013-08-27",2800
"2013-08-28",2758
"2013-08-29",2935
"2013-08-30",2912
"2013-09-02",2931
"2013-09-03",2945
"2013-09-04",2926
"2013-09-05",2875
"2013-09-06",2842
"2013-09-09",2842
"2013-09-10",2842
"2013-09-11",2889
"2013-09-12",2889
"2013-09-13",2875
"2013-09-16",2828
"2013-09-17",2856
"2013-09-23",2875
"2013-09-24",2865
"2013-09-25",2898
"2013-09-26",2973
"2013-09-27",2973
"2013-09-30",2912
"2013-10-01",2861
"2013-10-02",3015
"2013-10-04",3229
"2013-10-07",3248
"2013-10-08",3327
"2013-10-10",3659
"2013-10-11",3640
"2013-10-14",3747
"2013-10-15",4107
"2013-10-16",4200
"2013-10-17",4265
"2013-10-18",4424
"2013-10-21",4377
"2013-10-22",4401
"2013-10-23",4256
"2013-10-24",4601
"2013-10-25",4900
"2013-10-28",5245
"2013-10-29",5413
"2013-10-30",5423
"2013-10-31",5217
"2013-11-01",5488
"2013-11-04",5516
"2013-11-05",5451
"2013-11-06",5367
"2013-11-07",5441
"2013-11-08",5283
"2013-11-11",4993
"2013-11-12",5236
"2013-11-13",5451
"2013-11-14",6113
"2013-11-15",6104
"2013-11-18",5833
"2013-11-19",5768
"2013-11-20",5768
"2013-11-21",5553
"2013-11-22",5488
"2013-11-25",5217
"2013-11-26",5563
"2013-11-27",5479
"2013-11-28",5423
"2013-11-29",5647
"2013-12-02",5292
"2013-12-03",5180
"2013-12-04",5180
"2013-12-05",5432
"2013-12-06",5637
"2013-12-09",5320
"2013-12-10",4947
"2013-12-11",4909
"2013-12-12",4760
"2013-12-13",4965
"2013-12-16",4863
"2013-12-17",4853
"2013-12-18",4825
"2013-12-19",4919
"2013-12-20",5087
"2013-12-23",5077
"2013-12-24",5077
"2013-12-26",5105
"2013-12-27",5367
"2013-12-30",5385
"2014-01-02",5339
"2014-01-03",5413
"2014-01-06",5525
"2014-01-07",5581
"2014-01-08",5479
"2014-01-09",5413
"2014-01-10",5413
"2014-01-13",5600
"2014-01-14",5488
"2014-01-15",5469
"2014-01-16",5777
"2014-01-17",6636
"2014-01-20",7233
"2014-01-21",6841
"2014-01-22",7859
"2014-01-23",7728
"2014-01-24",7859
"2014-01-27",7653
"2014-01-28",7308
"2014-01-29",7765
"2014-02-03",8213
"2014-02-04",8456
"2014-02-05",8223
"2014-02-06",8055
"2014-02-07",8307
"2014-02-10",8185
"2014-02-11",7933
"2014-02-12",8185
"2014-02-13",7933
"2014-02-14",9119
"2014-02-17",9240
"2014-02-18",9380
"2014-02-19",9380
"2014-02-20",8960
"2014-02-21",8764
"2014-02-24",8484
"2014-02-25",8727
"2014-02-26",8232
"2014-02-27",8232
"2014-02-28",7551
"2014-03-03",7896
"2014-03-04",7915
"2014-03-05",7784
"2014-03-06",7644
"2014-03-07",7933
"2014-03-10",8017
"2014-03-11",8064
"2014-03-12",7700
"2014-03-13",8213
"2014-03-14",8493
"2014-03-17",8559
"2014-03-18",8447
"2014-03-19",8260
"2014-03-20",7933
"2014-03-21",7793
"2014-03-24",8661
"2014-03-25",8213
"2014-03-26",7980
"2014-03-27",7943
"2014-03-28",7877
"2014-03-31",7859
"2014-04-01",8409
"2014-04-02",8577
"2014-04-03",8391
"2014-04-04",9613
"2014-04-07",9753
"2014-04-08",9847
"2014-04-09",9427
"2014-04-10",9800
"2014-04-11",9707
"2014-04-14",9753
"2014-04-15",9613
"2014-04-16",10267
"2014-04-17",9893
"2014-04-18",9940
"2014-04-21",9893
"2014-04-22",10033
"2014-04-23",9567
"2014-04-24",9212
"2014-04-25",8923
"2014-04-28",9025
"2014-04-29",8876
"2014-04-30",8801
"2014-05-02",8736
"2014-05-07",8437
"2014-05-08",8139
"2014-05-09",8428
"2014-05-12",8456
"2014-05-13",8288
"2014-05-14",8335
"2014-05-15",8363
"2014-05-16",8017
"2014-05-19",7457
"2014-05-20",7345
"2014-05-21",7280
"2014-05-22",7364
"2014-05-23",7215
"2014-05-26",6972
"2014-05-27",7000
"2014-05-28",6925
"2014-05-29",6860
"2014-05-30",6720
"2014-06-02",6225
"2014-06-03",6141
"2014-06-05",6067
"2014-06-09",6347
"2014-06-10",6505
"2014-06-11",6533
"2014-06-12",6701
"2014-06-13",6580
"2014-06-16",6599
"2014-06-17",6897
"2014-06-18",6879
"2014-06-19",6869
"2014-06-20",6524
"2014-06-23",6253
"2014-06-24",6225
"2014-06-25",6281
"2014-06-26",6291
"2014-06-27",7075
"2014-06-30",7159
"2014-07-01",7187
"2014-07-02",7280
"2014-07-03",7280
"2014-07-04",7093
"2014-07-07",7019
"2014-07-08",6925
"2014-07-09",6935
"2014-07-10",6739
"2014-07-11",6263
"2014-07-14",6337
"2014-07-15",6515
"2014-07-16",6617
"2014-07-17",6636
"2014-07-18",6496
"2014-07-21",6337
"2014-07-22",6403
"2014-07-23",6337
"2014-07-24",6281
"2014-07-25",6207
"2014-07-28",5721
"2014-07-29",5497
"2014-07-30",5348
"2014-07-31",5021
"2014-08-01",5199
"2014-08-04",5199
"2014-08-05",5208
"2014-08-06",5180
"2014-08-07",5273
"2014-08-08",5600
"2014-08-11",5749
"2014-08-12",5675
"2014-08-13",6319
"2014-08-14",6337
"2014-08-18",6141
"2014-08-19",6197
"2014-08-20",6459
"2014-08-21",6319
"2014-08-22",6337
"2014-08-25",6085
"2014-08-26",6039
"2014-08-27",6039
"2014-08-28",6552
"2014-08-29",6720
"2014-09-01",6683
"2014-09-02",6645
"2014-09-03",6645
"2014-09-04",6440
"2014-09-05",6543
"2014-09-11",6608
"2014-09-12",6795
"2014-09-15",6636
"2014-09-16",6608
"2014-09-17",6673
"2014-09-18",6645
"2014-09-19",6673
"2014-09-22",6440
"2014-09-23",6253
"2014-09-24",6384
"2014-09-25",6412
"2014-09-26",6291
"2014-09-29",6132
"2014-09-30",6048
"2014-10-01",5777
"2014-10-02",5787
"2014-10-06",5749
"2014-10-07",5609
"2014-10-08",5507
"2014-10-10",5227
"2014-10-13",4900
"2014-10-14",4975
"2014-10-15",5068
"2014-10-16",5105
"2014-10-17",5227
"2014-10-20",5301
"2014-10-21",5245
"2014-10-22",5236
"2014-10-23",5208
"2014-10-24",5068
"2014-10-27",5152
"2014-10-28",5133
"2014-10-29",5217
"2014-10-30",5460
"2014-10-31",5283
"2014-11-03",5171
"2014-11-04",4947
"2014-11-05",4732
"2014-11-06",4844
"2014-11-07",4975
"2014-11-10",4984
"2014-11-11",5087
"2014-11-12",5180
"2014-11-13",5096
"2014-11-14",5068
"2014-11-17",4919
"2014-11-18",4928
"2014-11-19",4797
"2014-11-20",4508
"2014-11-21",4527
"2014-11-24",4643
"2014-11-25",4606
"2014-11-26",4779
"2014-11-27",4788
"2014-11-28",4713
"2014-12-01",4480
"2014-12-02",4527
"2014-12-03",4541
"2014-12-04",4489
"2014-12-05",5021
"2014-12-08",5124
"2014-12-09",5124
"2014-12-10",5133
"2014-12-11",5180
"2014-12-12",5124
"2014-12-15",5339
"2014-12-16",5908
"2014-12-17",5656
"2014-12-18",5292
"2014-12-19",5432
"2014-12-22",5460
"2014-12-23",5217
"2014-12-24",5227
"2014-12-26",5133
"2014-12-29",5143
"2014-12-30",5311
"2015-01-02",5525
"2015-01-05",5479
"2015-01-06",5395
"2015-01-07",5180
"2015-01-08",5245
"2015-01-09",5479
"2015-01-12",5684
"2015-01-13",5404
"2015-01-14",5553
"2015-01-15",5516
"2015-01-16",5600
"2015-01-19",5469
"2015-01-20",5413
"2015-01-21",5283
"2015-01-22",5283
"2015-01-23",5553
"2015-01-26",5684
"2015-01-27",5647
"2015-01-28",5693
"2015-01-29",5656
"2015-01-30",5675
"2015-02-02",5861
"2015-02-03",5861
"2015-02-04",5852
"2015-02-05",6123
"2015-02-06",6001
"2015-02-09",5712
"2015-02-10",5740
"2015-02-11",6599
"2015-02-12",6832
"2015-02-13",6832
"2015-02-16",7000
"2015-02-17",6925
"2015-02-23",6748
"2015-02-24",6795
"2015-02-25",6580
"2015-02-26",6533
"2015-02-27",6720
"2015-03-02",6664
"2015-03-03",6767
"2015-03-04",6953
"2015-03-05",6972
"2015-03-06",6841
"2015-03-09",6664
"2015-03-10",6505
"2015-03-11",6449
"2015-03-12",6440
"2015-03-13",6487
"2015-03-16",6449
"2015-03-17",6533
"2015-03-18",6580
"2015-03-19",6440
"2015-03-20",6412
"2015-03-23",6356
"2015-03-24",6347
"2015-03-25",6319
"2015-03-26",6095
"2015-03-27",6300
"2015-03-30",6291
"2015-03-31",6197
"2015-04-01",6216
"2015-04-02",6197
"2015-04-03",6132
"2015-04-06",6123
"2015-04-07",6421
"2015-04-08",6459
"2015-04-09",6524
"2015-04-10",6468
"2015-04-13",6235
"2015-04-14",6160
"2015-04-15",6160
"2015-04-16",6319
"2015-04-17",6272
"2015-04-20",6216
"2015-04-21",6496
"2015-04-22",6673
"2015-04-23",6711
"2015-04-24",6767
"2015-04-27",6767
"2015-04-28",6505
"2015-04-29",6711
"2015-04-30",6729
"2015-05-04",6888
"2015-05-06",6580
"2015-05-07",6496
"2015-05-08",6561
"2015-05-11",6757
"2015-05-12",6683
"2015-05-13",6608
"2015-05-14",6617
"2015-05-15",6944
"2015-05-18",6860
"2015-05-19",6851
"2015-05-20",7168
"2015-05-21",7467
"2015-05-22",7271
"2015-05-26",7392
"2015-05-27",7037
"2015-05-28",7028
"2015-05-29",6953
"2015-06-01",6664
"2015-06-02",6291
"2015-06-03",6067
"2015-06-04",6253
"2015-06-05",6048
"2015-06-08",5955
"2015-06-09",5983
"2015-06-10",6123
"2015-06-11",5889
"2015-06-12",5740
"2015-06-15",5376
"2015-06-16",5600
"2015-06-17",5497
"2015-06-18",5768
"2015-06-19",6039
"2015-06-22",5983
"2015-06-23",5983
"2015-06-24",6197
"2015-06-25",6207
"2015-06-26",6263
"2015-06-29",5945
"2015-06-30",6011
"2015-07-01",6617
"2015-07-02",6487
"2015-07-03",6328
"2015-07-06",5936
"2015-07-07",5852
"2015-07-08",5871
"2015-07-09",5805
"2015-07-10",5861
"2015-07-13",6197
"2015-07-14",6403
"2015-07-15",6431
"2015-07-16",6477
"2015-07-17",6356
"2015-07-20",6785
"2015-07-21",7019
"2015-07-22",6963
"2015-07-23",7131
"2015-07-24",7177
"2015-07-27",7103
"2015-07-28",7289
"2015-07-29",7485
"2015-07-30",7252
"2015-07-31",7672
"2015-08-03",7523
"2015-08-04",7569
"2015-08-05",7177
"2015-08-06",7579
"2015-08-07",7765
"2015-08-10",7709
"2015-08-11",7513
"2015-08-12",6953
"2015-08-13",7345
"2015-08-17",7271
"2015-08-18",7131
"2015-08-19",6907
"2015-08-20",7065
"2015-08-21",6832
"2015-08-24",6347
"2015-08-25",7187
"2015-08-26",7700
"2015-08-27",7616
"2015-08-28",7579
"2015-08-31",7924
"2015-09-01",7597
"2015-09-02",7747
"2015-09-03",7719
"2015-09-04",7121
"2015-09-07",7019
"2015-09-08",6776
"2015-09-09",7056
"2015-09-10",7000
"2015-09-11",6767
"2015-09-14",6608
"2015-09-15",6580
"2015-09-16",6981
"2015-09-17",7644
"2015-09-18",7597
"2015-09-21",7653
"2015-09-22",8279
"2015-09-23",7896
"2015-09-24",7887
"2015-09-25",7653
"2015-09-30",7747
"2015-10-01",7691
"2015-10-02",7831
"2015-10-05",8027
"2015-10-06",8335
"2015-10-07",8577
"2015-10-08",8633
"2015-10-12",8409
"2015-10-13",8381
"2015-10-14",8139
"2015-10-15",8400
"2015-10-16",8391
"2015-10-19",8391
"2015-10-20",8213
"2015-10-21",7999
"2015-10-22",7625
"2015-10-23",7523
"2015-10-26",7597
"2015-10-27",7401
"2015-10-28",7467
"2015-10-29",7532
"2015-10-30",7280
"2015-11-02",7177
"2015-11-03",7271
"2015-11-04",7187
"2015-11-05",7196
"2015-11-06",7271
"2015-11-09",7327
"2015-11-10",7000
"2015-11-11",7084
"2015-11-12",6953
"2015-11-13",6767
"2015-11-16",7056
"2015-11-17",7037
"2015-11-18",7327
"2015-11-19",7485
"2015-11-20",7364
"2015-11-23",7261
"2015-11-24",7373
"2015-11-25",7196
"2015-11-26",7187
"2015-11-27",7112
"2015-11-30",6832
"2015-12-01",6795
"2015-12-02",6729
"2015-12-03",6785
"2015-12-04",6701
"2015-12-07",6636
"2015-12-08",6309
"2015-12-09",6263
"2015-12-10",6067
"2015-12-11",6067
"2015-12-14",5731
"2015-12-15",5721
"2015-12-16",5824
"2015-12-17",6029
"2015-12-18",5955
"2015-12-21",6113
"2015-12-22",6440
"2015-12-23",6515
"2015-12-24",6608
"2015-12-28",6580
"2015-12-29",6580
"2015-12-30",6776
"2016-01-04",6627
"2016-01-05",6711
"2016-01-06",6785
"2016-01-07",6720
"2016-01-08",6683
"2016-01-11",6552
"2016-01-12",6505
"2016-01-13",6543
"2016-01-14",7187
"2016-01-15",7411
"2016-01-18",7672
"2016-01-19",7719
"2016-01-20",7719
"2016-01-21",7541
"2016-01-22",7429
"2016-01-25",7364
"2016-01-26",7093
"2016-01-27",7168
"2016-01-28",7093
"2016-01-29",6972
"2016-02-01",7327
"2016-02-02",7355
"2016-02-03",7243
"2016-02-04",6907
"2016-02-05",7187
"2016-02-11",6673
"2016-02-12",6253
"2016-02-15",6599
"2016-02-16",6729
"2016-02-17",7000
"2016-02-18",7653
"2016-02-19",7607
"2016-02-22",7541
"2016-02-23",7448
"2016-02-24",7700
"2016-02-25",8101
"2016-02-26",8083
"2016-02-29",8027
"2016-03-02",8269
"2016-03-03",7924
"2016-03-04",7896
"2016-03-07",7653
"2016-03-08",7719
"2016-03-09",7616
"2016-03-10",7644
"2016-03-11",7700
"2016-03-14",7653
"2016-03-15",7579
"2016-03-16",7597
"2016-03-17",7560
"2016-03-18",7607
"2016-03-21",7560
"2016-03-22",7980
"2016-03-23",7849
"2016-03-24",8027
"2016-03-25",7905
"2016-03-28",8232
"2016-03-29",8540
"2016-03-30",8615
"2016-03-31",8493
"2016-04-01",9193
"2016-04-04",9240
"2016-04-05",9427
"2016-04-06",9109
"2016-04-07",8820
"2016-04-08",9707
"2016-04-11",9660
"2016-04-12",9333
"2016-04-14",9147
"2016-04-15",9567
"2016-04-18",9053
"2016-04-19",9380
"2016-04-20",9072
"2016-04-21",9137
"2016-04-22",9268
"2016-04-25",9147
"2016-04-26",9053
"2016-04-27",8932
"2016-04-28",9380
"2016-04-29",9175
"2016-05-02",8652
"2016-05-03",8643
"2016-05-04",8512
"2016-05-09",8568
"2016-05-10",8568
"2016-05-11",8885
"2016-05-12",9240
"2016-05-13",9613
"2016-05-16",9660
"2016-05-17",9259
"2016-05-18",9221
"2016-05-19",8960
"2016-05-20",8913
"2016-05-23",9427
"2016-05-24",9520
"2016-05-25",9473
"2016-05-26",9193
"2016-05-27",9184
"2016-05-30",9147
"2016-05-31",9473
"2016-06-01",9520
"2016-06-02",9753
