"","Price"
"2013-03-11",14450
"2013-03-12",14700
"2013-03-13",15500
"2013-03-14",15650
"2013-03-15",15400
"2013-03-18",14700
"2013-03-19",14700
"2013-03-20",13300
"2013-03-21",12900
"2013-03-22",13050
"2013-03-25",12850
"2013-03-26",13150
"2013-03-27",14350
"2013-03-28",14350
"2013-03-29",13950
"2013-04-01",13900
"2013-04-02",13650
"2013-04-03",15350
"2013-04-04",15900
"2013-04-05",13550
"2013-04-08",14200
"2013-04-09",14900
"2013-04-10",15450
"2013-04-11",15950
"2013-04-12",17300
"2013-04-15",17500
"2013-04-16",17600
"2013-04-17",17450
"2013-04-18",16900
"2013-04-19",16150
"2013-04-22",16900
"2013-04-23",16450
"2013-04-24",16050
"2013-04-25",16400
"2013-04-26",17800
"2013-04-29",18150
"2013-04-30",17850
"2013-05-02",17950
"2013-05-03",18200
"2013-05-06",18200
"2013-05-07",17800
"2013-05-08",18350
"2013-05-09",17850
"2013-05-10",17600
"2013-05-13",16450
"2013-05-14",15900
"2013-05-15",16300
"2013-05-16",16450
"2013-05-20",16100
"2013-05-21",16200
"2013-05-22",15900
"2013-05-23",15000
"2013-05-24",15300
"2013-05-27",15800
"2013-05-28",15700
"2013-05-29",16000
"2013-05-30",15700
"2013-05-31",15550
"2013-06-03",14900
"2013-06-04",15150
"2013-06-05",14500
"2013-06-07",14050
"2013-06-10",14350
"2013-06-11",14300
"2013-06-12",14300
"2013-06-13",14150
"2013-06-14",13950
"2013-06-17",13600
"2013-06-18",14100
"2013-06-19",14050
"2013-06-20",13750
"2013-06-21",13550
"2013-06-24",13200
"2013-06-25",12450
"2013-06-26",12850
"2013-06-27",13300
"2013-06-28",13500
"2013-07-01",13600
"2013-07-02",13450
"2013-07-03",13300
"2013-07-04",13250
"2013-07-05",13100
"2013-07-08",13000
"2013-07-09",13150
"2013-07-10",13250
"2013-07-11",13750
"2013-07-12",13800
"2013-07-15",14100
"2013-07-16",13800
"2013-07-17",13850
"2013-07-18",13700
"2013-07-19",13800
"2013-07-22",14050
"2013-07-23",13900
"2013-07-24",14050
"2013-07-25",13950
"2013-07-26",13950
"2013-07-29",13550
"2013-07-30",13600
"2013-07-31",13800
"2013-08-01",14200
"2013-08-02",14100
"2013-08-05",14700
"2013-08-06",14750
"2013-08-07",14400
"2013-08-08",14400
"2013-08-09",15150
"2013-08-12",15450
"2013-08-13",15500
"2013-08-14",15400
"2013-08-16",15000
"2013-08-19",14900
"2013-08-20",14300
"2013-08-21",14200
"2013-08-22",13950
"2013-08-23",14800
"2013-08-26",15200
"2013-08-27",14550
"2013-08-28",14900
"2013-08-29",15300
"2013-08-30",15100
"2013-09-02",15050
"2013-09-03",15150
"2013-09-04",15750
"2013-09-05",15650
"2013-09-06",16250
"2013-09-09",16100
"2013-09-10",16250
"2013-09-11",16350
"2013-09-12",16150
"2013-09-13",16300
"2013-09-16",16200
"2013-09-17",16200
"2013-09-23",15900
"2013-09-24",15350
"2013-09-25",15200
"2013-09-26",15450
"2013-09-27",15250
"2013-09-30",15300
"2013-10-01",15350
"2013-10-02",15450
"2013-10-04",15600
"2013-10-07",15050
"2013-10-08",14650
"2013-10-10",14550
"2013-10-11",14250
"2013-10-14",14350
"2013-10-15",14300
"2013-10-16",13800
"2013-10-17",13950
"2013-10-18",14050
"2013-10-21",14450
"2013-10-22",14500
"2013-10-23",14200
"2013-10-24",14200
"2013-10-25",14000
"2013-10-28",14250
"2013-10-29",14150
"2013-10-30",14300
"2013-10-31",14500
"2013-11-01",14450
"2013-11-04",14550
"2013-11-05",14250
"2013-11-06",14200
"2013-11-07",13950
"2013-11-08",14100
"2013-11-11",13650
"2013-11-12",13750
"2013-11-13",13550
"2013-11-14",13950
"2013-11-15",13850
"2013-11-18",13750
"2013-11-19",13400
"2013-11-20",13450
"2013-11-21",13100
"2013-11-22",13250
"2013-11-25",13350
"2013-11-26",13400
"2013-11-27",13450
"2013-11-28",13600
"2013-11-29",13600
"2013-12-02",13700
"2013-12-03",13750
"2013-12-04",13900
"2013-12-05",13750
"2013-12-06",13550
"2013-12-09",13450
"2013-12-10",13450
"2013-12-11",13300
"2013-12-12",13200
"2013-12-13",13150
"2013-12-16",13050
"2013-12-17",12850
"2013-12-18",12900
"2013-12-19",12750
"2013-12-20",12800
"2013-12-23",13300
"2013-12-24",13350
"2013-12-26",13150
"2013-12-27",13150
"2013-12-30",13250
"2014-01-02",13050
"2014-01-03",13050
"2014-01-06",13000
"2014-01-07",13500
"2014-01-08",13800
"2014-01-09",13900
"2014-01-10",13700
"2014-01-13",14000
"2014-01-14",14000
"2014-01-15",14100
"2014-01-16",14400
"2014-01-17",14300
"2014-01-20",14100
"2014-01-21",14900
"2014-01-22",14750
"2014-01-23",14400
"2014-01-24",14300
"2014-01-27",13750
"2014-01-28",14450
"2014-01-29",14500
"2014-02-03",14400
"2014-02-04",14150
"2014-02-05",14450
"2014-02-06",14650
"2014-02-07",14600
"2014-02-10",14900
"2014-02-11",14800
"2014-02-12",14400
"2014-02-13",14300
"2014-02-14",14450
"2014-02-17",14650
"2014-02-18",14600
"2014-02-19",14600
"2014-02-20",14550
"2014-02-21",14550
"2014-02-24",14700
"2014-02-25",14750
"2014-02-26",15050
"2014-02-27",14800
"2014-02-28",14350
"2014-03-03",14250
"2014-03-04",14450
"2014-03-05",14250
"2014-03-06",14550
"2014-03-07",14450
"2014-03-10",14350
"2014-03-11",14750
"2014-03-12",14300
"2014-03-13",14900
"2014-03-14",14700
"2014-03-17",14600
"2014-03-18",15200
"2014-03-19",15150
"2014-03-20",14950
"2014-03-21",15050
"2014-03-24",14700
"2014-03-25",14400
"2014-03-26",14500
"2014-03-27",14350
"2014-03-28",14450
"2014-03-31",14200
"2014-04-01",14450
"2014-04-02",14450
"2014-04-03",14500
"2014-04-04",14600
"2014-04-07",14500
"2014-04-08",14300
"2014-04-09",14300
"2014-04-10",14350
"2014-04-11",14250
"2014-04-14",14300
"2014-04-15",14350
"2014-04-16",14250
"2014-04-17",14250
"2014-04-18",14450
"2014-04-21",14400
"2014-04-22",14500
"2014-04-23",14350
"2014-04-24",14150
"2014-04-25",13950
"2014-04-28",13900
"2014-04-29",14600
"2014-04-30",14550
"2014-05-02",14400
"2014-05-07",14500
"2014-05-08",14500
"2014-05-09",14350
"2014-05-12",14250
"2014-05-13",14550
"2014-05-14",14450
"2014-05-15",14750
"2014-05-16",14500
"2014-05-19",14100
"2014-05-20",14000
"2014-05-21",14250
"2014-05-22",14300
"2014-05-23",14300
"2014-05-26",14200
"2014-05-27",13950
"2014-05-28",14300
"2014-05-29",14200
"2014-05-30",14100
"2014-06-02",13800
"2014-06-03",13900
"2014-06-05",13750
"2014-06-09",13950
"2014-06-10",14050
"2014-06-11",13900
"2014-06-12",14000
"2014-06-13",14050
"2014-06-16",13900
"2014-06-17",14000
"2014-06-18",13600
"2014-06-19",13700
"2014-06-20",13750
"2014-06-23",13600
"2014-06-24",13500
"2014-06-25",13450
"2014-06-26",13550
"2014-06-27",13800
"2014-06-30",13850
"2014-07-01",13850
"2014-07-02",14000
"2014-07-03",14150
"2014-07-04",14100
"2014-07-07",13900
"2014-07-08",14250
"2014-07-09",14400
"2014-07-10",14300
"2014-07-11",14150
"2014-07-14",14800
"2014-07-15",15800
"2014-07-16",15550
"2014-07-17",15550
"2014-07-18",16300
"2014-07-21",16100
"2014-07-22",15900
"2014-07-23",15700
"2014-07-24",15600
"2014-07-25",15450
"2014-07-28",15250
"2014-07-29",15400
"2014-07-30",15350
"2014-07-31",14550
"2014-08-01",14900
"2014-08-04",15150
"2014-08-05",14850
"2014-08-06",14950
"2014-08-07",15550
"2014-08-08",15200
"2014-08-11",15100
"2014-08-12",15200
"2014-08-13",15250
"2014-08-14",15550
"2014-08-18",14800
"2014-08-19",14700
"2014-08-20",15000
"2014-08-21",15000
"2014-08-22",14750
