"","Price"
"2013-03-11",1497
"2013-03-12",1525
"2013-03-13",1453
"2013-03-14",1410
"2013-03-15",1406
"2013-03-18",1318
"2013-03-19",1366
"2013-03-20",1359
"2013-03-21",1318
"2013-03-22",1343
"2013-03-25",1398
"2013-03-26",1402
"2013-03-27",1382
"2013-03-28",1382
"2013-03-29",1394
"2013-04-01",1600
"2013-04-02",1557
"2013-04-03",1592
"2013-04-04",1596
"2013-04-05",1520
"2013-04-08",1465
"2013-04-09",1375
"2013-04-10",1580
"2013-04-11",1639
"2013-04-12",1624
"2013-04-15",1651
"2013-04-16",1830
"2013-04-17",1830
"2013-04-18",1822
"2013-04-19",1671
"2013-04-22",1774
"2013-04-23",1747
"2013-04-24",1786
"2013-04-25",1695
"2013-04-26",1790
"2013-04-29",1766
"2013-04-30",1766
"2013-05-02",1727
"2013-05-03",1747
"2013-05-06",1750
"2013-05-07",1782
"2013-05-08",1818
"2013-05-09",1802
"2013-05-10",1655
"2013-05-13",1632
"2013-05-14",1683
"2013-05-15",1651
"2013-05-16",1671
"2013-05-20",1655
"2013-05-21",1620
"2013-05-22",1683
"2013-05-23",1676
"2013-05-24",1655
"2013-05-27",1628
"2013-05-28",1639
"2013-05-29",1620
"2013-05-30",1664
"2013-05-31",1655
"2013-06-03",1660
"2013-06-04",1612
"2013-06-05",1517
"2013-06-07",1481
"2013-06-10",1509
"2013-06-11",1465
"2013-06-12",1497
"2013-06-13",1517
"2013-06-14",1568
"2013-06-17",1505
"2013-06-18",1509
"2013-06-19",1520
"2013-06-20",1477
"2013-06-21",1410
"2013-06-24",1386
"2013-06-25",1212
"2013-06-26",1189
"2013-06-27",1343
"2013-06-28",1339
"2013-07-01",1355
"2013-07-02",1347
"2013-07-03",1339
"2013-07-04",1386
"2013-07-05",1375
"2013-07-08",1347
"2013-07-09",1347
"2013-07-10",1334
"2013-07-11",1359
"2013-07-12",1382
"2013-07-15",1398
"2013-07-16",1406
"2013-07-17",1402
"2013-07-18",1394
"2013-07-19",1414
"2013-07-22",1402
"2013-07-23",1378
"2013-07-24",1370
"2013-07-25",1386
"2013-07-26",1366
"2013-07-29",1327
"2013-07-30",1315
