"","Price"
"2019-07-30",16675
"2019-07-31",16925
"2019-08-01",17500
"2019-08-02",17150
"2019-08-05",15300
"2019-08-06",14850
"2019-08-07",16000
"2019-08-08",16750
"2019-08-09",18100
"2019-08-12",17875
"2019-08-13",16900
"2019-08-14",16575
"2019-08-16",15275
"2019-08-19",14575
"2019-08-20",15900
"2019-08-21",16475
"2019-08-22",16775
"2019-08-23",16350
"2019-08-26",16000
"2019-08-27",15900
"2019-08-28",16125
"2019-08-29",15500
"2019-08-30",15350
"2019-09-02",15625
"2019-09-03",15975
"2019-09-04",16750
"2019-09-05",16875
"2019-09-06",16400
"2019-09-09",16850
"2019-09-10",16975
"2019-09-11",16575
"2019-09-16",16450
"2019-09-17",15950
"2019-09-18",16050
"2019-09-19",16950
"2019-09-20",16950
"2019-09-23",17500
"2019-09-24",18000
"2019-09-25",18100
"2019-09-26",18350
"2019-09-27",19850
"2019-09-30",19750
"2019-10-01",19575
"2019-10-02",20675
"2019-10-04",21150
"2019-10-07",21000
"2019-10-08",21000
"2019-10-10",23050
"2019-10-11",23450
"2019-10-14",23775
"2019-10-15",24325
"2019-10-16",25000
"2019-10-17",25300
"2019-10-18",27150
"2019-10-21",26600
"2019-10-22",26800
"2019-10-23",25050
"2019-10-24",28050
"2019-10-25",28550
"2019-10-28",28700
"2019-10-29",27950
"2019-10-30",27500
"2019-10-31",27200
"2019-11-01",29000
"2019-11-04",29000
"2019-11-05",27950
"2019-11-06",27900
"2019-11-07",27100
"2019-11-08",25950
"2019-11-11",26500
"2019-11-12",29600
"2019-11-13",28950
"2019-11-14",28450
"2019-11-15",28700
"2019-11-18",30900
"2019-11-19",32750
"2019-11-20",32900
"2019-11-21",31600
"2019-11-22",33250
"2019-11-25",33900
"2019-11-26",33200
"2019-11-27",31350
"2019-11-28",33050
"2019-11-29",33650
"2019-12-02",37300
"2019-12-03",37250
"2019-12-04",38350
"2019-12-05",40100
"2019-12-06",38850
"2019-12-09",37550
"2019-12-10",37700
"2019-12-11",36300
"2019-12-12",34100
"2019-12-13",32250
"2019-12-16",33200
"2019-12-17",32600
"2019-12-18",31700
"2019-12-19",34300
"2019-12-20",32900
"2019-12-23",31650
"2019-12-24",31800
"2019-12-26",33500
"2019-12-27",34850
"2019-12-30",35700
"2020-01-02",35600
"2020-01-03",33900
"2020-01-06",32200
"2020-01-07",32900
"2020-01-08",31200
"2020-01-09",31450
"2020-01-10",31150
"2020-01-13",31650
"2020-01-14",31150
"2020-01-15",31300
"2020-01-16",32900
"2020-01-17",35200
"2020-01-20",35000
"2020-01-21",35500
"2020-01-22",36300
"2020-01-23",35950
"2020-01-28",34600
"2020-01-29",34400
"2020-01-30",32200
"2020-01-31",30350
"2020-02-03",30100
"2020-02-04",31550
"2020-02-05",31250
"2020-02-06",32600
"2020-02-07",33900
"2020-02-10",35250
"2020-02-11",34500
"2020-02-12",33850
"2020-02-13",35000
"2020-02-14",36700
"2020-02-17",39150
"2020-02-18",39550
"2020-02-19",39550
"2020-02-20",38350
"2020-02-21",38200
"2020-02-24",35800
"2020-02-25",38000
"2020-02-26",38400
"2020-02-27",34250
"2020-02-28",33400
"2020-03-02",33800
"2020-03-03",32750
"2020-03-04",33700
"2020-03-05",35150
"2020-03-06",34800
"2020-03-09",31000
"2020-03-10",32250
"2020-03-11",30200
"2020-03-12",27850
"2020-03-13",24900
"2020-03-16",22550
"2020-03-17",22850
"2020-03-18",20650
"2020-03-19",17950
"2020-03-20",21350
"2020-03-23",19650
"2020-03-24",22200
"2020-03-25",23000
"2020-03-26",22600
"2020-03-27",22300
"2020-03-30",22250
"2020-03-31",22150
"2020-04-01",21500
"2020-04-02",22400
"2020-04-03",22150
"2020-04-06",25300
"2020-04-07",25900
"2020-04-08",25600
"2020-04-09",27150
"2020-04-10",27150
"2020-04-13",25700
"2020-04-14",26450
"2020-04-16",27400
"2020-04-17",27550
"2020-04-20",26800
"2020-04-21",26050
"2020-04-22",26600
"2020-04-23",26650
"2020-04-24",26000
"2020-04-27",26400
"2020-04-28",26000
"2020-04-29",26200
"2020-05-04",25550
"2020-05-06",27200
"2020-05-07",27800
"2020-05-08",28100
"2020-05-11",27350
"2020-05-12",28100
"2020-05-13",27800
"2020-05-14",28000
"2020-05-15",28000
"2020-05-18",28750
"2020-05-19",29250
"2020-05-20",29650
"2020-05-21",30700
"2020-05-22",30550
"2020-05-25",30700
"2020-05-26",30300
"2020-05-27",29200
"2020-05-28",28250
"2020-05-29",27950
"2020-06-01",29100
"2020-06-02",29250
"2020-06-03",29200
"2020-06-04",30300
"2020-06-05",30400
"2020-06-08",30000
"2020-06-09",29950
"2020-06-10",29550
"2020-06-11",28650
"2020-06-12",27350
"2020-06-15",25650
"2020-06-16",26600
"2020-06-17",26100
"2020-06-18",26200
"2020-06-19",27200
"2020-06-22",27400
"2020-06-23",26850
"2020-06-24",26700
"2020-06-25",25900
"2020-06-26",26150
"2020-06-29",25100
"2020-06-30",24800
"2020-07-01",25900
"2020-07-02",26150
"2020-07-03",26150
"2020-07-06",27200
"2020-07-07",26600
"2020-07-08",26250
"2020-07-09",27350
"2020-07-10",26800
"2020-07-13",27150
"2020-07-14",26900
"2020-07-15",28750
"2020-07-16",29000
"2020-07-17",29500
"2020-07-20",29650
"2020-07-21",29150
"2020-07-22",28950
"2020-07-23",28950
"2020-07-24",28000
"2020-07-27",28550
"2020-07-28",28900
"2020-07-29",29500
"2020-07-30",30950
"2020-07-31",30000
"2020-08-03",30150
"2020-08-04",29650
"2020-08-05",29800
"2020-08-06",29000
"2020-08-07",28200
"2020-08-10",28350
"2020-08-11",27900
"2020-08-12",27700
"2020-08-13",27800
"2020-08-14",27350
"2020-08-18",24900
"2020-08-19",24400
"2020-08-20",22500
"2020-08-21",22900
"2020-08-24",23000
"2020-08-25",23950
"2020-08-26",23900
"2020-08-27",23200
"2020-08-28",23650
"2020-08-31",24300
"2020-09-01",24350
"2020-09-02",24950
"2020-09-03",25200
"2020-09-04",24550
"2020-09-07",24850
"2020-09-08",25000
"2020-09-09",24900
"2020-09-10",25800
"2020-09-11",26400
"2020-09-14",26550
"2020-09-15",26100
"2020-09-16",26200
"2020-09-17",25100
"2020-09-18",24750
"2020-09-21",23650
"2020-09-22",23050
"2020-09-23",23400
"2020-09-24",22650
"2020-09-25",22650
"2020-09-28",23300
"2020-09-29",23450
"2020-10-05",23700
"2020-10-06",23400
"2020-10-07",23900
"2020-10-08",24300
"2020-10-12",24300
"2020-10-13",24150
"2020-10-14",23350
"2020-10-15",22800
"2020-10-16",22400
"2020-10-19",22500
"2020-10-20",22500
"2020-10-21",22450
"2020-10-22",22350
"2020-10-23",22250
"2020-10-26",20900
"2020-10-27",20300
"2020-10-28",20650
"2020-10-29",20450
"2020-10-30",20050
"2020-11-02",20150
"2020-11-03",20500
"2020-11-04",20650
"2020-11-05",20900
"2020-11-06",20800
"2020-11-09",20950
"2020-11-10",21000
"2020-11-11",20950
"2020-11-12",21500
"2020-11-13",21250
"2020-11-16",21400
"2020-11-17",21250
"2020-11-18",21150
"2020-11-19",21300
"2020-11-20",21350
"2020-11-23",21200
"2020-11-24",21850
"2020-11-25",22550
"2020-11-26",22700
"2020-11-27",23150
"2020-11-30",22900
"2020-12-01",23350
"2020-12-02",23400
"2020-12-03",23500
"2020-12-04",23250
"2020-12-07",22450
"2020-12-08",22250
"2020-12-09",22000
"2020-12-10",22200
"2020-12-11",22400
"2020-12-14",22250
"2020-12-15",22200
"2020-12-16",22800
"2020-12-17",22850
"2020-12-18",22950
"2020-12-21",22900
"2020-12-22",22300
"2020-12-23",21950
"2020-12-24",21950
"2020-12-28",21950
"2020-12-29",22250
"2020-12-30",23000
"2021-01-04",23600
"2021-01-05",23800
"2021-01-06",23700
"2021-01-07",23300
"2021-01-08",23350
"2021-01-11",23000
"2021-01-12",22850
"2021-01-13",23200
"2021-01-14",23200
"2021-01-15",22800
"2021-01-18",22250
"2021-01-19",22600
"2021-01-20",22700
"2021-01-21",22600
"2021-01-22",22500
"2021-01-25",22550
"2021-01-26",23850
"2021-01-27",23300
"2021-01-28",22750
"2021-01-29",21850
"2021-02-01",21850
"2021-02-02",22000
"2021-02-03",22150
"2021-02-04",21900
"2021-02-05",21750
"2021-02-08",21500
"2021-02-09",21350
"2021-02-10",21650
"2021-02-15",21850
"2021-02-16",22050
"2021-02-17",22200
"2021-02-18",22050
"2021-02-19",22700
"2021-02-22",22200
"2021-02-23",21850
"2021-02-24",21150
"2021-02-25",21350
"2021-02-26",20500
"2021-03-02",20950
"2021-03-03",21200
"2021-03-04",21050
"2021-03-05",21050
"2021-03-08",20950
"2021-03-09",20650
"2021-03-10",20450
"2021-03-11",20500
"2021-03-12",20500
"2021-03-15",20800
"2021-03-16",21150
"2021-03-17",21200
"2021-03-18",21200
"2021-03-19",21650
"2021-03-22",21650
"2021-03-23",21200
"2021-03-24",21300
"2021-03-25",21300
"2021-03-26",21150
"2021-03-29",20950
"2021-03-30",21050
"2021-03-31",21400
"2021-04-01",21600
"2021-04-02",21600
"2021-04-05",21800
"2021-04-06",21650
"2021-04-07",21600
"2021-04-08",21400
"2021-04-09",20100
"2021-04-12",20200
"2021-04-13",20200
"2021-04-14",20200
"2021-04-15",20100
"2021-04-16",20100
"2021-04-19",20300
"2021-04-20",20900
"2021-04-21",21050
"2021-04-22",21500
"2021-04-23",23000
"2021-04-26",22550
"2021-04-27",22300
"2021-04-28",21350
"2021-04-29",21600
"2021-04-30",21700
"2021-05-03",20850
"2021-05-04",21150
"2021-05-06",21400
"2021-05-07",21150
"2021-05-10",21300
"2021-05-11",21200
"2021-05-12",20650
"2021-05-13",20450
"2021-05-14",20650
"2021-05-17",21100
"2021-05-18",20850
"2021-05-20",20550
"2021-05-21",20600
"2021-05-24",20200
"2021-05-25",20400
"2021-05-26",20350
"2021-05-27",20850
"2021-05-28",20800
"2021-05-31",20900
"2021-06-01",21150
"2021-06-02",21200
"2021-06-03",21550
"2021-06-04",21450
"2021-06-07",21250
"2021-06-08",21150
"2021-06-09",21000
"2021-06-10",20950
"2021-06-11",20950
"2021-06-14",20950
"2021-06-15",21050
"2021-06-16",21050
"2021-06-17",21250
"2021-06-18",21350
"2021-06-21",21050
"2021-06-22",21100
"2021-06-23",21900
"2021-06-24",21700
"2021-06-25",21500
"2021-06-28",21650
"2021-06-29",21750
"2021-06-30",21800
"2021-07-01",22000
"2021-07-02",21900
"2021-07-05",21800
"2021-07-06",21700
"2021-07-07",21700
"2021-07-08",21200
"2021-07-09",21800
"2021-07-12",22500
"2021-07-13",23050
"2021-07-14",23400
"2021-07-15",23350
"2021-07-16",22700
"2021-07-19",22950
"2021-07-20",22450
"2021-07-21",22200
"2021-07-22",22250
"2021-07-23",22500
"2021-07-26",22350
"2021-07-27",22300
"2021-07-28",23450
"2021-07-29",23700
"2021-07-30",23150
"2021-08-02",23550
"2021-08-03",23600
"2021-08-04",23550
"2021-08-05",24200
"2021-08-06",24650
"2021-08-09",24800
"2021-08-10",24000
"2021-08-11",23400
"2021-08-12",23900
"2021-08-13",23450
"2021-08-17",22500
"2021-08-18",23150
"2021-08-19",21750
"2021-08-20",20850
"2021-08-23",23950
"2021-08-24",24600
"2021-08-25",25100
"2021-08-26",25200
"2021-08-27",25600
"2021-08-30",25450
"2021-08-31",26250
"2021-09-01",28000
"2021-09-02",33300
"2021-09-03",32700
"2021-09-06",33050
"2021-09-07",31600
"2021-09-08",30050
"2021-09-09",30300
"2021-09-10",29650
"2021-09-13",27600
"2021-09-14",28200
"2021-09-15",28200
"2021-09-16",28450
"2021-09-17",28850
"2021-09-23",27350
"2021-09-24",26900
"2021-09-27",27300
"2021-09-28",26200
"2021-09-29",26200
"2021-09-30",25600
"2021-10-01",24900
"2021-10-05",23900
"2021-10-06",23250
"2021-10-07",25350
"2021-10-08",23800
"2021-10-12",23700
"2021-10-13",23850
"2021-10-14",25250
"2021-10-15",24950
"2021-10-18",24500
"2021-10-19",24350
"2021-10-20",24400
"2021-10-21",24100
"2021-10-22",24450
"2021-10-25",23900
"2021-10-26",24450
"2021-10-27",24900
"2021-10-28",23900
"2021-10-29",24250
"2021-11-01",23900
"2021-11-02",23900
"2021-11-03",22950
"2021-11-04",22600
"2021-11-05",22500
"2021-11-08",22450
"2021-11-09",22700
"2021-11-10",21800
"2021-11-11",21850
"2021-11-12",23200
"2021-11-15",24300
"2021-11-16",24300
"2021-11-17",25000
"2021-11-18",25350
"2021-11-19",26700
"2021-11-22",26050
"2021-11-23",25100
"2021-11-24",25050
"2021-11-25",25650
"2021-11-26",24800
"2021-11-29",23850
"2021-11-30",23800
"2021-12-01",24550
"2021-12-02",25300
"2021-12-03",25500
"2021-12-06",26400
"2021-12-07",26550
"2021-12-08",25600
"2021-12-09",26650
"2021-12-10",27150
"2021-12-13",27450
"2021-12-14",27850
"2021-12-15",27400
"2021-12-16",26850
"2021-12-17",26750
"2021-12-20",26200
"2021-12-21",26300
"2021-12-22",26100
"2021-12-23",27400
"2021-12-24",27000
"2021-12-27",27400
"2021-12-28",27650
"2021-12-29",27650
"2021-12-30",28350
"2022-01-03",28350
"2022-01-04",27400
"2022-01-05",26400
"2022-01-06",25850
"2022-01-07",27200
"2022-01-10",27000
"2022-01-11",26800
"2022-01-12",26900
"2022-01-13",26150
"2022-01-14",26250
"2022-01-17",25800
"2022-01-18",26350
"2022-01-19",26200
"2022-01-20",26750
"2022-01-21",25750
"2022-01-24",24800
"2022-01-25",23750
"2022-01-26",24000
"2022-01-27",23300
"2022-01-28",24550
"2022-02-03",24600
"2022-02-04",24600
"2022-02-07",24100
"2022-02-08",23500
"2022-02-09",23800
"2022-02-10",23750
"2022-02-11",22850
"2022-02-14",21850
"2022-02-15",21600
"2022-02-16",23100
"2022-02-17",22900
"2022-02-18",23250
"2022-02-21",23500
"2022-02-22",24050
"2022-02-23",24000
"2022-02-24",23300
"2022-02-25",23750
"2022-02-28",24000
"2022-03-02",24100
"2022-03-03",24150
"2022-03-04",24100
"2022-03-07",22800
"2022-03-08",22750
"2022-03-10",22750
"2022-03-11",22500
"2022-03-14",21950
"2022-03-15",21900
"2022-03-16",22100
"2022-03-17",22550
"2022-03-18",22800
"2022-03-21",22500
"2022-03-22",22700
"2022-03-23",22500
"2022-03-24",22500
"2022-03-25",22300
"2022-03-28",22450
"2022-03-29",22600
"2022-03-30",22600
"2022-03-31",23050
"2022-04-01",22700
"2022-04-04",22700
"2022-04-05",23250
"2022-04-06",22750
"2022-04-07",22350
"2022-04-08",22550
"2022-04-11",22300
"2022-04-12",22450
"2022-04-13",22400
"2022-04-14",22500
"2022-04-15",22350
"2022-04-18",22800
"2022-04-19",22950
"2022-04-20",22950
"2022-04-21",23200
"2022-04-22",23150
"2022-04-25",22300
"2022-04-26",22350
"2022-04-27",22100
"2022-04-28",21650
"2022-04-29",22650
"2022-05-02",22350
"2022-05-03",22100
"2022-05-04",21850
"2022-05-06",21850
"2022-05-09",21200
"2022-05-10",20750
"2022-05-11",21600
"2022-05-12",20900
"2022-05-13",21500
"2022-05-16",21800
"2022-05-17",22250
"2022-05-18",22100
"2022-05-19",23000
"2022-05-20",22400
"2022-05-23",22800
"2022-05-24",22150
"2022-05-25",22550
"2022-05-26",22450
"2022-05-27",22650
"2022-05-30",22650
"2022-05-31",22650
"2022-06-02",22500
"2022-06-03",22350
"2022-06-07",21550
"2022-06-08",21300
"2022-06-09",21500
"2022-06-10",21500
"2022-06-13",20100
"2022-06-14",20100
"2022-06-15",19600
"2022-06-16",19600
"2022-06-17",19150
"2022-06-20",18000
"2022-06-21",18050
"2022-06-22",16450
"2022-06-23",15100
"2022-06-24",16350
"2022-06-27",17100
"2022-06-28",17300
"2022-06-29",17450
"2022-06-30",17650
"2022-07-01",17000
"2022-07-04",16400
"2022-07-05",16900
"2022-07-06",16700
"2022-07-07",17000
"2022-07-08",17000
"2022-07-11",17450
"2022-07-12",16850
"2022-07-13",16750
"2022-07-14",16400
"2022-07-15",16550
"2022-07-18",17250
"2022-07-19",17400
"2022-07-20",17600
"2022-07-21",18600
"2022-07-22",18950
"2022-07-25",19650
"2022-07-26",19550
"2022-07-27",20150
"2022-07-28",20150
"2022-07-29",20700
"2022-08-01",20600
"2022-08-02",19950
"2022-08-03",20050
"2022-08-04",19900
"2022-08-05",20000
"2022-08-08",19900
"2022-08-09",20550
"2022-08-10",20000
"2022-08-11",19400
"2022-08-12",19500
"2022-08-16",19250
"2022-08-17",18200
"2022-08-18",17850
"2022-08-19",17800
"2022-08-22",17400
"2022-08-23",17400
"2022-08-24",18300
"2022-08-25",18400
"2022-08-26",18600
"2022-08-29",18000
"2022-08-30",18200
"2022-08-31",18500
"2022-09-01",17900
"2022-09-02",17600
"2022-09-05",17000
"2022-09-06",17400
"2022-09-07",16800
"2022-09-08",16850
"2022-09-13",17450
"2022-09-14",17250
"2022-09-15",17150
"2022-09-16",16750
"2022-09-19",16000
"2022-09-20",16000
"2022-09-21",16000
"2022-09-22",15600
"2022-09-23",15100
"2022-09-26",13650
"2022-09-27",13400
"2022-09-28",12450
"2022-09-29",14500
"2022-09-30",15050
"2022-10-04",14200
"2022-10-05",13250
"2022-10-06",13350
"2022-10-07",13050
"2022-10-11",12050
"2022-10-12",11550
"2022-10-13",10850
"2022-10-14",11500
"2022-10-17",11750
"2022-10-18",11950
"2022-10-19",11800
"2022-10-20",11550
"2022-10-21",11300
"2022-10-24",11600
"2022-10-25",12000
"2022-10-26",11500
"2022-10-27",11700
"2022-10-28",11600
"2022-10-31",11650
"2022-11-01",11800
"2022-11-02",11650
"2022-11-03",11700
"2022-11-04",12000
"2022-11-07",12200
"2022-11-08",12500
"2022-11-09",12300
"2022-11-10",12250
"2022-11-11",12650
"2022-11-14",12650
"2022-11-15",13150
"2022-11-16",13050
"2022-11-17",12900
"2022-11-18",12750
"2022-11-21",12550
"2022-11-22",12450
"2022-11-23",13000
"2022-11-24",16150
"2022-11-25",15000
"2022-11-28",14750
"2022-11-29",14450
"2022-11-30",14450
"2022-12-01",14950
"2022-12-02",14550
"2022-12-05",14400
"2022-12-06",14000
"2022-12-07",14000
"2022-12-08",13750
"2022-12-09",14100
"2022-12-12",14300
"2022-12-13",14250
"2022-12-14",14450
"2022-12-15",14500
"2022-12-16",14000
"2022-12-19",13400
"2022-12-20",13200
"2022-12-21",13050
"2022-12-22",13250
"2022-12-23",12550
"2022-12-26",12400
"2022-12-27",12600
"2022-12-28",12350
"2022-12-29",11850
"2023-01-02",11550
"2023-01-03",12000
"2023-01-04",12450
"2023-01-05",12100
"2023-01-06",12550
"2023-01-09",12750
"2023-01-10",12750
"2023-01-11",13150
"2023-01-12",13350
"2023-01-13",13100
"2023-01-16",12950
"2023-01-17",13150
"2023-01-18",13050
"2023-01-19",13100
"2023-01-20",13100
"2023-01-25",13130
"2023-01-26",13220
"2023-01-27",13200
"2023-01-30",13350
"2023-01-31",13620
"2023-02-01",13610
"2023-02-02",13700
"2023-02-03",13570
"2023-02-06",13370
"2023-02-07",13730
"2023-02-08",13760
"2023-02-09",13590
"2023-02-10",13240
"2023-02-13",13080
"2023-02-14",13570
"2023-02-15",13310
"2023-02-16",13740
"2023-02-17",13440
"2023-02-20",13680
"2023-02-21",14030
"2023-02-22",13560
"2023-02-23",13420
"2023-02-24",13470
"2023-02-27",14870
"2023-02-28",14790
"2023-03-02",15410
"2023-03-03",15110
"2023-03-06",15090
"2023-03-07",15020
"2023-03-08",14700
"2023-03-09",15440
"2023-03-10",14930
