"","Price"
"2013-03-11",2390
"2013-03-12",2450
"2013-03-13",2480
"2013-03-14",2465
"2013-03-15",2550
"2013-03-18",2525
"2013-03-19",2550
"2013-03-20",2580
"2013-03-21",2575
"2013-03-22",2660
"2013-03-25",2685
"2013-03-26",2595
"2013-03-27",2515
"2013-03-28",2635
"2013-03-29",2655
"2013-04-01",2615
"2013-04-02",2510
"2013-04-03",2485
"2013-04-04",2395
"2013-04-05",2335
"2013-04-08",2300
"2013-04-09",2245
"2013-04-10",2290
"2013-04-11",2355
"2013-04-12",2350
"2013-04-15",2395
"2013-04-16",2390
"2013-04-17",2345
"2013-04-18",2355
"2013-04-19",2505
"2013-04-22",2540
"2013-04-23",2570
"2013-04-24",2545
"2013-04-25",2655
"2013-04-26",2685
"2013-04-29",2700
"2013-04-30",2695
"2013-05-02",2655
"2013-05-03",2615
"2013-05-06",2530
"2013-05-07",2540
"2013-05-08",2595
"2013-05-09",2665
"2013-05-10",2680
"2013-05-13",2795
"2013-05-14",2810
"2013-05-15",2805
"2013-05-16",2785
"2013-05-20",2750
"2013-05-21",2750
"2013-05-22",2770
"2013-05-23",2710
"2013-05-24",2605
"2013-05-27",2670
"2013-05-28",2670
"2013-05-29",2765
"2013-05-30",2770
"2013-05-31",2675
"2013-06-03",2635
"2013-06-04",2545
"2013-06-05",2545
"2013-06-07",2435
"2013-06-10",2625
"2013-06-11",2595
"2013-06-12",2600
"2013-06-13",2590
"2013-06-14",2590
"2013-06-17",2565
"2013-06-18",2590
"2013-06-19",2555
"2013-06-20",2485
"2013-06-21",2500
"2013-06-24",2400
"2013-06-25",2260
"2013-06-26",2310
"2013-06-27",2370
"2013-06-28",2510
"2013-07-01",2585
"2013-07-02",2530
"2013-07-03",2525
"2013-07-04",2540
"2013-07-05",2520
"2013-07-08",2485
"2013-07-09",2535
"2013-07-10",2600
"2013-07-11",2690
"2013-07-12",2690
"2013-07-15",2715
"2013-07-16",2715
"2013-07-17",2610
"2013-07-18",2620
"2013-07-19",2620
"2013-07-22",2610
"2013-07-23",2585
"2013-07-24",2545
"2013-07-25",2520
"2013-07-26",2535
"2013-07-29",2480
"2013-07-30",2495
"2013-07-31",2500
"2013-08-01",2495
"2013-08-02",2475
"2013-08-05",2550
"2013-08-06",2460
"2013-08-07",2415
"2013-08-08",2460
"2013-08-09",2490
"2013-08-12",2580
"2013-08-13",2580
"2013-08-14",2580
"2013-08-16",2545
"2013-08-19",2405
"2013-08-20",2345
"2013-08-21",2260
"2013-08-22",2155
"2013-08-23",2185
"2013-08-26",2210
"2013-08-27",2195
"2013-08-28",2170
"2013-08-29",2335
"2013-08-30",2340
"2013-09-02",2345
"2013-09-03",2365
"2013-09-04",2335
"2013-09-05",2300
"2013-09-06",2345
"2013-09-09",2325
"2013-09-10",2445
"2013-09-11",2530
"2013-09-12",2605
"2013-09-13",2625
"2013-09-16",2625
"2013-09-17",2480
"2013-09-23",2500
"2013-09-24",2435
"2013-09-25",2435
"2013-09-26",2440
"2013-09-27",2435
"2013-09-30",2450
"2013-10-01",2395
"2013-10-02",2305
"2013-10-04",2370
"2013-10-07",2370
"2013-10-08",2370
"2013-10-10",2380
"2013-10-11",2415
"2013-10-14",2445
"2013-10-15",2445
"2013-10-16",2405
"2013-10-17",2340
"2013-10-18",2350
"2013-10-21",2305
"2013-10-22",2300
"2013-10-23",2315
"2013-10-24",2355
"2013-10-25",2385
"2013-10-28",2460
"2013-10-29",2405
"2013-10-30",2400
"2013-10-31",2350
"2013-11-01",2390
"2013-11-04",2350
"2013-11-05",2340
"2013-11-06",2330
"2013-11-07",2330
"2013-11-08",2300
"2013-11-11",2220
"2013-11-12",2215
"2013-11-13",2140
"2013-11-14",2180
"2013-11-15",2260
"2013-11-18",2240
"2013-11-19",2225
"2013-11-20",2230
"2013-11-21",2180
"2013-11-22",2200
"2013-11-25",2175
"2013-11-26",2170
"2013-11-27",2150
"2013-11-28",2175
"2013-11-29",2230
"2013-12-02",2230
"2013-12-03",2300
"2013-12-04",2405
"2013-12-05",2375
"2013-12-06",2370
"2013-12-09",2310
"2013-12-10",2255
"2013-12-11",2195
"2013-12-12",2185
"2013-12-13",2210
"2013-12-16",2175
"2013-12-17",2155
"2013-12-18",2160
"2013-12-19",2125
"2013-12-20",2130
"2013-12-23",2100
"2013-12-24",2060
"2013-12-26",2130
"2013-12-27",2130
"2013-12-30",2125
"2014-01-02",2210
"2014-01-03",2200
"2014-01-06",2230
"2014-01-07",2290
"2014-01-08",2230
"2014-01-09",2225
"2014-01-10",2230
"2014-01-13",2260
"2014-01-14",2275
"2014-01-15",2260
"2014-01-16",2245
"2014-01-17",2250
"2014-01-20",2220
"2014-01-21",2280
"2014-01-22",2365
"2014-01-23",2345
"2014-01-24",2355
"2014-01-27",2370
"2014-01-28",2425
"2014-01-29",2475
"2014-02-03",2475
"2014-02-04",2445
"2014-02-05",2400
"2014-02-06",2445
"2014-02-07",2415
"2014-02-10",2415
"2014-02-11",2420
"2014-02-12",2405
"2014-02-13",2380
"2014-02-14",2325
"2014-02-17",2445
"2014-02-18",2480
"2014-02-19",2490
"2014-02-20",2505
"2014-02-21",2525
"2014-02-24",2490
"2014-02-25",2315
"2014-02-26",2365
"2014-02-27",2270
"2014-02-28",2310
"2014-03-03",2450
"2014-03-04",2400
"2014-03-05",2355
"2014-03-06",2315
"2014-03-07",2330
"2014-03-10",2590
"2014-03-11",2705
"2014-03-12",2655
"2014-03-13",2700
"2014-03-14",2675
"2014-03-17",2675
"2014-03-18",2620
"2014-03-19",2570
"2014-03-20",2600
"2014-03-21",2555
"2014-03-24",2450
"2014-03-25",2515
"2014-03-26",2530
"2014-03-27",2540
"2014-03-28",2770
"2014-03-31",2760
"2014-04-01",2710
"2014-04-02",2740
"2014-04-03",2700
"2014-04-04",2790
"2014-04-07",2705
"2014-04-08",2825
"2014-04-09",2780
"2014-04-10",2845
"2014-04-11",2830
"2014-04-14",2880
"2014-04-15",2950
"2014-04-16",2935
"2014-04-17",2965
"2014-04-18",2920
"2014-04-21",2945
"2014-04-22",2940
"2014-04-23",2865
"2014-04-24",2910
"2014-04-25",2825
"2014-04-28",2790
"2014-04-29",2830
"2014-04-30",2925
"2014-05-02",2905
"2014-05-07",2975
"2014-05-08",2915
"2014-05-09",2915
"2014-05-12",2885
"2014-05-13",2865
"2014-05-14",2880
"2014-05-15",3030
"2014-05-16",3075
"2014-05-19",2975
"2014-05-20",2830
"2014-05-21",2825
"2014-05-22",2835
"2014-05-23",2890
"2014-05-26",2855
"2014-05-27",2800
"2014-05-28",3000
"2014-05-29",2955
"2014-05-30",2945
"2014-06-02",2910
"2014-06-03",2825
"2014-06-05",2780
"2014-06-09",2695
"2014-06-10",2740
"2014-06-11",2660
"2014-06-12",2810
"2014-06-13",2730
"2014-06-16",2760
"2014-06-17",2725
"2014-06-18",2700
"2014-06-19",2625
"2014-06-20",2705
"2014-06-23",2595
"2014-06-24",2540
"2014-06-25",2500
"2014-06-26",2525
"2014-06-27",2650
"2014-06-30",2650
"2014-07-01",2680
"2014-07-02",2740
"2014-07-03",2770
"2014-07-04",2830
"2014-07-07",2865
"2014-07-08",2865
"2014-07-09",2905
"2014-07-10",2910
"2014-07-11",2850
"2014-07-14",2915
"2014-07-15",2880
"2014-07-16",3015
"2014-07-17",3025
"2014-07-18",2900
"2014-07-21",2725
"2014-07-22",2735
"2014-07-23",2670
"2014-07-24",2660
"2014-07-25",2610
"2014-07-28",2700
"2014-07-29",2665
"2014-07-30",2735
"2014-07-31",2740
"2014-08-01",2710
"2014-08-04",2780
"2014-08-05",2775
"2014-08-06",2790
"2014-08-07",2775
"2014-08-08",2850
"2014-08-11",2770
"2014-08-12",2505
"2014-08-13",2505
"2014-08-14",2520
"2014-08-18",2480
"2014-08-19",2550
"2014-08-20",2580
"2014-08-21",2570
"2014-08-22",2415
"2014-08-25",2055
"2014-08-26",2100
"2014-08-27",2080
"2014-08-28",2160
"2014-08-29",2270
"2014-09-01",2260
"2014-09-02",2280
"2014-09-03",2275
"2014-09-04",2340
"2014-09-05",2400
"2014-09-11",2405
"2014-09-12",2370
"2014-09-15",2370
"2014-09-16",2400
"2014-09-17",2395
"2014-09-18",2465
"2014-09-19",2500
"2014-09-22",2520
"2014-09-23",2510
"2014-09-24",2585
"2014-09-25",2580
"2014-09-26",2610
"2014-09-29",3000
"2014-09-30",2770
"2014-10-01",2710
"2014-10-02",2695
"2014-10-06",2620
"2014-10-07",2700
"2014-10-08",2660
"2014-10-10",2420
"2014-10-13",2455
"2014-10-14",2720
"2014-10-15",2770
"2014-10-16",2935
"2014-10-17",2885
"2014-10-20",3040
