"","Price"
"2022-05-16",13950
"2022-05-17",14350
"2022-05-18",13700
"2022-05-19",17800
"2022-05-20",20100
"2022-05-23",18950
"2022-05-24",18100
"2022-05-25",18350
"2022-05-26",20000
"2022-05-27",19500
"2022-05-30",19650
"2022-05-31",19750
"2022-06-02",20200
"2022-06-03",19150
"2022-06-07",19750
"2022-06-08",19650
"2022-06-09",18150
"2022-06-10",18450
"2022-06-13",16600
"2022-06-14",17650
"2022-06-15",17050
"2022-06-16",18800
"2022-06-17",18400
"2022-06-20",18450
"2022-06-21",17850
"2022-06-22",16400
"2022-06-23",16150
"2022-06-24",16650
"2022-06-27",17000
"2022-06-28",17250
"2022-06-29",17850
"2022-06-30",17150
"2022-07-01",15750
"2022-07-04",14350
"2022-07-05",14500
"2022-07-06",14000
"2022-07-07",14850
"2022-07-08",14700
"2022-07-11",14300
"2022-07-12",14000
"2022-07-13",13500
"2022-07-14",13250
"2022-07-15",12550
"2022-07-18",13200
"2022-07-19",13350
"2022-07-20",14250
"2022-07-21",14150
"2022-07-22",13850
"2022-07-25",13700
"2022-07-26",13650
"2022-07-27",14100
"2022-07-28",14700
"2022-07-29",19100
"2022-08-01",19700
"2022-08-02",20000
"2022-08-03",18450
"2022-08-04",18550
"2022-08-05",19450
"2022-08-08",19350
"2022-08-09",18650
"2022-08-10",20250
"2022-08-11",26300
"2022-08-12",27650
"2022-08-16",26850
"2022-08-17",26450
"2022-08-18",26700
"2022-08-19",25200
"2022-08-22",25100
"2022-08-23",25850
"2022-08-24",27950
"2022-08-25",26600
"2022-08-26",27150
"2022-08-29",27200
"2022-08-30",28600
"2022-08-31",29350
"2022-09-01",35100
"2022-09-02",32550
"2022-09-05",32550
"2022-09-06",32900
"2022-09-07",30750
"2022-09-08",30300
"2022-09-13",30750
"2022-09-14",32000
"2022-09-15",31400
"2022-09-16",28700
"2022-09-19",25750
"2022-09-20",25350
"2022-09-21",25150
"2022-09-22",26050
"2022-09-23",24200
"2022-09-26",23000
"2022-09-27",23200
"2022-09-28",22100
"2022-09-29",22400
"2022-09-30",21300
"2022-10-04",22500
"2022-10-05",21450
"2022-10-06",23700
"2022-10-07",24800
"2022-10-11",23900
"2022-10-12",23150
"2022-10-13",20750
"2022-10-14",20850
"2022-10-17",20850
"2022-10-18",22400
"2022-10-19",21600
"2022-10-20",22300
"2022-10-21",21300
"2022-10-24",21450
"2022-10-25",21200
"2022-10-26",20500
"2022-10-27",21100
"2022-10-28",22000
"2022-10-31",21900
"2022-11-01",22150
"2022-11-02",21950
"2022-11-03",21950
"2022-11-04",22400
"2022-11-07",21700
"2022-11-08",21550
"2022-11-09",22600
"2022-11-10",25750
"2022-11-11",25900
"2022-11-14",26650
"2022-11-15",25950
"2022-11-16",27250
"2022-11-17",25900
"2022-11-18",25750
"2022-11-21",25350
"2022-11-22",26600
"2022-11-23",26450
"2022-11-24",26850
"2022-11-25",26500
"2022-11-28",26050
"2022-11-29",25800
"2022-11-30",26000
"2022-12-01",26000
"2022-12-02",25650
"2022-12-05",24200
"2022-12-06",22850
"2022-12-07",23150
"2022-12-08",22050
"2022-12-09",21600
"2022-12-12",21350
"2022-12-13",21350
"2022-12-14",21950
"2022-12-15",21850
"2022-12-16",21250
"2022-12-19",21000
"2022-12-20",20150
"2022-12-21",20150
"2022-12-22",19700
"2022-12-23",18800
"2022-12-26",18150
"2022-12-27",18400
"2022-12-28",17750
"2022-12-29",17300
"2023-01-02",16550
"2023-01-03",17200
"2023-01-04",17350
"2023-01-05",17250
"2023-01-06",17300
"2023-01-09",17900
"2023-01-10",18000
"2023-01-11",23150
"2023-01-12",22550
"2023-01-13",22700
"2023-01-16",22450
"2023-01-17",23250
"2023-01-18",23700
"2023-01-19",23350
"2023-01-20",23650
"2023-01-25",23050
"2023-01-26",24200
"2023-01-27",23750
"2023-01-30",23850
"2023-01-31",22450
"2023-02-01",22650
"2023-02-02",22650
"2023-02-03",22650
"2023-02-06",21600
"2023-02-07",21850
"2023-02-08",21850
"2023-02-09",22000
"2023-02-10",21100
"2023-02-13",21100
"2023-02-14",21950
"2023-02-15",21950
"2023-02-16",22250
"2023-02-17",21450
"2023-02-20",21400
"2023-02-21",21250
"2023-02-22",20750
"2023-02-23",20650
"2023-02-24",20350
"2023-02-27",20500
"2023-02-28",20950
"2023-03-02",20100
"2023-03-03",20150
"2023-03-06",20900
"2023-03-07",24350
"2023-03-08",25050
"2023-03-09",24150
"2023-03-10",23300
