"","Price"
"2013-03-11",7400
"2013-03-12",7050
"2013-03-13",7480
"2013-03-14",7470
"2013-03-15",7680
"2013-03-18",7610
"2013-03-19",7740
"2013-03-20",7790
"2013-03-21",7840
"2013-03-22",7990
"2013-03-25",8000
"2013-03-26",7790
"2013-03-27",8000
"2013-03-28",7960
"2013-03-29",8010
"2013-04-01",8050
"2013-04-02",8280
"2013-04-03",8750
"2013-04-04",8750
"2013-04-05",8750
"2013-04-08",8620
"2013-04-09",8650
"2013-04-10",8780
"2013-04-11",8850
"2013-04-12",9170
"2013-04-15",9090
"2013-04-16",9000
"2013-04-17",8940
"2013-04-18",9280
"2013-04-19",9000
"2013-04-22",9190
"2013-04-23",9090
"2013-04-24",9100
"2013-04-25",9000
"2013-04-26",9000
"2013-04-29",9010
"2013-04-30",9000
"2013-05-02",8990
"2013-05-03",9000
"2013-05-06",9150
"2013-05-07",9110
"2013-05-08",9150
"2013-05-09",9200
"2013-05-10",9320
"2013-05-13",9280
"2013-05-14",9320
"2013-05-15",9290
"2013-05-16",9250
"2013-05-20",9300
"2013-05-21",9270
"2013-05-22",9250
"2013-05-23",9200
"2013-05-24",9200
"2013-05-27",9390
"2013-05-28",9380
"2013-05-29",9360
"2013-05-30",9370
"2013-05-31",9260
"2013-06-03",9310
"2013-06-04",9330
"2013-06-05",9320
"2013-06-07",9200
"2013-06-10",8700
"2013-06-11",8700
"2013-06-12",8570
"2013-06-13",8390
"2013-06-14",8390
"2013-06-17",8270
"2013-06-18",8250
"2013-06-19",8050
"2013-06-20",7900
"2013-06-21",7880
"2013-06-24",8050
"2013-06-25",7970
"2013-06-26",8050
"2013-06-27",8050
"2013-06-28",7980
"2013-07-01",7960
"2013-07-02",7960
"2013-07-03",8140
"2013-07-04",8250
"2013-07-05",8200
"2013-07-08",8120
"2013-07-09",8370
"2013-07-10",8370
"2013-07-11",7750
"2013-07-12",8050
"2013-07-15",8150
"2013-07-16",8320
"2013-07-17",8250
"2013-07-18",8250
"2013-07-19",8400
"2013-07-22",8390
"2013-07-23",8330
"2013-07-24",8250
"2013-07-25",8470
"2013-07-26",8300
"2013-07-29",8440
"2013-07-30",8400
"2013-07-31",8550
"2013-08-01",8400
"2013-08-02",8400
"2013-08-05",8460
"2013-08-06",8400
"2013-08-07",8250
"2013-08-08",8330
"2013-08-09",8300
"2013-08-12",8200
"2013-08-13",8200
"2013-08-14",8200
"2013-08-16",8290
"2013-08-19",8260
"2013-08-20",8260
"2013-08-21",8180
"2013-08-22",8180
"2013-08-23",8200
"2013-08-26",8190
"2013-08-27",8260
"2013-08-28",8280
"2013-08-29",8260
"2013-08-30",8250
"2013-09-02",8250
"2013-09-03",8290
"2013-09-04",8300
"2013-09-05",8290
"2013-09-06",8290
"2013-09-09",8290
"2013-09-10",8300
"2013-09-11",8300
"2013-09-12",8290
"2013-09-13",8290
"2013-09-16",8290
"2013-09-17",8290
"2013-09-23",8300
"2013-09-24",8290
"2013-09-25",8300
"2013-09-26",8300
"2013-09-27",8300
"2013-09-30",8300
"2013-10-01",8300
"2013-10-02",8290
"2013-10-04",8240
"2013-10-07",8300
"2013-10-08",8290
"2013-10-10",8290
"2013-10-11",8290
"2013-10-14",8290
"2013-10-15",8290
"2013-10-16",8290
"2013-10-17",8290
"2013-10-18",8290
"2013-10-21",8270
"2013-10-22",8100
"2013-10-23",8090
"2013-10-24",8100
"2013-10-25",7910
"2013-10-28",7970
"2013-10-29",7920
"2013-10-30",7920
"2013-10-31",7970
"2013-11-01",7940
"2013-11-04",7920
"2013-11-05",7900
"2013-11-06",7620
"2013-11-07",7850
"2013-11-08",7850
"2013-11-11",8010
"2013-11-12",7900
"2013-11-13",7750
"2013-11-14",7610
"2013-11-15",7580
"2013-11-18",7560
"2013-11-19",7610
"2013-11-20",7990
"2013-11-21",7990
"2013-11-22",7860
"2013-11-25",7990
"2013-11-26",7720
"2013-11-27",7760
"2013-11-28",7720
"2013-11-29",7760
"2013-12-02",7760
"2013-12-03",7990
"2013-12-04",8000
"2013-12-05",8300
"2013-12-06",8400
"2013-12-09",8490
"2013-12-10",8400
"2013-12-11",9660
"2013-12-12",8680
"2013-12-13",7690
"2013-12-16",7470
"2013-12-17",7620
"2013-12-18",7450
"2013-12-19",7360
"2013-12-20",7390
"2013-12-23",7470
"2013-12-24",7470
"2013-12-26",7380
"2013-12-27",7470
"2013-12-30",7350
"2014-01-02",7370
"2014-01-03",7680
"2014-01-06",7600
"2014-01-07",7620
"2014-01-08",7700
"2014-01-09",8000
"2014-01-10",8060
"2014-01-13",8050
"2014-01-14",8020
"2014-01-15",8200
"2014-01-16",8230
"2014-01-17",8230
"2014-01-20",8000
"2014-01-21",8050
"2014-01-22",8170
"2014-01-23",8140
"2014-01-24",8100
"2014-01-27",8010
"2014-01-28",8100
"2014-01-29",8180
"2014-02-03",8180
"2014-02-04",8090
"2014-02-05",8100
"2014-02-06",8230
"2014-02-07",8450
"2014-02-10",8500
"2014-02-11",8740
"2014-02-12",9100
"2014-02-13",9150
"2014-02-14",9500
"2014-02-17",9990
"2014-02-18",9650
"2014-02-19",9420
"2014-02-20",9250
"2014-02-21",9370
"2014-02-24",9690
"2014-02-25",9890
"2014-02-26",9850
"2014-02-27",9500
"2014-02-28",9500
"2014-03-03",9500
"2014-03-04",9600
"2014-03-05",9600
"2014-03-06",9900
"2014-03-07",9800
"2014-03-10",9750
"2014-03-11",9790
"2014-03-12",9790
"2014-03-13",9900
"2014-03-14",9950
"2014-03-17",9850
"2014-03-18",9750
"2014-03-19",9800
"2014-03-20",9740
"2014-03-21",9500
"2014-03-24",9500
"2014-03-25",9690
"2014-03-26",9450
"2014-03-27",9450
"2014-03-28",9500
"2014-03-31",9440
"2014-04-01",9600
"2014-04-02",9700
"2014-04-03",9650
"2014-04-04",9750
"2014-04-07",9930
"2014-04-08",10400
"2014-04-09",10400
"2014-04-10",10450
"2014-04-11",10750
"2014-04-14",11050
"2014-04-15",10850
"2014-04-16",10600
"2014-04-17",12150
"2014-04-18",13950
"2014-04-21",14000
