"","Price"
"2018-12-14",11754
"2018-12-17",10141
"2018-12-18",8573
"2018-12-19",8260
"2018-12-20",8859
"2018-12-21",9449
"2018-12-24",9588
"2018-12-26",9265
"2018-12-27",8776
"2018-12-28",8472
"2019-01-02",8472
"2019-01-03",8500
"2019-01-04",8841
"2019-01-07",8841
"2019-01-08",8758
"2019-01-09",8749
"2019-01-10",9136
"2019-01-11",9495
"2019-01-14",9062
"2019-01-15",9034
"2019-01-16",8666
"2019-01-17",8371
"2019-01-18",8343
"2019-01-21",8297
"2019-01-22",8122
"2019-01-23",8113
"2019-01-24",8223
"2019-01-25",8297
"2019-01-28",8242
"2019-01-29",8242
"2019-01-30",8131
"2019-01-31",8113
"2019-02-01",7928
"2019-02-07",7698
"2019-02-08",7642
"2019-02-11",7799
"2019-02-12",7587
"2019-02-13",7329
"2019-02-14",7338
"2019-02-15",7283
"2019-02-18",7412
"2019-02-19",7513
"2019-02-20",7412
"2019-02-21",7403
"2019-02-22",7587
"2019-02-25",7762
"2019-02-26",7725
"2019-02-27",7735
"2019-02-28",7384
"2019-03-04",7357
"2019-03-05",7523
"2019-03-06",7744
"2019-03-07",7476
"2019-03-08",7421
"2019-03-11",7467
"2019-03-12",7744
"2019-03-13",8758
"2019-03-14",8721
"2019-03-15",9403
"2019-03-18",9634
"2019-03-19",9403
"2019-03-20",8896
"2019-03-21",8887
"2019-03-22",9117
"2019-03-25",9145
"2019-03-26",9864
"2019-03-27",9173
"2019-03-28",8573
"2019-03-29",8444
"2019-04-01",8841
"2019-04-02",9007
"2019-04-03",9219
"2019-04-04",9219
"2019-04-05",9541
"2019-04-08",9634
"2019-04-09",10095
"2019-04-10",11155
"2019-04-11",11800
"2019-04-12",11846
"2019-04-15",11708
"2019-04-16",11708
"2019-04-17",12399
"2019-04-18",13459
"2019-04-19",14243
"2019-04-22",13966
"2019-04-23",14934
"2019-04-24",14842
"2019-04-25",15073
"2019-04-26",14750
"2019-04-29",14381
"2019-04-30",14243
"2019-05-02",14243
"2019-05-03",14197
"2019-05-07",14289
"2019-05-08",14197
"2019-05-09",12538
"2019-05-10",12123
"2019-05-13",11938
"2019-05-14",11846
"2019-05-15",11892
"2019-05-16",12077
"2019-05-17",13413
"2019-05-20",12860
"2019-05-21",13367
"2019-05-22",12768
"2019-05-23",12353
"2019-05-24",12353
"2019-05-27",11800
"2019-05-28",12676
"2019-05-29",12215
"2019-05-30",12768
"2019-05-31",13183
"2019-06-03",13091
"2019-06-04",12722
"2019-06-05",13321
"2019-06-07",13229
"2019-06-10",13598
"2019-06-11",13920
"2019-06-12",14013
"2019-06-13",13874
"2019-06-14",13736
"2019-06-17",13183
"2019-06-18",12676
