"","Price"
"2015-07-27",2656
"2015-07-28",2710
"2015-07-29",2794
"2015-07-30",3631
"2015-07-31",4720
"2015-08-03",4175
"2015-08-04",5426
"2015-08-05",7047
"2015-08-06",7717
"2015-08-07",7154
"2015-08-10",5934
"2015-08-11",5587
"2015-08-12",5133
"2015-08-13",5360
"2015-08-17",4510
"2015-08-18",4247
"2015-08-19",4181
"2015-08-20",3936
"2015-08-21",3380
"2015-08-24",3344
"2015-08-25",4343
"2015-08-26",4905
"2015-08-27",4151
"2015-08-28",3918
"2015-08-31",3996
"2015-09-01",3595
"2015-09-02",3607
"2015-09-03",3673
"2015-09-04",3290
"2015-09-07",3248
"2015-09-08",2997
"2015-09-09",3051
"2015-09-10",3087
"2015-09-11",3147
"2015-09-14",3033
"2015-09-15",2937
"2015-09-16",2943
"2015-09-17",2961
"2015-09-18",3846
"2015-09-21",3565
"2015-09-22",3302
"2015-09-23",3141
"2015-09-24",3039
"2015-09-25",3158
"2015-09-30",3141
"2015-10-01",3266
"2015-10-02",3182
"2015-10-05",3182
"2015-10-06",3063
"2015-10-07",3141
"2015-10-08",2991
"2015-10-12",3063
"2015-10-13",2985
"2015-10-14",2955
"2015-10-15",3045
"2015-10-16",3111
"2015-10-19",3057
"2015-10-20",3069
"2015-10-21",3087
"2015-10-22",3015
"2015-10-23",2949
"2015-10-26",3081
"2015-10-27",2979
"2015-10-28",2997
"2015-10-29",2955
"2015-10-30",2817
"2015-11-02",2746
"2015-11-03",2716
"2015-11-04",2710
"2015-11-05",2794
"2015-11-06",2728
"2015-11-09",2614
"2015-11-10",2554
"2015-11-11",2614
"2015-11-12",2662
"2015-11-13",2680
"2015-11-16",2542
"2015-11-17",2512
"2015-11-18",2596
"2015-11-19",2536
"2015-11-20",2620
"2015-11-23",2626
"2015-11-24",2632
"2015-11-25",2596
"2015-11-26",2650
"2015-11-27",2626
"2015-11-30",2572
"2015-12-01",2578
"2015-12-02",2590
"2015-12-03",2554
"2015-12-04",2536
"2015-12-07",2536
"2015-12-08",2524
"2015-12-09",2500
"2015-12-10",2423
"2015-12-11",2441
"2015-12-14",2399
"2015-12-15",2429
"2015-12-16",2429
"2015-12-17",2423
"2015-12-18",2405
"2015-12-21",2405
"2015-12-22",2405
"2015-12-23",2399
"2015-12-24",2411
"2015-12-28",2399
"2015-12-29",2417
"2015-12-30",2441
"2016-01-04",2441
"2016-01-05",2423
"2016-01-06",2465
"2016-01-07",2530
"2016-01-08",2512
"2016-01-11",2488
"2016-01-12",2429
"2016-01-13",2459
"2016-01-14",2411
"2016-01-15",2429
"2016-01-18",2429
"2016-01-19",2411
"2016-01-20",2381
"2016-01-21",2399
"2016-01-22",2399
"2016-01-25",2393
"2016-01-26",2411
"2016-01-27",2417
"2016-01-28",2417
"2016-01-29",2429
"2016-02-01",2405
"2016-02-02",2417
"2016-02-03",2399
"2016-02-04",2399
"2016-02-05",2387
"2016-02-11",2393
"2016-02-12",2387
"2016-02-15",2393
"2016-02-16",2393
"2016-02-17",2393
"2016-02-18",2411
"2016-02-19",2411
"2016-02-22",2435
"2016-02-23",2441
"2016-02-24",2405
"2016-02-25",2393
"2016-02-26",2417
"2016-02-29",2405
"2016-03-02",2393
"2016-03-03",2393
"2016-03-04",2381
"2016-03-07",2375
"2016-03-08",2393
"2016-03-09",2393
"2016-03-10",2387
"2016-03-11",2375
"2016-03-14",2369
"2016-03-15",2387
"2016-03-16",2393
"2016-03-17",2375
"2016-03-18",2399
"2016-03-21",2399
"2016-03-22",2393
"2016-03-23",2393
"2016-03-24",2381
"2016-03-25",2369
"2016-03-28",2375
"2016-03-29",2387
"2016-03-30",2387
"2016-03-31",2381
"2016-04-01",2381
"2016-04-04",2393
"2016-04-05",2393
"2016-04-06",2393
"2016-04-07",2387
"2016-04-08",2399
"2016-04-11",2381
"2016-04-12",2369
"2016-04-14",2387
"2016-04-15",2393
"2016-04-18",2369
"2016-04-19",2381
"2016-04-20",2381
"2016-04-21",2387
"2016-04-22",2393
"2016-04-25",2369
"2016-04-26",2363
"2016-04-27",2375
"2016-04-28",2387
"2016-04-29",2393
"2016-05-02",2387
"2016-05-03",2387
"2016-05-04",2375
"2016-05-09",2369
"2016-05-10",2381
"2016-05-11",2381
"2016-05-12",2375
"2016-05-13",2411
"2016-05-16",2405
"2016-05-17",2459
"2016-05-18",2447
"2016-05-19",2429
"2016-05-20",2375
"2016-05-23",2417
"2016-05-24",2417
"2016-05-25",2381
"2016-05-26",2369
"2016-05-27",2387
"2016-05-30",2357
"2016-05-31",2345
"2016-06-01",2369
"2016-06-02",2351
"2016-06-03",2339
"2016-06-07",2357
"2016-06-08",2369
"2016-06-09",2369
"2016-06-10",2375
"2016-06-13",2387
"2016-06-14",2417
"2016-06-15",2393
"2016-06-16",2369
"2016-06-17",2620
"2016-06-20",2584
"2016-06-21",2477
"2016-06-22",2399
"2016-06-23",2423
"2016-06-24",2429
"2016-06-27",2375
"2016-06-28",2405
"2016-06-29",2429
"2016-06-30",2728
"2016-07-01",2614
"2016-07-04",2596
"2016-07-05",2554
"2016-07-06",2512
"2016-07-07",3266
"2016-07-08",3176
"2016-07-11",4128
"2016-07-12",4193
"2016-07-13",3960
"2016-07-14",3721
"2016-07-15",3864
"2016-07-18",3314
"2016-07-19",3093
"2016-07-20",2907
"2016-07-21",2817
"2016-07-22",2865
"2016-07-25",2746
"2016-07-26",2812
"2016-07-27",2728
"2016-07-28",2734
"2016-07-29",2841
"2016-08-01",2835
"2016-08-02",2716
"2016-08-03",2752
"2016-08-04",2752
"2016-08-05",2668
"2016-08-08",2668
"2016-08-09",2608
"2016-08-10",2578
"2016-08-11",2578
"2016-08-12",2632
"2016-08-16",2584
"2016-08-17",2578
"2016-08-18",2644
"2016-08-19",2614
"2016-08-22",3398
"2016-08-23",3320
"2016-08-24",3428
"2016-08-25",3350
"2016-08-26",2883
"2016-08-29",2764
"2016-08-30",2841
"2016-08-31",2692
"2016-09-01",3499
"2016-09-02",3709
"2016-09-05",3685
"2016-09-06",3308
"2016-09-07",3828
"2016-09-08",3350
"2016-09-09",3613
"2016-09-12",3787
