"","Price"
"2013-03-11",7920
"2013-03-12",7980
"2013-03-13",8000
"2013-03-14",8220
"2013-03-15",8400
"2013-03-18",8180
"2013-03-19",8420
"2013-03-20",8200
"2013-03-21",8000
"2013-03-22",8160
"2013-03-25",8320
"2013-03-26",8310
"2013-03-27",8230
"2013-03-28",8220
"2013-03-29",8400
"2013-04-01",8810
"2013-04-02",8510
"2013-04-03",8650
"2013-04-04",8650
"2013-04-05",8820
"2013-04-08",8830
"2013-04-09",8540
"2013-04-10",8770
"2013-04-11",9350
"2013-04-12",9220
"2013-04-15",9220
"2013-04-16",9170
"2013-04-17",9400
"2013-04-18",9200
"2013-04-19",9100
"2013-04-22",9220
"2013-04-23",9920
"2013-04-24",10250
"2013-04-25",10400
"2013-04-26",10700
"2013-04-29",11100
"2013-04-30",11050
"2013-05-02",11150
"2013-05-03",11200
"2013-05-06",11350
"2013-05-07",11150
"2013-05-08",11650
"2013-05-09",12000
"2013-05-10",11800
"2013-05-13",11150
"2013-05-14",11200
"2013-05-15",10800
"2013-05-16",10750
"2013-05-20",10500
"2013-05-21",10400
"2013-05-22",10450
"2013-05-23",10600
"2013-05-24",10750
"2013-05-27",10900
"2013-05-28",10850
"2013-05-29",10650
"2013-05-30",10900
"2013-05-31",10800
"2013-06-03",10300
"2013-06-04",9360
"2013-06-05",9200
"2013-06-07",9620
"2013-06-10",9740
"2013-06-11",9750
"2013-06-12",9730
"2013-06-13",9540
"2013-06-14",9300
"2013-06-17",9190
"2013-06-18",9340
"2013-06-19",9780
"2013-06-20",9640
"2013-06-21",9300
"2013-06-24",9120
"2013-06-25",8730
"2013-06-26",8970
"2013-06-27",9160
"2013-06-28",9000
"2013-07-01",8920
"2013-07-02",8910
"2013-07-03",9220
"2013-07-04",9360
"2013-07-05",9370
"2013-07-08",9080
"2013-07-09",9070
"2013-07-10",9180
"2013-07-11",9600
"2013-07-12",9850
"2013-07-15",9830
"2013-07-16",9800
"2013-07-17",10250
"2013-07-18",10700
"2013-07-19",10600
"2013-07-22",10950
"2013-07-23",10800
"2013-07-24",10650
"2013-07-25",10450
"2013-07-26",10350
"2013-07-29",10400
"2013-07-30",10850
"2013-07-31",10900
"2013-08-01",10600
"2013-08-02",10500
"2013-08-05",10700
"2013-08-06",10650
"2013-08-07",10500
"2013-08-08",10450
"2013-08-09",10350
"2013-08-12",10350
"2013-08-13",10300
"2013-08-14",10500
"2013-08-16",10500
"2013-08-19",10650
"2013-08-20",10200
"2013-08-21",10100
"2013-08-22",9850
"2013-08-23",9870
"2013-08-26",10100
"2013-08-27",10050
"2013-08-28",9970
"2013-08-29",10150
"2013-08-30",10050
"2013-09-02",9980
"2013-09-03",9890
"2013-09-04",9640
"2013-09-05",9500
"2013-09-06",9180
"2013-09-09",9100
"2013-09-10",9110
"2013-09-11",9220
"2013-09-12",9220
"2013-09-13",9350
"2013-09-16",9350
"2013-09-17",9310
"2013-09-23",9320
"2013-09-24",9230
"2013-09-25",9150
"2013-09-26",9140
"2013-09-27",9350
"2013-09-30",9210
"2013-10-01",9320
"2013-10-02",9310
"2013-10-04",9100
"2013-10-07",9310
"2013-10-08",9650
"2013-10-10",9650
"2013-10-11",9590
"2013-10-14",9480
"2013-10-15",9540
"2013-10-16",9540
"2013-10-17",9600
"2013-10-18",9600
"2013-10-21",9610
"2013-10-22",9840
"2013-10-23",9890
"2013-10-24",9850
"2013-10-25",9880
"2013-10-28",10000
"2013-10-29",9850
"2013-10-30",9860
"2013-10-31",9860
"2013-11-01",10000
"2013-11-04",10000
"2013-11-05",10050
"2013-11-06",10450
"2013-11-07",10300
"2013-11-08",10300
"2013-11-11",10100
"2013-11-12",10100
"2013-11-13",10400
"2013-11-14",10450
"2013-11-15",10400
"2013-11-18",10450
"2013-11-19",10400
"2013-11-20",10450
"2013-11-21",10600
"2013-11-22",10650
"2013-11-25",10350
"2013-11-26",10300
"2013-11-27",10200
"2013-11-28",10250
"2013-11-29",10950
"2013-12-02",11000
"2013-12-03",11150
"2013-12-04",11250
"2013-12-05",10850
"2013-12-06",11000
"2013-12-09",10700
"2013-12-10",10300
"2013-12-11",10300
"2013-12-12",10300
"2013-12-13",10100
"2013-12-16",10000
"2013-12-17",9800
"2013-12-18",9800
"2013-12-19",9930
"2013-12-20",9940
"2013-12-23",10200
"2013-12-24",10200
"2013-12-26",10350
"2013-12-27",10300
"2013-12-30",10100
"2014-01-02",10050
"2014-01-03",10550
"2014-01-06",10850
"2014-01-07",11150
"2014-01-08",11150
"2014-01-09",11450
"2014-01-10",11850
"2014-01-13",12100
"2014-01-14",12100
"2014-01-15",12200
"2014-01-16",12000
"2014-01-17",12000
"2014-01-20",12300
"2014-01-21",12450
"2014-01-22",12600
"2014-01-23",12600
"2014-01-24",12350
"2014-01-27",12400
"2014-01-28",12500
"2014-01-29",13000
"2014-02-03",12350
"2014-02-04",12100
"2014-02-05",12400
"2014-02-06",12350
"2014-02-07",12300
"2014-02-10",11700
"2014-02-11",11750
"2014-02-12",12400
"2014-02-13",12150
"2014-02-14",12050
"2014-02-17",11800
"2014-02-18",12000
"2014-02-19",12000
"2014-02-20",11800
"2014-02-21",13000
"2014-02-24",13550
"2014-02-25",13200
"2014-02-26",13650
"2014-02-27",13600
"2014-02-28",13450
"2014-03-03",13150
"2014-03-04",13100
"2014-03-05",13400
"2014-03-06",13150
"2014-03-07",13400
"2014-03-10",12900
"2014-03-11",13200
"2014-03-12",12700
"2014-03-13",12750
"2014-03-14",13000
"2014-03-17",13250
"2014-03-18",13450
"2014-03-19",13550
"2014-03-20",13250
"2014-03-21",13300
"2014-03-24",13100
"2014-03-25",13000
"2014-03-26",13100
"2014-03-27",13200
"2014-03-28",13500
"2014-03-31",13100
"2014-04-01",13050
"2014-04-02",13150
"2014-04-03",12950
"2014-04-04",13150
"2014-04-07",12900
"2014-04-08",12500
"2014-04-09",12600
"2014-04-10",12350
"2014-04-11",12500
"2014-04-14",12750
