"","Price"
"2013-03-11",54772
"2013-03-12",53642
"2013-03-13",53544
"2013-03-14",52758
"2013-03-15",51972
"2013-03-18",53053
"2013-03-19",53789
"2013-03-20",52709
"2013-03-21",52954
"2013-03-22",52561
"2013-03-25",52856
"2013-03-26",51088
"2013-03-27",51825
"2013-03-28",53446
"2013-03-29",53200
"2013-04-01",51825
"2013-04-02",52905
"2013-04-03",54084
"2013-04-04",53544
"2013-04-05",54035
"2013-04-08",52561
"2013-04-09",53544
"2013-04-10",55018
"2013-04-11",57768
"2013-04-12",58505
"2013-04-15",59144
"2013-04-16",59635
"2013-04-17",58456
"2013-04-18",57179
"2013-04-19",58063
"2013-04-22",59291
"2013-04-23",57719
"2013-04-24",57375
"2013-04-25",55214
"2013-04-26",55214
"2013-04-29",56835
"2013-04-30",57228
"2013-05-02",55263
"2013-05-03",54772
"2013-05-06",55902
"2013-05-07",55853
"2013-05-08",55116
"2013-05-09",56393
"2013-05-10",54281
"2013-05-13",54723
"2013-05-14",54084
"2013-05-15",54772
"2013-05-16",54084
"2013-05-20",52316
"2013-05-21",53691
"2013-05-22",53347
"2013-05-23",52463
"2013-05-24",51874
"2013-05-27",54281
"2013-05-28",54575
"2013-05-29",54084
"2013-05-30",52807
"2013-05-31",53446
"2013-06-03",53691
"2013-06-04",52905
"2013-06-05",53544
"2013-06-07",53593
"2013-06-10",53888
"2013-06-11",54674
"2013-06-12",54084
"2013-06-13",53298
"2013-06-14",54182
"2013-06-17",54035
"2013-06-18",54281
"2013-06-19",51628
"2013-06-20",51579
"2013-06-21",49467
"2013-06-24",50007
"2013-06-25",47354
"2013-06-26",47895
"2013-06-27",48091
"2013-06-28",46814
"2013-07-01",47305
"2013-07-02",49074
"2013-07-03",49123
"2013-07-04",49565
"2013-07-05",49565
"2013-07-08",46225
"2013-07-09",46667
"2013-07-10",45684
"2013-07-11",46028
"2013-07-12",45782
"2013-07-15",45488
"2013-07-16",45144
"2013-07-17",46667
"2013-07-18",45881
"2013-07-19",45537
"2013-07-22",45193
"2013-07-23",46618
"2013-07-24",46372
"2013-07-25",46716
"2013-07-26",48632
"2013-07-29",50007
"2013-07-30",49172
"2013-07-31",50105
"2013-08-01",49074
"2013-08-02",48533
"2013-08-05",49025
"2013-08-06",47404
"2013-08-07",47060
"2013-08-08",46519
"2013-08-09",46274
"2013-08-12",45684
"2013-08-13",45979
"2013-08-14",46077
"2013-08-16",46912
"2013-08-19",45586
