"","Price"
"2013-03-11",7508
"2013-03-12",7643
"2013-03-13",8425
"2013-03-14",7881
"2013-03-15",7813
"2013-03-18",7508
"2013-03-19",7508
"2013-03-20",7473
"2013-03-21",7559
"2013-03-22",8051
"2013-03-25",7830
"2013-03-26",7779
"2013-03-27",7796
"2013-03-28",7626
"2013-03-29",7542
"2013-04-01",7491
"2013-04-02",7422
"2013-04-03",7219
"2013-04-04",6964
"2013-04-05",6709
"2013-04-08",6488
"2013-04-09",6420
"2013-04-10",6675
"2013-04-11",6930
"2013-04-12",6811
"2013-04-15",7168
"2013-04-16",7321
"2013-04-17",8017
"2013-04-18",7457
"2013-04-19",7473
"2013-04-22",6998
"2013-04-23",7117
"2013-04-24",7134
"2013-04-25",7066
"2013-04-26",6879
"2013-04-29",6879
"2013-04-30",6879
"2013-05-02",7898
"2013-05-03",9070
"2013-05-06",10021
"2013-05-07",9750
"2013-05-08",10021
"2013-05-09",9987
"2013-05-10",10276
"2013-05-13",10548
"2013-05-14",10293
"2013-05-15",10293
"2013-05-16",9920
"2013-05-20",9478
"2013-05-21",9461
"2013-05-22",9393
"2013-05-23",9189
"2013-05-24",9257
"2013-05-27",9291
"2013-05-28",9274
"2013-05-29",9681
"2013-05-30",9597
"2013-05-31",9104
"2013-06-03",8798
"2013-06-04",8679
"2013-06-05",8323
"2013-06-07",8238
"2013-06-10",8340
"2013-06-11",8816
"2013-06-12",8526
"2013-06-13",8475
"2013-06-14",8374
"2013-06-17",8510
"2013-06-18",8408
"2013-06-19",8187
"2013-06-20",7796
"2013-06-21",7643
"2013-06-24",7643
"2013-06-25",7032
"2013-06-26",7168
"2013-06-27",8238
"2013-06-28",7983
"2013-07-01",8017
"2013-07-02",7559
"2013-07-03",7643
"2013-07-04",7559
"2013-07-05",7677
"2013-07-08",7524
"2013-07-09",7491
"2013-07-10",7473
"2013-07-11",7712
"2013-07-12",7983
"2013-07-15",7813
"2013-07-16",7915
"2013-07-17",7915
"2013-07-18",7830
"2013-07-19",7728
"2013-07-22",7575
"2013-07-23",7677
"2013-07-24",7575
"2013-07-25",7542
"2013-07-26",7626
"2013-07-29",7712
"2013-07-30",7559
"2013-07-31",7575
"2013-08-01",7610
"2013-08-02",8747
"2013-08-05",7966
"2013-08-06",8204
"2013-08-07",8510
"2013-08-08",8323
"2013-08-09",8272
"2013-08-12",8832
"2013-08-13",9359
"2013-08-14",9869
"2013-08-16",11346
"2013-08-19",12484
"2013-08-20",10616
"2013-08-21",9529
"2013-08-22",9206
"2013-08-23",9342
"2013-08-26",9274
"2013-08-27",8985
"2013-08-28",8781
"2013-08-29",8646
"2013-08-30",8391
"2013-09-02",8730
"2013-09-03",8714
"2013-09-04",8612
"2013-09-05",8628
"2013-09-06",8510
"2013-09-09",8221
"2013-09-10",8221
"2013-09-11",8442
"2013-09-12",8849
"2013-09-13",8595
"2013-09-16",8714
"2013-09-17",8714
"2013-09-23",8323
"2013-09-24",8289
"2013-09-25",8136
"2013-09-26",8272
"2013-09-27",8561
"2013-09-30",8781
"2013-10-01",8561
"2013-10-02",8442
"2013-10-04",8408
"2013-10-07",8781
"2013-10-08",8917
"2013-10-10",10242
"2013-10-11",10072
"2013-10-14",10378
"2013-10-15",10021
"2013-10-16",9342
"2013-10-17",9189
"2013-10-18",8816
"2013-10-21",8883
"2013-10-22",9172
"2013-10-23",8849
"2013-10-24",10174
"2013-10-25",11686
"2013-10-28",13435
"2013-10-29",14539
"2013-10-30",14539
"2013-10-31",14607
"2013-11-01",14862
"2013-11-04",13928
"2013-11-05",13469
"2013-11-06",12977
"2013-11-07",12892
"2013-11-08",12824
"2013-11-11",13367
"2013-11-12",14013
"2013-11-13",12739
"2013-11-14",13690
"2013-11-15",12314
"2013-11-18",11261
"2013-11-19",11092
"2013-11-20",11108
"2013-11-21",10888
"2013-11-22",10871
"2013-11-25",10973
"2013-11-26",10939
"2013-11-27",10786
"2013-11-28",10803
"2013-11-29",10599
"2013-12-02",10667
"2013-12-03",12059
"2013-12-04",11057
"2013-12-05",11006
"2013-12-06",10786
"2013-12-09",10650
"2013-12-10",10701
"2013-12-11",10072
"2013-12-12",10599
"2013-12-13",10446
"2013-12-16",10429
"2013-12-17",10039
"2013-12-18",9936
"2013-12-19",10004
"2013-12-20",9800
"2013-12-23",10141
"2013-12-24",9902
"2013-12-26",10021
"2013-12-27",10055
"2013-12-30",10242
"2014-01-02",10548
"2014-01-03",10446
"2014-01-06",10514
"2014-01-07",10412
"2014-01-08",10327
"2014-01-09",10667
"2014-01-10",11261
"2014-01-13",12943
"2014-01-14",13079
"2014-01-15",13571
"2014-01-16",12620
"2014-01-17",12535
"2014-01-20",12637
"2014-01-21",12739
"2014-01-22",12739
"2014-01-23",11788
"2014-01-24",12094
"2014-01-27",11771
"2014-01-28",11245
"2014-01-29",11720
"2014-02-03",12128
"2014-02-04",11856
"2014-02-05",11873
"2014-02-06",12433
"2014-02-07",12331
"2014-02-10",12875
"2014-02-11",12484
"2014-02-12",13062
"2014-02-13",12654
"2014-02-14",12739
"2014-02-17",12484
"2014-02-18",12416
"2014-02-19",12196
"2014-02-20",11652
"2014-02-21",11720
"2014-02-24",11737
"2014-02-25",11873
"2014-02-26",11618
"2014-02-27",11296
"2014-02-28",11143
"2014-03-03",10650
"2014-03-04",11210
"2014-03-05",11194
"2014-03-06",11227
"2014-03-07",11669
"2014-03-10",11550
"2014-03-11",11788
"2014-03-12",12960
"2014-03-13",12161
"2014-03-14",11788
"2014-03-17",11890
"2014-03-18",11516
"2014-03-19",11720
"2014-03-20",12501
"2014-03-21",12416
"2014-03-24",12518
"2014-03-25",12671
"2014-03-26",12400
"2014-03-27",12059
"2014-03-28",12450
"2014-03-31",12229
"2014-04-01",12467
"2014-04-02",12518
"2014-04-03",13469
"2014-04-04",13198
"2014-04-07",13673
"2014-04-08",13418
"2014-04-09",13011
"2014-04-10",13249
"2014-04-11",13198
"2014-04-14",13469
"2014-04-15",14115
"2014-04-16",13928
"2014-04-17",13775
"2014-04-18",13333
"2014-04-21",13690
"2014-04-22",13554
"2014-04-23",13062
"2014-04-24",12773
"2014-04-25",12654
"2014-04-28",12790
"2014-04-29",12688
"2014-04-30",12722
"2014-05-02",12586
"2014-05-07",12110
"2014-05-08",11788
"2014-05-09",12298
"2014-05-12",12077
"2014-05-13",12569
"2014-05-14",12603
"2014-05-15",12280
"2014-05-16",12179
"2014-05-19",11890
"2014-05-20",12094
"2014-05-21",12128
"2014-05-22",12110
"2014-05-23",12145
"2014-05-26",12179
