"","Price"
"2013-12-19",2913
"2013-12-20",2816
"2013-12-23",2821
"2013-12-24",2683
"2013-12-26",2586
"2013-12-27",2627
"2013-12-30",2622
"2014-01-02",2540
"2014-01-03",2556
"2014-01-06",2643
"2014-01-07",2653
"2014-01-08",3046
"2014-01-09",3051
"2014-01-10",3169
"2014-01-13",3220
"2014-01-14",3092
"2014-01-15",3333
"2014-01-16",3373
"2014-01-17",3833
"2014-01-20",4038
"2014-01-21",3885
"2014-01-22",4191
"2014-01-23",4079
"2014-01-24",4028
"2014-01-27",3885
"2014-01-28",4048
"2014-01-29",4023
"2014-02-03",3941
"2014-02-04",3966
"2014-02-05",3885
"2014-02-06",3936
"2014-02-07",4191
"2014-02-10",4232
"2014-02-11",4498
"2014-02-12",4523
"2014-02-13",4600
"2014-02-14",4615
"2014-02-17",4437
"2014-02-18",4462
"2014-02-19",4600
"2014-02-20",4488
"2014-02-21",4595
"2014-02-24",4621
"2014-02-25",4932
"2014-02-26",4917
"2014-02-27",5101
"2014-02-28",5265
"2014-03-03",5290
"2014-03-04",5341
"2014-03-05",5316
"2014-03-06",5239
"2014-03-07",5341
"2014-03-10",5188
"2014-03-11",5137
"2014-03-12",5035
"2014-03-13",5443
"2014-03-14",6236
"2014-03-17",6670
"2014-03-18",6696
"2014-03-19",7437
"2014-03-20",7922
"2014-03-21",9098
"2014-03-24",10223
"2014-03-25",9379
"2014-03-26",8970
"2014-03-27",9226
"2014-03-28",8715
"2014-03-31",8945
"2014-04-01",9098
"2014-04-02",8842
"2014-04-03",8664
"2014-04-04",8689
"2014-04-07",8970
"2014-04-08",10299
"2014-04-09",9481
"2014-04-10",9277
"2014-04-11",9200
"2014-04-14",9098
"2014-04-15",9021
"2014-04-16",9328
"2014-04-17",9098
"2014-04-18",8689
"2014-04-21",8689
"2014-04-22",8894
"2014-04-23",9200
"2014-04-24",9354
"2014-04-25",8945
"2014-04-28",8868
"2014-04-29",8817
"2014-04-30",8152
"2014-05-02",7999
"2014-05-07",8050
"2014-05-08",7641
"2014-05-09",7820
"2014-05-12",7795
"2014-05-13",8076
"2014-05-14",7692
"2014-05-15",7769
"2014-05-16",7207
"2014-05-19",7207
"2014-05-20",7232
"2014-05-21",7284
"2014-05-22",8101
"2014-05-23",8076
"2014-05-26",7974
"2014-05-27",7565
"2014-05-28",7462
"2014-05-29",7667
"2014-05-30",7539
"2014-06-02",6900
"2014-06-03",6849
"2014-06-05",6287
"2014-06-09",7207
"2014-06-10",7437
"2014-06-11",7718
"2014-06-12",7437
"2014-06-13",8025
"2014-06-16",7692
"2014-06-17",7846
"2014-06-18",7948
"2014-06-19",7258
"2014-06-20",7054
"2014-06-23",6824
"2014-06-24",6951
"2014-06-25",6824
"2014-06-26",7028
"2014-06-27",7181
"2014-06-30",7156
"2014-07-01",7284
"2014-07-02",7411
"2014-07-03",7258
"2014-07-04",7514
"2014-07-07",7667
"2014-07-08",7616
"2014-07-09",8740
"2014-07-10",8715
"2014-07-11",8715
"2014-07-14",8076
"2014-07-15",8178
"2014-07-16",7820
"2014-07-17",7948
"2014-07-18",7999
"2014-07-21",8152
"2014-07-22",8510
"2014-07-23",8408
"2014-07-24",8101
"2014-07-25",8050
"2014-07-28",8536
"2014-07-29",8101
"2014-07-30",7616
"2014-07-31",7309
"2014-08-01",7488
"2014-08-04",7718
"2014-08-05",7565
"2014-08-06",7692
"2014-08-07",7820
"2014-08-08",7590
"2014-08-11",7488
"2014-08-12",7386
"2014-08-13",7309
"2014-08-14",7514
"2014-08-18",7437
"2014-08-19",7871
"2014-08-20",8178
"2014-08-21",7974
"2014-08-22",7948
"2014-08-25",8178
"2014-08-26",8025
"2014-08-27",7871
"2014-08-28",7871
"2014-08-29",8382
"2014-09-01",7922
"2014-09-02",7462
"2014-09-03",7641
"2014-09-04",7258
"2014-09-05",7411
"2014-09-11",7514
"2014-09-12",7411
"2014-09-15",7462
"2014-09-16",7411
"2014-09-17",7360
"2014-09-18",7437
"2014-09-19",7411
"2014-09-22",7437
"2014-09-23",7386
"2014-09-24",7565
"2014-09-25",7488
"2014-09-26",7335
"2014-09-29",7181
"2014-09-30",7232
"2014-10-01",6951
"2014-10-02",6849
"2014-10-06",6594
"2014-10-07",7002
"2014-10-08",6900
"2014-10-10",7386
"2014-10-13",6926
"2014-10-14",6900
"2014-10-15",6645
"2014-10-16",6670
"2014-10-17",6721
"2014-10-20",6798
"2014-10-21",7692
"2014-10-22",7820
"2014-10-23",8229
"2014-10-24",8536
"2014-10-27",8561
"2014-10-28",8536
"2014-10-29",8510
"2014-10-30",8894
"2014-10-31",8919
"2014-11-03",9098
"2014-11-04",9072
"2014-11-05",8434
"2014-11-06",8076
"2014-11-07",8255
"2014-11-10",7718
