"","Price"
"2020-09-24",14676
"2020-09-25",14273
"2020-09-28",14424
"2020-09-29",14508
"2020-10-05",14155
"2020-10-06",14659
"2020-10-07",15583
"2020-10-08",16019
"2020-10-12",15633
"2020-10-13",15129
"2020-10-14",14575
"2020-10-15",14592
"2020-10-16",14861
"2020-10-19",14609
"2020-10-20",14844
"2020-10-21",14945
"2020-10-22",14995
"2020-10-23",15314
"2020-10-26",14491
"2020-10-27",14458
"2020-10-28",14558
"2020-10-29",14458
"2020-10-30",14357
"2020-11-02",14441
"2020-11-03",14474
"2020-11-04",14945
"2020-11-05",15734
"2020-11-06",15247
"2020-11-09",15314
"2020-11-10",15213
"2020-11-11",14777
"2020-11-12",14911
"2020-11-13",14911
"2020-11-16",15935
"2020-11-17",14810
"2020-11-18",14642
"2020-11-19",14592
"2020-11-20",14659
"2020-11-23",14726
"2020-11-24",14642
"2020-11-25",14508
"2020-11-26",15112
"2020-11-27",14726
"2020-11-30",14558
"2020-12-01",14508
"2020-12-02",14558
"2020-12-03",14508
"2020-12-04",14491
"2020-12-07",14508
"2020-12-08",14441
"2020-12-09",14542
"2020-12-10",14592
"2020-12-11",14525
"2020-12-14",14911
"2020-12-15",14743
"2020-12-16",14810
"2020-12-17",14978
"2020-12-18",14844
"2020-12-21",18739
"2020-12-22",16960
"2020-12-23",16523
"2020-12-24",16086
"2020-12-28",16019
"2020-12-29",15986
"2020-12-30",16489
"2021-01-04",16070
"2021-01-05",16221
"2021-01-06",16221
"2021-01-07",16271
"2021-01-08",16070
"2021-01-11",15213
"2021-01-12",15465
"2021-01-13",15616
"2021-01-14",15415
"2021-01-15",15532
"2021-01-18",15247
"2021-01-19",15280
"2021-01-20",15364
"2021-01-21",15583
"2021-01-22",16170
"2021-01-25",16506
"2021-01-26",16338
"2021-01-27",16288
"2021-01-28",15868
"2021-01-29",15448
"2021-02-01",15599
"2021-02-02",15683
"2021-02-03",15734
"2021-02-04",16741
"2021-02-05",16187
"2021-02-08",15834
"2021-02-09",16288
"2021-02-10",16389
"2021-02-15",16137
"2021-02-16",16271
"2021-02-17",17396
"2021-02-18",17430
"2021-02-19",17060
"2021-02-22",16557
"2021-02-23",16523
"2021-02-24",15952
"2021-02-25",16389
"2021-02-26",16120
"2021-03-02",16086
"2021-03-03",16053
"2021-03-04",16338
"2021-03-05",16271
"2021-03-08",15986
"2021-03-09",15868
"2021-03-10",16137
"2021-03-11",16086
"2021-03-12",16019
"2021-03-15",15767
"2021-03-16",15633
"2021-03-17",15482
"2021-03-18",15583
"2021-03-19",15583
"2021-03-22",15499
"2021-03-23",15364
"2021-03-24",15264
"2021-03-25",15146
"2021-03-26",15213
"2021-03-29",15213
"2021-03-30",15163
"2021-03-31",15213
"2021-04-01",15398
"2021-04-02",15348
"2021-04-05",15180
"2021-04-06",14978
"2021-04-07",15028
"2021-04-08",15062
"2021-04-09",15062
"2021-04-12",15482
"2021-04-13",15918
"2021-04-14",15935
"2021-04-15",15784
"2021-04-16",15868
"2021-04-19",16120
"2021-04-20",16422
"2021-04-21",16204
"2021-04-22",16154
"2021-04-23",16422
"2021-04-26",16473
"2021-04-27",16103
"2021-04-28",15717
"2021-04-29",15616
"2021-04-30",15599
"2021-05-03",15801
"2021-05-04",15751
"2021-05-06",15818
"2021-05-07",15801
"2021-05-10",15767
"2021-05-11",15583
"2021-05-12",15314
"2021-05-13",15163
"2021-05-14",15297
"2021-05-17",15045
"2021-05-18",15314
"2021-05-20",15280
"2021-05-21",15616
"2021-05-24",15314
"2021-05-25",15180
"2021-05-26",15146
"2021-05-27",15180
"2021-05-28",15364
"2021-05-31",15331
"2021-06-01",15415
"2021-06-02",15348
"2021-06-03",15415
"2021-06-04",15381
"2021-06-07",15364
"2021-06-08",15247
"2021-06-09",15163
"2021-06-10",15247
"2021-06-11",15163
"2021-06-14",15146
"2021-06-15",15096
"2021-06-16",15247
"2021-06-17",15247
"2021-06-18",15264
"2021-06-21",15180
"2021-06-22",15196
"2021-06-23",15079
"2021-06-24",15112
"2021-06-25",15146
"2021-06-28",15247
"2021-06-29",15062
"2021-06-30",15096
"2021-07-01",15062
"2021-07-02",15213
"2021-07-05",15146
"2021-07-06",15112
"2021-07-07",15415
"2021-07-08",15129
"2021-07-09",15616
"2021-07-12",15834
"2021-07-13",15633
"2021-07-14",15667
"2021-07-15",15499
"2021-07-16",15482
"2021-07-19",15482
"2021-07-20",15566
"2021-07-21",15448
"2021-07-22",15314
"2021-07-23",15348
"2021-07-26",15112
"2021-07-27",15079
"2021-07-28",14995
"2021-07-29",15112
"2021-07-30",15180
"2021-08-02",15079
"2021-08-03",14995
"2021-08-04",14793
"2021-08-05",14525
"2021-08-06",14474
"2021-08-09",14290
"2021-08-10",14357
"2021-08-11",14642
"2021-08-12",19008
"2021-08-13",24684
"2021-08-17",24684
"2021-08-18",25154
"2021-08-19",23609
"2021-08-20",23340
"2021-08-23",22971
"2021-08-24",21896
"2021-08-25",22400
"2021-08-26",29100
"2021-08-27",29150
"2021-08-30",25850
"2021-08-31",26650
"2021-09-01",26500
"2021-09-02",28700
"2021-09-03",28250
"2021-09-06",27000
"2021-09-07",25600
"2021-09-08",24400
"2021-09-09",23050
"2021-09-10",20850
"2021-09-13",20150
"2021-09-14",19200
"2021-09-15",18950
"2021-09-16",20000
"2021-09-17",19000
"2021-09-23",18300
"2021-09-24",19400
"2021-09-27",19700
"2021-09-28",19400
"2021-09-29",19050
"2021-09-30",18400
"2021-10-01",17700
"2021-10-05",17800
"2021-10-06",16300
"2021-10-07",16600
"2021-10-08",16300
"2021-10-12",15600
"2021-10-13",15950
"2021-10-14",16800
"2021-10-15",17000
"2021-10-18",16950
"2021-10-19",17700
"2021-10-20",16800
"2021-10-21",16450
"2021-10-22",16450
"2021-10-25",16200
"2021-10-26",16800
"2021-10-27",16350
"2021-10-28",15950
"2021-10-29",15750
"2021-11-01",15550
"2021-11-02",16150
"2021-11-03",16200
"2021-11-04",15750
"2021-11-05",15600
"2021-11-08",15050
"2021-11-09",14700
"2021-11-10",14500
"2021-11-11",14150
"2021-11-12",14600
"2021-11-15",15150
"2021-11-16",15150
"2021-11-17",15450
"2021-11-18",16050
"2021-11-19",15700
"2021-11-22",16350
"2021-11-23",15100
"2021-11-24",15700
"2021-11-25",15200
"2021-11-26",16200
"2021-11-29",16000
"2021-11-30",14200
"2021-12-01",14500
"2021-12-02",14350
"2021-12-03",14150
"2021-12-06",13950
"2021-12-07",13900
"2021-12-08",15750
"2021-12-09",15150
"2021-12-10",15800
"2021-12-13",16150
"2021-12-14",15700
"2021-12-15",16100
"2021-12-16",15650
"2021-12-17",14950
"2021-12-20",15600
"2021-12-21",14900
"2021-12-22",14900
"2021-12-23",14750
"2021-12-24",14450
"2021-12-27",14350
"2021-12-28",14200
"2021-12-29",14400
"2021-12-30",14700
"2022-01-03",14850
"2022-01-04",14850
"2022-01-05",14350
"2022-01-06",14000
"2022-01-07",14050
"2022-01-10",13800
"2022-01-11",13300
"2022-01-12",13450
"2022-01-13",14400
"2022-01-14",14400
"2022-01-17",13900
"2022-01-18",13650
"2022-01-19",13350
"2022-01-20",13600
"2022-01-21",13750
"2022-01-24",13650
"2022-01-25",13750
"2022-01-26",13700
"2022-01-27",12650
"2022-01-28",12800
"2022-02-03",13200
"2022-02-04",12850
"2022-02-07",12800
"2022-02-08",12800
"2022-02-09",13250
"2022-02-10",13050
"2022-02-11",12600
"2022-02-14",11900
"2022-02-15",11500
"2022-02-16",12300
"2022-02-17",12100
"2022-02-18",12100
"2022-02-21",12350
"2022-02-22",11850
"2022-02-23",11950
"2022-02-24",11500
"2022-02-25",11800
"2022-02-28",11850
"2022-03-02",12050
"2022-03-03",12350
"2022-03-04",12100
"2022-03-07",11700
"2022-03-08",11550
"2022-03-10",11800
"2022-03-11",11950
"2022-03-14",11750
"2022-03-15",11500
"2022-03-16",11900
"2022-03-17",12100
"2022-03-18",12150
"2022-03-21",12250
