"","Price"
"2013-03-11",1676
"2013-03-12",1680
"2013-03-13",1700
"2013-03-14",1720
"2013-03-15",1768
"2013-03-18",1720
"2013-03-19",1732
"2013-03-20",1696
"2013-03-21",1680
"2013-03-22",1696
"2013-03-25",1704
"2013-03-26",1708
"2013-03-27",1736
"2013-03-28",1800
"2013-03-29",1812
"2013-04-01",1880
"2013-04-02",1868
"2013-04-03",1816
"2013-04-04",1800
"2013-04-05",1760
"2013-04-08",1740
"2013-04-09",1780
"2013-04-10",1780
"2013-04-11",1760
"2013-04-12",1820
"2013-04-15",1860
"2013-04-16",1876
"2013-04-17",1872
"2013-04-18",1828
"2013-04-19",1828
"2013-04-22",1888
"2013-04-23",1908
"2013-04-24",1884
"2013-04-25",1888
"2013-04-26",1888
"2013-04-29",1880
"2013-04-30",1892
"2013-05-02",1997
"2013-05-03",1989
"2013-05-06",2005
"2013-05-07",1989
"2013-05-08",2017
"2013-05-09",2017
"2013-05-10",1997
"2013-05-13",2021
"2013-05-14",1997
"2013-05-15",1956
"2013-05-16",1876
"2013-05-20",1876
"2013-05-21",1916
"2013-05-22",1928
"2013-05-23",1896
"2013-05-24",1928
"2013-05-27",1985
"2013-05-28",1993
"2013-05-29",2001
"2013-05-30",2001
"2013-05-31",2129
"2013-06-03",2061
"2013-06-04",2101
"2013-06-05",2041
"2013-06-07",1964
"2013-06-10",1997
"2013-06-11",1989
"2013-06-12",1997
"2013-06-13",1968
"2013-06-14",1956
"2013-06-17",1876
"2013-06-18",1876
"2013-06-19",1876
"2013-06-20",1852
"2013-06-21",1800
"2013-06-24",1768
"2013-06-25",1680
"2013-06-26",1712
"2013-06-27",1752
"2013-06-28",1760
"2013-07-01",1788
"2013-07-02",1792
"2013-07-03",1776
"2013-07-04",1780
"2013-07-05",1808
"2013-07-08",1812
"2013-07-09",1816
"2013-07-10",1816
"2013-07-11",1800
"2013-07-12",1848
"2013-07-15",1900
"2013-07-16",1912
"2013-07-17",1888
"2013-07-18",1872
"2013-07-19",1880
"2013-07-22",1840
"2013-07-23",1864
"2013-07-24",1840
"2013-07-25",1864
"2013-07-26",1848
"2013-07-29",1848
"2013-07-30",1896
"2013-07-31",1896
"2013-08-01",1904
"2013-08-02",1896
"2013-08-05",1872
"2013-08-06",1896
"2013-08-07",1892
"2013-08-08",1892
"2013-08-09",1888
"2013-08-12",1888
"2013-08-13",1884
