"","Price"
"2013-03-11",9150
"2013-03-12",9010
"2013-03-13",8950
"2013-03-14",8900
"2013-03-15",8800
"2013-03-18",8830
"2013-03-19",8840
"2013-03-20",8820
"2013-03-21",8800
"2013-03-22",8710
"2013-03-25",8930
"2013-03-26",8860
"2013-03-27",9060
"2013-03-28",8940
"2013-03-29",9160
"2013-04-01",9200
"2013-04-02",8830
"2013-04-03",8830
"2013-04-04",8640
"2013-04-05",8420
"2013-04-08",8480
"2013-04-09",8510
"2013-04-10",8520
"2013-04-11",8090
"2013-04-12",8070
"2013-04-15",7730
"2013-04-16",7910
"2013-04-17",7650
"2013-04-18",7700
"2013-04-19",7690
"2013-04-22",7710
"2013-04-23",7750
"2013-04-24",7800
"2013-04-25",7630
"2013-04-26",7500
"2013-04-29",7420
"2013-04-30",7560
"2013-05-02",7490
"2013-05-03",7490
"2013-05-06",7610
"2013-05-07",7680
"2013-05-08",7790
"2013-05-09",8000
"2013-05-10",7870
"2013-05-13",7880
"2013-05-14",8010
"2013-05-15",7900
"2013-05-16",7940
"2013-05-20",7880
"2013-05-21",7910
"2013-05-22",7930
"2013-05-23",7850
"2013-05-24",7800
"2013-05-27",7860
"2013-05-28",7870
"2013-05-29",7950
"2013-05-30",7910
"2013-05-31",7890
"2013-06-03",7870
"2013-06-04",7720
"2013-06-05",7590
"2013-06-07",7730
"2013-06-10",7670
"2013-06-11",7800
"2013-06-12",7740
"2013-06-13",7670
"2013-06-14",7750
"2013-06-17",7660
"2013-06-18",7500
"2013-06-19",7330
"2013-06-20",7150
"2013-06-21",7120
"2013-06-24",7020
"2013-06-25",7070
"2013-06-26",6900
"2013-06-27",6970
"2013-06-28",7090
"2013-07-01",7050
"2013-07-02",7230
"2013-07-03",6990
"2013-07-04",7030
"2013-07-05",6960
"2013-07-08",6810
"2013-07-09",6810
"2013-07-10",6760
"2013-07-11",6990
"2013-07-12",6940
"2013-07-15",7050
"2013-07-16",6970
"2013-07-17",7160
"2013-07-18",7050
"2013-07-19",7000
"2013-07-22",7250
"2013-07-23",7360
"2013-07-24",7420
"2013-07-25",7740
"2013-07-26",7540
"2013-07-29",7540
"2013-07-30",7720
"2013-07-31",7720
"2013-08-01",7640
"2013-08-02",7520
"2013-08-05",7520
"2013-08-06",7480
"2013-08-07",7420
"2013-08-08",7640
"2013-08-09",7520
"2013-08-12",7600
"2013-08-13",7600
"2013-08-14",7560
"2013-08-16",7550
"2013-08-19",7550
"2013-08-20",7360
"2013-08-21",7110
"2013-08-22",7040
"2013-08-23",7010
"2013-08-26",7090
"2013-08-27",7190
"2013-08-28",7170
"2013-08-29",7200
"2013-08-30",7380
"2013-09-02",7470
"2013-09-03",7760
"2013-09-04",7790
"2013-09-05",7900
"2013-09-06",7800
"2013-09-09",8090
"2013-09-10",8180
"2013-09-11",8290
"2013-09-12",8330
"2013-09-13",8460
"2013-09-16",8600
"2013-09-17",8700
"2013-09-23",8950
"2013-09-24",8620
"2013-09-25",8600
"2013-09-26",8620
"2013-09-27",8930
"2013-09-30",8690
"2013-10-01",9040
"2013-10-02",8550
"2013-10-04",8550
"2013-10-07",8480
"2013-10-08",8500
"2013-10-10",8330
"2013-10-11",8640
"2013-10-14",8630
"2013-10-15",8700
"2013-10-16",8570
"2013-10-17",8490
"2013-10-18",8620
"2013-10-21",8430
"2013-10-22",8640
"2013-10-23",8650
"2013-10-24",8720
"2013-10-25",8550
"2013-10-28",8490
"2013-10-29",8590
"2013-10-30",8620
"2013-10-31",8590
"2013-11-01",8430
"2013-11-04",8160
"2013-11-05",8180
"2013-11-06",8110
"2013-11-07",7970
"2013-11-08",7810
"2013-11-11",7830
"2013-11-12",8140
"2013-11-13",7970
"2013-11-14",7830
"2013-11-15",7980
"2013-11-18",7930
"2013-11-19",8340
"2013-11-20",8250
"2013-11-21",8080
"2013-11-22",8060
"2013-11-25",8270
"2013-11-26",8380
"2013-11-27",8400
"2013-11-28",8510
"2013-11-29",8530
"2013-12-02",8290
"2013-12-03",8210
"2013-12-04",8250
"2013-12-05",8110
"2013-12-06",8060
"2013-12-09",8090
"2013-12-10",8180
"2013-12-11",8000
"2013-12-12",7900
"2013-12-13",7690
"2013-12-16",7810
"2013-12-17",6940
"2013-12-18",7170
"2013-12-19",6970
"2013-12-20",6980
"2013-12-23",7080
"2013-12-24",7080
"2013-12-26",7160
"2013-12-27",7160
"2013-12-30",7370
"2014-01-02",7090
"2014-01-03",6990
"2014-01-06",6730
"2014-01-07",6780
"2014-01-08",6770
"2014-01-09",6690
"2014-01-10",6680
"2014-01-13",6620
"2014-01-14",6370
"2014-01-15",6400
"2014-01-16",6400
"2014-01-17",6180
"2014-01-20",6100
"2014-01-21",6240
"2014-01-22",6240
"2014-01-23",6170
"2014-01-24",6100
"2014-01-27",5930
"2014-01-28",6450
"2014-01-29",6820
"2014-02-03",6740
"2014-02-04",6630
"2014-02-05",6980
"2014-02-06",7150
"2014-02-07",7380
"2014-02-10",7400
"2014-02-11",7400
"2014-02-12",7350
"2014-02-13",7470
"2014-02-14",7660
"2014-02-17",8210
"2014-02-18",8190
"2014-02-19",8120
"2014-02-20",8530
"2014-02-21",8700
"2014-02-24",8550
"2014-02-25",8320
"2014-02-26",8130
"2014-02-27",8390
"2014-02-28",8140
"2014-03-03",8300
"2014-03-04",8240
"2014-03-05",8750
"2014-03-06",8670
"2014-03-07",8550
"2014-03-10",8380
"2014-03-11",8440
"2014-03-12",7800
"2014-03-13",8000
"2014-03-14",7690
"2014-03-17",7860
"2014-03-18",7850
"2014-03-19",7850
"2014-03-20",7680
"2014-03-21",7740
"2014-03-24",7540
"2014-03-25",7670
"2014-03-26",7930
"2014-03-27",7920
"2014-03-28",7960
"2014-03-31",7950
"2014-04-01",7820
"2014-04-02",7770
"2014-04-03",8020
"2014-04-04",8220
"2014-04-07",7980
"2014-04-08",7850
"2014-04-09",8170
"2014-04-10",8230
"2014-04-11",8130
"2014-04-14",8090
"2014-04-15",7960
"2014-04-16",8050
"2014-04-17",8110
"2014-04-18",8160
"2014-04-21",8070
"2014-04-22",8220
"2014-04-23",8190
"2014-04-24",8160
"2014-04-25",7860
"2014-04-28",7970
"2014-04-29",8480
"2014-04-30",8560
"2014-05-02",8590
"2014-05-07",8330
"2014-05-08",8590
"2014-05-09",8650
"2014-05-12",8600
"2014-05-13",8690
"2014-05-14",8680
"2014-05-15",8730
"2014-05-16",8770
"2014-05-19",8530
"2014-05-20",8580
"2014-05-21",8720
"2014-05-22",8690
"2014-05-23",8590
"2014-05-26",8660
"2014-05-27",8680
"2014-05-28",8810
"2014-05-29",8660
"2014-05-30",8350
"2014-06-02",8430
"2014-06-03",8390
"2014-06-05",8270
"2014-06-09",8350
"2014-06-10",8300
"2014-06-11",8220
"2014-06-12",8060
"2014-06-13",7700
"2014-06-16",7960
"2014-06-17",7710
"2014-06-18",7940
"2014-06-19",8260
"2014-06-20",8150
"2014-06-23",8310
"2014-06-24",8340
"2014-06-25",8220
"2014-06-26",8420
"2014-06-27",8390
"2014-06-30",8770
"2014-07-01",8720
"2014-07-02",8900
"2014-07-03",9320
"2014-07-04",9330
"2014-07-07",9460
"2014-07-08",9460
"2014-07-09",9670
"2014-07-10",9380
"2014-07-11",9260
"2014-07-14",9570
"2014-07-15",9430
"2014-07-16",9260
"2014-07-17",9260
"2014-07-18",9200
"2014-07-21",9390
"2014-07-22",10000
"2014-07-23",9890
"2014-07-24",9580
"2014-07-25",9700
"2014-07-28",10200
"2014-07-29",9960
"2014-07-30",10000
"2014-07-31",9960
"2014-08-01",9920
"2014-08-04",9650
"2014-08-05",9280
"2014-08-06",9210
"2014-08-07",9300
"2014-08-08",8790
"2014-08-11",8840
"2014-08-12",9000
"2014-08-13",9060
"2014-08-14",8660
"2014-08-18",8650
"2014-08-19",8980
"2014-08-20",8760
"2014-08-21",8400
"2014-08-22",8160
"2014-08-25",8260
"2014-08-26",8720
"2014-08-27",8830
"2014-08-28",8600
"2014-08-29",8520
"2014-09-01",8830
"2014-09-02",8640
"2014-09-03",8520
"2014-09-04",8610
"2014-09-05",8520
"2014-09-11",8490
"2014-09-12",8770
"2014-09-15",8510
"2014-09-16",8680
"2014-09-17",8300
"2014-09-18",8360
"2014-09-19",8390
"2014-09-22",8180
"2014-09-23",8200
"2014-09-24",8220
"2014-09-25",8100
"2014-09-26",7900
"2014-09-29",7630
"2014-09-30",7680
"2014-10-01",7450
"2014-10-02",7330
"2014-10-06",7500
"2014-10-07",7350
"2014-10-08",7360
"2014-10-10",7320
"2014-10-13",7030
"2014-10-14",7050
"2014-10-15",6800
"2014-10-16",6880
"2014-10-17",6580
"2014-10-20",6880
"2014-10-21",6740
"2014-10-22",6800
"2014-10-23",6710
"2014-10-24",6420
"2014-10-27",6760
"2014-10-28",6600
"2014-10-29",7060
"2014-10-30",6660
"2014-10-31",6550
"2014-11-03",6670
"2014-11-04",6540
"2014-11-05",6520
"2014-11-06",6720
"2014-11-07",6570
"2014-11-10",6590
"2014-11-11",6640
"2014-11-12",6820
"2014-11-13",6910
"2014-11-14",6710
"2014-11-17",6820
"2014-11-18",6690
"2014-11-19",6510
"2014-11-20",6400
"2014-11-21",6440
"2014-11-24",6630
"2014-11-25",6810
"2014-11-26",6700
"2014-11-27",6520
"2014-11-28",6290
"2014-12-01",6090
"2014-12-02",6090
"2014-12-03",6070
"2014-12-04",6100
"2014-12-05",6210
"2014-12-08",6200
"2014-12-09",6070
"2014-12-10",5950
"2014-12-11",5740
"2014-12-12",5540
"2014-12-15",5690
"2014-12-16",5620
"2014-12-17",5760
"2014-12-18",5700
"2014-12-19",5720
"2014-12-22",5790
"2014-12-23",5800
"2014-12-24",5940
"2014-12-26",5890
"2014-12-29",5880
"2014-12-30",5890
"2015-01-02",5590
"2015-01-05",5560
"2015-01-06",5410
"2015-01-07",5160
"2015-01-08",5410
"2015-01-09",5460
"2015-01-12",5360
"2015-01-13",5350
"2015-01-14",5170
"2015-01-15",5210
"2015-01-16",5150
"2015-01-19",5260
"2015-01-20",5260
"2015-01-21",5170
"2015-01-22",5350
"2015-01-23",5340
"2015-01-26",5380
"2015-01-27",5630
"2015-01-28",6250
"2015-01-29",6670
"2015-01-30",6780
"2015-02-02",6790
"2015-02-03",6720
"2015-02-04",6990
"2015-02-05",7030
"2015-02-06",6960
"2015-02-09",7140
"2015-02-10",7060
"2015-02-11",7110
"2015-02-12",6810
"2015-02-13",6910
"2015-02-16",6900
"2015-02-17",7030
"2015-02-23",7100
"2015-02-24",6920
"2015-02-25",7450
"2015-02-26",8030
"2015-02-27",7910
"2015-03-02",8160
"2015-03-03",8060
"2015-03-04",8080
"2015-03-05",8010
"2015-03-06",7890
"2015-03-09",7760
"2015-03-10",7500
"2015-03-11",7410
"2015-03-12",7530
"2015-03-13",7470
"2015-03-16",7170
"2015-03-17",7880
"2015-03-18",7870
"2015-03-19",7990
"2015-03-20",7840
"2015-03-23",8080
"2015-03-24",8100
"2015-03-25",8210
"2015-03-26",7470
"2015-03-27",7550
"2015-03-30",7780
"2015-03-31",7930
"2015-04-01",7740
"2015-04-02",7790
