"","Price"
"2013-03-11",4650
"2013-03-12",4590
"2013-03-13",4570
"2013-03-14",4530
"2013-03-15",4530
"2013-03-18",4600
"2013-03-19",4860
"2013-03-20",4885
"2013-03-21",4740
"2013-03-22",4770
"2013-03-25",4730
"2013-03-26",4730
"2013-03-27",4710
"2013-03-28",4740
"2013-03-29",4735
"2013-04-01",4665
"2013-04-02",4640
"2013-04-03",4595
"2013-04-04",4420
"2013-04-05",4210
"2013-04-08",4110
"2013-04-09",4180
"2013-04-10",4200
"2013-04-11",4250
"2013-04-12",4290
"2013-04-15",4290
"2013-04-16",4220
"2013-04-17",4365
"2013-04-18",4335
"2013-04-19",4295
"2013-04-22",4300
"2013-04-23",4270
"2013-04-24",4345
"2013-04-25",4300
"2013-04-26",4225
"2013-04-29",4150
"2013-04-30",4270
"2013-05-02",4175
"2013-05-03",4280
"2013-05-06",4250
"2013-05-07",4280
"2013-05-08",4310
"2013-05-09",4405
"2013-05-10",4380
"2013-05-13",4340
"2013-05-14",4270
"2013-05-15",4300
"2013-05-16",4390
"2013-05-20",4605
"2013-05-21",4625
"2013-05-22",4565
"2013-05-23",4615
"2013-05-24",4670
"2013-05-27",4845
"2013-05-28",5250
"2013-05-29",5180
"2013-05-30",5240
"2013-05-31",5120
"2013-06-03",4920
"2013-06-04",4900
"2013-06-05",4730
"2013-06-07",4680
"2013-06-10",4810
"2013-06-11",4880
"2013-06-12",4860
"2013-06-13",4780
"2013-06-14",4680
"2013-06-17",4355
"2013-06-18",4490
"2013-06-19",4450
"2013-06-20",4500
"2013-06-21",4415
"2013-06-24",4470
"2013-06-25",4320
"2013-06-26",4370
"2013-06-27",4520
"2013-06-28",4555
"2013-07-01",4550
"2013-07-02",4410
"2013-07-03",4360
"2013-07-04",4300
"2013-07-05",4325
"2013-07-08",4250
"2013-07-09",4335
"2013-07-10",4380
"2013-07-11",4400
"2013-07-12",4455
"2013-07-15",4455
"2013-07-16",4630
"2013-07-17",4535
"2013-07-18",4535
"2013-07-19",4500
"2013-07-22",4565
"2013-07-23",4530
"2013-07-24",4545
"2013-07-25",4515
"2013-07-26",4530
"2013-07-29",4385
"2013-07-30",4400
"2013-07-31",4435
"2013-08-01",4500
"2013-08-02",4580
"2013-08-05",4595
"2013-08-06",4570
"2013-08-07",4530
"2013-08-08",4600
"2013-08-09",4580
"2013-08-12",4545
"2013-08-13",4600
"2013-08-14",4565
"2013-08-16",4510
"2013-08-19",4455
"2013-08-20",4415
"2013-08-21",4385
"2013-08-22",4290
"2013-08-23",4380
"2013-08-26",4375
"2013-08-27",4400
"2013-08-28",4320
"2013-08-29",4395
"2013-08-30",4600
"2013-09-02",4625
"2013-09-03",4580
"2013-09-04",4850
"2013-09-05",5240
"2013-09-06",5060
"2013-09-09",5810
"2013-09-10",5830
"2013-09-11",5640
"2013-09-12",5350
"2013-09-13",5400
"2013-09-16",5230
"2013-09-17",5230
"2013-09-23",5140
"2013-09-24",5200
"2013-09-25",5160
"2013-09-26",5350
"2013-09-27",5380
"2013-09-30",5300
"2013-10-01",5220
"2013-10-02",5500
"2013-10-04",5240
"2013-10-07",5140
"2013-10-08",4935
"2013-10-10",4960
"2013-10-11",4900
"2013-10-14",4960
"2013-10-15",5020
"2013-10-16",4900
"2013-10-17",4950
"2013-10-18",5030
"2013-10-21",5230
"2013-10-22",5190
"2013-10-23",4930
"2013-10-24",4980
"2013-10-25",5050
"2013-10-28",4975
"2013-10-29",5190
"2013-10-30",5180
"2013-10-31",5180
"2013-11-01",5350
"2013-11-04",5110
"2013-11-05",4970
"2013-11-06",4870
"2013-11-07",4790
"2013-11-08",4610
"2013-11-11",4650
"2013-11-12",4650
"2013-11-13",4765
"2013-11-14",4900
"2013-11-15",4525
"2013-11-18",4335
"2013-11-19",4210
"2013-11-20",4040
"2013-11-21",4050
"2013-11-22",3950
"2013-11-25",3945
"2013-11-26",4040
"2013-11-27",4010
"2013-11-28",4020
"2013-11-29",4060
"2013-12-02",3935
"2013-12-03",3775
"2013-12-04",3770
"2013-12-05",3715
"2013-12-06",3735
"2013-12-09",3620
"2013-12-10",3550
"2013-12-11",3465
"2013-12-12",3480
"2013-12-13",3500
"2013-12-16",3510
"2013-12-17",3495
"2013-12-18",3570
"2013-12-19",3530
"2013-12-20",3550
"2013-12-23",3575
"2013-12-24",3515
"2013-12-26",3480
"2013-12-27",3495
"2013-12-30",3795
"2014-01-02",3680
"2014-01-03",3760
"2014-01-06",3765
"2014-01-07",3800
"2014-01-08",3740
"2014-01-09",3750
"2014-01-10",3720
"2014-01-13",3740
"2014-01-14",3745
"2014-01-15",4075
"2014-01-16",4100
"2014-01-17",4030
"2014-01-20",4010
"2014-01-21",3950
"2014-01-22",3995
"2014-01-23",3945
"2014-01-24",3870
"2014-01-27",3670
"2014-01-28",3655
"2014-01-29",3775
"2014-02-03",3740
"2014-02-04",3685
"2014-02-05",3645
"2014-02-06",3625
"2014-02-07",3600
"2014-02-10",3650
"2014-02-11",3700
"2014-02-12",3715
"2014-02-13",3850
"2014-02-14",3810
"2014-02-17",3800
"2014-02-18",3780
"2014-02-19",3735
"2014-02-20",3745
"2014-02-21",3750
"2014-02-24",3720
"2014-02-25",3705
"2014-02-26",3735
"2014-02-27",3730
"2014-02-28",3760
"2014-03-03",3440
"2014-03-04",3435
"2014-03-05",3415
"2014-03-06",3500
"2014-03-07",3510
"2014-03-10",3500
