"","Price"
"2022-05-20",27100
"2022-05-23",26500
"2022-05-24",30500
"2022-05-25",28200
"2022-05-26",27000
"2022-05-27",26350
"2022-05-30",26350
"2022-05-31",26800
"2022-06-02",26600
"2022-06-03",26300
"2022-06-07",25600
"2022-06-08",24350
"2022-06-09",22450
"2022-06-10",25150
"2022-06-13",22200
"2022-06-14",28850
"2022-06-15",33150
"2022-06-16",36250
"2022-06-17",33250
"2022-06-20",31000
"2022-06-21",29850
"2022-06-22",27650
"2022-06-23",25850
"2022-06-24",26700
"2022-06-27",28100
"2022-06-28",29400
"2022-06-29",28900
"2022-06-30",26950
"2022-07-01",24650
"2022-07-04",23050
"2022-07-05",23850
"2022-07-06",25200
"2022-07-07",25500
"2022-07-08",24650
"2022-07-11",23600
"2022-07-12",23600
"2022-07-13",23500
"2022-07-14",23700
"2022-07-15",22800
"2022-07-18",24900
"2022-07-19",25550
"2022-07-20",25400
"2022-07-21",25650
"2022-07-22",25600
"2022-07-25",24700
"2022-07-26",24500
"2022-07-27",26100
"2022-07-28",25600
"2022-07-29",26050
"2022-08-01",26400
"2022-08-02",26600
"2022-08-03",27050
"2022-08-04",26500
"2022-08-05",26050
"2022-08-08",27300
"2022-08-09",27400
"2022-08-10",26750
"2022-08-11",26900
"2022-08-12",27750
"2022-08-16",27600
"2022-08-17",26600
"2022-08-18",25600
"2022-08-19",24800
"2022-08-22",22800
"2022-08-23",22350
"2022-08-24",22700
"2022-08-25",22750
"2022-08-26",22800
"2022-08-29",21600
"2022-08-30",21950
"2022-08-31",22700
"2022-09-01",23600
"2022-09-02",23050
"2022-09-05",24200
"2022-09-06",24350
"2022-09-07",24650
"2022-09-08",24050
"2022-09-13",23950
"2022-09-14",22850
"2022-09-15",22950
"2022-09-16",24300
"2022-09-19",24650
"2022-09-20",25050
"2022-09-21",23100
"2022-09-22",26800
"2022-09-23",32150
"2022-09-26",33200
"2022-09-27",30800
"2022-09-28",27300
"2022-09-29",26250
"2022-09-30",24300
"2022-10-04",28150
"2022-10-05",25050
"2022-10-06",25000
"2022-10-07",23550
"2022-10-11",20650
"2022-10-12",20850
"2022-10-13",19550
"2022-10-14",19950
"2022-10-17",20150
"2022-10-18",20100
"2022-10-19",19950
"2022-10-20",20550
"2022-10-21",19800
"2022-10-24",19800
"2022-10-25",20550
"2022-10-26",19800
"2022-10-27",19900
"2022-10-28",19600
"2022-10-31",20200
"2022-11-01",20100
"2022-11-02",19850
"2022-11-03",19900
"2022-11-04",19650
"2022-11-07",20000
"2022-11-08",20800
"2022-11-09",20800
"2022-11-10",20350
"2022-11-11",20750
"2022-11-14",20350
"2022-11-15",20600
"2022-11-16",20450
"2022-11-17",20000
"2022-11-18",19850
"2022-11-21",18900
"2022-11-22",18150
"2022-11-23",18300
"2022-11-24",18800
"2022-11-25",18500
"2022-11-28",17700
"2022-11-29",17750
"2022-11-30",17700
"2022-12-01",17950
"2022-12-02",18100
"2022-12-05",18850
"2022-12-06",20000
"2022-12-07",20100
"2022-12-08",19150
"2022-12-09",18600
"2022-12-12",17950
"2022-12-13",17600
"2022-12-14",17850
"2022-12-15",17650
"2022-12-16",17250
"2022-12-19",16700
"2022-12-20",15850
"2022-12-21",15600
"2022-12-22",15650
"2022-12-23",15000
"2022-12-26",14600
"2022-12-27",14550
"2022-12-28",15050
"2022-12-29",14200
"2023-01-02",13500
"2023-01-03",13950
"2023-01-04",14500
"2023-01-05",14050
"2023-01-06",14500
"2023-01-09",14850
"2023-01-10",16150
"2023-01-11",16400
"2023-01-12",16400
"2023-01-13",17100
"2023-01-16",17500
"2023-01-17",17600
"2023-01-18",19200
"2023-01-19",18200
"2023-01-20",18000
"2023-01-25",18730
"2023-01-26",18260
"2023-01-27",18700
"2023-01-30",18700
"2023-01-31",19770
"2023-02-01",19410
"2023-02-02",20750
"2023-02-03",20900
"2023-02-06",23800
"2023-02-07",24950
"2023-02-08",25450
"2023-02-09",24400
"2023-02-10",23100
"2023-02-13",25100
"2023-02-14",25000
"2023-02-15",25300
"2023-02-16",25350
"2023-02-17",26400
"2023-02-20",26200
"2023-02-21",26300
"2023-02-22",28300
"2023-02-23",28000
"2023-02-24",29700
"2023-02-27",29550
"2023-02-28",29350
"2023-03-02",27550
"2023-03-03",27600
"2023-03-06",27900
"2023-03-07",27000
"2023-03-08",27350
"2023-03-09",25700
"2023-03-10",24900
