"","Price"
"2021-11-22",38950
"2021-11-23",40900
"2021-11-24",40450
"2021-11-25",40750
"2021-11-26",36900
"2021-11-29",32350
"2021-11-30",30150
"2021-12-01",30100
"2021-12-02",29950
"2021-12-03",32100
"2021-12-06",30650
"2021-12-07",31200
"2021-12-08",32800
"2021-12-09",32850
"2021-12-10",32050
"2021-12-13",31000
"2021-12-14",30000
"2021-12-15",29150
"2021-12-16",28700
"2021-12-17",27950
"2021-12-20",26350
"2021-12-21",27400
"2021-12-22",27950
"2021-12-23",27500
"2021-12-24",26950
"2021-12-27",26000
"2021-12-28",26500
"2021-12-29",27200
"2021-12-30",27200
"2022-01-03",28350
"2022-01-04",29000
"2022-01-05",27500
"2022-01-06",27300
"2022-01-07",26550
"2022-01-10",25200
"2022-01-11",24550
"2022-01-12",24550
"2022-01-13",24000
"2022-01-14",22950
"2022-01-17",22900
"2022-01-18",24100
"2022-01-19",24500
"2022-01-20",25000
"2022-01-21",23900
"2022-01-24",23300
"2022-01-25",22250
"2022-01-26",21600
"2022-01-27",19850
"2022-01-28",20400
"2022-02-03",20800
"2022-02-04",21400
"2022-02-07",21200
"2022-02-08",21200
"2022-02-09",21400
"2022-02-10",21000
"2022-02-11",20050
"2022-02-14",18750
"2022-02-15",17900
"2022-02-16",18950
"2022-02-17",19000
"2022-02-18",19300
"2022-02-21",19700
"2022-02-22",18650
"2022-02-23",19050
"2022-02-24",17950
"2022-02-25",18500
"2022-02-28",18950
"2022-03-02",19100
"2022-03-03",19150
"2022-03-04",19350
"2022-03-07",18500
"2022-03-08",18100
"2022-03-10",19100
"2022-03-11",19650
"2022-03-14",20250
"2022-03-15",21000
"2022-03-16",21350
"2022-03-17",20750
"2022-03-18",20700
"2022-03-21",21200
"2022-03-22",21200
"2022-03-23",20800
"2022-03-24",21000
"2022-03-25",21050
"2022-03-28",20750
"2022-03-29",20650
"2022-03-30",21350
"2022-03-31",23300
"2022-04-01",25150
"2022-04-04",24950
"2022-04-05",24000
"2022-04-06",23550
"2022-04-07",23150
"2022-04-08",24750
"2022-04-11",23550
"2022-04-12",22550
"2022-04-13",22450
"2022-04-14",21900
"2022-04-15",21700
"2022-04-18",21700
"2022-04-19",21500
"2022-04-20",21550
"2022-04-21",21050
"2022-04-22",20000
"2022-04-25",19100
"2022-04-26",19350
"2022-04-27",19200
"2022-04-28",18700
"2022-04-29",18750
"2022-05-02",18750
"2022-05-03",19600
"2022-05-04",19450
"2022-05-06",18700
"2022-05-09",17550
"2022-05-10",17350
"2022-05-11",17750
"2022-05-12",17150
"2022-05-13",17450
"2022-05-16",17200
"2022-05-17",17200
"2022-05-18",18000
"2022-05-19",17450
"2022-05-20",17750
"2022-05-23",17600
"2022-05-24",16850
"2022-05-25",16600
"2022-05-26",16650
"2022-05-27",16800
"2022-05-30",17250
"2022-05-31",17400
"2022-06-02",17100
"2022-06-03",17350
"2022-06-07",17300
"2022-06-08",17200
"2022-06-09",17150
"2022-06-10",17750
