"","Price"
"2013-03-11",4765
"2013-03-12",4800
"2013-03-13",4710
"2013-03-14",4700
"2013-03-15",4730
"2013-03-18",4710
"2013-03-19",4605
"2013-03-20",4385
"2013-03-21",4330
"2013-03-22",4430
"2013-03-25",4560
"2013-03-26",4455
"2013-03-27",4415
"2013-03-28",4385
"2013-03-29",4420
"2013-04-01",4640
"2013-04-02",4505
"2013-04-03",4445
"2013-04-04",4245
"2013-04-05",4005
"2013-04-08",3880
"2013-04-09",3770
"2013-04-10",3885
"2013-04-11",4045
"2013-04-12",4010
"2013-04-15",3980
"2013-04-16",3895
"2013-04-17",4055
"2013-04-18",4020
"2013-04-19",3945
"2013-04-22",3980
"2013-04-23",4190
"2013-04-24",4340
"2013-04-25",4280
"2013-04-26",4400
"2013-04-29",4360
"2013-04-30",4360
"2013-05-02",4300
"2013-05-03",4200
"2013-05-06",4215
"2013-05-07",4230
"2013-05-08",4370
"2013-05-09",4395
"2013-05-10",4370
"2013-05-13",4355
"2013-05-14",4310
"2013-05-15",4280
"2013-05-16",4320
"2013-05-20",4210
"2013-05-21",4220
"2013-05-22",4165
"2013-05-23",4065
"2013-05-24",4030
"2013-05-27",4015
"2013-05-28",4010
"2013-05-29",4080
"2013-05-30",4080
"2013-05-31",4085
"2013-06-03",4015
"2013-06-04",3925
"2013-06-05",3795
"2013-06-07",3850
"2013-06-10",3875
"2013-06-11",3850
"2013-06-12",3830
"2013-06-13",3760
"2013-06-14",3755
"2013-06-17",3570
"2013-06-18",3580
"2013-06-19",3615
"2013-06-20",3590
"2013-06-21",3430
"2013-06-24",3305
"2013-06-25",3050
"2013-06-26",3060
"2013-06-27",3215
"2013-06-28",3285
"2013-07-01",3380
"2013-07-02",3400
"2013-07-03",3355
"2013-07-04",3425
"2013-07-05",3485
"2013-07-08",3465
"2013-07-09",3465
"2013-07-10",3480
"2013-07-11",3485
"2013-07-12",3485
"2013-07-15",3440
"2013-07-16",3395
"2013-07-17",3370
"2013-07-18",3350
"2013-07-19",3335
"2013-07-22",3455
"2013-07-23",3750
"2013-07-24",3670
"2013-07-25",3660
"2013-07-26",3620
"2013-07-29",3775
"2013-07-30",3735
"2013-07-31",3735
"2013-08-01",3755
"2013-08-02",3785
"2013-08-05",3735
"2013-08-06",3700
"2013-08-07",3625
"2013-08-08",3650
"2013-08-09",3690
"2013-08-12",3670
"2013-08-13",3650
"2013-08-14",3700
"2013-08-16",4025
"2013-08-19",4625
"2013-08-20",4170
"2013-08-21",4050
"2013-08-22",3790
"2013-08-23",4010
"2013-08-26",3960
"2013-08-27",3780
"2013-08-28",3650
"2013-08-29",3620
"2013-08-30",3630
"2013-09-02",3635
"2013-09-03",3600
"2013-09-04",3560
"2013-09-05",3575
"2013-09-06",3585
"2013-09-09",3670
"2013-09-10",3630
"2013-09-11",3650
"2013-09-12",3685
"2013-09-13",3655
"2013-09-16",3565
"2013-09-17",3590
"2013-09-23",3435
"2013-09-24",3475
"2013-09-25",3425
"2013-09-26",3500
"2013-09-27",3545
"2013-09-30",3490
"2013-10-01",3420
"2013-10-02",3390
"2013-10-04",3320
"2013-10-07",3235
"2013-10-08",3280
"2013-10-10",3265
"2013-10-11",3350
"2013-10-14",3305
"2013-10-15",3325
"2013-10-16",3380
"2013-10-17",3420
"2013-10-18",3410
"2013-10-21",3425
"2013-10-22",3415
"2013-10-23",3370
"2013-10-24",3395
"2013-10-25",3420
"2013-10-28",3415
"2013-10-29",3420
"2013-10-30",3405
"2013-10-31",3400
"2013-11-01",3375
"2013-11-04",3390
"2013-11-05",3420
"2013-11-06",3430
"2013-11-07",3425
"2013-11-08",3305
"2013-11-11",3230
"2013-11-12",3190
"2013-11-13",3190
"2013-11-14",3195
"2013-11-15",3250
"2013-11-18",3270
"2013-11-19",3185
"2013-11-20",3150
"2013-11-21",3130
"2013-11-22",3160
"2013-11-25",3190
"2013-11-26",3245
"2013-11-27",3245
"2013-11-28",3125
"2013-11-29",3130
"2013-12-02",3060
"2013-12-03",3020
"2013-12-04",2980
"2013-12-05",2975
"2013-12-06",3285
"2013-12-09",3205
"2013-12-10",3275
"2013-12-11",3000
"2013-12-12",2965
"2013-12-13",2935
"2013-12-16",2940
"2013-12-17",2810
"2013-12-18",2845
"2013-12-19",2805
"2013-12-20",2815
"2013-12-23",2815
"2013-12-24",2865
"2013-12-26",2860
"2013-12-27",2980
"2013-12-30",3000
"2014-01-02",3050
"2014-01-03",3030
"2014-01-06",3025
"2014-01-07",3075
"2014-01-08",3105
"2014-01-09",3120
"2014-01-10",3205
"2014-01-13",3205
"2014-01-14",3215
"2014-01-15",3050
"2014-01-16",3095
"2014-01-17",3060
"2014-01-20",3055
"2014-01-21",3135
"2014-01-22",3145
"2014-01-23",3230
"2014-01-24",3275
"2014-01-27",3190
"2014-01-28",3145
"2014-01-29",3155
"2014-02-03",3150
"2014-02-04",3140
"2014-02-05",3120
"2014-02-06",3240
"2014-02-07",3175
"2014-02-10",3245
"2014-02-11",3245
"2014-02-12",3275
"2014-02-13",3210
"2014-02-14",3340
"2014-02-17",3360
"2014-02-18",3400
"2014-02-19",3335
"2014-02-20",3365
"2014-02-21",3380
"2014-02-24",3285
"2014-02-25",3280
"2014-02-26",3340
"2014-02-27",3350
"2014-02-28",3330
"2014-03-03",3320
"2014-03-04",3365
"2014-03-05",3360
"2014-03-06",3370
"2014-03-07",3280
"2014-03-10",3350
"2014-03-11",3280
"2014-03-12",3265
"2014-03-13",3300
"2014-03-14",3260
"2014-03-17",3200
"2014-03-18",3295
"2014-03-19",3270
"2014-03-20",3325
"2014-03-21",3350
"2014-03-24",3465
"2014-03-25",3425
"2014-03-26",3385
"2014-03-27",3330
"2014-03-28",3440
"2014-03-31",3345
"2014-04-01",3345
"2014-04-02",3290
"2014-04-03",3315
"2014-04-04",3320
"2014-04-07",3320
"2014-04-08",3435
"2014-04-09",3510
"2014-04-10",3430
