"","Price"
"2013-03-11",17400
"2013-03-12",18250
"2013-03-13",18650
"2013-03-14",18600
"2013-03-15",18900
"2013-03-18",17650
"2013-03-19",18100
"2013-03-20",17750
"2013-03-21",18350
"2013-03-22",19000
"2013-03-25",19050
"2013-03-26",18900
"2013-03-27",18750
"2013-03-28",18950
"2013-03-29",18750
"2013-04-01",19550
"2013-04-02",19650
"2013-04-03",19650
"2013-04-04",20400
"2013-04-05",20200
"2013-04-08",19000
"2013-04-09",19850
"2013-04-10",19950
"2013-04-11",20850
"2013-04-12",21350
"2013-04-15",21850
"2013-04-16",21450
"2013-04-17",21900
"2013-04-18",21900
"2013-04-19",20950
"2013-04-22",22550
"2013-04-23",22650
"2013-04-24",22400
"2013-04-25",23000
"2013-04-26",22850
"2013-04-29",22900
"2013-04-30",22200
"2013-05-02",23500
"2013-05-03",23500
"2013-05-06",23900
"2013-05-07",25900
"2013-05-08",25600
"2013-05-09",26250
"2013-05-10",25900
"2013-05-13",24050
"2013-05-14",24200
"2013-05-15",24550
"2013-05-16",21150
"2013-05-20",21000
"2013-05-21",22600
"2013-05-22",22250
"2013-05-23",21250
"2013-05-24",21750
"2013-05-27",21450
"2013-05-28",22350
"2013-05-29",22900
"2013-05-30",21350
"2013-05-31",21150
"2013-06-03",20300
"2013-06-04",20650
"2013-06-05",20400
"2013-06-07",19100
"2013-06-10",18700
"2013-06-11",20450
"2013-06-12",21200
"2013-06-13",21000
"2013-06-14",21900
"2013-06-17",21450
"2013-06-18",21250
"2013-06-19",20600
"2013-06-20",20700
"2013-06-21",20000
"2013-06-24",18800
"2013-06-25",16800
"2013-06-26",17950
"2013-06-27",19350
"2013-06-28",19200
"2013-07-01",19300
"2013-07-02",18800
"2013-07-03",18600
"2013-07-04",18600
"2013-07-05",18100
"2013-07-08",17700
"2013-07-09",17900
"2013-07-10",17050
"2013-07-11",17700
"2013-07-12",18850
"2013-07-15",19000
"2013-07-16",18750
"2013-07-17",19400
"2013-07-18",20150
"2013-07-19",20150
"2013-07-22",20100
"2013-07-23",19600
"2013-07-24",19800
"2013-07-25",19200
"2013-07-26",19100
"2013-07-29",18300
"2013-07-30",18700
"2013-07-31",19350
"2013-08-01",19000
"2013-08-02",19400
"2013-08-05",19500
"2013-08-06",21500
"2013-08-07",21250
"2013-08-08",21300
"2013-08-09",21400
"2013-08-12",20500
"2013-08-13",19100
"2013-08-14",19400
"2013-08-16",19100
"2013-08-19",19150
"2013-08-20",18900
"2013-08-21",18800
"2013-08-22",17900
"2013-08-23",18350
"2013-08-26",18650
"2013-08-27",18100
"2013-08-28",18050
"2013-08-29",17850
"2013-08-30",18500
"2013-09-02",19600
"2013-09-03",19200
"2013-09-04",19350
"2013-09-05",18900
"2013-09-06",18450
"2013-09-09",18050
"2013-09-10",18300
"2013-09-11",19550
"2013-09-12",18850
"2013-09-13",19100
"2013-09-16",18250
"2013-09-17",18500
"2013-09-23",18100
"2013-09-24",18200
"2013-09-25",18200
"2013-09-26",18300
"2013-09-27",19250
"2013-09-30",19300
"2013-10-01",19700
"2013-10-02",19750
"2013-10-04",19350
"2013-10-07",20500
"2013-10-08",20750
"2013-10-10",20150
"2013-10-11",19900
"2013-10-14",19500
"2013-10-15",20300
"2013-10-16",19200
"2013-10-17",18400
"2013-10-18",18650
"2013-10-21",19200
"2013-10-22",19000
"2013-10-23",18400
"2013-10-24",18800
"2013-10-25",18800
"2013-10-28",19000
"2013-10-29",18700
"2013-10-30",19050
"2013-10-31",18550
"2013-11-01",18300
"2013-11-04",18750
"2013-11-05",18550
"2013-11-06",18700
"2013-11-07",15900
"2013-11-08",16050
"2013-11-11",14450
"2013-11-12",14850
"2013-11-13",15550
"2013-11-14",15900
"2013-11-15",16400
"2013-11-18",15400
"2013-11-19",15600
"2013-11-20",15850
"2013-11-21",15600
"2013-11-22",15100
"2013-11-25",15200
"2013-11-26",15950
"2013-11-27",16550
"2013-11-28",16500
"2013-11-29",16800
"2013-12-02",16400
"2013-12-03",15900
"2013-12-04",16400
"2013-12-05",16450
"2013-12-06",16000
"2013-12-09",16300
"2013-12-10",16500
"2013-12-11",16250
"2013-12-12",15950
"2013-12-13",15850
"2013-12-16",15650
"2013-12-17",15500
"2013-12-18",15350
"2013-12-19",15250
"2013-12-20",15550
"2013-12-23",15800
"2013-12-24",15400
"2013-12-26",15200
"2013-12-27",15350
"2013-12-30",15250
"2014-01-02",15700
"2014-01-03",16300
"2014-01-06",16700
"2014-01-07",16750
"2014-01-08",16750
"2014-01-09",16950
"2014-01-10",16500
"2014-01-13",17450
