"","Price"
"2013-03-11",8650
"2013-03-12",9320
"2013-03-13",9970
"2013-03-14",10000
"2013-03-15",10100
"2013-03-18",10300
"2013-03-19",10300
"2013-03-20",10350
"2013-03-21",10100
"2013-03-22",10550
"2013-03-25",10750
"2013-03-26",10650
"2013-03-27",10400
"2013-03-28",10800
"2013-03-29",10900
"2013-04-01",10750
"2013-04-02",10500
"2013-04-03",10500
"2013-04-04",10500
"2013-04-05",10500
"2013-04-08",9860
"2013-04-09",9920
"2013-04-10",10050
"2013-04-11",10200
"2013-04-12",10850
"2013-04-15",11000
"2013-04-16",10850
"2013-04-17",10800
"2013-04-18",10600
"2013-04-19",10600
"2013-04-22",10300
"2013-04-23",11450
"2013-04-24",11400
"2013-04-25",11550
"2013-04-26",11700
"2013-04-29",11250
"2013-04-30",10800
"2013-05-02",11100
"2013-05-03",11300
"2013-05-06",11100
"2013-05-07",11000
"2013-05-08",11350
"2013-05-09",11100
"2013-05-10",10900
"2013-05-13",10900
"2013-05-14",10600
"2013-05-15",11050
"2013-05-16",11000
"2013-05-20",10850
"2013-05-21",10550
"2013-05-22",10800
"2013-05-23",10600
"2013-05-24",10750
"2013-05-27",11000
"2013-05-28",11050
"2013-05-29",11400
"2013-05-30",11100
"2013-05-31",10950
"2013-06-03",10700
"2013-06-04",10650
"2013-06-05",10600
"2013-06-07",10150
"2013-06-10",10450
"2013-06-11",10450
"2013-06-12",10450
"2013-06-13",10400
"2013-06-14",9870
"2013-06-17",9400
"2013-06-18",9730
"2013-06-19",9810
"2013-06-20",9550
"2013-06-21",9560
"2013-06-24",9700
"2013-06-25",9150
"2013-06-26",9950
"2013-06-27",10250
"2013-06-28",10350
"2013-07-01",10600
"2013-07-02",10600
"2013-07-03",10300
"2013-07-04",10650
"2013-07-05",10700
"2013-07-08",11100
"2013-07-09",11050
"2013-07-10",10900
"2013-07-11",11050
"2013-07-12",11100
"2013-07-15",11000
"2013-07-16",10800
"2013-07-17",10700
"2013-07-18",10550
"2013-07-19",10650
"2013-07-22",10400
"2013-07-23",10400
"2013-07-24",10600
"2013-07-25",10550
"2013-07-26",10650
"2013-07-29",10550
"2013-07-30",10850
"2013-07-31",10850
"2013-08-01",11500
"2013-08-02",11500
"2013-08-05",11800
"2013-08-06",11850
"2013-08-07",10100
"2013-08-08",9640
"2013-08-09",9700
"2013-08-12",9350
"2013-08-13",9310
"2013-08-14",9250
"2013-08-16",9380
"2013-08-19",9490
"2013-08-20",9180
"2013-08-21",8780
"2013-08-22",8430
"2013-08-23",8530
"2013-08-26",8830
"2013-08-27",8740
"2013-08-28",8540
"2013-08-29",9010
"2013-08-30",9020
"2013-09-02",8800
"2013-09-03",8830
"2013-09-04",8800
"2013-09-05",8800
"2013-09-06",8620
"2013-09-09",8460
"2013-09-10",8530
"2013-09-11",8600
"2013-09-12",8640
"2013-09-13",8700
"2013-09-16",8700
"2013-09-17",8980
"2013-09-23",8840
"2013-09-24",8760
"2013-09-25",9080
"2013-09-26",9150
"2013-09-27",9160
"2013-09-30",9350
"2013-10-01",9050
"2013-10-02",9140
"2013-10-04",9090
"2013-10-07",8950
"2013-10-08",8990
"2013-10-10",9050
"2013-10-11",9040
"2013-10-14",8990
"2013-10-15",8920
"2013-10-16",8590
"2013-10-17",8490
"2013-10-18",8560
"2013-10-21",8490
"2013-10-22",8420
"2013-10-23",8230
"2013-10-24",8260
"2013-10-25",8360
"2013-10-28",8690
"2013-10-29",8530
"2013-10-30",8530
"2013-10-31",8350
"2013-11-01",8180
"2013-11-04",8540
"2013-11-05",8410
"2013-11-06",8060
"2013-11-07",8070
"2013-11-08",7930
"2013-11-11",7500
"2013-11-12",7550
"2013-11-13",7510
"2013-11-14",7560
"2013-11-15",7780
"2013-11-18",7710
"2013-11-19",7670
"2013-11-20",7680
"2013-11-21",7590
"2013-11-22",7670
"2013-11-25",7650
"2013-11-26",7670
"2013-11-27",7700
"2013-11-28",7650
"2013-11-29",7750
"2013-12-02",7740
"2013-12-03",7760
"2013-12-04",7720
"2013-12-05",7600
"2013-12-06",7580
"2013-12-09",7560
"2013-12-10",7560
"2013-12-11",7480
"2013-12-12",7440
"2013-12-13",7320
"2013-12-16",7180
"2013-12-17",7200
"2013-12-18",7150
"2013-12-19",7370
"2013-12-20",7300
"2013-12-23",7390
"2013-12-24",7460
"2013-12-26",7440
"2013-12-27",7700
"2013-12-30",7800
"2014-01-02",7700
"2014-01-03",7620
"2014-01-06",8040
"2014-01-07",8270
"2014-01-08",8190
"2014-01-09",8150
"2014-01-10",8320
"2014-01-13",8610
"2014-01-14",8470
"2014-01-15",8630
"2014-01-16",8820
"2014-01-17",8770
"2014-01-20",8780
"2014-01-21",8850
"2014-01-22",8670
"2014-01-23",8560
"2014-01-24",8460
"2014-01-27",8290
"2014-01-28",8340
"2014-01-29",8400
"2014-02-03",8500
"2014-02-04",8370
"2014-02-05",8420
"2014-02-06",8100
"2014-02-07",8440
"2014-02-10",8600
"2014-02-11",8400
"2014-02-12",8170
"2014-02-13",8340
"2014-02-14",8340
"2014-02-17",8800
"2014-02-18",8750
"2014-02-19",8750
"2014-02-20",8420
"2014-02-21",8840
"2014-02-24",9190
"2014-02-25",9180
"2014-02-26",9580
"2014-02-27",9550
"2014-02-28",9200
